268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
267206; DIPIRONA SODICA; NOT FOUND; 50 MG/ML. SOLUCAO ORAL FRASCO 100.00 ML; NO_ACR;507710705130116; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED; EMS
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;537114080011606; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC) ; M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;521121403135127; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; NO_ACR
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG COMPRIMIDO; NO_ACR;504613110018206; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS TRANS X 4; BF8
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;508302912131117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;538100103110110; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); B0B
268160; OMEPRAZOL; OMEPRAZOL; 40 MG. INJETAVEL NAO INFORMADO; NO_ACR;514601503114414; OMEPRAZOLEX; NOT FOUND; 40 MG CAP GEL DURA CT FR PLAS OPC X 7; NO_ACR
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) AMPOLA 2.00 ML; NO_ACR;504612110014516; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML; BF8
267516; ATENOLOL; ATENOLOL; 25 MG COMPRIMIDO; NO_ACR;502300502115317; ATENOL; NOT FOUND; 25MG COM CT BL AL PLAS INC X 28; AZN
268237; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. FRASCO COM ABERTURA TWIST OFF AMPOLA 20.00 ML; NO_ACR;511201002156414; CLORETO SODIO; NOT FOUND; AMP 20ML 0.9%; H_I
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;528502502111126; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 500 (EMB MULT); PZ8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;502814703133111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; S_A
267522; CLOMIPRAMINA; CLOMIPRAMINA; 25 MG DRÁGEA; NO_ACR;531626403113414; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;504612120014716; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; BF8
268277; OCITOCINA; OCITOCINA; 5 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR;513405901155417; OCITOC; NOT FOUND; 5 UI/ML SOL INJ CT AMP VD IN X 1 ML (EMB HOSP); I_B
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;538100102114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP); B0B
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;524308802135114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; LR3
308721; ALENDRONATO SODIO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR;526122303119117; ALENDRONATO SODIO; NOT FOUND; 10 MG COM CT BL AL PLAS LEIT X 28; GM2
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;537100303138110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; M1L
272839; RISPERIDONA; RISPERIDONA; 1 MG COMPRIMIDO; NO_ACR;506713402114415; RISPERIDON; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 20; CT6
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;502814702110116; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB MULT); S_A
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;504612120014716; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; BF8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;537100312110118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 10 (EMB FRAC); M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;508302912131117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;528502503132127; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 10ML; PZ8
303292; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR;514901302157417; RINGER; NOT FOUND; SOL INJ IV CX 20 BOLS PVC SIST FECH X 500 ML ; JPI
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG AMPOLA 2.00 ML; NO_ACR;504612110014516; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML; BF8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;504611901131117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; BF8
357881; CLORETO SODIO; NOT FOUND; 0.9 %. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC FRASCO 10.00 ML; NO_ACR;511201001151419; CLORETO SODIO; NOT FOUND; AMP 10ML 0.9%; H_I
352192; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR;514901302157417; RINGER; NOT FOUND; SOL INJ IV CX 20 BOLS PVC SIST FECH X 500 ML ; JPI
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;502814702110116; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB MULT); S_A
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302904139112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;538100102114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP); B0B
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;525307101115114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); NQA
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;508302906131119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;510409204111112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 100 (EMB MULT); GOB
286816; DIPIRONA SODICA; NOT FOUND; 1000 MG. SUPOSITORIO ADULTO SUPOSITÓRIO; NO_ACR;528513110124706; DIPIRONA SODICA; NOT FOUND; 1000 MG COM CT BL AL PLAS TRANS X 90 (EMB FRAC); PZ8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508302911135119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;504612120015016; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100; BF8
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537114080011506; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250; M1L
268103; CODEINA; CODEINA; 60 MG COMPRIMIDO; NO_ACR;506703104110414; CODEIN; NOT FOUND; 60 MG COM CT BL AL PLAS INC X 30; CT6
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG AMPOLA 2.00 ML; NO_ACR;507900602154115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL INJ CX 200 AMP VD AMB X 2 ML (EMB HOSP); EQX
267140; AZITROMICINA; AZITROMICINA; 500 MG FRASCO-AMPOLA; NO_ACR;531600405119416; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 5; EMS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;537100311114111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC); M1L
303292; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR;509507101151418; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML ; FRS
357881; CLORETO SODIO; NOT FOUND; 0.9 %. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC AMPOLA 20.00 ML; NO_ACR;511201002156414; CLORETO SODIO; NOT FOUND; AMP 20ML 0.9%; H_I
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;520709504132127; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 20ML; TTB
272784; CODEINA; CODEINA; 3 MG/ML. SOLUCAO ORAL FRASCO 120.00 ML; NO_ACR;506703103130411; CODEIN; NOT FOUND; 3 MG/ML SOL OR CT FR VD AMB X 120 ML; CT6
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;510409202133119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GOB
292331; SALBUTAMOL; SALBUTAMOL; 0.4 MG/ML. XAROPE FRASCO 100.00 ML; NO_ACR;505207601138411; SALBUTAM; NOT FOUND; 0.4 MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
267712; OMEPRAZOL; OMEPRAZOL; 20 MG COMPRIMIDO; NO_ACR;514601502118416; OMEPRAZOLEX; NOT FOUND; 20 MG CAP GEL DURA CT FR PLAS OPC X 14; NO_ACR
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;532312100005506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 20 ML (EMB HOSP); NO_ACR
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;511607104136115; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); HPO
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;537100309136111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 20 ML (EMB HOSP); M1L
278482; PRIMIDONA; PRIMIDONA; 250 MG COMPRIMIDO; NO_ACR;501602302110419; PRIMID; NOT FOUND; 250 MG COM CT BL AL PLAS INC X 20; APS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;528502509114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 480 (EMB FRAC); PZ8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;537114080011806; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500 (EMB FRAC) ; M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537114080011606; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC) ; M1L
357881; CLORETO SODIO; NOT FOUND; 0.9 %. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC FRASCO 10.00 ML; NO_ACR;539013100003903; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ CX 200 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;510409204111112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 100 (EMB MULT); GOB
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;538802102114113; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); LG6
314517; AZITROMICINA; AZITROMICINA; PO P/ SUSPENSAO ORAL FRASCO 600.00 MG; NO_ACR;531600409130414; AZI; NOT FOUND; 600 MG PO SUS OR CT FR PLAS OPC X DIL; EMS
371273; CLORETO SODIO; NOT FOUND; 0.9 %. SOLUCAO ESTERIL NAO INJETAVEL FRASCO 10.00 ML; NO_ACR;539013100003803; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ  CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267574; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;539013100004203; CLORETO SODIO; NOT FOUND; 20% SOL INJ CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
284105; RISPERIDONA; RISPERIDONA; 3 MG COMPRIMIDO; NO_ACR;506713410117411; RISPERIDON; NOT FOUND; 3 MG COM REV CT BL AL PLAS INC X 30; CT6
273818; DIOSMINA; DIOSMINA; ASSOCIADA A HESPERIDINA. 450MG + 50MG COMPRIMIDO; NO_ACR;500502903114417; DIOSMIN; NOT FOUND; 450 MG + 50 MG COM REV CT  BL AL PLAS INC X 10; A4H
273818; DIOSMINA; DIOSMINA; ASSOCIADA A HESPERIDINA. 450MG + 50MG COMPRIMIDO; NO_ACR;500502901111410; DIOSMIN; NOT FOUND; 450 MG + 50 MG COM REV CT BL AL PLAS INC X 30; A4H
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;504612120015016; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100; BF8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;525013100103506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; MD7
267621; CARBONATO LITIO; NOT FOUND; 300 MG COMPRIMIDO; NO_ACR;506903402115115; CARBONATO LITIO; NOT FOUND; 300 MG COM CT BL AL PLAS INC X 50; ATV
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;508302904139112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 15.00 ML; NO_ACR;537100308131114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 15 ML (EMB HOSP); M1L
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;511516202119110; ALENDRONATO SODIO; NOT FOUND; 70 MG COM REV CT BL AL/AL X 4; SDZ
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;521113090058706; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL/AL X 4; NO_ACR
272995; FAMOTIDINA; FAMOTIDINA; 20 MG COMPRIMIDO; NO_ACR;519004101114413; FAMOTID; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 10; N_Q
267574; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 20.00 ML; NO_ACR;539013100004403; CLORETO SODIO; NOT FOUND; 20% SOL INJ CX 50 AMP PLAS TRANS X 20 ML (EMB HOSP); STT
267574; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;511201012151415; CLORETO SODIO; NOT FOUND; AMP 10ML 20%; H_I
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;520709502131123; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CX 50 FR PLAS OPC GOT X 20 ML (EMB HOSP); TTB
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;532300602138126; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML; NO_ACR
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;504612120015016; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100; BF8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508013402134129; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; EUF
272835; RIBAVIRINA; RIBAVIRINA; 250 MG CÁPSULA; NO_ACR;504403502114411; RIBAVIRIN; NOT FOUND; 250 MG CAP GEL DURA CT FR PLAS OPC X 40; BU_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;504612120015016; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100; BF8
274497; CLORTALIDONA; CLORTALIDONA; 25 MG COMPRIMIDO; NO_ACR;531626403113414; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;508302902136116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAST OPC GOT X 20 ML ; FM_
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;526125004112115; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP)  ; GM2
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;528502506115118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 200 - (EMB MULTI); PZ8
272335; DIMENIDRINATO; DIMENIDRINATO; ASSOCIADO COM PIRIDOXINA CLORIDRATO. 25MG + 5MG/ML. SOLUCAO ORAL - GOTAS FRASCO 20.00 ML; NO_ACR;533513120024603; DIMENIDRIN; NOT FOUND; 25 MG/ML + 5 MG/ML SOL OR CT FR PET AMB GOT X 20 ML ; VAP
272049; CLORDIAZEPOXIDO; CLORDIAZEPOXIDO; 25MG COMPRIMIDO; NO_ACR;531626403113414; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;526122301116110; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS LEIT X 2; GM2
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
268952; AZITROMICINA; AZITROMICINA; 500 MG. PO LIOFILIZADO PARA SOLUCAO INJETAVEL FRASCO-AMPOLA; NO_ACR;531600410112416; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 9; EMS
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;521121402139129; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; NO_ACR
267292; IMIPRAMINA; IMIPRAMINA; CLORIDRATO. 25 MG DRÁGEA; NO_ACR;506707301115411; IMIPRA; NOT FOUND; 25 MG COM REV CX BL AL PLAS INC X 200 (EMB HOSP); CT6
382563; CLORETO SODIO; NOT FOUND; A 10%. SOLUCAO INJETAVEL AMPOLA 20.00 ML; NO_ACR;511201012151415; CLORETO SODIO; NOT FOUND; AMP 10ML 20%; H_I
303292; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR;514901301150419; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML; JPI
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) AMPOLA 2.00 ML; NO_ACR;519003502158111; DIPIRONA SODICA; NOT FOUND; INJ 500MG/ML (CX C/50 AMP C/2ML); N_Q
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508302901131110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAST OPC GOT X 10 ML ; FM_
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;528502506115118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 200 - (EMB MULTI); PZ8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;528502505135123; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP); PZ8
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG AMPOLA 2.00 ML; NO_ACR;519003502158111; DIPIRONA SODICA; NOT FOUND; INJ 500MG/ML (CX C/50 AMP C/2ML); N_Q
273257; OXCARBAZEPINA; OXCARBAZEPINA; 300 MG COMPRIMIDO; NO_ACR;533020801112411; OXCARB; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 20; U_Q
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;538100101118114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 30; B0B
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;526125004112115; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP)  ; GM2
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;537100310118111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB FRAC); M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;542012040000506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC  GOT X 10 ML ; NV7
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302902136116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAST OPC GOT X 20 ML ; FM_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;502814702110116; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB MULT); S_A
