73800, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, BF8,504612001118112, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 10, BF8
77951, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 4, LG6,538806303114415, AH ZUL, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 4, LG6
77951, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 4, LG6,538806308116416, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 8, LG6
77951, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 4, LG6,538806305117411, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 12, LG6
77951, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 4, LG6,538806307111410, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 4, LG6
77951, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 4, LG6,538806304110413, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 1, LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807302138114, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 16 ENV AL POLIET X 5 G , LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807304130110, ACETILCISTEINA, ACETILCISTEINA, 40 MG/ML XPE CT FR VD AMB X 120 ML + CP MED , LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807303134112, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 16 ENV AL POLIET X 5 G , LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807307131118, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807305137119, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 16 ENV AL POLIET X 5 G , LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807308136113, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807306133117, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), LG6
68142, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 600 MG 5 G x 16, LG6,538807301131116, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, LG6
72909, ATENOLOL CLORTA, NOT FOUND, CPR 12.5 MG x 30 (/50), LG6,538807602115111, ATENOLOL, ATENOLOL, 25 MG COM CT BL AL PLAS OPC X 30, LG6
72909, ATENOLOL CLORTA, NOT FOUND, CPR 12.5 MG x 30 (/50), LG6,538812502115114, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, LG6
72909, ATENOLOL CLORTA, NOT FOUND, CPR 12.5 MG x 30 (/50), LG6,538807601119111, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS OPC X 30 , LG6
72909, ATENOLOL CLORTA, NOT FOUND, CPR 12.5 MG x 30 (/50), LG6,538807603111118, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS OPC X 30, LG6
72909, ATENOLOL CLORTA, NOT FOUND, CPR 12.5 MG x 30 (/50), LG6,538812501119116, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30, LG6
75523, ACID MEFENAMICO, ACIDO MEFENAMICO, CPR 500 MG x 24, LG6,538814201112112, ACIDO MEFENAMICO, ACIDO MEFENAMICO, 500 MG COM CT BL AL PLAS OPC X 24, LG6
68154, ALPRAZOLAM, ALPRAZOLAM, CPR 0.50 MG x 20, LG6,538812403117119, ALPRAZOLAM, ALPRAZOLAM, 1.0 MG COM CT BL AL PLAS INC X 20, LG6
68154, ALPRAZOLAM, ALPRAZOLAM, CPR 0.50 MG x 20, LG6,538812402110110, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 20, LG6
68154, ALPRAZOLAM, ALPRAZOLAM, CPR 0.50 MG x 20, LG6,538812401114112, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 20, LG6
68154, ALPRAZOLAM, ALPRAZOLAM, CPR 0.50 MG x 20, LG6,538812404113117, ALPRAZOLAM, ALPRAZOLAM, 2.0 MG COM CT BL AL PLAS INC X 20, LG6
75729, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21, LG6,538801002116116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL/AL X 14, LG6
75729, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21, LG6,538801001111110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL/AL X 12, LG6
62266, ALERGALIV, NOT FOUND, CPR 10 MG x 12, LG6,538816601134411, ALERGALIV D, NOT FOUND, 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP DOS, LG6
68614, ALBENDAZOL, ALBENDAZOL, CPR MASC 200 MG x 2, LG6,538814401138115, ALBENDAZOL, ALBENDAZOL, 40 MG/ML SUS OR CT FR VD AMB X 10 ML + CP MED, LG6
68156, ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 20, LG6,538812403117119, ALPRAZOLAM, ALPRAZOLAM, 1.0 MG COM CT BL AL PLAS INC X 20, LG6
68156, ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 20, LG6,538812402110110, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 20, LG6
68156, ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 20, LG6,538812401114112, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 20, LG6
68156, ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 20, LG6,538812404113117, ALPRAZOLAM, ALPRAZOLAM, 2.0 MG COM CT BL AL PLAS INC X 20, LG6
70148, ALGE AC ENA EST, NOT FOUND, A.IM 150 MG 1 ML x 1 (/10), LG6,538801301156111, ALGESTONA ACETOFENIDA ENANTATO ESTRADIOL, NOT FOUND, 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML, LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807302138114, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 16 ENV AL POLIET X 5 G , LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807304130110, ACETILCISTEINA, ACETILCISTEINA, 40 MG/ML XPE CT FR VD AMB X 120 ML + CP MED , LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807303134112, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 16 ENV AL POLIET X 5 G , LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807307131118, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807305137119, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 16 ENV AL POLIET X 5 G , LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807308136113, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807306133117, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), LG6
68143, ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), LG6,538807301131116, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, LG6
71601, ATENOLOL, ATENOLOL, CPR 50 MG x 30, LG6,538807602115111, ATENOLOL, ATENOLOL, 25 MG COM CT BL AL PLAS OPC X 30, LG6
71601, ATENOLOL, ATENOLOL, CPR 50 MG x 30, LG6,538812502115114, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, LG6
71601, ATENOLOL, ATENOLOL, CPR 50 MG x 30, LG6,538807601119111, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS OPC X 30 , LG6
71601, ATENOLOL, ATENOLOL, CPR 50 MG x 30, LG6,538807603111118, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS OPC X 30, LG6
71601, ATENOLOL, ATENOLOL, CPR 50 MG x 30, LG6,538812501119116, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30, LG6
78695, ATORVASTATINA, ATORVASTATINA, CPR REVEST 80 MG x 30, LG6,538805602118112, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 30, LG6
78695, ATORVASTATINA, ATORVASTATINA, CPR REVEST 80 MG x 30, LG6,538805601111114, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 30, LG6
78695, ATORVASTATINA, ATORVASTATINA, CPR REVEST 80 MG x 30, LG6,538805604110119, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 30, LG6
78695, ATORVASTATINA, ATORVASTATINA, CPR REVEST 80 MG x 30, LG6,538805603114110, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 30, LG6
71600, ATENOLOL, ATENOLOL, CPR 25 MG x 30, LG6,538807602115111, ATENOLOL, ATENOLOL, 25 MG COM CT BL AL PLAS OPC X 30, LG6
71600, ATENOLOL, ATENOLOL, CPR 25 MG x 30, LG6,538812502115114, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, LG6
71600, ATENOLOL, ATENOLOL, CPR 25 MG x 30, LG6,538807601119111, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS OPC X 30 , LG6
71600, ATENOLOL, ATENOLOL, CPR 25 MG x 30, LG6,538807603111118, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS OPC X 30, LG6
71600, ATENOLOL, ATENOLOL, CPR 25 MG x 30, LG6,538812501119116, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30, LG6
78694, ATORVASTATINA, ATORVASTATINA, CPR REVEST 40 MG x 30, LG6,538805602118112, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 30, LG6
78694, ATORVASTATINA, ATORVASTATINA, CPR REVEST 40 MG x 30, LG6,538805601111114, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 30, LG6
78694, ATORVASTATINA, ATORVASTATINA, CPR REVEST 40 MG x 30, LG6,538805604110119, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 30, LG6
78694, ATORVASTATINA, ATORVASTATINA, CPR REVEST 40 MG x 30, LG6,538805603114110, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 30, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806306113411, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 2, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806302118417, AH ZUL, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 4, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806301111419, AH ZUL, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 2, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806303114415, AH ZUL, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 4, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806308116416, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 8, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806305117411, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 12, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806307111410, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 4, LG6
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806304110413, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 1, LG6
68155, ALPRAZOLAM, ALPRAZOLAM, CPR 1 MG x 20, LG6,538812403117119, ALPRAZOLAM, ALPRAZOLAM, 1.0 MG COM CT BL AL PLAS INC X 20, LG6
68155, ALPRAZOLAM, ALPRAZOLAM, CPR 1 MG x 20, LG6,538812402110110, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 20, LG6
68155, ALPRAZOLAM, ALPRAZOLAM, CPR 1 MG x 20, LG6,538812401114112, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 20, LG6
68155, ALPRAZOLAM, ALPRAZOLAM, CPR 1 MG x 20, LG6,538812404113117, ALPRAZOLAM, ALPRAZOLAM, 2.0 MG COM CT BL AL PLAS INC X 20, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806306113411, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 2, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806302118417, AH ZUL, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 4, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806301111419, AH ZUL, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 2, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806303114415, AH ZUL, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 4, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806308116416, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 8, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806305117411, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 12, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806307111410, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 4, LG6
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806304110413, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 1, LG6
68146, ACETON TRIANCIN, NOT FOUND, POM.BUCAL 1 MG 10 G x 1 (/G), LG6,538807402167116, ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA, NOT FOUND, 1 MG/G + 2.5 MG/G + 0.25 MG/G + 100.000 UI/G POM DERM CT BG AL X 30 G, LG6
68146, ACETON TRIANCIN, NOT FOUND, POM.BUCAL 1 MG 10 G x 1 (/G), LG6,538807401160118, ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA, NOT FOUND, 1 MG/G + 2.5 MG/G + 0.25 MG/G + 100.000 UI/G CREM DERM CT BG AL X 30 G, LG6
58097, ALERGALIV, NOT FOUND, CPR 10 MG x 15, LG6,538816601134411, ALERGALIV D, NOT FOUND, 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP DOS, LG6
58098, ALERGALIV, NOT FOUND, XAR. 1 MG 100 ML x 1 (/ML), LG6,538816601134411, ALERGALIV D, NOT FOUND, 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP DOS, LG6
68147, ADAPALENO, ADAPALENO, CREME 1 MG 30 G x 1 (/G), LG6,538814301168111, ADAPALENO, ADAPALENO, 1 MG/G GEL CT BG AL X 30 G, LG6
48951, BENEVRAN, NOT FOUND, DRAG 50 MG x 20, LG6,538816701112411, BENEVRAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, LG6
48951, BENEVRAN, NOT FOUND, DRAG 50 MG x 20, LG6,538816702161414, BENEVRAN, NOT FOUND, 11.6 MG/G GEL CT BG AL X 60 G, LG6
48951, BENEVRAN, NOT FOUND, DRAG 50 MG x 20, LG6,538816703131411, BENEVRAN, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, LG6
58815, BETROSPAM, NOT FOUND, A.IM 1 ML x 1, LG6,538812801155411, BETROSPAM, NOT FOUND, (5 + 2) MG/ML SUS INJ CT AMP VD INC, LG6
49687, BENECTRIN BALSAMIC, NOT FOUND, SUSP 100 ML x 1, LG6,538812902131419, BENECTRIN, NOT FOUND, 40 MG + 8 MG/ML SUS OR CT FR VD AMB X 100 ML, LG6
49687, BENECTRIN BALSAMIC, NOT FOUND, SUSP 100 ML x 1, LG6,538812901117412, BENECTRIN, NOT FOUND, 400 MG + 80 MG COM CT STR X 20, LG6
47668, BENECTRIN F, NOT FOUND, CPR 800 MG x 10 (/160), LG6,538812902131419, BENECTRIN, NOT FOUND, 40 MG + 8 MG/ML SUS OR CT FR VD AMB X 100 ML, LG6
47668, BENECTRIN F, NOT FOUND, CPR 800 MG x 10 (/160), LG6,538814501116415, BENECTRIN F, NOT FOUND, 800 MG + 160 MG COM CT STR X 10, LG6
47668, BENECTRIN F, NOT FOUND, CPR 800 MG x 10 (/160), LG6,538812901117412, BENECTRIN, NOT FOUND, 400 MG + 80 MG COM CT STR X 20, LG6
81216, BROMOPRIDA, BROMOPRIDA, CAPS 10 MG x 20, LG6,538805801110111, BROMOPRIDA, BROMOPRIDA, 10 MG CAP GEL DURA CT BL PLAS OPC X 20, LG6
81216, BROMOPRIDA, BROMOPRIDA, CAPS 10 MG x 20, LG6,538805802133115, BROMOPRIDA, BROMOPRIDA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED, LG6
78060, BROM CITALOPRAM, NOT FOUND, CPR REVEST 20 MG x 28, LG6,538807801118119, BROMIDRATO CITALOPRAM, BROMIDRATO CITALOPRAM, 20 MG COM REV CT BL AL PLAS OPC X 28, LG6
48950, BENEVRAN, NOT FOUND, DRAG 50 MG x 10, LG6,538816701112411, BENEVRAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, LG6
48950, BENEVRAN, NOT FOUND, DRAG 50 MG x 10, LG6,538816702161414, BENEVRAN, NOT FOUND, 11.6 MG/G GEL CT BG AL X 60 G, LG6
48950, BENEVRAN, NOT FOUND, DRAG 50 MG x 10, LG6,538816703131411, BENEVRAN, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, LG6
76773, BROMETO IPRATRO, BROMETO IPRATROPIO, SOLN INALT 0.25 MG 20 ML x 1 (/ML), LG6,538801401177119, BROMETO IPRATROPIO, BROMETO IPRATROPIO, 0.25 MG/ML SOL P/ INAL CT FR VD AMB GOT X 20 ML, LG6
1320, BENECTRIN, NOT FOUND, CPR 400 MG x 20 (/80), LG6,538812902131419, BENECTRIN, NOT FOUND, 40 MG + 8 MG/ML SUS OR CT FR VD AMB X 100 ML, LG6
1320, BENECTRIN, NOT FOUND, CPR 400 MG x 20 (/80), LG6,538814501116415, BENECTRIN F, NOT FOUND, 800 MG + 160 MG COM CT STR X 10, LG6
1320, BENECTRIN, NOT FOUND, CPR 400 MG x 20 (/80), LG6,538812901117412, BENECTRIN, NOT FOUND, 400 MG + 80 MG COM CT STR X 20, LG6
67938, BENEVRAN, NOT FOUND, GOTAS 15 MG 20 ML x 1 (/ML), LG6,538816701112411, BENEVRAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, LG6
67938, BENEVRAN, NOT FOUND, GOTAS 15 MG 20 ML x 1 (/ML), LG6,538816702161414, BENEVRAN, NOT FOUND, 11.6 MG/G GEL CT BG AL X 60 G, LG6
67938, BENEVRAN, NOT FOUND, GOTAS 15 MG 20 ML x 1 (/ML), LG6,538816703131411, BENEVRAN, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, LG6
49686, BENECTRIN, NOT FOUND, XAR. 240 MG 100 ML x 1 (/5ML), LG6,538812902131419, BENECTRIN, NOT FOUND, 40 MG + 8 MG/ML SUS OR CT FR VD AMB X 100 ML, LG6
49686, BENECTRIN, NOT FOUND, XAR. 240 MG 100 ML x 1 (/5ML), LG6,538814501116415, BENECTRIN F, NOT FOUND, 800 MG + 160 MG COM CT STR X 10, LG6
49686, BENECTRIN, NOT FOUND, XAR. 240 MG 100 ML x 1 (/5ML), LG6,538812901117412, BENECTRIN, NOT FOUND, 400 MG + 80 MG COM CT STR X 20, LG6
68406, BEZAFIBRATO, BEZAFIBRATO, CPR REVEST 200 MG x 20, LG6,538807701113115, BEZAFIBRATO, BEZAFIBRATO, 200 MG COM REV CT BL AL PLAS LEIT X 20, LG6
68169, BROMOPRIDA, BROMOPRIDA, SOLN ORAL 1 MG 120 ML x 1 (/ML), LG6,538805801110111, BROMOPRIDA, BROMOPRIDA, 10 MG CAP GEL DURA CT BL PLAS OPC X 20, LG6
68169, BROMOPRIDA, BROMOPRIDA, SOLN ORAL 1 MG 120 ML x 1 (/ML), LG6,538805802133115, BROMOPRIDA, BROMOPRIDA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED, LG6
67936, BENEVRAN GEL, NOT FOUND, GEL. 10 MG 60 G x 1 (/G), LG6,538816701112411, BENEVRAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, LG6
67936, BENEVRAN GEL, NOT FOUND, GEL. 10 MG 60 G x 1 (/G), LG6,538816702161414, BENEVRAN, NOT FOUND, 11.6 MG/G GEL CT BG AL X 60 G, LG6
67936, BENEVRAN GEL, NOT FOUND, GEL. 10 MG 60 G x 1 (/G), LG6,538816703131411, BENEVRAN, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, LG6
69087, BROMOPRIDA, BROMOPRIDA, SOLN ORAL 4 MG 20 ML x 1 (/ML), LG6,538805801110111, BROMOPRIDA, BROMOPRIDA, 10 MG CAP GEL DURA CT BL PLAS OPC X 20, LG6
69087, BROMOPRIDA, BROMOPRIDA, SOLN ORAL 4 MG 20 ML x 1 (/ML), LG6,538805802133115, BROMOPRIDA, BROMOPRIDA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED, LG6
68362, BRONCOLEX, NOT FOUND, XPE INF. 25 MG 120 ML x 1 (/5ML), LG6,538808901132413, BRONCOLEX, NOT FOUND, 5 MG/ML XPE INF CT FR VD AMB X 120 ML + CP MED X 10 ML, LG6
68362, BRONCOLEX, NOT FOUND, XPE INF. 25 MG 120 ML x 1 (/5ML), LG6,538808902139411, BRONCOLEX, NOT FOUND, 10 MG/ML XPE AD CT FR VD AMB X 120 ML + CP MED X 10 ML, LG6
77422, BIMATOPROSTA, BIMATOPROSTA, SOLN OFTAL 0.30 MG 3 ML x 1 (/ML), LG6,538804302171117, BIMATOPROSTA, BIMATOPROSTA, 0.3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, LG6
77422, BIMATOPROSTA, BIMATOPROSTA, SOLN OFTAL 0.30 MG 3 ML x 1 (/ML), LG6,538804301173116, BIMATOPROSTA, BIMATOPROSTA, 0.3 MG/ML SOL OFT CT FR PLAS OPC GOT X 3 ML, LG6
77423, BIMATOPROSTA, BIMATOPROSTA, SOLN OFTAL 0.30 MG 5 ML x 1 (/ML), LG6,538804302171117, BIMATOPROSTA, BIMATOPROSTA, 0.3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, LG6
77423, BIMATOPROSTA, BIMATOPROSTA, SOLN OFTAL 0.30 MG 5 ML x 1 (/ML), LG6,538804301173116, BIMATOPROSTA, BIMATOPROSTA, 0.3 MG/ML SOL OFT CT FR PLAS OPC GOT X 3 ML, LG6
48952, BENEVRAN, NOT FOUND, GOTAS 15 MG 10 ML x 1 (/ML), LG6,538816701112411, BENEVRAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, LG6
48952, BENEVRAN, NOT FOUND, GOTAS 15 MG 10 ML x 1 (/ML), LG6,538816702161414, BENEVRAN, NOT FOUND, 11.6 MG/G GEL CT BG AL X 60 G, LG6
48952, BENEVRAN, NOT FOUND, GOTAS 15 MG 10 ML x 1 (/ML), LG6,538816703131411, BENEVRAN, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, LG6
77588, BRONXINA, NOT FOUND, XAR. AD 8 MG 120 ML x 1 (/5ML), LG6,538818101139410, BRONXINA, NOT FOUND, 1.6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, LG6
68363, BRONCOLEX, NOT FOUND, XPE ADLT 50 MG 120 ML x 1 (/5ML), LG6,538808901132413, BRONCOLEX, NOT FOUND, 5 MG/ML XPE INF CT FR VD AMB X 120 ML + CP MED X 10 ML, LG6
68363, BRONCOLEX, NOT FOUND, XPE ADLT 50 MG 120 ML x 1 (/5ML), LG6,538808902139411, BRONCOLEX, NOT FOUND, 10 MG/ML XPE AD CT FR VD AMB X 120 ML + CP MED X 10 ML, LG6
76104, BONAGRAN, NOT FOUND, CPR 70 MG x 4, LG6,538800402110419, BONAGRAN, NOT FOUND, 70 MG COM CT BL AL PLAS OPC X 4, LG6
76104, BONAGRAN, NOT FOUND, CPR 70 MG x 4, LG6,538800401114410, BONAGRAN, NOT FOUND, 70 MG COM CT BL AL PLAS OPC X 8, LG6
68184, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, GOTAS 20 MG 20 ML x 1 (/ML), LG6,538814801111117, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS OPC X 28, LG6
76778, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 250 MG x 14, LG6,538801801116117, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS OPC X 14, LG6
76778, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 250 MG x 14, LG6,538804701171110, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND, 3.5 MG + 1 MG SOL OFT CT FR PLAS OPC GOT X 5 ML, LG6
