1023507890048; CLOTRIMAZOL + ACETATO DE DEXAMETASONA; CLOTRIMAZOL ACETATO DEXAMETASONA; NOT FOUND; 10MG/G + 0.4MG/G CREM DERM CT BG AL X 40G; EMS
1023504300061; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 300 MG COM REV CT STR X 10  ; EMS
1023504300304; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COM REV CT BL AL/AL X 60 (EMB FRAC); EMS
1023504300088; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 300 MG COM REV CT STR X 20; EMS
1356904120023; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COM REV CT BL AL/AL X 20; EMS
1356904120066; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 300 MG COM REV CT STR X 20; EMS
1023504300231; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 300 MG COM REV CT BL AL /AL X 20; EMS
1023507000425; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 100 MG COM REV CT BL AL PLAS LEIT X 14; EMS
1023507000174; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 10; EMS
1023507000204; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 28; EMS
1023507000190; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 20; EMS
1356903860309; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 100MG COM REV CT BL AL PLAS OPC X 14; EMS
1356903860082; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50MG COM REV CT BL AL PLAS OPC X 10 ; EMS
1356903860104; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50MG COM REV CT BL AL PLAS OPC X 20; EMS
1356903860112; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50MG COM REV CT BL AL PLAS OPC X 28; EMS
1023508840087; CLORIDRATO DE SIBUTRAMINA; CLORIDRATO SIBUTRAMINA; NOT FOUND; 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30; EMS
1023508840036; CLORIDRATO DE SIBUTRAMINA; CLORIDRATO SIBUTRAMINA; NOT FOUND; 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30; EMS
1023504900018; CLOR. SOTALOL; CLOR SOTALOL; CLORIDRATO SOTALOL; 160MG 2BL X 10 COMP; EMS
1023504950015; CLOR.TERAZOSINA; CLOR TERAZOSINA; CLORIDRATO TERAZOSINA; 2MG 1BL X 14 COMP; EMS
1023507170045; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC GOT X 30 ML; EMS
1023507170088; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML; EMS
1356902360086; CLORIDRATO DE TERBINAFINA; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML ; EMS
1356902360043; CLORIDRATO DE TERBINAFINA; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC GOT X 30 ML ; EMS
1023504800013; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G CREM DERM CT BG AL X 20 G; EMS
1356904000044; CLORIDRATO DE TERBINAFINA; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G CREM DERM CT BG AL X 20 G; EMS
1023505610013; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 125MG 1BL X 14 COMP; EMS
1023505610048; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 250MG 1BL X 7 COMP; EMS
1023505610064; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG 2 BL X 7 COMP; EMS
1023505610080; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG 4 BL X 7 COMP; EMS
1023505610110; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 125 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
1023505610099; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
1023505610072; CLORIDRATO DE TERBINAFINA; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG COM CT BL AL PLAS INC X  28; EMS
1023506740018; CLORIDRATO DE TICLOPIDINA; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 20  ; EMS
1023506740026; CLORIDRATO DE TICLOPIDINA; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 30; EMS
1356901900011; CLORIDRATO DE TICLOPIDINA; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 20 ; EMS
1356901900028; CLORIDRATO DE TICLOPIDINA; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 30; EMS
1356901780014; CLORIDRATO DE TRAMADOL; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 100 MG/ML SOL OR CT FR VD AMB X 15 ML; EMS
1023505660010; CLOR. TRAMADOL; CLOR TRAMADOL; CLORIDRATO TRAMADOL; 100MG 1BL X 10 COMP; EMS
1023507310017; CLOR. TRAMADOL; CLOR TRAMADOL; CLORIDRATO TRAMADOL; 50 MG CAP GEL DURA CT BL AL PLAS LEIT X 10; EMS
1356902430017; CLORIDRATO DE TRAMADOL; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 50 MG CAP GEL DURA CT BL AL PLAS OPC X 10 ; EMS
1023508860010; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14; EMS
1023508860045; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 30; EMS
1023508860142; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 75 MG CAP GEL DURA LIB PROL CT BL PLAS OPC X 15; EMS
1023508860169; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 75 MG CAP GEL DURA LIB PROL CT BL PLAS OPC X 30; EMS
1023506260091; CLOR. VERAPAMIL; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS BCO LEIT X 30; EMS
1023506260156; CLOR. VERAPAMIL; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC); EMS
1023505370020; CORONARIL; CORONARIL; NOT FOUND; 120 MG X 20 COMP REV; EMS
1023505370047; CORONARIL; CORONARIL; NOT FOUND; 240 MG X 30 COMP REV; EMS
1023505370012; CORONARIL; CORONARIL; NOT FOUND; 80 MG X 30 COMP REV; EMS
1356901990094; CLORIDRATO DE VERAPAMIL; CLORIDRATO VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023510950031; CLORIDRATO DE ZIPRASIDONA; CLORIDRATO ZIPRASIDONA; NOT FOUND; 40 MG CAP DURA CT BL AL AL X 30; EMS
1023510950080; CLORIDRATO DE ZIPRASIDONA; CLORIDRATO ZIPRASIDONA; NOT FOUND; 80 MG CAP DURA CT BL AL AL X 30; EMS
1023506140010; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 12.5 MG COM CT BL AL PLAS INC X 60 (EMB HOSP)  ; EMS
1023506140045; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 25 MG COM CT BL AL PLAS INC X 60 (EMB HOSP) ; EMS
1023506140053; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 50 MG COM CT BL AL PLAS INC X 30 ; EMS
1023506140071; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   ; EMS
1023506140088; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   ; EMS
1023506140101; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
1023503470028; CLORTALIL; CLORTALIL; NOT FOUND; 50MG 2 BL X 14 COMP; EMS
1023503470028; CLORTALIL; CLORTALIL; NOT FOUND; 50MG 2 BL X 14 COMP; EMS
1023503470109; CLORTALIL; CLORTALIL; NOT FOUND; 50 MG COM CT ENV AL X 30; EMS
1023503470060; CLORTALIL; CLORTALIL; NOT FOUND; 25 MG COM CT ENV AL X 60; EMS
1023503470125; CLORTALIL; CLORTALIL; NOT FOUND; 50 MG COM CT ENV AL X 90 (EMB FRAC); EMS
1023503470079; CLORTALIL; CLORTALIL; NOT FOUND; 25 MG COM CT ENV AL X 90 (EMB FRAC); EMS
1356906370094; CLORTALIL; CLORTALIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; EMS
1023504400015; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM DERM CT BG AL X 20 G; EMS
1023507120013; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM VAG CT BG AL X 35 G + 6 APLIC ; EMS
1023507120021; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 20 MG/G CREM VAG CT BG AL X 20 G + 3 APLIC ; EMS
1356902350013; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM VAG CT BG AL X 35 G + 6 APLIC ; EMS
1356902350021; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 20 MG/G CREM VAG CT BG AL X 20 G + 3 APLIC ; EMS
1356904020010; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM DERM CT BG AL X 20 G; EMS
1023510160012; CICATENOL; CICATENOL; NOT FOUND; 50 MG/G POM DERM CT BG AL X 30 G; EMS
1023506450028; CAPYLA-HAIR; CAPYLA HAIR; NOT FOUND; 1.0 MG COM REV CT 02 BL AL PLAS AMB X 15; EMS
1356906100054; CAPYLA-HAIR; CAPYLA HAIR; NOT FOUND; 1 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023504280079; CLINDAM; CLINDAM; NOT FOUND; SOL.INJ IM/IV 100AMP 4ML; EMS
1023510330198; CONCÁRDIO; CONCARDIO; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023510330120; CONCÁRDIO; CONCARDIO; NOT FOUND; 2.5 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023510330058; CONCÁRDIO; CONCARDIO; NOT FOUND; 1.25 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023510330260; CONCÁRDIO; CONCARDIO; NOT FOUND; 10 MG COM REV CT BL AL PLAS OPC X 30; EMS
1356903850011; CYSTISTAT; CYSTISTAT; NOT FOUND; 0.8 MG/ML SOL INJ CT FA VD INC X 50 ML; EMS
1023503450027; CORTIZOL; CORTIZOL; NOT FOUND; 100MG INJ C/50 FR C/2ML; EMS
1023503450027; CORTIZOL; CORTIZOL; NOT FOUND; 25 MG/ML SOL INJ CT 100 AMP VD AMB X 2 ML (EMB HOSP); EMS
1023503450043; CORTIZOL; CORTIZOL; NOT FOUND; 500MG INJ C/50 FR C/5ML; EMS
1023503450043; CORTIZOL; CORTIZOL; NOT FOUND; 500MG INJC/50FR C/5ML (HOSP); EMS
1023509450029; CLORIDRATO DE HIDROXIZINA; CLORIDRATO HIDROXIZINA; NOT FOUND; 2 MG/ ML SOL OR CT FR PLAS OPC X 120 ML + CP MED; EMS
1023509980036; CLORIDRATO DE HIDROXIZINA; CLORIDRATO HIDROXIZINA; NOT FOUND; 25 MG COM CT FR PLAS OPC X 30; EMS
1023505290035; CLORATADD; CLORATADD; NOT FOUND; 1 MG/ML XPE FR VD AMB X 100 ML + DOS; EMS
1023505290027; CLORATADD; CLORATADD; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 12; EMS
1023505490034; CLORATADD D; CLORATADD D; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML; EMS
1023505490018; CLORATADD D; CLORATADD D; NOT FOUND; 5 MG + 120 MG DRG CT 2 BL AL PLAS INC X 6; EMS
1356900220023; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; PO EXT CT ENV AL X 3 G + DIL X 100 ML; EMS
1356900220058; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; 400 MG COM REVE CT 3 BL AL PLAS INC X 10; EMS
1356900220090; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; 800 MG COM REVE CT 2 BL AL PLAS INC X 10; EMS
1356900220120; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 50; EMS
1356900220074; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; 500 MG COM REV CT FR VD AMB X 50; EMS
1023502790040; CANDERM; CANDERM; NOT FOUND; 40MG/ML SUSP ORAL FR C/ 80ML; EMS
1023502790058; CANDERM; CANDERM; NOT FOUND; 100MG/G GEL VAG BISN C/ 50G + APLIC; EMS
1023502790061; CANDERM; CANDERM; NOT FOUND; 250 MG 2 BLT C/ 10 COMP; EMS
1023502790026; CANDERM; CANDERM; NOT FOUND; 400 MG 2 BLT C/ 10 COMP; EMS
1356900340029; CINCORDIL; CINCORDIL; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 30 ; EMS
1356900340053; CINCORDIL; CINCORDIL; NOT FOUND; 40 MG COM CT BL AL PLAS INC X 30; EMS
1023509570032; CORASSETIL; CORASSETIL; NOT FOUND; 300 MG COM REV CT BL AL PLAS OPC X30; EMS
