63813, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 18,504600202113114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50MG/ML + 12
76776, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS 15 MG x 30,538802701115117, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30
62442, CELERG, NOT FOUND, XAR. 120 ML x 1,538813102110415, CELERG, NOT FOUND,0
62442, CELERG, NOT FOUND, XAR. 120 ML x 1,538813101130412, CELERG, NOT FOUND,0
78255, CENEVIT, NOT FOUND, SOLN ORAL 200 MG 30 ML x 1 (/ML),538801202131410, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 10
78255, CENEVIT, NOT FOUND, SOLN ORAL 200 MG 30 ML x 1 (/ML),523601501137416, CENEVIT ZINCO, NOT FOUND, 1G + 10MG COM EFEV CT TB PLAS X 30
78255, CENEVIT, NOT FOUND, SOLN ORAL 200 MG 30 ML x 1 (/ML),538807001138417, CENEVIT ARG, NOT FOUND, 1000 MG + 1000 MG COM EFEV CT TB PLAS X 16
78255, CENEVIT, NOT FOUND, SOLN ORAL 200 MG 30 ML x 1 (/ML),538801201135412, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 30
78255, CENEVIT, NOT FOUND, SOLN ORAL 200 MG 30 ML x 1 (/ML),538811701130417, CENEVIT, NOT FOUND, 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA)
77828, CLEANKINOL, NOT FOUND, GEL. 30 G x 1,538802802167414, CLEANKINOL, NOT FOUND, 40 MG/G GEL CT BG AL X 30 G
77828, CLEANKINOL, NOT FOUND, GEL. 30 G x 1,538802801160416, CLEANKINOL, NOT FOUND, 40 MG/G CREM CT BG AL X 30 G
71641, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CREME 10 MG 20 G x 1 (/G),538801901161114, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G CREM DERM CT BG AL X 20 G
76489, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML),538801502178110, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, 10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML
76489, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML),538801501163111, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, 10 MG/G CREM DERM CT BG AL X 20 G
70271, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 28,538817702112111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS OPC X 14
70271, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 28,538817701116111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 10
70271, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 28,538817703119118, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 20
70271, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 28,538817704115116, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 28
61745, CELOCORT, NOT FOUND, CREME 30 G x 1,538810901160419, CELOCORT, NOT FOUND,0
128848, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 37.5 MG x 30,538800601113116, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14
128848, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 37.5 MG x 30,538800602111117, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 30
74941, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 10 (/10),538801202131410, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 10
74941, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 10 (/10),523601501137416, CENEVIT ZINCO, NOT FOUND, 1G + 10MG COM EFEV CT TB PLAS X 30
74941, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 10 (/10),538801201135412, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 30
74941, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 10 (/10),538811701130417, CENEVIT, NOT FOUND, 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA)
74901, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30,538801601117111, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS OPC X 30 
68768, CET D BET S NEO, NOT FOUND, CREME 30 G x 1,538813201161115, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0
78712, CLO DOR MAL TIM, NOT FOUND, SOLN OFTAL 5 ML x 1,538805501176117, CLORIDRATO DE DORZOLAMIDA MALEATO DE TIMOLOL, NOT FOUND, 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML
69524, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20,538817702112111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS OPC X 14
69524, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20,538817701116111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 10
69524, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20,538817703119118, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 20
69524, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20,538817704115116, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 28
82424, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30,538803502116111, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 30
82424, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30,538803502116111, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 30
82424, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30,538803501111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 15
82424, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30,538803501111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 15
73877, CIPROFL DEXAMET, NOT FOUND, SOLN OFTAL 5 ML x 1,538804701171110, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND,3
73877, CIPROFL DEXAMET, NOT FOUND, SOLN OFTAL 5 ML x 1,538804701171110, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND,3
77233, CLO HIDROXIZINA, NOT FOUND, SOLN ORAL 2 MG 120 ML x 1 (/ML),538803602110115, CLORIDRATO HIDROXIZINA, NOT FOUND, 25 MG COM CT FR PLAS OPC X 30
77233, CLO HIDROXIZINA, NOT FOUND, SOLN ORAL 2 MG 120 ML x 1 (/ML),538803601130112, CLORIDRATO HIDROXIZINA, NOT FOUND, 2 MG/ ML SOL OR CT FR PLAS OPC X 120 ML + CP MED
76493, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 150 MG x 14,538800601113116, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14
76493, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 150 MG x 14,538800602111117, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 30
68173, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 30 MG x 50,538813303116119, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM CT FR PLAS OPC X 50
68173, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 30 MG x 50,538813302111113, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM CT FR PLAS OPC X 25
68173, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 30 MG x 50,538813301113112, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 30 MG COM CT FR PLAS OPC X 50
77723, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 14,538801801116117, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS OPC X 14
77723, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 14,538804701171110, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND,3
77723, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 14,538804701171110, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND,3
62441, CELERG, NOT FOUND, CPR x 20,538813102110415, CELERG, NOT FOUND,0
62441, CELERG, NOT FOUND, CPR x 20,538813101130412, CELERG, NOT FOUND,0
59454, CENEVIT, NOT FOUND, CPR EFER 1 G x 10,538801202131410, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 10
59454, CENEVIT, NOT FOUND, CPR EFER 1 G x 10,523601501137416, CENEVIT ZINCO, NOT FOUND, 1G + 10MG COM EFEV CT TB PLAS X 30
59454, CENEVIT, NOT FOUND, CPR EFER 1 G x 10,538807001138417, CENEVIT ARG, NOT FOUND, 1000 MG + 1000 MG COM EFEV CT TB PLAS X 16
59454, CENEVIT, NOT FOUND, CPR EFER 1 G x 10,538801201135412, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 30
59454, CENEVIT, NOT FOUND, CPR EFER 1 G x 10,538811701130417, CENEVIT, NOT FOUND, 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA)
87515, CENEVIT ARG, NOT FOUND, CPR EFERV x 16,538807001138417, CENEVIT ARG, NOT FOUND, 1000 MG + 1000 MG COM EFEV CT TB PLAS X 16
87515, CENEVIT ARG, NOT FOUND, CPR EFERV x 16,538811701130417, CENEVIT, NOT FOUND, 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA)
73319, CETO DIP BETAME, NOT FOUND, CREME 30 G x 1,538813201161115, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0
73319, CETO DIP BETAME, NOT FOUND, CREME 30 G x 1,538814601161110, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20 MG/G + 0
69525, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 100 MG x 14,538817702112111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS OPC X 14
69525, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 100 MG x 14,538817701116111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 10
69525, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 100 MG x 14,538817703119118, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 20
69525, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 100 MG x 14,538817704115116, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 28
59455, CENEVIT EFERVESCEN, NOT FOUND, CPR EFER 2 G x 10,538811701130417, CENEVIT, NOT FOUND, 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA)
69923, CETORO TROMETAM, NOT FOUND, CPR SL 10 MG x 10,538809601175115, CETOROLACO TROMETAMINA, NOT FOUND, 5 MG/ML SOL OFT ESTERIL CT FR PLAS OPC GOT X 5ML
62447, CIPROCILIN, NOT FOUND, CPR REVEST 500 MG x 14,538812701118415, CIPROCILIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 14
49967, CANDERM, NOT FOUND, CPR 400 MG x 20,538812001116411, CANDERM, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 20
49967, CANDERM, NOT FOUND, CPR 400 MG x 20,538812002112418, CANDERM, NOT FOUND, 400 MG COM REV CT BL AL PLAS INC X 20
68183, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 28,538814801111117, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS OPC X 28
76494, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 15,538803502116111, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 30
76494, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 15,538803502116111, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 30
76494, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 15,538803501111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 15
76494, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 15,538803501111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 15
76778, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 250 MG x 14,538801801116117, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS OPC X 14
76778, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 250 MG x 14,538804701171110, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND,3
76778, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 250 MG x 14,538804701171110, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND,3
68227, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 75 MG x 20,538814701115110, CLORIDRATO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20
113409, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 75 MG x 30,538800601113116, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14
113409, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 75 MG x 30,538800602111117, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 30
68725, CETO DIP BETAME, NOT FOUND, POM. 30 G x 1,538813201161115, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0
68725, CETO DIP BETAME, NOT FOUND, POM. 30 G x 1,538814601161110, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20 MG/G + 0
68206, CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10,538807902119110, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS BCO LEIT X 10
68206, CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10,538813201161115, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0
68206, CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10,538807901163116, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CT BG AL X 30 G
68206, CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10,538814601161110, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20 MG/G + 0
76492, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 150 MG x 30,538800601113116, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14
76492, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 150 MG x 30,538800602111117, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 30
69516, CEFACLOR, CEFACLOR, SUSP 375 MG 80 ML x 1 (/5ML),538813002116111, CEFACLOR, CEFACLOR, 500 MG CAP GEL DURA CT BL AL PLAS OPC X 10
69516, CEFACLOR, CEFACLOR, SUSP 375 MG 80 ML x 1 (/5ML),538813001111114, CEFACLOR, CEFACLOR, 250 MG CAP GEL DURA CT BL AL PLAS OPC X 10
69098, CLOR BETAXOLOL, CLORIDRATO BETAXOLOL, SOLN OFTAL 5 MG 5 ML x 1 (/ML),538801701170111, CLORIDRATO BETAXOLOL, CLORIDRATO BETAXOLOL, 5 MG/ML SOL OFT ESTERIL CT FR PLAS TRANS GOT X 5 ML 
72910, CLOTRIMAZOL, CLOTRIMAZOL, CREME DERMAT 10 MG 20 G x 1 (/G),538808101160110, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREM DERM CT BG AL X 20 G
75923, CLOR RANITIDINA, CLORIDRATO RANITIDINA, CPR REVEST 150 MG x 20,538814901114118, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT BL AL/AL X 20
68726, CIT ORF D S CAF, NOT FOUND, GOTAS 20 ML x 1,538809701137118, CITRATO ORFENADRINA DIPIRONA SODICA CAFEINA, NOT FOUND, 35 MG/ML + 300 MG/ML + 50 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML
68184, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, GOTAS 20 MG 20 ML x 1 (/ML),538814801111117, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS OPC X 28
62445, CIPROCILIN, NOT FOUND, CPR REVEST 250 MG x 14,538812701118415, CIPROCILIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 14
68175, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 50,538813303116119, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM CT FR PLAS OPC X 50
68175, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 50,538813302111113, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM CT FR PLAS OPC X 25
68175, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 50,538813301113112, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 30 MG COM CT FR PLAS OPC X 50
69097, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XPE AD S/A 30 MG 120 ML x 1 (/5ML),538808001131119, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
62444, CIPROCILIN, NOT FOUND, CPR REVEST 250 MG x 6,538812701118415, CIPROCILIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 14
2621, COLIRIO LEGRAND, NOT FOUND, COLIRIO 20 ML x 1,538815001176417, COLIRIO LEGRAND, NOT FOUND,0
68226, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,538814701115110, CLORIDRATO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20
76240, CANDIGRAN, NOT FOUND, CREME 20 MG 30 G x 1 (/G),538816801168417, CANDIGRAN, NOT FOUND, 20 MG/G + 0
83343, CLOPIDO GRAN, NOT FOUND, CPR REVEST 75 MG x 28,538812201115417, CLOPIDO GRAN, NOT FOUND, 75 MG COM REV CT AL AL X 28
77269, CLOR BROMEXINA, CLORIDRATO BROMEXINA, XPE ADLT 8 MG 120 ML x 1 (/5ML),538804001137114, CLORIDRATO BROMEXINA, CLORIDRATO BROMEXINA,1
78728, CLO HIDROXIZINA, NOT FOUND, CPR 25 MG x 30,538803602110115, CLORIDRATO HIDROXIZINA, NOT FOUND, 25 MG COM CT FR PLAS OPC X 30
78728, CLO HIDROXIZINA, NOT FOUND, CPR 25 MG x 30,538803601130112, CLORIDRATO HIDROXIZINA, NOT FOUND, 2 MG/ ML SOL OR CT FR PLAS OPC X 120 ML + CP MED
68224, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 30 (/50),538807201110117, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT BL AL PLAS LEITOSO X 30
68224, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 30 (/50),538807202117115, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND,2
76775, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS 10 MG x 30,538802702111115, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30
76775, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS 10 MG x 30,538802701115117, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30
71640, CLOR RANITIDINA, CLORIDRATO RANITIDINA, XPE 75 MG 120 ML x 1 (/5ML),538814901114118, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT BL AL/AL X 20
68200, CLOTRIMAZOL, CLOTRIMAZOL, CR.VAG. 6APL 10 MG 35 G x 1 (/G),538808101160110, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREM DERM CT BG AL X 20 G
69096, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XPE INF S/A 15 MG 120 ML x 1 (/5ML),538808001131119, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
49554, CANDERM, NOT FOUND, CPR 250 MG x 20,538812001116411, CANDERM, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 20
49554, CANDERM, NOT FOUND, CPR 250 MG x 20,538812002112418, CANDERM, NOT FOUND, 400 MG COM REV CT BL AL PLAS INC X 20
74940, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 30 (/10),538801202131410, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 10
74940, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 30 (/10),523601501137416, CENEVIT ZINCO, NOT FOUND, 1G + 10MG COM EFEV CT TB PLAS X 30
74940, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 30 (/10),538801201135412, CENEVIT ZINCO, NOT FOUND, 1 G + 10 MG COM EFEV CT TB PLAS X 30
74940, CENEVIT ZINCO, NOT FOUND, CPR EFER 1 G x 30 (/10),538811701130417, CENEVIT, NOT FOUND, 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA)
68223, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),538801601117111, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS OPC X 30 
77594, DESLORANA, NOT FOUND, CPR REVEST 5 MG x 10,538802002136115, DESLORATADINA, DESLORATADINA,0
77594, DESLORANA, NOT FOUND, CPR REVEST 5 MG x 10,538804102111412, DESLORANA, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 10
77594, DESLORANA, NOT FOUND, CPR REVEST 5 MG x 10,538802003132113, DESLORATADINA, DESLORATADINA,0
77594, DESLORANA, NOT FOUND, CPR REVEST 5 MG x 10,538802001113111, DESLORATADINA, DESLORATADINA, 5 MG COM VER CT BL AL PLAS OPC X 10
77594, DESLORANA, NOT FOUND, CPR REVEST 5 MG x 10,538804101131411, DESLORANA, NOT FOUND,0
77594, DESLORANA, NOT FOUND, CPR REVEST 5 MG x 10,538804103134416, DESLORANA, NOT FOUND,0
77594, DESLORANA, NOT FOUND, CPR REVEST 5 MG x 10,538802001113111, DESLORATADINA, DESLORATADINA, 5 MG COM REV CT BL AL PLAS OPC X 10
94299, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 30,538802002136115, DESLORATADINA, DESLORATADINA,0
94299, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 30,538804102111412, DESLORANA, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 10
94299, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 30,538802003132113, DESLORATADINA, DESLORATADINA,0
94299, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 30,538802001113111, DESLORATADINA, DESLORATADINA, 5 MG COM VER CT BL AL PLAS OPC X 10
94299, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 30,538804101131411, DESLORANA, NOT FOUND,0
94299, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 30,538804103134416, DESLORANA, NOT FOUND,0
94299, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 30,538802001113111, DESLORATADINA, DESLORATADINA, 5 MG COM REV CT BL AL PLAS OPC X 10
70217, DERMOSTATIN, NOT FOUND, POM. 60 G x 1,538811201162417, DERMOSTATIN, NOT FOUND, 100.000 UI / G + 200 MG / G POM DERM CT BG AL X 60 G
70163, DRYLTAC, NOT FOUND, CAPS 70 MG x 20,538808502114411, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 14
70163, DRYLTAC, NOT FOUND, CAPS 70 MG x 20,538808503110411, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 10
70163, DRYLTAC, NOT FOUND, CAPS 70 MG x 20,538808501118413, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 20
57981, DORILEN INJETAVEL, NOT FOUND, A.IM 2 ML x 50,538816902134410, DORILEN, NOT FOUND, (500 MG + 10 MG + 5 MG) / 1
