504100101113419, ABLOK, ABLOK, NOT FOUND, 100 MG COM CT 3 BL AL PLAS INC X 10, BS2
504113601111115, ÁCIDO VALPRÓICO, ACIDO VALPROICO, ACIDO VALPROICO, 250 MG CAP GEL MOLE CT FR VD AMB X 25, BS2
504109502110414, ACINIC, ACINIC, NOT FOUND, 500MG COM LIB PROL CT BL AL PLAS INC X 30, BS2
504109501114416, ACINIC, ACINIC, NOT FOUND, 750 MG COM LIB PROL CT BL AL PLAS INC X 30, BS2
504100301112416, ALERGOLON, ALERGOLON, NOT FOUND, COM CT BL AL PLAS INC X 21, BS2
504109601178416, ALIVE, ALIVE, NOT FOUND, 9 MG/ML + 0.1 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, BS2
504100401117411, AMIRETIC, AMIRETIC, NOT FOUND, COM CT BL AL PLAS INC X 30, BS2
504100503114411, AMPLAMOX, AMPLAMOX, NOT FOUND, CAP CT 3 BL AL PLAS AMB X 7 500 MG, BS2
504100504110418, AMPLAMOX, AMPLAMOX, NOT FOUND, CAP GEL DURA CT 3 BL AL PLAS INC X 10 500 MG, BS2
504100501138419, AMPLAMOX, AMPLAMOX, NOT FOUND, SUSP. ORAL C/ 150 ML 125 MG / 5ML, BS2
504100502134417, AMPLAMOX, AMPLAMOX, NOT FOUND, SUSP. ORAL C/ 150 ML 250 MG / 5ML, BS2
504100505133411, AMPLAMOX, AMPLAMOX, NOT FOUND, SUSP. ORAL C/ 150 ML 500 MG / 5ML, BS2
504113805157415, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 1 G + 200 MG PO INJ CT 10 FA, BS2
504113804150417, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 1 G + 200 MG PO INJ CT FA, BS2
504113802158410, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 2 G + 200 MG PO INJ CT 10 FA, BS2
504113801151412, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 2 G + 200 MG PO INJ CT FA, BS2
504113803154419, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 500 MG + 50 MG PO INJ CT 10 FA, BS2
504113806153413, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 500 MG + 50 MG PO INJ CT FA                                                                         , BS2
504100605111411, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 45, BS2
504100610115411, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 60, BS2
504100606118418, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 90, BS2
504100602112415, ARADOIS, ARADOIS, NOT FOUND, 100 MG CX C/ 30 COMP REV., BS2
504100607114416, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 45, BS2
504100608110414, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 60, BS2
504100609117412, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100611111418, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 100, BS2
504100612118416, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 30, BS2
504100613114414, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 45, BS2
504100614110412, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 60, BS2
504100615117410, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 90, BS2
504100625112411, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 60, BS2
504100616113419, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100617111411, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 100, BS2
504100618116415, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 45, BS2
504100619112413, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 60, BS2
504100620110410, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 90, BS2
504100603119413, ARADOIS, ARADOIS, NOT FOUND, 25 MG CX C/ 30 COMP REV., BS2
504100601116417, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100621117419, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 45, BS2
504100622113417, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100623111418, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 100, BS2
504100624116413, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 45, BS2
504100604115411, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, BS2
504100626119411, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 90, BS2
504100705116413, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 45, BS2
504100707119411, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 60, BS2
504100706112411, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 90, BS2
504100702117419, ARADOIS H, ARADOIS H, NOT FOUND, 100/25 MG CX C/ 30 COMP REV., BS2
504100704111418, ARADOIS H, ARADOIS H, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS INC X 45, BS2
504100708115418, ARADOIS H, ARADOIS H, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS INC X 90, BS2
504100701110410, ARADOIS H, ARADOIS H, NOT FOUND, 50 MG+ 12.5 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100703113417, ARADOIS H, ARADOIS H, NOT FOUND, 50MG + 12.5MG COM REV CT BL AL PLAS INC X 60 , BS2
504109502110414, ACINIC, ACINIC, NOT FOUND, 500 MG COM LIB PROL CT BL AL PLAS INC X 30, BS2
504109501114416, ACINIC, ACINIC, NOT FOUND, 750 MG COM LIB PROL CT BL AL PLAS INC X 30, BS2
504113601111115, ÁCIDO VALPRÓICO, ACIDO VALPROICO, ACIDO VALPROICO, 250 MG CAP GEL MOLE CT FR VD AMB X 25, BS2
504100503114411, AMPLAMOX, AMPLAMOX, NOT FOUND, CAP CT 3 BL AL PLAS AMB X 7 500 MG, BS2
504100504110418, AMPLAMOX, AMPLAMOX, NOT FOUND, CAP GEL DURA CT 3 BL AL PLAS INC X 10 500 MG, BS2
504100501138419, AMPLAMOX, AMPLAMOX, NOT FOUND, SUSP. ORAL C/ 150 ML 125 MG / 5ML, BS2
504100502134417, AMPLAMOX, AMPLAMOX, NOT FOUND, SUSP. ORAL C/ 150 ML 250 MG / 5ML, BS2
504100505133411, AMPLAMOX, AMPLAMOX, NOT FOUND, SUSP. ORAL C/ 150 ML 500 MG / 5ML, BS2
504100101113419, ABLOK, ABLOK, NOT FOUND, 100 MG COM CT 3 BL AL PLAS INC X 10, BS2
504100102111411, ABLOK, ABLOK, NOT FOUND, COM CT 3 BL AL PLAS INC X 10 25 MG, BS2
504100103116415, ABLOK, ABLOK, NOT FOUND, COM CT 3 BL AL PLAS INC X 10 50 MG, BS2
504100203110419, ABLOK PLUS, ABLOK PLUS, NOT FOUND, 25 MG + 12.5 MG COM CT 3 BL PLAS AL INC X 10, BS2
504100201118412, ABLOK PLUS, ABLOK PLUS, NOT FOUND, COM CT BL AL PLAS INC X 30 100/25 MG, BS2
504100202114410, ABLOK PLUS, ABLOK PLUS, NOT FOUND, COM CT BL AL PLAS INC X 30 50/12.5, BS2
504114601113418, ATEROGREL, ATEROGREL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 10, BS2
504114602111419, ATEROGREL, ATEROGREL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 30, BS2
504114603116414, ATEROGREL, ATEROGREL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 60, BS2
504113805157415, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 1 G + 200 MG PO INJ CT 10 FA, BS2
504113804150417, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 1 G + 200 MG PO INJ CT FA, BS2
504113802158410, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 2 G + 200 MG PO INJ CT 10 FA, BS2
504113801151412, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 2 G + 200 MG PO INJ CT FA, BS2
504113803154419, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 500 MG + 50 MG PO INJ CT 10 FA, BS2
504113806153413, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 500 MG + 50 MG PO INJ CT FA, BS2
504109601178416, ALIVE, ALIVE, NOT FOUND, 9 MG/ML + 0.1 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, BS2
504100401117411, AMIRETIC, AMIRETIC, NOT FOUND, COM CT BL AL PLAS INC X 30, BS2
504100602112415, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 30, BS2
504100605111411, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 45, BS2
504100610115411, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 60, BS2
504100606118418, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 90, BS2
504100607114416, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 45, BS2
504100608110414, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 60, BS2
504100609117412, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100611111418, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 100, BS2
504100612118416, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 30, BS2
504100613114414, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 45, BS2
504100614110412, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 60, BS2
504100615117410, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 90, BS2
504100603119413, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100625112411, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 60, BS2
504100616113419, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100617111411, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 100, BS2
504100618116415, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 45, BS2
504100619112413, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 60, BS2
504100620110410, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 90, BS2
504100601116417, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100621117419, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 45, BS2
504100622113417, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100623111418, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 100, BS2
504100624116413, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 45, BS2
504100604115411, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, BS2
504100626119411, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 90, BS2
504100702117419, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS AMB X 30, BS2
504100705116413, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 45, BS2
504100707119411, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 60, BS2
504100706112411, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 90, BS2
504100708115418, ARADOIS H, ARADOIS H, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS INC X 90, BS2
504100701110410, ARADOIS H, ARADOIS H, NOT FOUND, 50 MG+ 12.5 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100704111418, ARADOIS H, ARADOIS H, NOT FOUND, 50MG + 12.5MG COM REV CT BL AL PLAS INC X 45, BS2
504100703113417, ARADOIS H, ARADOIS H, NOT FOUND, 50MG + 12.5MG COM REV CT BL AL PLAS INC X 60, BS2
504100301112416, ALERGOLON, ALERGOLON, NOT FOUND, 4 MG COM CT BL AL PLAS INC X 21, BS2
504109502110414, ACINIC, ACINIC, NOT FOUND, 500 MG COM LIB PROL CT BL AL PLAS INC X 30, BS2
504109501114416, ACINIC, ACINIC, NOT FOUND, 750 MG COM LIB PROL CT BL AL PLAS INC X 30, BS2
504113601111115, ÁCIDO VALPRÓICO, ACIDO VALPROICO, ACIDO VALPROICO, 250 MG CAP GEL MOLE CT FR VD AMB X 25, BS2
504100101113419, ABLOK, ABLOK, NOT FOUND, 100 MG COM CT 3 BL AL PLAS INC X 10, BS2
504100102111411, ABLOK, ABLOK, NOT FOUND, COM CT 3 BL AL PLAS INC X 10 25 MG, BS2
504100103116415, ABLOK, ABLOK, NOT FOUND, COM CT 3 BL AL PLAS INC X 10 50 MG, BS2
504100203110419, ABLOK PLUS, ABLOK PLUS, NOT FOUND, 25 MG + 12.5 MG COM CT 3 BL PLAS AL INC X 10, BS2
504114601113418, ATEROGREL, ATEROGREL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 10, BS2
504114602111419, ATEROGREL, ATEROGREL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 30, BS2
504114603116414, ATEROGREL, ATEROGREL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 60, BS2
504113805157415, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 1 G + 200 MG PO INJ CT 10 FA, BS2
504113804150417, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 1 G + 200 MG PO INJ CT FA, BS2
504113802158410, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 2 G + 200 MG PO INJ CT 10 FA, BS2
504113801151412, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 2 G + 200 MG PO INJ CT FA, BS2
504113803154419, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 500 MG + 50 MG PO INJ CT 10 FA, BS2
504113806153413, AMPLAMOX AC, AMPLAMOX AC, NOT FOUND, 500 MG + 50 MG PO INJ CT FA, BS2
504109601178416, ALIVE, ALIVE, NOT FOUND, 9 MG/ML + 0.1 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, BS2
504100602112415, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 30, BS2
504100605111411, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 45, BS2
504100610115411, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 60, BS2
504100606118418, ARADOIS, ARADOIS, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 90, BS2
504100607114416, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 45, BS2
504100608110414, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 60, BS2
504100609117412, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100611111418, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 100, BS2
504100612118416, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 30, BS2
504100613114414, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 45, BS2
504100614110412, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 60, BS2
504100615117410, ARADOIS, ARADOIS, NOT FOUND, 12.5 MG COM REV CT BL AL PLAS INC X 90, BS2
504100603119413, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100625112411, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 60, BS2
504100616113419, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100617111411, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 100, BS2
504100618116415, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 45, BS2
504100619112413, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 60, BS2
504100620110410, ARADOIS, ARADOIS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 90, BS2
504100601116417, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100621117419, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 45, BS2
504100622113417, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS AMB X 90, BS2
504100623111418, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 100, BS2
504100624116413, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 45, BS2
504100604115411, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, BS2
504100626119411, ARADOIS, ARADOIS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 90, BS2
504100702117419, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS AMB X 30, BS2
504100705116413, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 45, BS2
504100707119411, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 60, BS2
504100706112411, ARADOIS H, ARADOIS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 90, BS2
504100708115418, ARADOIS H, ARADOIS H, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS INC X 90, BS2
504100701110410, ARADOIS H, ARADOIS H, NOT FOUND, 50 MG+ 12.5 MG COM REV CT BL AL PLAS AMB X 30 , BS2
504100704111418, ARADOIS H, ARADOIS H, NOT FOUND, 50MG + 12.5MG COM REV CT BL AL PLAS INC X 45, BS2
504100703113417, ARADOIS H, ARADOIS H, NOT FOUND, 50MG + 12.5MG COM REV CT BL AL PLAS INC X 60, BS2
504100301112416, ALERGOLON, ALERGOLON, NOT FOUND, 4 MG COM CT BL AL PLAS INC X 21, BS2
