1002000170021; DIANE 35; DIANE 35; NOT FOUND; 2 MG + 0.035 MG DRG CT BL CALEND AL PLAS INC X 21; NO_ACR
1121304630051; DUTASTERIDA; DUTASTERIDA; DUTASTERIDA; 0.5 MG CAP MOLE CT BL AL PLAS OPC X 30; NO_ACR
1027001220060; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG SOL.INJ CX C/ 1 SERINGA PLAST. X 1.0 ML; NO_ACR
1027001220052; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 80 MG SOL.INJ CX C/ 1 SERINGA PLAST. X 0.8 ML; NO_ACR
1027001220044; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 60 MG SOL.INJ CX C/ 1 SERINGA PLAST. X 0.6 ML; NO_ACR
1027001220036; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 40 MG SOL.INJ. CX C /1 SERINGA PLAST. X 0.4 ML; NO_ACR
1027001220028; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 20 MG SOL INJ. CX C/ 10 SER. PLAST. X 0.2 ML; NO_ACR
1027001220151; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT 1 SER VD INC X 1 ML; NO_ACR
1027001220079; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CX 10 SER PLAS X 0.4 ML; NO_ACR
1027001220117; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT 1 SER VD INC X 0.2 ML; NO_ACR
1027001220125; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT 1 SER VD INC X 0.4 ML; NO_ACR
1027001220133; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT 1 SER VD INC X 0.6 ML; NO_ACR
1027001220141; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT 1 SER VD INC X 0.8 ML; NO_ACR
1027001220206; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT 10 SER VD INC X 0.2 ML; NO_ACR
1027001220168; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT 10 SER VD INC X 0.4 ML; NO_ACR
1027001220011; DRIPANINA(ENOXAP. SOD.); DRIPANINA ENOXAP SOD; NOT FOUND; 100 MG/ML SOL INJ CT SER PLAS X 0.2 ML; NO_ACR
1084600220024; DYSPNÉ-INHAL; DYSPNE INHAL; NOT FOUND; 30 MG/ML SOL P/ INAL CT FR VD AMB X 10 ML; NO_ACR
1084600220016; DYSPNE-INHAL; DYSPNE INHAL; NOT FOUND; 30 MG/ML INAL CT FR VD AMB X 6 ML ; NO_ACR
1123600270141; DUROGESIC D-TRANS; DUROGESIC D TRANS; NOT FOUND; 2.1 MG ADES TRANSD MATRICIAL CT ENV X 5; NO_ACR
1123600270182; DUROGESIC D-TRANS; DUROGESIC D TRANS; NOT FOUND; 12.6 MG ADES TRANSD MATRICIAL CT ENV X 5; NO_ACR
1123600270174; DUROGESIC D-TRANS; DUROGESIC D TRANS; NOT FOUND; 16.8 MG ADES TRANSD MATRICIAL CT ENV X 5; NO_ACR
1123600270158; DUROGESIC D-TRANS; DUROGESIC D TRANS; NOT FOUND; 4.2 MG ADES TRANSD MATRICIAL CT ENV X 5; NO_ACR
1123600270166; DUROGESIC D-TRANS; DUROGESIC D TRANS; NOT FOUND; 8.4 MG ADES TRANSD MATRICIAL CT ENV X 5; NO_ACR
1123600270093; DUROGESIC; DUROGESIC; NOT FOUND; 10 MG ADS TRANSD CT 5 SACHES X 1; NO_ACR
1123600270069; DUROGESIC; DUROGESIC; NOT FOUND; 2.5 MG  ADS TRANSD CT 5 SACHES X 1; NO_ACR
1123600270077; DUROGESIC; DUROGESIC; NOT FOUND; 5 MG  ADS TRANSD CT 5 SACHES X 1; NO_ACR
1123600270085; DUROGESIC; DUROGESIC; NOT FOUND; 7.5 MG ADS TRANSD CT 5 SACHES  X 1; NO_ACR
1057700480029; DERMOXIN; DERMOXIN; NOT FOUND; TB 10 G; NO_ACR
1064601980011; DAFLUBYN; DAFLUBYN; NOT FOUND; 50 MG PO LIOF SOL INJ IV CT FA VD TRANS ; NO_ACR
1064601980028; DAFLUBYN; DAFLUBYN; NOT FOUND; 50 MG PO LIOF SOL INJ IV CT 5 FA VD TRANS; NO_ACR
1064601980036; DAFLUBYN; DAFLUBYN; NOT FOUND; 50 MG PO LIOF SOL INJ IV CT 20 FA VD TRANS; NO_ACR
1152400020011; DUPLIVIR; DUPLIVIR; NOT FOUND; 300MG + 300MG COM REV CX 50 FR PLAS PC X 30; NO_ACR
1152400020021; DUPLIVIR; DUPLIVIR; NOT FOUND; 300MG + 300MG COM REV CT FR PLAS OPC X 30; NO_ACR
1062400870016; DIUREMIL 40MG; DIUREMIL 40MG; NOT FOUND; 40 MG COM CT BL AL PLAS AMB X 20; NO_ACR
1092201690011; DIABINIL (APEX); DIABINIL APEX; NOT FOUND; 5 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
1211002700011; DIMETAPP EXPECTORANTE; DIMETAPP EXPECTORANTE; NOT FOUND; 20MG/ML XPE CT FR PLAS OPC X 120 ML; NO_ACR
1211003040252; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
1211003040309; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 30 ; NO_ACR
1211003040260; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 14; NO_ACR
1211003040279; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
1211003040287; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
1211003040295; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 28; NO_ACR
1211003040341; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
1211003040351; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
1211003040368; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
1211003040376; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
1211003040392; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
1211003040384; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 28; NO_ACR
1211003040147; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 14; NO_ACR
1211003040155; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
1211003040163; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
1211003040171; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 28; NO_ACR
1211003040181; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 30; NO_ACR
1211003040198; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
1211003040211; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
1211003040228; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
1211003040236; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 28; NO_ACR
1211003040244; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
1211003040015; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
1211003040023; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
1211003040031; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
1211003040041; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
1211003040058; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVC OPC X 28; NO_ACR
1211003040066; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVC OPC X 30; NO_ACR
1211003040074; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
1211003040082; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
1211003040090; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
1211003040104; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
1211003040112; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 28; NO_ACR
1211003040120; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
1211003040201; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
1211003040139; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
1027000860023; DISOTRON; DISOTRON; NOT FOUND; 5.000 UI/ML SOL INJ CX C/ 25 FA X 5 ML; NO_ACR
1376401300018; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 10 ; NO_ACR
1376401300026; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 14; NO_ACR
1376401300034; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 28; NO_ACR
1376401300042; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
1376401300050; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 10 ; NO_ACR
1376401300069; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 14; NO_ACR
1376401300077; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 28; NO_ACR
1376401300085; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
1376401300093; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 10 ; NO_ACR
1376401300107; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 14; NO_ACR
1376401300115; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 28; NO_ACR
1376401300123; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 30; NO_ACR
1376401300131; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 10; NO_ACR
1376401300141; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 14; NO_ACR
1376401300158; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 28; NO_ACR
1376401300166; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
1376401300174; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 10; NO_ACR
1376401300182; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 14; NO_ACR
1376401300190; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 28; NO_ACR
1376401300204; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 30; NO_ACR
1014300570010; DROXAINE; DROXAINE; NOT FOUND; 60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR CT FR VD AMB X 240 ML; NO_ACR
1014300570037; DROXAINE; DROXAINE; NOT FOUND; 60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR FR PLAS OPC (PET) X 120 ML; NO_ACR
1014300570045; DROXAINE; DROXAINE; NOT FOUND; 60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR FR PLAS OPC (PET) X 240 ML; NO_ACR
1011601611072; DALSY; DALSY; NOT FOUND; 20MG/ML SUS OR CT FR VD AMB X 100ML + SER DOS; NO_ACR
1011601611064; DALSY; DALSY; NOT FOUND; 20MG/ML SUS OR CT FR VD AMB X 200ML + SER DOS; NO_ACR
1011601610191; DALSY; DALSY; NOT FOUND; 200MG/ML SOL ORAL FRX15ML; NO_ACR
1011601610114; DALSY; DALSY; NOT FOUND; 400MG COM REVES CT 2 BL AL PVC/PVDC X 10; NO_ACR
1011601610106; DALSY; DALSY; NOT FOUND; 400MG COM REVES CT BL AL PVC/PVDC X 10; NO_ACR
1057700350016; DERMICON; DERMICON; NOT FOUND; 20 MG+20 MG+25 MG SOL TOP CT FR VD AMB X 60 ML; NO_ACR
1046200330010; DERMYCOSE; DERMYCOSE; NOT FOUND; FRASCO COM 50 ML; NO_ACR
1319600050012; DUPLIVIR; DUPLIVIR; NOT FOUND; 150 MG + 300 MG COMP REV CT FR VD AMB X 60; NO_ACR
1319600050020; DUPLIVIR; DUPLIVIR; NOT FOUND; 150MG + 300MG COM REV CT FR PLAS OPC X 60; NO_ACR
1121303300013; DERMOMAX; DERMOMAX; NOT FOUND; 40 MG/G CREM DERM CT 1 BG AL X 5 G ; NO_ACR
1121303300031; DERMOMAX; DERMOMAX; NOT FOUND; 40 MG/G CREM DERM CT 1 BG AL X 30 G ; NO_ACR
1121303300021; DERMOMAX; DERMOMAX; NOT FOUND; 40 MG/G CREM DERM CT 1 BG AL X 15 G ; NO_ACR
1451700080010; DEFLUX LIQUIDO; DEFLUX LIQUIDO; NOT FOUND; 2MG/MLSOL FR 100ML; NO_ACR
1126000380021; DIMEFOR; DIMEFOR; NOT FOUND; DIMEFOR 850 MG - 1 CX COM 30 COMP.; NO_ACR
1092201930010; DORGINEX; DORGINEX; NOT FOUND; POM BG C/ 20 G; NO_ACR
1027000620052; DAZOLSTON; DAZOLSTON; NOT FOUND; 5 MG/ML SOL INJ CT FR PLAS X 100 ML; NO_ACR
1027000620044; DAZOLSTON; DAZOLSTON; NOT FOUND; 5 MG/ML SOL INJ CT FR VD INC X 100 ML; NO_ACR
1123600240070; DAKTARIN; DAKTARIN; NOT FOUND; 20 MG/G LOC TOP CT FR PLAS OPC GOT X 30 G ; NO_ACR
1123600240054; DAKTARIN; DAKTARIN; NOT FOUND; 0.02G - PO - FR -30 GRAMAS; NO_ACR
1123600240038; DAKTARIN; DAKTARIN; NOT FOUND; 20 MG/G GEL OR CT BG AL X 40 G; NO_ACR
1126000480024; DOLOXENE A; DOLOXENE A; NOT FOUND; DOLOXENE- 1 CX COM 100 COMPS.; NO_ACR
1126000480032; DOLOXENE A; DOLOXENE A; NOT FOUND; DOLOXENE- 1 CX COM 20 COMPS.; NO_ACR
1556200240016; DOLOXENE - A; DOLOXENE A; NOT FOUND; 50 MG + 325 MG CAP GEL DURA CT BL AL PLAS INC X 20; NO_ACR
1228301040034; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G PO TOP CT FR PLAS OPC X 30 G; NO_ACR
1228301040018; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 28 G; NO_ACR
1228301040026; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G LOC TOP CT FR VD AMB X 30 G; NO_ACR
1781700190011; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 28 G; NO_ACR
1781700190021; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G PO TOP CT FR PLAS OPC X 30 G; NO_ACR
1781700190038; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G LOC TOP CT FR VD AMB X 30 G ; NO_ACR
1781700190046; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G LOC TOP CT FR FR PLAS OPC GOT X 30 G ; NO_ACR
1228301060108; DIN; DIN; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1228301060116; DIN; DIN; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1781700360065; DIN; DIN; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1781700360057; DIN; DIN; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1228301060132; DIN; DIN; NOT FOUND; 500 MG COM DISP 25 BL AL PLAS INC X 4; NO_ACR
1228301060078; DIN; DIN; NOT FOUND; 750 MG COM REV CT 25 BL AL PLAS INC X 4; NO_ACR
1228301060140; DIN; DIN; NOT FOUND; 500 MG COM DISP 25 BL AL PLAS INC X 6; NO_ACR
1228301060124; DIN; DIN; NOT FOUND; 750 MG COM REV DISP 25 BL AL PLAS INC X 6; NO_ACR
1781700360014; DIN; DIN; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB MULT); NO_ACR
1781700360022; DIN; DIN; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 150 (EMB MULT); NO_ACR
1781700360030; DIN; DIN; NOT FOUND; 750 MG COM REV DISP BL AL PLAS INC X 100 (EMB MULT); NO_ACR
1781700360049; DIN; DIN; NOT FOUND; 750 MG COM REV DISP BL AL PLAS INC X 150 (EMB MULT); NO_ACR
1017101780011; DAMATER; DAMATER; NOT FOUND; CAP GEL MOLE CT BL AL PVC X 30; NO_ACR
1092201780019; DERMICIN; DERMICIN; NOT FOUND; POM BG C/ 15 G; NO_ACR
1027000120179; DORSCOPENA; DORSCOPENA; NOT FOUND; INJ CX C/ 100 AMP X 3 ML; NO_ACR
1027000120113; DORSCOPENA; DORSCOPENA; NOT FOUND; INJ CX C/ 5 AMP X 3 ML; NO_ACR
1064601310049; DUOCEF; DUOCEF; NOT FOUND; 1G - CX COM 50FR/AMP; NO_ACR
1206900190024; DACARBAZINA; DACARBAZINA; DACARBAZINA; 100 MG PO LIOFILIZADO INJ CX C/ 1 FR/AMP X 10 ML; NO_ACR
1206900190040; DACARBAZINA; DACARBAZINA; DACARBAZINA; 200 MG PO LIOFILIZADO INJ CX C/ 1 FR/AMP X 20 ML; NO_ACR
1206900080024; DOBUTAMINA; DOBUTAMINA; DOBUTAMINA; 25 MG/ML SOL INJ CX C/ 1 AMP 20 ML; NO_ACR
1206900250019; DOCETAXEL; DOCETAXEL; DOCETAXEL; 20 MG SOL INJ FR/AMP 0.5 ML + FR DIL X 1.5 ML; NO_ACR
1206900250027; DOCETAXEL; DOCETAXEL; DOCETAXEL; 80 MG SOL INJ FR/AMP 2 ML + FR DIL X 6 ML; NO_ACR
1085802190029; DEXACILIN; DEXACILIN; NOT FOUND; CX 50 AMP 1ML INJ 2MG/ML; NO_ACR
1085802190049; DEXACILIN; DEXACILIN; NOT FOUND; CX 50 AMP 2.5ML INJ 4MG/ML; NO_ACR
1085802230045; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; CX 100 AMP 3 ML; NO_ACR
1085802230010; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; CX 3 AMP 3 ML; NO_ACR
1085802230029; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; CX 5 AMP 3ML; NO_ACR
1085802230037; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; CX 50 AMP 3 ML; NO_ACR
1085801250040; DISBUSPAN; DISBUSPAN; NOT FOUND; CX 50 AMP 5ML INJETAVEL; NO_ACR
1027000120156; DORSCOPENA; DORSCOPENA; NOT FOUND; SOL FR C/ 15 ML; NO_ACR
1370700110010; DYRAJAIA; DYRAJAIA; NOT FOUND; SOL. ORAL 80 ML.; NO_ACR
SI/NC; DEXAFLAN; DEXAFLAN; NOT FOUND; ELIXIR FR. C/ 120ML; NO_ACR
ISENTO; DEPURATONE; DEPURATONE; NOT FOUND; SOL OR CT FR VD AMB X 150 ML; NO_ACR
1052900100018; DISSOL; DISSOL; NOT FOUND; SOL OR CT FR VD AMB X 150 ML; NO_ACR
1041500370014; DIOSCOREA PETREA; DIOSCOREA PETREA; NOT FOUND; FRASCO 15ML; NO_ACR
1047600130017; DELMOFIG; DELMOFIG; NOT FOUND; ELX VD 100 ML; NO_ACR
SI/NC; DELMOFIG; DELMOFIG; NOT FOUND; FLAC CX 06 UN; NO_ACR
1047600130025; DELMOFIG; DELMOFIG; NOT FOUND; FLAC CX 60 UN; NO_ACR
1064600120046; DIMICIN; DIMICIN; NOT FOUND; 60ML SUSP - CX COM 1FR; NO_ACR
1094000120012; DORALFEN; DORALFEN; NOT FOUND; FR 10ML; NO_ACR
1451700020018; DEFLUX EXPECTORANTE; DEFLUX EXPECTORANTE; NOT FOUND; 2MG+2+100MG FR 100ML; NO_ACR
1206000040018; DIPLAPON; DIPLAPON; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 10ML; NO_ACR
1206000110016; DORAMOL; DORAMOL; NOT FOUND; 200MG/ML SOL OR CT FR PLAST OPC X 15ML; NO_ACR
1026400250011; DI-SOLVENTE JESA; DI SOLVENTE JESA; NOT FOUND; SOL ORAL FR AMBAR C/100ML; NO_ACR
1026400290034; DORIN; DORIN; NOT FOUND; FR GOTAS C/10 ML SOL ORAL; NO_ACR
1085801250026; DISBUSPAN; DISBUSPAN; NOT FOUND; FR 20ML GOTAS; NO_ACR
1006100520027; DERMATODORON; DERMATODORON; NOT FOUND; 0.5 ML/ML + 0.5 ML/ML SOL OR CT FR VD CGT X 50 ML; NO_ACR
