1002900330017; CANCIDAS; CANCIDAS; NOT FOUND; 50 MG PO LIOF SOL INJ CT FA VD INC; NO_ACR
1376400080057; CELLTRIAXON; CELLTRIAXON; NOT FOUND; 500 MG CX 5FA + DIL. 2 ML; NO_ACR
1376400080022; CELLTRIAXON; CELLTRIAXON; NOT FOUND; 1 G PO INJ IV CT 100  FA VD INC +  100 AMP DIL X 10 ML; NO_ACR
1376400080030; CELLTRIAXON; CELLTRIAXON; NOT FOUND; IV - 1G PO INJ IV CT 5FA VD INC+5 AMP DILX10 ML; NO_ACR
1376400080014; CELLTRIAXON; CELLTRIAXON; NOT FOUND; IV - 500 MG CX C/ 5 FA + DIL. 5 ML; NO_ACR
1376400080081; CELLTRIAXON; CELLTRIAXON; NOT FOUND; 1 G PO INJ IV CT 100  FA VD INC; NO_ACR
1376400080091; CELLTRIAXON; CELLTRIAXON; NOT FOUND; 1 G PO INJ IV GT 5 FA VD INC; NO_ACR
1556200300051; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
1556200300035; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
1556200300086; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML + 100 DIL AMP PLAS TRANS X 10 ML (EMB HOSP); NO_ACR
1556200300043; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
1556200300094; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML + 150 DIL AMP PLAS TRANS X 10 ML (EMB HOSP); NO_ACR
1556200300108; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML + 200 DIL AMP PLAS TRANS X 10 ML (EMB HOSP) ; NO_ACR
1556200300019; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
1556200300061; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML + 25 DIL AMP PLAS TRANS X 10 ML (EMB HOSP) ; NO_ACR
1556200300027; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
1556200300078; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML + 50 DIL AMP PLAS TRANS X 10 ML (EMB HOSP); NO_ACR
1556200300116; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/SOL INJ IV CX 25 FA VD TRANS X 10 ML + 25 BOLS PLAS SIST FECH X 100 ML (EMB HOSP); NO_ACR
1556200300124; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CX 50 FA VD TRANS X 10 ML + 50 BOLS PLAS SIST FECH X 100 ML (EMB HOSP); NO_ACR
101310068; CETRIONE; CETRIONE; NOT FOUND; 1 G INJ IM CX 50 FR AMP + DIL.; NO_ACR
1211003070011; CELECOXIBE; CELECOXIBE; CELECOXIBE; 100 MG CAP DURA CT BL AL PLAS TRANS X 10; NO_ACR
1211003070021; CELECOXIBE; CELECOXIBE; CELECOXIBE; 100 MG CAP DURA CT BL AL PLAS TRANS X 20; NO_ACR
1211003070038; CELECOXIBE; CELECOXIBE; CELECOXIBE; 200 MG CAP DURA CT BL AL PLAS TRANS X 10; NO_ACR
1211003070046; CELECOXIBE; CELECOXIBE; CELECOXIBE; 200 MG CAP DURA CT BL AL PLAS TRANS X 15; NO_ACR
1211003070054; CELECOXIBE; CELECOXIBE; CELECOXIBE; 200 MG CAP DURA CT BL AL PLAS TRANS X 30; NO_ACR
1171700420011; CETACONAL; CETACONAL; NOT FOUND; 20 MG XAMP CT FR PLAS OPC X 100 ML; NO_ACR
1123633280047; CETONAX; CETONAX; NOT FOUND; 20 MG/G SHAMP CT FR PLAS OPC X 100 ML; NO_ACR
1055001350040; CETODERM; CETODERM; NOT FOUND; 20 MG/ML SHAMP CT FR PLAS OPC X 100 ML; NO_ACR
1186102570026; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30; NO_ACR
1123633280020; CETONAX; CETONAX; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1121303690016; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1171700420021; CETACONAL; CETACONAL; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1096300570015; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1096300570023; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP); NO_ACR
1055001350032; CETODERM; CETODERM; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1466800200016; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; COMP. 200MG CX 1 BL X 10; NO_ACR
1235200130014; CETOCONA (CETOCONAZOL); CETOCONA CETOCONAZOL; NOT FOUND; 200 MG COMP CX C/ 10; NO_ACR
1123633280071; CETONAX; CETONAX; NOT FOUND; 200 MG COM CX BL AL PLAS INC X 10; NO_ACR
1123633280081; CETONAX; CETONAX; NOT FOUND; 200MG - COMP - BL - 20 COMP; NO_ACR
1121304120019; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
1121304120035; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT BL AL PLAS INC X 30; NO_ACR
1171700420038; CETACONAL; CETACONAL; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 10; NO_ACR
1171700420046; CETACONAL; CETACONAL; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 30; NO_ACR
1055001350024; CETODERM; CETODERM; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 30; NO_ACR
1055001350016; CETODERM; CETODERM; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 10; NO_ACR
1039405100036; CETOCONAZOL + DIPROPIONATO DE BETAMETASONA; CETOCONAZOL DIPROPIONATO BETAMETASONA; NOT FOUND; 20 MG/G + 0.50 MG/G POM DERM CT BG AL X 30 G  ; NO_ACR
1039405190035; CETOCONAZOL + DIPROPIONATO DE BETAMETASONA; CETOCONAZOL DIPROPIONATO BETAMETASONA; NOT FOUND; 20 MG/G + 0.5 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1057701620012; CETOBETA; CETOBETA; NOT FOUND; 20 MG/G + 0.5 MG/G + 2.5 MG/G CREM CT BG AL X 30 G; NO_ACR
1057701620020; CETOBETA; CETOBETA; NOT FOUND; 20 MG/G + 0.5 MG/G + 2.5 MG/G POM CT BG AL X 30 G; NO_ACR
1039405200030; CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA; CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA; NOT FOUND; 20 MG/G + 0.5 MG/G + 2.5 MG/G CREM DERM CT BG AL X 30 G ; NO_ACR
1039405210036; CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA; CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA; NOT FOUND; 20 MG/G + 0.5 MG/G + 2.5 MG/G POM DERM CT BG AL X 30 G ; NO_ACR
1211002900010; CETOPROFENO; CETOPROFENO; CETOPROFENO; 20 MG/ML SOL OR CT FR GOT PLAS AMB X 20 ML; NO_ACR
1211002900029; CETOPROFENO; CETOPROFENO; CETOPROFENO; 20 MG/ML SOL OR CT FR GOT VD AMB X 20 ML; NO_ACR
1466800590019; CETOPROFENO; CETOPROFENO; CETOPROFENO; COMP. 200MG DESINT LENT CT BL AL PLASTICO X 10; NO_ACR
1089700390011; CALCITRAN; CALCITRAN; NOT FOUND; SUS OR CT FR PLAS OPC X 150 ML; NO_ACR
1206000050013; COMBECÊ; COMBECE; NOT FOUND; XPE CT FR VD AMB X 100 ML ; NO_ACR
1376400350011; CICLODRAX; CICLODRAX; NOT FOUND; 200 MG CX. 10FA; NO_ACR
1376400350021; CICLODRAX; CICLODRAX; NOT FOUND; 500 MG CX. 10FA; NO_ACR
1064601850019; CICLOPIROX; CICLOPIROX; CICLOPIROX; 80 MG/G ESMALT UNHA CT FR VD INC PINCEL X 3 G + 30 LENCOS ALC ISOP + 14 LIXAS + 30 ADESIVOS; NO_ACR
1064601850027; CICLOPIROX; CICLOPIROX; CICLOPIROX; 80 MG/G ESMALT UNHA CT FR VD INC PINCEL X 3 G + 30 LENCOS ALC ISOP + 14 LIXAS; NO_ACR
1027000910012; CINTON; CINTON; NOT FOUND; 150 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML; NO_ACR
1040700200026; CIMETIDINA; CIMETIDINA; CIMETIDINA; 150 MG/ML/AMP - CX C/ 50 AMP C/ 2ML; NO_ACR
1890000160018; CINTON; CINTON; NOT FOUND; 150 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP); NO_ACR
1099800070011; CIMETIGEL; CIMETIGEL; NOT FOUND; 200MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
101310047; CIANIDIN; CIANIDIN; NOT FOUND; 200 MG COMP CX COM 10; NO_ACR
1013100470042; CIANIDIN; CIANIDIN; NOT FOUND; 200 MG COMP CX COM 100; NO_ACR
1013100470027; CIANIDIN; CIANIDIN; NOT FOUND; 200 MG COMP CX COM 40; NO_ACR
1013100470050; CIANIDIN; CIANIDIN; NOT FOUND; 400 MG COMP CX COM 16; NO_ACR
1026900080026; CARBOSTRITE; CARBOSTRITE; NOT FOUND; CX COM 1 BL X 20 COMP; NO_ACR
1040700200018; CIMETIDINA; CIMETIDINA; CIMETIDINA; 200 MG/COMP/ENV - 10 COMP - CX - C/ 50 ENV; NO_ACR
1008100140012; CLIMATIDINE; CLIMATIDINE; NOT FOUND; CX C/ 40 DRAGEAS; NO_ACR
1018300800019; CIMETIDINA; CIMETIDINA; CIMETIDINA; CX. C/50 ENV. X 10 COMP.; NO_ACR
1433600100011; CIMETIDINA; CIMETIDINA; CIMETIDINA; 200 MG CX C/50 ENV.X10 COMP.; NO_ACR
1294000030011; CIMETOXIL; CIMETOXIL; NOT FOUND; 200 MG COM SIMPLES CT 2 BL AL PLAS INC X 20; NO_ACR
1013100300069; CINAGERON; CINAGERON; NOT FOUND; 25 MG COMP CX COM 30; NO_ACR
1013100300077; CINAGERON; CINAGERON; NOT FOUND; 75 MG COMP CX COM 30; NO_ACR
1121304500032; CIPROFIBRATO; CIPROFIBRATO; CIPROFIBRATO; 100 MG COM CT BL AL PLAS TRANS X 30; NO_ACR
1055001720026; CIPROLIP; CIPROLIP; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 30; NO_ACR
1027000950049; CIFLOXTRON; CIFLOXTRON; NOT FOUND; 0.2 % INJ (INF IV) CX C/ 1 FR X 100; NO_ACR
1027000950103; CIFLOXTRON; CIFLOXTRON; NOT FOUND; 2 MG/ML SOL INJ CT FR PLAS TRANSP SIST FECH X 100 ML; NO_ACR
1517000170013; CIPROFLOXACINO; CIPROFLOXACINO; CIPROFLOXACINO; 2 MG/ML SOL INJ IV ENV AL BOLS PLAS TRANS X 100 ML(SIST FECH); NO_ACR
1517000170021; CIPROFLOXACINO; CIPROFLOXACINO; CIPROFLOXACINO; 2 MG/ML SOL INJ IV ENV AL BOLS PLAS TRANS X 200 ML(SIST FECH); NO_ACR
1517000190014; CIPROBACTER; CIPROBACTER; NOT FOUND; 2MG/ML SOL INJ ENV AL BOLS PLAS TRANS (SIST FEC) X 100 ML; NO_ACR
1517000190022; CIPROBACTER; CIPROBACTER; NOT FOUND; 2MG/ML SOL INJ ENV AL BOLS PLAS TRANS (SIST FEC) X 200 ML; NO_ACR
1517000170031; CIPROFLOXACINO; CIPROFLOXACINO; CIPROFLOXACINO; 2 MG/ML SOL INJ CX BOLS FLEX PP TRANS SIST FECH X 100 ML + ENV AL ; NO_ACR
1517000170048; CIPROFLOXACINO; CIPROFLOXACINO; CIPROFLOXACINO; 2 MG/ML SOL INJ CX BOLS FLEX PP TRANS SIST FECH X 200 ML + ENV AL ; NO_ACR
1517000190030; CIPROBACTER; CIPROBACTER; NOT FOUND; 2 MG/ML SOL INJ ENV AL BOLS FLEX PP TRANS SIST FECH X 100 ML; NO_ACR
1517000190049; CIPROBACTER; CIPROBACTER; NOT FOUND; 2 MG/ML SOL INJ ENV AL BOLS FLEX PP TRANS SIST FECH X 200 ML ; NO_ACR
1092201870034; CIPROFLAN (CIPROFLOXACINO); CIPROFLAN CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
1055000750037; CISAPAN; CISAPAN; NOT FOUND; SUS. FR. C/100 ML; NO_ACR
1055000750029; CISAPAN; CISAPAN; NOT FOUND; 10MG COM. BL C/30; NO_ACR
1055000750010; CISAPAN; CISAPAN; NOT FOUND; 5MG COM. BL C/30; NO_ACR
1064601620056; CITOPLAX; CITOPLAX; NOT FOUND; 1 MG/ML SOL INJ CT FA VD AMB X 10 ML; NO_ACR
1064601620072; CITOPLAX; CITOPLAX; NOT FOUND; 1 MG/ML SOL INJ CT FA VD AMB X 50 ML; NO_ACR
1064601620099; CITOPLAX; CITOPLAX; NOT FOUND; 1 MG/ML SOL INJ CT FA VD AMB X 100 ML; NO_ACR
1064601620102; CITOPLAX; CITOPLAX; NOT FOUND; 1 MG/ML SOL INJ CX 50 FA VD AMB X 100 ML; NO_ACR
1121303590011; CITALOPRAM; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 14 ; NO_ACR
1121303590021; CITALOPRAM; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 28; NO_ACR
1175700060018; CITROLIT; CITROLIT; NOT FOUND; 540MG FR C/100 COMP; NO_ACR
1211002800121; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
1211002800016; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 1; NO_ACR
1211002800024; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
1211002800032; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
1211002800040; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 8; NO_ACR
1211002800059; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 1; NO_ACR
1211002800067; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
1211002800075; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
1211002800083; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 8; NO_ACR
1211002800091; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 12; NO_ACR
1211002800105; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 1; NO_ACR
1211002800113; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
1046200280021; CITROSODINE; CITROSODINE; NOT FOUND; FRASCO COM 45 G GRANULADA; NO_ACR
1046200280013; CITROSODINE; CITROSODINE; NOT FOUND; FRASCO COM 100 COMP.; NO_ACR
1677300320010; CENEVIT ZINCO; CENEVIT ZINCO; NOT FOUND; 1G + 10MG COM EFEV CT TB PLAS X 30; NO_ACR
1556200250021; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CX 5 FA VD INC X 30ML; NO_ACR
1556200250054; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30 ML +  BOLS FLEX X 250 ML; NO_ACR
1556200250011; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30ML ; NO_ACR
1556200250038; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CX 10 FA VD INC X 30 ML ; NO_ACR
1556200250046; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CX 25 FA VD INC X 30 ML ; NO_ACR
1376401070012; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF INJ IV CT FA VD INC (EMB HOSP); NO_ACR
1376401070020; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF INJ IV CT 5 FA VD INC (EMB HOSP); NO_ACR
1376401070039; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF INJ IV CT 10 FA VD INC (EMB HOSP); NO_ACR
1376400380042; CLARITRON; CLARITRON; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC + DIL X 10 ML; NO_ACR
1376400380050; CLARITRON; CLARITRON; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC; NO_ACR
1376400380026; CLARITRON; CLARITRON; NOT FOUND; 250 MG COMP. CX. 12; NO_ACR
1376400380018; CLARITRON; CLARITRON; NOT FOUND; 250 MG COMP. CX. 8; NO_ACR
1376400380034; CLARITRON; CLARITRON; NOT FOUND; 500 MG COMP. CX. 14; NO_ACR
1313400020013; CLARIMAX; CLARIMAX; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 8; NO_ACR
1313400020021; CLARIMAX; CLARIMAX; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 12; NO_ACR
1313400020031; CLARIMAX; CLARIMAX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 8; NO_ACR
1313400020048; CLARIMAX; CLARIMAX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
1027000820056; CLINDARIX; CLINDARIX; NOT FOUND; 150 MG/ML SOL INJ CT 20 AMP VD INC X 4 ML; NO_ACR
1027000820064; CLINDARIX; CLINDARIX; NOT FOUND; 150 MG/ML SOL INJ CT 20 AMP VD INC X 6 ML; NO_ACR
1057701480016; CREMEDERME; CREMEDERME; NOT FOUND; 0.5 MG + 1.0 MG + 10.0 MG + 10 MG CREM DERM CT BG AL X 20 G; NO_ACR
1057701480024; CREMEDERME; CREMEDERME; NOT FOUND; 0.5 MG + 1.0 MG + 10.0 MG + 10.0 MG POM DERM CT BG AL X 20 G; NO_ACR
1466800210011; CLONAZEPAN; CLONAZEPAN; NOT FOUND; COMP. 2.0 MG FR PLASTICO X 30; NO_ACR
1103901800011; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 20; NO_ACR
1103901800021; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 30; NO_ACR
1103901800038; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 40; NO_ACR
1103901800046; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 60 (EMB HOSP); NO_ACR
1376400190022; CLORAX; CLORAX; NOT FOUND; 1G CX. 50FA + 50 DIL 5ML; NO_ACR
1018300020018; CLORANFENICOL; CLORANFENICOL; CLORANFENICOL; XPE CX. C/50 FRASCOS X 50 ML; NO_ACR
1099800020000; CLORANGEL; CLORANGEL; NOT FOUND; 250MG CAPS. CX. C/ 50 BL X 10 CAPS.; NO_ACR
1099800020028; CLORANGEL; CLORANGEL; NOT FOUND; 250MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1018300020026; CLORANFENICOL; CLORANFENICOL; CLORANFENICOL; CX. C/10 ENV. X 10 CAPS. 250 MG; NO_ACR
1168800140061; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 3.5 + CL 106.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140101; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 3.5 + CL 107.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140241; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 3.5 + CL 110.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140150; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 2.5 + CI 107.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140177; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 2.5 + CI 108 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140185; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 3.5 + CI 109.0 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140193; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 2.5 + CI 108.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140207; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 3.5 + CI 109.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140215; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 2.5 + CI 109.0 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140088; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 3.5 + CI 106.5 SOL HEMO CX 4 FR PLAS TRANS X 5 L; NO_ACR
1168800140231; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 2.5 + CI 109.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140223; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 3.5 + CI 110.0 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140169; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 3.5 + CI 108.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
1168800140037; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 2.5 + CL 104.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140045; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 3.5 + CL 105.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140053; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 2.5 + CL 105.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140071; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 2.5 + CL 105.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140495; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.0 + CA 3.0 + CL 105) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
1168800140509; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.5 + CA 3.0 + CL 105.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
1168800140517; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.0 + CA 3.0 + CL 106) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
