1057700540028; MEMORIOGLUTAN; MEMORIOGLUTAN; NOT FOUND; FR 50 DRG; NO_ACR
1468200120069; MESALGIN; MESALGIN; NOT FOUND; 100 MG COM BL AL PLAS INC X 500; NO_ACR
1039404560017; MAXSULID; MAXSULID; NOT FOUND; 400 MG COM CT BL AL PLAS INC X 10; NO_ACR
1039404560041; MAXSULID; MAXSULID; NOT FOUND; 400 MG COM CT BL AL PLAS INC X 4; NO_ACR
1171700410032; MICONIL; MICONIL; NOT FOUND; 20 MG/ML LOC CT FR PLAST OPC X 30 ML; NO_ACR
1123633340015; MICRONOR; MICRONOR; NOT FOUND; 350 MCG COM CT BL AL PLAS INC X 35; NO_ACR
1045400190051; MOBILISIN COMPOSTO; MOBILISIN COMPOSTO; NOT FOUND; 2 MG +30 MG + 26.4 MG POM CT BG X 40; NO_ACR
1211000800019; MATERNA; MATERNA; NOT FOUND; COM REV CT FR PLAS OPC X 30; NO_ACR
1045400470018; MEVALOTIN; MEVALOTIN; NOT FOUND; CAIXA COM 10 COMPRIMIDOS DE 10 MG; NO_ACR
1045400470042; MEVALOTIN; MEVALOTIN; NOT FOUND; 10 MG COM CT 3 STR X 10; NO_ACR
1045400470034; MEVALOTIN; MEVALOTIN; NOT FOUND; 20 MG COM CT 3 STR  X 10; NO_ACR
1045400470069; MEVALOTIN; MEVALOTIN; NOT FOUND; 40 MG COM CT 5 STR X 6; NO_ACR
1206900100025; METOTREXATO; METOTREXATO; METOTREXATO; 25 MG/ML SOL INJ CX C/ 1 FR/AMP 20 ML; NO_ACR
1206900100017; METOTREXATO; METOTREXATO; METOTREXATO; 500 MG PO LIOFILIZADO CX C/ 01 FR/AMP; NO_ACR
1211700580017; MULTIGEN; MULTIGEN; NOT FOUND; SOL FR 18 ML; NO_ACR
1007700420021; MAYTENUS; MAYTENUS; NOT FOUND; ELIXIR 200 ML; NO_ACR
100770008004; MULUNGU; MULUNGU; NOT FOUND; ELIXIR 200 ML; NO_ACR
1228301000016; MARACUGINA; MARACUGINA; NOT FOUND; CT FR VD X 150 ML COMPOSTA SOLUCAO ORAL; NO_ACR
1155700540015; MELXI; MELXI; NOT FOUND; 0.66 G/ML SUS OR CT FR PET X 100 ML; NO_ACR
1041500180021; MORRHUÍNA; MORRHUINA; NOT FOUND; FRASCO 15ML; NO_ACR
1041500180030; MORRHUÍNA; MORRHUINA; NOT FOUND; FRASCO 90ML; NO_ACR
1041500108775; MUSGO CB COMPOSTO; MUSGO CB COMPOSTO; NOT FOUND; FRASCO 60ML; NO_ACR
22700030019; MADREVITA; MADREVITA; NOT FOUND; FR X 150 ML; NO_ACR
SI/NC; MEL ROSADO; MEL ROSADO; NOT FOUND; FR VD X 30 ML; NO_ACR
ISENTO; MEL ROSADO; MEL ROSADO; NOT FOUND; 30ML.LIQ. VD. 12 UN; NO_ACR
1119900230013; MAKROFILINA; MAKROFILINA; NOT FOUND; CART. C/ 1 FRASCO C/210 ML ; 1.40G DE TEOFILINA ANIDRA; NO_ACR
1120600100029; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20MG/ML SUS. CX. C/50 FR. X 30ML; NO_ACR
1120600030020; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 40MG/ML SUS. CX. C/50 FR. X 100ML; NO_ACR
1214300170171; METAMUCIL; METAMUCIL; NOT FOUND; 3.4 G/5.8G. PO PARA PREPARACOES EXTEMPORANEAS. ENV. CX COM 10 ENV DE 5.8G CADA.; NO_ACR
1214300170325; METAMUCIL; METAMUCIL; NOT FOUND; 3.4 G/5.8G. PO PARA PREPARACOES EXTEMPORANEAS. FR. 174G.; NO_ACR
1085800430020; MEBENDAZOLE; MEBENDAZOLE; NOT FOUND; VD 30ML SUSP ORAL; NO_ACR
1085801220030; METRONIDE; METRONIDE; NOT FOUND; 4% SUSPENSAO VD 100ML; NO_ACR
ISENTO; MEL ROSADO; MEL ROSADO; NOT FOUND; VD C/30ML; NO_ACR
1006100510021; MENODORON; MENODORON; NOT FOUND; (0.2+0.15+0.25+0.3+0.1) ML/ML SOL OR CT FR VD AMB CGT X 50 ML; NO_ACR
1105700010051; MALVOL; MALVOL; NOT FOUND; SOLUCAO VD C/100ML; NO_ACR
