1039405320109; ACEBROFILINA; ACEBROFILINA; ACEBROFILINA; 10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED ; NO_ACR
1211002820157; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 90; NO_ACR
1211002820165; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 10; NO_ACR
1211002820173; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 20; NO_ACR
1211002820181; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 30; NO_ACR
1211002820191; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 60; NO_ACR
1211002820203; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 90; NO_ACR
1037202300220; ATEROMA; ATEROMA; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1037202300271; ATEROMA; ATEROMA; NOT FOUND; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
1037202300328; ATEROMA; ATEROMA; NOT FOUND; 40 MG COM REV CT BL AL/AL X 30; NO_ACR
1781700420076; ATROVERAN COMPOSTO; ATROVERAN COMPOSTO; NOT FOUND; 0.010 G/ML SOL OR CT FR VD AMB CGT X 30 ML ; NO_ACR
1186100320057; AZIMIX; AZIMIX; NOT FOUND; 200 MG/5 ML PO OR CT FR PLAS OPC X 15 ML+FR DIL X 9 ML+DOSAD; NO_ACR
1186100320065; AZIMIX; AZIMIX; NOT FOUND; 200MG/5ML PO OR CT FR PLAS OPC X 22.5 ML+FR DIL X 12 ML+DOSAD; NO_ACR
1057701710038; AZALIDE; AZALIDE; NOT FOUND; 600 MG PO SUS OR CT FR VD AMB X 15 ML (200 MG / 5 ML); NO_ACR
1057701710046; AZALIDE; AZALIDE; NOT FOUND; 900 MG PO SUS OR CT FR VD AMB X 22.5 ML (200 MG / 5 ML); NO_ACR
1013100760012; AZITROCIN; AZITROCIN; NOT FOUND; 600 MG SUSP CX 1 FR; NO_ACR
1013100760020; AZITROCIN; AZITROCIN; NOT FOUND; 900 MG SUSP CX 1 FR; NO_ACR
1039402050038; AZITROMIN; AZITROMIN; NOT FOUND; 600 MG PO PREP EXT CT FR PLAST OPC X 1 + FR DIL X; NO_ACR
1039402050046; AZITROMIN; AZITROMIN; NOT FOUND; 900 MG PO PREP EXT CT FR PLAST OPC X 1 + FR DIL X; NO_ACR
1521300190050; AZITROGEN; AZITROGEN; NOT FOUND; CX C/01 FRAS 15ML + DILUENTE 600MG; NO_ACR
1521300190077; AZITROGEN; AZITROGEN; NOT FOUND; CX C/01 FRAS 22.5ML + DILUENTE 900MG; NO_ACR
1186100320162; AZIMIX; AZIMIX; NOT FOUND; 250 MG CX COM 4 COMP REV; NO_ACR
1186100320170; AZIMIX; AZIMIX; NOT FOUND; 250 MG CX COM 6 COMP REV; NO_ACR
1186100320189; AZIMIX; AZIMIX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
1186100320197; AZIMIX; AZIMIX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
1057701710021; AZALIDE; AZALIDE; NOT FOUND; 250 MG CAP GEL DURA CT BL AL PLAS INC X 4; NO_ACR
1057701710011; AZALIDE; AZALIDE; NOT FOUND; 250 MG CAP GEL DURA CT BL AL PLAS INC X 6; NO_ACR
1013100760055; AZITROCIN; AZITROCIN; NOT FOUND; 500 MG COMP REV CX COM 2; NO_ACR
1013100760063; AZITROCIN; AZITROCIN; NOT FOUND; 500 MG COMP REV CX COM 3; NO_ACR
1039402050054; AZITROMIN; AZITROMIN; NOT FOUND; 500 MG COMP REV CT BL AL PLAST INC X 2; NO_ACR
1039402050062; AZITROMIN; AZITROMIN; NOT FOUND; 500 MG COMP REV CT BL AL PLAST INC X 3; NO_ACR
1039405160020; AZITROMICINA DIIDRATADA; AZITROMICINA DIIDRATADA; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
1521300190018; AZITROGEN; AZITROGEN; NOT FOUND; CX C/01 BL C/06 CAPS 250MG; NO_ACR
1171700700022; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
1171700700030; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 5; NO_ACR
1068900040019; ANTISEPTIN; ANTISEPTIN; NOT FOUND; 250UI PO TP TB X 15G; NO_ACR
1039404850023; ANASEPTIL; ANASEPTIL; NOT FOUND; PO 20 G; NO_ACR
1039404850015; ANASEPTIL; ANASEPTIL; NOT FOUND; PO TOP CT 01 TB PLAS X 10 G; NO_ACR
1027000610051; ARICILINA; ARICILINA; NOT FOUND; 5.000.000 UI PO INJ CX 50 FA; NO_ACR
1890000040020; ARICILINA; ARICILINA; NOT FOUND; 5.000.000 UI PO INJ CX 50 FA; NO_ACR
1121303500012; ACARSAN; ACARSAN; NOT FOUND; 250 MG/ML EMUL TOP CT FR VD AMB X 80; NO_ACR
1451700070015; AMEBIL; AMEBIL; NOT FOUND; 40MG/ML SUS FR 120ML; NO_ACR
1011600010024; AKINETON; AKINETON; NOT FOUND; 5MG SOL INJ CT 5 AMP VD INC X 1ML; NO_ACR
1011600010180; AKINETON; AKINETON; NOT FOUND; 2MG COM CT 4 BL AL PLAS AMB X 20; NO_ACR
1011600010245; AKINETON; AKINETON; NOT FOUND; 4MG RETARD COM REVES CT 2 BL AL PLAS INC X 15; NO_ACR
1121303080153; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
1121303080161; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
1121303990060; ALENIA; ALENIA; NOT FOUND; 6 MCG + 100 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
1121303990117; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
1121303080171; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
1121303080188; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/ INALADOR; NO_ACR
1121303990087; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/ INALADOR; NO_ACR
1121303990079; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
1121303080048; ALENIA; ALENIA; NOT FOUND; 6 MCG + 100 MCG CAP GEL DURA PA? INAL CT FR PLAS OPC X 60 C/INALADOR; NO_ACR
1121303990125; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
1121303080072; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
1228301070091; ATROVERAN PLUS; ATROVERAN PLUS; NOT FOUND; 500 MG + 10 MG COM REV DISP BL AL PLAS INC X 150; NO_ACR
1781700300038; ATROCOLIC; ATROCOLIC; NOT FOUND; 500 MG + 10 MG COM REV CT BL AL PLAS INC X 100 (EMB MULT); NO_ACR
1092200230026; ALGI DORSEROL; ALGI DORSEROL; NOT FOUND; 300 MG + 125 MG + 30 MG + 50 MG COM CT BL AL PLAS INC X 20; NO_ACR
1092200640043; ADEGRIP; ADEGRIP; NOT FOUND; 200 MG + 40.0 MG + 60.0 MG ( VERDE) + 200.0 MG (AMARELO) DR CT BL AL PLAS INC X 50 VERDE + 50 AMARELO; NO_ACR
1092200640032; ADEGRIP; ADEGRIP; NOT FOUND; DRG CX C/ 20; NO_ACR
1468200070061; ANTIPRESSIN; ANTIPRESSIN; NOT FOUND; 25 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1468200070101; ANTIPRESSIN; ANTIPRESSIN; NOT FOUND; 50 MG COM CT 2  BL AL PLAS INC X 15; NO_ACR
1008100030013; ADRENOPLASMA; ADRENOPLASMA; NOT FOUND; 500 ML CX C/ FRASCO DE SORO; NO_ACR
1008100030013; ADRENOPLASMA; ADRENOPLASMA; NOT FOUND; 500 ML C/ EQ CX C/ FRASCO DE SORO COM EQUIPO; NO_ACR
1008100040026; ADRENOXIL; ADRENOXIL; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML ; NO_ACR
1008100040010; ADRENOXIL; ADRENOXIL; NOT FOUND; CX C/ 5 AMP DE 1 ML 5 MG; NO_ACR
1028500310012; ATALIN; ATALIN; NOT FOUND; CX. FR. VD. SUSP. 150ML; NO_ACR
1211002940071; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 20 MG/ML SOL OR CT FR GOT PLAS AMB X 20 ML; NO_ACR
1211002940081; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 20 MG/ML SOL OR CT FR GOT VD AMB X 20 ML; NO_ACR
1211002940012; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG AL X 20G; NO_ACR
1211002940020; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG AL X 30G; NO_ACR
1211002940039; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG AL X 60G; NO_ACR
1211002940047; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG PLAS X 20G; NO_ACR
1211002940055; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG PLAS X 30G; NO_ACR
1211002940063; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG PLAS X 60G; NO_ACR
1196100060011; ARTELAC; ARTELAC; NOT FOUND; 3.2 MG/ML + 0.1 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML; NO_ACR
1155700040012; ANEMIX; ANEMIX; NOT FOUND; SOL ORAL FR. C/ 150ML; NO_ACR
1155700040018; ANEMIX; ANEMIX; NOT FOUND; DRAGEAS BL. C/ 30; NO_ACR
1039401010075; ANTIGERON; ANTIGERON; NOT FOUND; 25 MG COMP CT 2 BL AL PLAST INC X 15; NO_ACR
1039401010053; ANTIGERON; ANTIGERON; NOT FOUND; AP 75 MG COMP REV CT 3 BL AL PLAST INC X 10; NO_ACR
1211701060038; ASTAPLATIN; ASTAPLATIN; NOT FOUND; 1 FR AMP; NO_ACR
1508200410019; ASTAPLATIN; ASTAPLATIN; NOT FOUND; 1 MG / ML SOL INJ CT FA VD AMB X 10 ML (REST HOSP); NO_ACR
1508200410035; ASTAPLATIN; ASTAPLATIN; NOT FOUND; 1 MG/ML SOL INJ CT FA VD AMB X 50 ML (REST HOSP); NO_ACR
1014701380026; ADERMYKON-C; ADERMYKON C; NOT FOUND; FR 10ML; NO_ACR
1027000530010; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO INJ CX C/ 1 FA + DIL; NO_ACR
1027000530029; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO LIOF INJ CX 50 FA + DIL X 5 ML; NO_ACR
1027000530031; ARIFENICOL; ARIFENICOL; NOT FOUND; 1.000 MG PO LIOF INJ CT FA VD INC + DIL AMP PLAS X 5 ML; NO_ACR
1027000530041; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO LIOF INJ CX  50 FA VD INC + 50 DIL AMP PLAS X 5 ML; NO_ACR
1027000530058; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO LIOF INJ CX  100 FA VD INC; NO_ACR
1415500060011; AVERINE ADULTO; AVERINE ADULTO; NOT FOUND; FR 30 ML; NO_ACR
1068901070021; ANTIMAIS SÉPTICO; ANTIMAIS SEPTICO; NOT FOUND; 21 MG/ML + 1.33 MG/ML SOL TOP CT FR VD AMB X 30 ML C/ESP; NO_ACR
1068901070011; ANTIMAIS SÉPTICO; ANTIMAIS SEPTICO; NOT FOUND; 21 MG/ML+ 1.33 MG/ML SOL TOP CT FR PLAS OPC SPRAY X 50 ML; NO_ACR
1099300120014; ARTISTESIM; ARTISTESIM; NOT FOUND; 40 MG/ML + 10 MCG/ML SOL INJ CT 50 CARP PLAS TRANS X 1.8 ML; NO_ACR
1099300120057; ARTISTESIM; ARTISTESIM; NOT FOUND; 40 MG/ML + 5 MCG/ML SOL INJ CT 50 CARP PLAS TRANS X 1.8 ML; NO_ACR
1099300050016; AMPLECAINA; AMPLECAINA; NOT FOUND; INJ CX.TB DE 1.8 ML; NO_ACR
1017700250018; ARTICAINA 100; ARTICAINA 100; NOT FOUND; 72MG + 18 MCG SOL INJ CT 2 BL INC X 10 CARP VD INC X 1.8ML; NO_ACR
1057700630019; APETIL; APETIL; NOT FOUND; FR 100 ML LIQUIDO; NO_ACR
1057700630036; APETIL; APETIL; NOT FOUND; CX 20 COMP; NO_ACR
1171700110012; APETIVAN BC; APETIVAN BC; NOT FOUND; XPE CT FR VD AMB X 240 ML; NO_ACR
1171700110020; APETIVAN BC; APETIVAN BC; NOT FOUND; XPE CT FR PLAS AMB X 240 ML; NO_ACR
1228300060015; ADNAX; ADNAX; NOT FOUND; FR X 20 ML; NO_ACR
1781700410038; ADNAX; ADNAX; NOT FOUND; 1 MG/ML + 0.5 MG/ML ADU SOL NAS CT FR VD AMB CGT X 20 ML; NO_ACR
1026400110023; ADNASAL; ADNASAL; NOT FOUND; SOL NASAL CT FR 15 ML ADULTO; NO_ACR
1026400110015; ADNASAL; ADNASAL; NOT FOUND; SOL NASAL CT FR 15 ML INFANTIL; NO_ACR
1468200340026; AROZEP; AROZEP; NOT FOUND; 5 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
1468200340042; AROZEP; AROZEP; NOT FOUND; 10 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
1211700010037; ANDANTOL; ANDANTOL; NOT FOUND; GELEIA BG X 40 G; NO_ACR
1123633310027; ASCARIDIL; ASCARIDIL; NOT FOUND; 150 MG COM CT 100 ENV AL POLIET X 1; NO_ACR
1123633310035; ASCARIDIL; ASCARIDIL; NOT FOUND; 80 MG COM CT 100 ENV AL POLIET X 1; NO_ACR
1017700160027; ALPHACAINA; ALPHACAINA; NOT FOUND; 20 MG/ML + 0.01 MG/ML SOL INJ CT BL AL PLAS INC X 50 CARP VD INC X 1.8 ML; NO_ACR
1017700160019; ALPHACAINA; ALPHACAINA; NOT FOUND; 20 MG/ML + 0.02 MG/ML SOL INJ CT BL AL PLAS INC X 50 CARP VD INC X 1.8 ML; NO_ACR
1010702020020; AVANDAMET; AVANDAMET; NOT FOUND; 2MG+500MG COM CT BL AL PLASC INCX14; NO_ACR
1010702020039; AVANDAMET; AVANDAMET; NOT FOUND; 2MG+500MG COM CT BL AL PLASC INCX28; NO_ACR
1010702020063; AVANDAMET; AVANDAMET; NOT FOUND; 4MG+500MG COM CT BL AL PLASC INCX28; NO_ACR
1027000370063; ARISTOPRAMIDA; ARISTOPRAMIDA; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP VD INC X 2 ML (EMB HOSP); NO_ACR
1027000370123; ARISTOPRAMIDA; ARISTOPRAMIDA; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP PLAS TRANS X 2 ML; NO_ACR
1027000370115; ARISTOPRAMIDA; ARISTOPRAMIDA; NOT FOUND; 5 MG/ML SOL INJ CX 120 AMP PLAS TRANS X 2 ML; NO_ACR
1890000060013; ARISTOPRAMIDA; ARISTOPRAMIDA; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP VD INC X 2 ML (EMB HOSP); NO_ACR
1121301570015; ANSENTRON; ANSENTRON; NOT FOUND; 4 MG SOL INJ CX  AMP X 2 ML; NO_ACR
1121301570041; ANSENTRON; ANSENTRON; NOT FOUND; 8 MG SOL INJ CX AMP X 4 ML; NO_ACR
1415500050014; AKALENE; AKALENE; NOT FOUND; 0.010 G/ML SOL OR CT FR VD AMB X 30 ML; NO_ACR
1228300980051; ATROVERAN; ATROVERAN; NOT FOUND; LIQUIDO FR X 30 ML; NO_ACR
1781700420041; ATROVERAN COMPOSTO; ATROVERAN COMPOSTO; NOT FOUND; 30 MG COM DISP STR X 150 (EMB MULT); NO_ACR
1228300980084; ATROVERAN; ATROVERAN; NOT FOUND; 25 BL X 06 COMP REVESTIDO; NO_ACR
1228300980084; ATROVERAN; ATROVERAN; NOT FOUND; 01 BL X 04 COMP; NO_ACR
1781700420092; ATROVERAN COMPOSTO; ATROVERAN COMPOSTO; NOT FOUND; 30 MG COM CT BL AL PLAS INC X 20; NO_ACR
1010700730055; AROPAX; AROPAX; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1010700730081; AROPAX; AROPAX; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
1010700730063; AROPAX; AROPAX; NOT FOUND; 20MG COMP REV BL 10; NO_ACR
1010702290028; ANTAK; ANTAK; NOT FOUND; 25 MG/ML SOL INJ CT 5 AMP VD INC X 2 ML; NO_ACR
1010702290087; ANTAK; ANTAK; NOT FOUND; 150 MG COM EFERV CT STR X 10; NO_ACR
1002500420130; ANTAK; ANTAK; NOT FOUND; COMP. EFERVESCENTE 300MG X 10CPDS; NO_ACR
1010702290036; ANTAK; ANTAK; NOT FOUND; 15 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1186100180077; ANTAGON; ANTAGON; NOT FOUND; 150 MG CX COM 10 COMP; NO_ACR
1186100180093; ANTAGON; ANTAGON; NOT FOUND; 150 MG CX COM 20 COMP; NO_ACR
1186100180085; ANTAGON; ANTAGON; NOT FOUND; 300 MG CX COM 16 COMP; NO_ACR
1186100180107; ANTAGON; ANTAGON; NOT FOUND; 300 MG CX COM 8 COMP; NO_ACR
1010702290133; ANTAK; ANTAK; NOT FOUND; 150 MG COM REV CT BL AL/AL X 10; NO_ACR
1010702290125; ANTAK; ANTAK; NOT FOUND; 150 MG COM REV CT BL AL/AL X 20; NO_ACR
1010702290176; ANTAK; ANTAK; NOT FOUND; 300 MG COM REV CT BL AL/AL X 10; NO_ACR
1010702290168; ANTAK; ANTAK; NOT FOUND; 300 MG COM REV CT BL AL/AL X 20; NO_ACR
1121302610035; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 FA VD INC X 2 ML; NO_ACR
1121302610027; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 FA VD INC X 1 ML ; NO_ACR
1121302610051; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 AMP VD INC X 1 ML  ; NO_ACR
1121302610061; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 AMP VD INC X 2 ML  ; NO_ACR
1121302610019; ANANGOR; ANANGOR; NOT FOUND; 50 MG CAP GEL DURA CT BL AL PLAS INC X 10; NO_ACR
1211000830058; ARTANE; ARTANE; NOT FOUND; CARTUCHO COM 2 BLISTERS ALUMINIO PLASTICO INCOLOR; NO_ACR
1211000830031; ARTANE; ARTANE; NOT FOUND; CARTUCHO COM FRASCO DE VIDRO AMBAR COM 20 COMPRIMI; NO_ACR
1211000830066; ARTANE; ARTANE; NOT FOUND; CARTUCHO COM 2 BL ALUMINIO PLASTICO INCOLOR COM 15 COMP X 5 MG; NO_ACR
1068900900029; ANTIMICÓTICO MARTEL; ANTIMICOTICO MARTEL; NOT FOUND; 1G/100G PO TP FR X 30G; NO_ACR
1068900900037; ANTIMICÓTICO MARTEL; ANTIMICOTICO MARTEL; NOT FOUND; 1G/100ML SOL TP FR SPRAY X 30ML; NO_ACR
1168000330036; ANTIMICÓTICO; ANTIMICOTICO; NOT FOUND; 1G/100G PO TP FR X 30G; NO_ACR
1168000330028; ANTIMICÓTICO; ANTIMICOTICO; NOT FOUND; 1G/100ML SOL TP FR SPRAY X 30ML; NO_ACR
1068900900010; ANTIMICÓTICO MARTEL; ANTIMICOTICO MARTEL; NOT FOUND; 1G/100G CREME DERM BG AL X 20G; NO_ACR
1168000330011; ANTIMICÓTICO; ANTIMICOTICO; NOT FOUND; 1G/100G CREME DERM BG AL X 20G; NO_ACR
1068900420013; ABC; ABC; NOT FOUND; 33.3MG SOL TP FR VD X 50ML; NO_ACR
1068901530012; ABC; ABC; NOT FOUND; 10 MG/G CREM DERM CT BG AL X 20G; NO_ACR
1068901530020; ABC; ABC; NOT FOUND; 10 MG/ML SOL TOP FR PLAS OPC SPRAY X 30ML; NO_ACR
1781700280061; ADDERA D3; ADDERA D3; NOT FOUND; 1000 UI COM REV BL AL PLAS TRANS X 30; NO_ACR
1781700280101; ADDERA D3; ADDERA D3; NOT FOUND; 7000 UI COM REV BL AL PLAS TRANS X 4; NO_ACR
1781700280169; ADDERA D3; ADDERA D3; NOT FOUND; 50000 UI COM REV CT BL AL PLAS TRANS X 4; NO_ACR
1781700280053; ADDERA D3; ADDERA D3; NOT FOUND; 1000 UI COM REV BL AL PLAS TRANS X 10; NO_ACR
1103900220038; AD FURP; AD FURP; NOT FOUND; POM DERM CX 150 BG AL X 25 G; NO_ACR
1103900220046; AD FURP; AD FURP; NOT FOUND; POM DERM CX 50 BG AL X 25 G (EMB HOSP); NO_ACR
isento; ÁGUA VEGETO MINERAL CANFORADA; AGUA VEGETO MINERAL CANFORADA; NOT FOUND; FRASCO DE PLASTICO COM 95ML; NO_ACR
1084600010029; ALIVIADOR; ALIVIADOR; NOT FOUND; 0.10 ML/ML + 0.10 G/ML + 0.10 ML/ML+ 0.02 G/ML AER CT TB AL X 150 ML; NO_ACR
1084600010037; ALIVIADOR; ALIVIADOR; NOT FOUND; 0.10 ML/G + 0.10 G/G + 0.02 G/G POM DERM CT BG AL X 23 G; NO_ACR
1096300460041; ACETAZONA; ACETAZONA; NOT FOUND; 0.1 MG/ML ELX CT  FR PLAS AMB X 120 ML + CP 15 ML; NO_ACR
1096300460023; ACETAZONA; ACETAZONA; NOT FOUND; 0.1 MG/ML ELX CX 60 FR PLAS AMB X 120 ML + CP 15 ML (EMB. HOSP.) ; NO_ACR
1096300460031; ACETAZONA; ACETAZONA; NOT FOUND; 0.1 MG/ML ELX CX 40 FR PLAS AMB X 120 ML + CP 15 ML (EMB. HOSP.); NO_ACR
1096300460058; ACETAZONA; ACETAZONA; NOT FOUND; 1 MG/G CREME DERM CT BG AL X 10 G; NO_ACR
1096300460066; ACETAZONA; ACETAZONA; NOT FOUND; 1 MG/G CREME DERM CX 100 BG AL X 10 G (EMB HOSP); NO_ACR
1047600050013; APERALGIN; APERALGIN; NOT FOUND; 50 MG DRG CT 2 BL AL PLAS INC X 10; NO_ACR
1058200050017; ALGIREN; ALGIREN; NOT FOUND; 50 MG COM CX 2 ENV KRAFT X 10; NO_ACR
1057701530021; ALETIR; ALETIR; NOT FOUND; 1 MG/ML SOL OR CT FR VD AMB X 75 ML; NO_ACR
1057701530013; ALETIR; ALETIR; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
1057700020045; ALCALONE PLUS; ALCALONE PLUS; NOT FOUND; 40 MG/ML + 40 MG/ML + 4 MG/ML SUS OR CT FR VD AMB X 240 ML; NO_ACR
1014300620018; ASILONE; ASILONE; NOT FOUND; 600MG+90MG+66.67MG SUS OR FR PLAS OPC X 240ML; NO_ACR
1057700020037; ALCALONE PLUS; ALCALONE PLUS; NOT FOUND; 200 MG + 200 MG + 20 MG COM MAST CT 2 BL AL PLAS INC X 10; NO_ACR
1057700760022; ALGIRONA; ALGIRONA; NOT FOUND; FR 10 ML GOTAS; NO_ACR
1057700760014; ALGIRONA; ALGIRONA; NOT FOUND; CX 200 COMP REV; NO_ACR
1228301020068; APRACUR; APRACUR; NOT FOUND; 25 ENV X 06 COMP REVESTIDO; NO_ACR
1228301020041; APRACUR; APRACUR; NOT FOUND; 25 ENV X 04 COMP REVESTIDO; NO_ACR
1228301020041; APRACUR; APRACUR; NOT FOUND; 01 BL X 04 COMP REVESTIDO; NO_ACR
1228301020025; APRACUR; APRACUR; NOT FOUND; 50 ENV X 06 DRG; NO_ACR
1002500430019; AEROTIDE; AEROTIDE; NOT FOUND; SPRAY 200 DOSES; NO_ACR
1002001190018; ANGELIQ; ANGELIQ; NOT FOUND; 1 MG ESTRADIOL + 2 MG DROSPIRENONA CARTUCHO COM BLISTER 1 X 28 COMPRIMIDOS; NO_ACR
1010702310029; AVODART; AVODART; NOT FOUND; 0.5 MG CAP GEL MOLE CT BL AL PLAS OPC X 30; NO_ACR
1010702310010; AVODART; AVODART; NOT FOUND; 0.5 MG CAP GEL MOLE CT BL AL PLAS OPC X 10; NO_ACR
1010702310037; AVODART; AVODART; NOT FOUND; 0.5 MG CAP GEL MOLE CT BL AL PLAS OPC X 90; NO_ACR
1376400400061; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 100 MG COM REV CT BL AL PLAS INC X 160; NO_ACR
1376400400035; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 100 MG COM REV CT BL AL PLAS INC X 16; NO_ACR
1376400400019; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1376400400027; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 50 MG COMP. REV. CX. 30; NO_ACR
1376400400043; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 200 ; NO_ACR
1376400400078; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1002001110014; AVADEN; AVADEN; NOT FOUND; 1 MG COM REV / 1 MG + 0.025 MG COM REV CT ENV BL - CALEND X 28; NO_ACR
1196100050014; ALREX; ALREX; NOT FOUND; 2 MG/ML SUS OFT CT FR PLAS OPC GOT X 05 ML; NO_ACR
1211000270011; ANFERTIL; ANFERTIL; NOT FOUND; 0.50 MG + 0.05 MG COM CT BL AL PLAS INC X 21; NO_ACR
1002900350085; ARCOXIA; ARCOXIA; NOT FOUND; 120 MG CX 2 BL X 2 CPD; NO_ACR
1002900350018; ARCOXIA; ARCOXIA; NOT FOUND; 60 MG COM REV CT BL AL/AL X 7; NO_ACR
1002900350026; ARCOXIA; ARCOXIA; NOT FOUND; 60 MG COM REV CT BL AL/AL X 14 ; NO_ACR
1002900350042; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 7; NO_ACR
1002900350050; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 14; NO_ACR
1002900350077; ARCOXIA; ARCOXIA; NOT FOUND; 120 MG COM REV CT BL AL/AL X 7; NO_ACR
1002900350085; ARCOXIA; ARCOXIA; NOT FOUND; 30 MG COM REV CT BL AL/AL X 14 ; NO_ACR
1002900350107; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 2; NO_ACR
1002900350123; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 5; NO_ACR
