9965400350063; PRODUTO DE MEDICAMENTO PARA TESTE; PRODUTO MEDICAMENTO PARA TESTE; NOT FOUND; APRESENTACAO 01 02; NO_ACR
1096300490038; PARACETAMOL; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
1096300490046; PARACETAMOL; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 15 ML (EMB HOSP); NO_ACR
1466800570069; PARACETAMOL; PARACETAMOL; PARACETAMOL; COMP 750 MG CX 50 BL X 4; NO_ACR
1466800570018; PARACETAMOL; PARACETAMOL; PARACETAMOL; COMP.500MG CX 25 BL X 4; NO_ACR
1466800570107; PARACETAMOL; PARACETAMOL; PARACETAMOL; COMP.750 MG CX 2 BL X 10; NO_ACR
1057701790015; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS INC X 20  ; NO_ACR
1057701790023; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
1474200220017; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
1474200220025; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM   CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
1039405140021; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS AMB X 20; NO_ACR
1039405140011; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS X 200; NO_ACR
1121000030011; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX.C/50 ENV. X 10 COMP; NO_ACR
1026900610076; PARATERMOL; PARATERMOL; NOT FOUND; DISPLAY CX COM BL 50 X 4 COMP 750 MG; NO_ACR
1040700780021; PARACETAMOL; PARACETAMOL; PARACETAMOL; 500 MG /COMP/ENV - 10 COMP/ CX C/ 50 ENV; NO_ACR
1433600040019; PARACETAMOL; PARACETAMOL; PARACETAMOL; 500 MG CX C/50 ENV.X10 COMP.; NO_ACR
1121303700038; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM REV DISPLAY CT BL AL PLAS AMB X 200 (EMB MULT); NO_ACR
1121303700021; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM REV CT BL AL PLAS AMB X 20; NO_ACR
1028500400021; PACEMOL; PACEMOL; NOT FOUND; 500MG CX. STRIP C/ 100 COMP.; NO_ACR
1028500400032; PACEMOL; PACEMOL; NOT FOUND; 500MG CX. STRIP C/ 20 COMP.; NO_ACR
2186097; PACEMOL; PACEMOL; NOT FOUND; 750MG CX. STRIP C/ 100 COMP.; NO_ACR
2186097; PACEMOL; PACEMOL; NOT FOUND; 750MG CX. STRIP C/ 12 COMP.; NO_ACR
1781701090010; PARAPSYL; PARAPSYL; NOT FOUND; 3.33 G/3.33 G GRAN CT 10 SACH X 10 G ; NO_ACR
1039402040024; PENTOX; PENTOX; NOT FOUND; 20 MG/ML SOL INJ CT 5 AMP VD AMB X 5 ML; NO_ACR
1466800010012; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; COMP.400MG CX 2 BL X 10; NO_ACR
1057701770022; PENTRAL; PENTRAL; NOT FOUND; 400 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
1039402040016; PENTOX; PENTOX; NOT FOUND; 400 MG COMP REV CT 2 BL AL PLAST INC X 10; NO_ACR
1103901900091; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 20 ; NO_ACR
1103901900024; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT STRIP X 20 ; NO_ACR
1103901900016; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS INC X 20  ; NO_ACR
1103901900105; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 30; NO_ACR
1103901900040; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS INC X 30; NO_ACR
1103901900113; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 60 (EMB FRAC); NO_ACR
1103901900083; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS INC X 60 (EMB FRAC); NO_ACR
1103901900067; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT STR X 60 (EMB FRAC); NO_ACR
1103901900075; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS INC X 90 (EMB FRAC); NO_ACR
1103901900059; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT STR X 90 (EMB FRAC); NO_ACR
1103901900121; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 90 (EMB FRAC); NO_ACR
1103901900032; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1103901900131; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 500 (EMB HOSP); NO_ACR
1121302620010; PENTOXIFILINA; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV CT 2 BL AL PLAS INC X 15; NO_ACR
1121300170011; PANTOPEPT; PANTOPEPT; NOT FOUND; 20 MG/ML + 20 MG/ML SOL OR CT FR VD AMB X 30 ML; NO_ACR
ISENTO; PERMANGANATO DE POTÁSSIO; PERMANGANATO POTASSIO; PERMANGANATO POTASSIO; 05 GRS.PO. CX.12 UN; NO_ACR
1057700460054; PIODREX; PIODREX; NOT FOUND; 50 MG/ML LOC CREM CT FR PLAS OPC X 60 ML; NO_ACR
1057700460018; PIODREX; PIODREX; NOT FOUND; 10 MG/ML LOC CREM CT FR PLAS OPC X 60 ML; NO_ACR
1068900880011; PERMITRIX LOÇÃO; PERMITRIX LOCAO; NOT FOUND; 1% LOC FR X 60ML; NO_ACR
1009200250018; PIO SECTO; PIO SECTO; NOT FOUND; 60 ML; NO_ACR
1168000220011; PERMETRIX; PERMETRIX; NOT FOUND; 1% LOC FR X 60ML; NO_ACR
1228300010018; PIOSAY; PIOSAY; NOT FOUND; 10 MG/ML LOC CT FR PLA OPC X 60 ML; NO_ACR
1026400360011; PIOLAT; PIOLAT; NOT FOUND; CREME FR PLAST OPC 60 ML; NO_ACR
1171700085002; PIOLEND; PIOLEND; NOT FOUND; 60 ML; NO_ACR
1057700460046; PIODREX; PIODREX; NOT FOUND; 10 MG/G SAB CT SACO CELOF X 100 G; NO_ACR
1327500010011; PEROXYL; PEROXYL; NOT FOUND; 1.5%SOL FR PLAST OPC 236ML; NO_ACR
1327500010044; PEROXYL; PEROXYL; NOT FOUND; 1.5% GEL BG PLAS OPC 15G; NO_ACR
1556200340061; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT FA VD INC; NO_ACR
1556200340071; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 10 FA VD INC; NO_ACR
1556200340088; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 25 FA VD INC; NO_ACR
1556200340096; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 50 FA VD INC; NO_ACR
1556200340101; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 100 FA VD INC; NO_ACR
1556200340010; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT FA VD INC; NO_ACR
1556200340029; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 10 FA VD INC ; NO_ACR
1556200340037; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 25 FA VD INC; NO_ACR
1556200340045; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 50 FA VD INC; NO_ACR
1556200340053; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 100 FA VD INC  ; NO_ACR
1376401110014; PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G + 250 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30 ML; NO_ACR
1376401110049; PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G + 500 MG PO LIOF P/ SOL INJ IV CT 10 FA VD INC X 50 ML; NO_ACR
1376401110022; PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G + 250 MG PO LIOF P/ SOL INJ IV CT 10 FA VD INC X 30 ML; NO_ACR
1376401110030; PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G + 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 50 ML; NO_ACR
1018300020027; PIRAZINAMIDA; PIRAZINAMIDA; PIRAZINAMIDA; CX. C/50 FRASCOS X 150 ML 3%; NO_ACR
1018300020019; PIRAZINAMIDA; PIRAZINAMIDA; PIRAZINAMIDA; CX. C/50 ENV. X 10 COMP. 500 MG; NO_ACR
1018300110017; POLIVITAMINAS; POLIVITAMINAS; NOT FOUND; CX. C/50 FRASCOS X 150 ML; NO_ACR
1186102380014; PIROXICAM; PIROXICAM; PIROXICAM; 20 MG/ML SOL INJ CT 2 AMP VD AMB X 2 ML ; NO_ACR
1186101240014; PIROXICAM; PIROXICAM; PIROXICAM; 5 MG/G GEL CT BG AL X 30 G; NO_ACR
1045400370140; PIROXIFLAM; PIROXIFLAM; NOT FOUND; SUPOSITORIO 30 MG - CAIXA COM 10; NO_ACR
1466800060011; PIROXICAM; PIROXICAM; PIROXICAM; CAPS 20MG CX 1 BL X 10; NO_ACR
1466800060028; PIROXICAM; PIROXICAM; PIROXICAM; CAPS 20MG CX 1 BL X 15; NO_ACR
1474200180015; PIROXICAM; PIROXICAM; PIROXICAM; 20 MG COMP SOL CT BL AL PLAS INC X 10; NO_ACR
1474200180023; PIROXICAM; PIROXICAM; PIROXICAM; 20 MG COMP SOL CT BL AL PLAS INC X 20; NO_ACR
1121302310015; PIROXICAM; PIROXICAM; PIROXICAM; 20 MG CAP GEL DURA CT BL AL PLAS INC X 15; NO_ACR
1045400370050; PIROXIFLAM; PIROXIFLAM; NOT FOUND; CAPSULAS 10 MG - CX COM 1 BLISTER X 15; NO_ACR
1045400370093; PIROXIFLAM; PIROXIFLAM; NOT FOUND; CAPSULAS 20 MG - CX COM 1 BLISTER X 15; NO_ACR
1466800100011; PRAVASTATINA SÓDICA; PRAVASTATINA SODICA; PRAVASTATINA SODICA; COMP. 10MG FR PLASTICO 30; NO_ACR
1466800100021; PRAVASTATINA SÓDICA; PRAVASTATINA SODICA; PRAVASTATINA SODICA; COMP.20MG FR PLASTICO X 30; NO_ACR
1121304570022; PREDNISOLONA; PREDNISOLONA; PREDNISOLONA; 5 MG COM CT BL AL/AL X 20; NO_ACR
1121304570049; PREDNISOLONA; PREDNISOLONA; PREDNISOLONA; 20 MG COM CT BL AL/AL X 10; NO_ACR
1121304590058; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30 ; NO_ACR
1211002950018; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 ; NO_ACR
1211002950026; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 14; NO_ACR
1211002950042; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 28; NO_ACR
1211002950069; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 56; NO_ACR
1211002950085; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 14; NO_ACR
1211002950077; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 ; NO_ACR
1211002950034; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 20; NO_ACR
1211002950093; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 20; NO_ACR
1211002950107; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 28; NO_ACR
1211002950115; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 56; NO_ACR
1037202260016; PROMIM; PROMIM; NOT FOUND; 10 MG/G CREM VAG CT BG AL X 30 G + 20 APLIC; NO_ACR
1040700720019; PROMETAZINA; PROMETAZINA; PROMETAZINA; 25 MG/ML / AMP - CX C/ 50 AMP C/2ML; NO_ACR
1040700720027; PROMETAZINA; PROMETAZINA; PROMETAZINA; 25 MG / COMP / ENV - 10 COMP - CX C/ 50 ENV; NO_ACR
1186101220013; PROPINATO DE CLOBETASOL; PROPINATO CLOBETASOL; NOT FOUND; 0.5 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1186101170016; PROPINATO DE CLOBETASOL; PROPINATO CLOBETASOL; NOT FOUND; 0.5 MG/G POM DERM CT BG AL X 30 G; NO_ACR
1010701980012; PSOREX; PSOREX; NOT FOUND; 0.5 MG/G SOL TOP CT FR PLAS OPC X 50 G; NO_ACR
1010701980047; PSOREX; PSOREX; NOT FOUND;  0.5 MG/G CREM CT BG AL X 30G; NO_ACR
1010701980039; PSOREX; PSOREX; NOT FOUND; 0.5 MG/G POM CT BG AL X 30 G; NO_ACR
1062400930019; PRONOLOL 40MG; PRONOLOL 40MG; NOT FOUND; 40.0 MG COM CT STRIP PAPEL KRAFT + POLIET X 20; NO_ACR
1062400930051; PRONOLOL 40MG; PRONOLOL 40MG; NOT FOUND; 40 MG COM CT STR AL X 40; NO_ACR
1062400930035; PRONOLOL 80MG; PRONOLOL 80MG; NOT FOUND; 80.0 MG COM CT STRIP PAPEL KRAFT + POLIET X 20; NO_ACR
1018300830015; PROPRANOLOL; PROPRANOLOL; PROPRANOLOL; CX. C/50 ENV. X 10 COMP.; NO_ACR
1105000130012; PROPRANOLOL; PROPRANOLOL; PROPRANOLOL; CX 50 ENV 6 COMP; NO_ACR
1433600080010; PROPRANOLOL; PROPRANOLOL; PROPRANOLOL; 40 MG CX C/50 ENV.X10 COMP.; NO_ACR
1123633450015; PANCREASE; PANCREASE; NOT FOUND; 4000 U.I. - CAPS - FR - 100 CAPS; NO_ACR
1123633450023; PANCREASE; PANCREASE; NOT FOUND; 4000 U.I. - CAPS - FR - 250 CAPS; NO_ACR
1190900040000; POLIVIT A(10ML) E B; POLIVIT A 10ML E B; NOT FOUND; AD CX. C/ 50 AMPOLAS; NO_ACR
1190900046000; POLIVIT A(10ML) E B; POLIVIT A 10ML E B; NOT FOUND; PED CX. C/ 50 AMPOLAS; NO_ACR
1172900060017; PARVULAN; PARVULAN; NOT FOUND; 2 MG/ML SUS INJ CX FR VD AMB X 5 ML; NO_ACR
1172900090048; PLUSVAC; PLUSVAC; NOT FOUND; 5 MCG/ML SOL INJ CX FA VD AMB X 5 ML; NO_ACR
1172900090056; PLUSVAC; PLUSVAC; NOT FOUND; 50 MCG/ML SOL INJ CX FA VD AMB X 5 ML; NO_ACR
1172900090064; PLUSVAC; PLUSVAC; NOT FOUND; 500 MCG/ML SOL INJ CX FA VD AMB X 5 ML; NO_ACR
1172900090072; PLUSVAC SC-AP; PLUSVAC SC AP; NOT FOUND; 5 MCG/ML SUS INJ CT FA VD AMB X 5 ML; NO_ACR
1172900090080; PLUSVAC SC-AP; PLUSVAC SC AP; NOT FOUND; 50 MCG/ML SUS INJ CT FA VD AMB X 5 ML; NO_ACR
1172900090099; PLUSVAC SC-AP; PLUSVAC SC AP; NOT FOUND; 500 MCG/ML SUS INJ CT FA VD AMB X 5 ML; NO_ACR
1206900180029; PACLITAXEL; PACLITAXEL; PACLITAXEL; 6 MG/ML SOL INJ CT FR/AMP X 50 ML; NO_ACR
1206900180037; PACLITAXEL; PACLITAXEL; PACLITAXEL; 6 MG/ML SOL INJ CX C/ 1 FR/AMP X 17 ML; NO_ACR
1206900180010; PACLITAXEL; PACLITAXEL; PACLITAXEL; 6 MG/ML SOL INJ CX C/ 1 FR/AMP X 5 ML; NO_ACR
SI/NC; PIPERAZAM; PIPERAZAM; NOT FOUND; 1 FA - 4.5G; NO_ACR
SI/NC; PLAXEL; PLAXEL; NOT FOUND; 2300MG SOL INJ 1 FA; NO_ACR
SI/NC; PUREGON PEN; PUREGON PEN; NOT FOUND; 600UI 1 AMP; NO_ACR
1085801230051; PRODOFENACO S; PRODOFENACO S; NOT FOUND; 75MG CX 50 AMP 3 ML; NO_ACR
1085801270051; PRODOXIN; PRODOXIN; NOT FOUND; CX 1 FR/AMP+DILUENTE (1G I.V); NO_ACR
1085801270061; PRODOXIN; PRODOXIN; NOT FOUND; CX 50 FR/AMP+DILUENTE (1G I.V); NO_ACR
1085801270035; PRODOXIN; PRODOXIN; NOT FOUND; CX 1 FR/AMP+9DILUENTE (500 MG I.V); NO_ACR
1085800950039; PRODUVIR; PRODUVIR; NOT FOUND; CX 1 FR/AMP 20ML; NO_ACR
1046400130010; PARAPSYL; PARAPSYL; NOT FOUND; 3.33 G/3.33 G GRAN CT 10 SACH X 10 G ; NO_ACR
1057700500026; PASSANEURO; PASSANEURO; NOT FOUND; FR 100 ML LIQUIDO; NO_ACR
100770015001; POLIGONUM ACRE; POLIGONUM ACRE; NOT FOUND; ELIXIR 200 ML; NO_ACR
1065500350013; PLANTAX; PLANTAX; NOT FOUND; GRAN. X 100G; NO_ACR
1370700240018; PASSIFLORA; PASSIFLORA; NOT FOUND; SOL. ORAL 80 ML.; NO_ACR
1037070025001; PIPER; PIPER; NOT FOUND; SOL. ORAL 80 ML.; NO_ACR
1155700050018; PHOHELMIN; PHOHELMIN; NOT FOUND; SUSPENSAO FR. 30ML; NO_ACR
1186000680019; PASSIENE; PASSIENE; NOT FOUND; 120 ML; NO_ACR
1119300040013; PASMALGIN; PASMALGIN; NOT FOUND; 10 ML; NO_ACR
SI/NC; PLURIVERMIL; PLURIVERMIL; NOT FOUND; SUSPENSAO 30 ML; NO_ACR
1502900040031; PRISOERVAS; PRISOERVAS; NOT FOUND; TINT CT FR VD AMB X 30 ML; NO_ACR
1172900090013; PLUSVAC SL; PLUSVAC SL; NOT FOUND; 5 MCG/ML SOL OR CX FR PLAS GOT X 15 ML; NO_ACR
1172900090021; PLUSVAC SL; PLUSVAC SL; NOT FOUND; 50 MCG/ML SOL OR CX FR PLAS GOT X 15 ML; NO_ACR
1172900090031; PLUSVAC SL; PLUSVAC SL; NOT FOUND; 500 MCG/ML SOL OR CX FR PLAS GOT X 15 ML; NO_ACR
1172900110014; POLIPEPTÍDEO DIALIZÁVEL DE EXTRATO DE LEUCÓCITO; POLIPEPTIDEO DIALIZAVEL EXTRATO LEUCOCITO; NOT FOUND; 2 MG/ML SOL ORAL CX FR PLAST OPC GOT X 10 ML; NO_ACR
1022700310017; PNEUMOLIN; PNEUMOLIN; NOT FOUND; 0.4MG/ML XPE FR VD AMBAR X 100ML; NO_ACR
1022700310017; PNEUMOLIN; PNEUMOLIN; NOT FOUND; FR VD 150ML; NO_ACR
1022700070016; PULMOVIT; PULMOVIT; NOT FOUND; 20MG/ML XPE FR VD AMB 100ML; NO_ACR
22700040014; PURITOL; PURITOL; NOT FOUND; FR VD X 150 ML; NO_ACR
ISENTO; PEDRA HUME; PEDRA HUME; NOT FOUND; 20 GRS.PO.CX. 12 UN; NO_ACR
SI/NC; PRESSODIM; PRESSODIM; NOT FOUND; 150ML.LIQ.VD.12UN; NO_ACR
SI/NC; POLI-HELMIN; POLI HELMIN; NOT FOUND; SUSP VD 30 ML 20 MG / ML; NO_ACR
47700190106; PERFEITO DIGESTIVO; PERFEITO DIGESTIVO; NOT FOUND; VD 100 ML SOL; NO_ACR
SI/NC; PASSIBROMO; PASSIBROMO; NOT FOUND; LIQ. VD. 150 ML; NO_ACR
1028500160015; PASSICALM; PASSICALM; NOT FOUND; SOLUCAO CX. FR. VD. 100ML; NO_ACR
1047300100015; PEITORAL; PEITORAL; NOT FOUND; FR. 100ML; NO_ACR
1051100050012; PEITORAL; PEITORAL; NOT FOUND; FRASCOS COM 120 ML; NO_ACR
1206000090015; PEPACONHA; PEPACONHA; NOT FOUND; 50 MG/5ML XPE CT FR VD AMBAR 100ML; NO_ACR
1120600010021; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX. C/50 FR. X 10ML; NO_ACR
1085802380012; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 1 FR PLAS OPC GOT 10ML; NO_ACR
1085802380055; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 1 FR PLAS OPC GOT 15ML; NO_ACR
1085802380098; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 1 FR PLAS OPC GOT 20ML; NO_ACR
1085802380047; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 100 FR PLAS OPC GOT 10ML EMB HOSP; NO_ACR
1085802380081; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 100 FR PLAS OPC GOT 15ML EMB HOSP; NO_ACR
1085802380128; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 100 FR PLAS OPC GOT 20ML EMB HOSP; NO_ACR
1085802380020; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 25 FR PLAS OPC GOT 10ML; NO_ACR
1085802380063; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 25 FR PLAS OPC GOT 15ML; NO_ACR
1085802380101; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 25 FR PLAS OPC GOT 20ML; NO_ACR
1085802380039; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 50 FR PLAS OPC GOT 10ML EMB HOSP; NO_ACR
1085802380071; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 50 FR PLAS OPC GOT 15ML EMB HOSP; NO_ACR
1085802380111; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX 50 FR PLAS OPC GOT 20ML EMB HOSP; NO_ACR
1085801760024; PLAMIDA; PLAMIDA; NOT FOUND; FR 10ML GOTAS; NO_ACR
1085800090027; PRODOPIRONA; PRODOPIRONA; NOT FOUND; FR 10ML; NO_ACR
1085800380019; PRODOTAMOL; PRODOTAMOL; NOT FOUND; 0.4MG/ML XPE VD 120ML; NO_ACR
1085800160015; PRODOTASSIO; PRODOTASSIO; NOT FOUND; VD 100ML; NO_ACR
1085801200022; PRODOXIL; PRODOXIL; NOT FOUND; 125MG SUSP ORAL VD 80ML; NO_ACR
1085801200010; PRODOXIL; PRODOXIL; NOT FOUND; 250MG SUSP ORAL VD 80ML; NO_ACR
1085800040076; PROPLEXO; PROPLEXO; NOT FOUND; B LIQUIDO VD 100ML; NO_ACR
1006100320044; PNEUMODORON 1; PNEUMODORON 1; NOT FOUND; 0.5+0.5 ML/ML SOL OR CT FR VD AMB CGT X 50ML; NO_ACR
1006100660015; PROSTADORON; PROSTADORON; NOT FOUND; (0.4 +0.1+0.15+0.2+0.15) G/G SOL OR CT FR VD AMB CGT X 50 ML; NO_ACR
1006100720018; PREVIGRIP; PREVIGRIP; NOT FOUND; FR. LIQ. 50 ML; NO_ACR
1058200130010; POLIVIT; POLIVIT; NOT FOUND; XPE CT FR VD AMB X 100 ML; NO_ACR
113260006; POVIDINE; POVIDINE; NOT FOUND; 800 ML 6 UNIDADES; NO_ACR
113260006; POVIDINE; POVIDINE; NOT FOUND; 500 ML 12 UNIDADES; NO_ACR
113260006; POVIDINE; POVIDINE; NOT FOUND; 1 LITRO 6 UNIDADES; NO_ACR
113260006; POVIDINE; POVIDINE; NOT FOUND; 1 LITRO 6 UNIDADES; NO_ACR
113260006; POVIDINE; POVIDINE; NOT FOUND; 100 ML 30 UNIDADES; NO_ACR
113260001; POVIDINE; POVIDINE; NOT FOUND; 100 ML 30 UNIDADES; NO_ACR
113260001; POVIDINE; POVIDINE; NOT FOUND; I LITRO 6 UNIDADES; NO_ACR
113260001; POVIDINE; POVIDINE; NOT FOUND; 1 LITRO 6 UNIDADES; NO_ACR
113260001; POVIDINE; POVIDINE; NOT FOUND; 100 ML 30 UNIDADES; NO_ACR
