1781701290011; LYDIAN; LYDIAN; NOT FOUND; 2.0 MG + 0.035 MG COM REV CT BL AL PLAS INC X 21 ; NO_ACR
1123300290013; LAQFA-POLIVITAMINICO; LAQFA POLIVITAMINICO; NOT FOUND; DRG CX 50 ENV AL X 10 (USO HOSP); NO_ACR
1218900080011; LEPEMC PARACETAMOL; LEPEMC PARACETAMOL; NOT FOUND; 200 MG/ML SOL ORAL 50 FR X 20 ML; NO_ACR
1120800020010; LQFEX PARACETAMOL; LQFEX PARACETAMOL; NOT FOUND; CX. C/50 ENV. X 10 COMP 500 MG; NO_ACR
1262500150018; LFM-PARACETAMOL; LFM PARACETAMOL; NOT FOUND; 500 MG COM CX ENV KRAFT POLIET X 500  (EMB HOSP); NO_ACR
1015900330019; LENDREX; LENDREX; NOT FOUND; LOCAO FRASCO 60 ML; NO_ACR
isento; LFM-ÁGUA OXIGENADA; LFM AGUA OXIGENADA; NOT FOUND; 10 VOL SOL TOP CX 50 FR PLAS X 100 ML; NO_ACR
isento; LFM-ÁGUA OXIGENADA; LFM AGUA OXIGENADA; NOT FOUND; 10 VOL SOL TOP CX 50 FR PLAST X 500 ML; NO_ACR
1262500650029; LFM-PIRAZINAMIDA; LFM PIRAZINAMIDA; NOT FOUND; 30 MG/ML SUS OR CX 50 FR VD AMB X 150 ML; NO_ACR
1123300390034; LAQFA PIRAZINAMIDA; LAQFA PIRAZINAMIDA; NOT FOUND; 500 MG COM CT ENV KRAFT POLIET X 500; NO_ACR
1120800270017; LQFEX PIRAZINAMIDA; LQFEX PIRAZINAMIDA; NOT FOUND; 500 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
1262500650010; LFM-PIRAZINAMIDA; LFM PIRAZINAMIDA; NOT FOUND; 500 MG COM CT 50 ENV AL POLIET X 10; NO_ACR
1008100400170; LISIDEMA; LISIDEMA; NOT FOUND; 10 MG CX C/ 16 DRAGEAS; NO_ACR
1008100400219; LISIDEMA; LISIDEMA; NOT FOUND; 20 MG CX C/ 16 DRAGEAS; NO_ACR
1126001870055; LIVALO; LIVALO; NOT FOUND; 2 MG COM REV CT BL AL AL X 15; NO_ACR
1126001870063; LIVALO; LIVALO; NOT FOUND; 2 MG COM REV CT BL AL AL X 30; NO_ACR
1126001870098; LIVALO; LIVALO; NOT FOUND; 4 MG COM REV CT BL AL AL X 15; NO_ACR
1126001870101; LIVALO; LIVALO; NOT FOUND; 4 MG COM REV CT BL AL AL X 30; NO_ACR
1262500820031; LFM-POLIVINILPIRROLIDONA IODO; LFM POLIVINILPIRROLIDONA IODO; NOT FOUND; 100 MG/ML SOL TOP CX FR PLAS X 1 L (SOLUCAO ALCOOLICA); NO_ACR
1262500820048; LFM-POLIVINILPIRROLIDONA IODO; LFM POLIVINILPIRROLIDONA IODO; NOT FOUND; 100 MG/ML SOL TOP CX FR PLAS X 5 L (SOLUCAO ALCOOLICA); NO_ACR
1262500820021; LFM-POLIVINILPIRROLIDONA IODO; LFM POLIVINILPIRROLIDONA IODO; NOT FOUND; 100 MG/ML SOL TOP CX FR PLAS X 5 L (SOLUCAO AQUOSA); NO_ACR
1262500820072; LFM-POLIVINILPIRROLIDONA IODO; LFM POLIVINILPIRROLIDONA IODO; NOT FOUND; 100 MG/ML SOL TOP CX FR PLAS X 60 ML (SOL. AQUOSA); NO_ACR
1262500820013; LFM-POLIVINILPIRROLIDONA IODO; LFM POLIVINILPIRROLIDONA IODO; NOT FOUND; 100 MG/ML SOL TOP CX FR PLAS X 1 L (SOLUCAO AQUOSA); NO_ACR
1262500820056; LFM-POLIVINILPIRROLIDONA IODO; LFM POLIVINILPIRROLIDONA IODO; NOT FOUND; 100 MG/ML SOL TOP CX FR PLAS X 1 L (SOLUCAO DEGERMANTE); NO_ACR
1262500820064; LFM-POLIVINILPIRROLIDONA IODO; LFM POLIVINILPIRROLIDONA IODO; NOT FOUND; 10% SOL TOP CX FR PLAS X 5 L (SOLUCAO AQUOSA); NO_ACR
1123300100028; LAQFA- PREDNISONA; LAQFA PREDNISONA; NOT FOUND; 20 MG COM CX 50 ENV KRAFT X 10 (EMB HOSP); NO_ACR
1123300100011; LAQFA- PREDNISONA; LAQFA PREDNISONA; NOT FOUND; 5 MG COM CX 50 ENV KRAFT X 10 (EMB HOSP); NO_ACR
1262500500027; LFM-PREDNISONA; LFM PREDNISONA; NOT FOUND; 20 MG COM CX 50 ENV KRAFT POLIET  X 10 (EMB HOSP); NO_ACR
1262500500019; LFM-PREDNISONA; LFM PREDNISONA; NOT FOUND; 5 MG COM CX 50 ENV KRAFT  POLIET X 10 (EMB HOSP); NO_ACR
1017900010010; LAFESC - PROPRANOLOL; LAFESC PROPRANOLOL; NOT FOUND; 40 MG COM CX 50 ENV. X 10; NO_ACR
1027001170039; LIPOARISTON; LIPOARISTON; NOT FOUND; 10% EMU INJ CT C/ FA X 500 ML; NO_ACR
1027001170020; LIPOARISTON; LIPOARISTON; NOT FOUND; 20% EMU INJ CT C/ FA X 500 ML; NO_ACR
1155700250017; LISAN; LISAN; NOT FOUND; INJETAVEL C/ 10 AMPOLAS 2ML; NO_ACR
SI/NC; LIBRACTAM; LIBRACTAM; NOT FOUND; 1 FA - 3G; NO_ACR
SI/NC; LIBRATECAM; LIBRATECAM; NOT FOUND; 1 FA - 100MG; NO_ACR
SI/NC; LIFOS; LIFOS; NOT FOUND; 1G PO LIOF 1 FA; NO_ACR
1092200990022; LIMÃOBRAVO; LIMAOBRAVO; NOT FOUND; XPE FR C/ 100 ML; NO_ACR
276180; LACTOMINA; LACTOMINA; NOT FOUND; 120 ML; NO_ACR
ISENTO; LIPOTRON; LIPOTRON; NOT FOUND; VD 100 ML; NO_ACR
1051100040025; LICOR DE FERRO; LICOR FERRO; NOT FOUND; FRASCOS COM 300 ML; NO_ACR
1026400120015; LIMÃO BRAVO; LIMAO BRAVO; NOT FOUND; XPE FR AMBAR 100 ML; NO_ACR
