1121302100029; BIOTERONA; BIOTERONA; NOT FOUND; 50 MG COM CT FR VD AMB X 20; NO_ACR
ISENTO; BOLDO; BOLDO; NOT FOUND; 05 GRS.FLS.CX. 12 UN; NO_ACR
1051900290026; BONVERME; BONVERME; NOT FOUND; 100ML.LIQ.VD.12 UN; NO_ACR
SI/NC; BOLDOPÁTICO; BOLDOPATICO; NOT FOUND; LIQ. VD. 150 ML; NO_ACR
1047300220016; BARYTA COMPOSTA; BARYTA COMPOSTA; NOT FOUND; FR. 100ML; NO_ACR
1046200360012; BOLDO VERNE; BOLDO VERNE; NOT FOUND; FRASCO COM 200 ML; NO_ACR
1046200040012; BOLJUPRIMÁ; BOLJUPRIMA; NOT FOUND; FRASCO COM 200 ML; NO_ACR
1094000720010; BELADRON; BELADRON; NOT FOUND; FR 20ML; NO_ACR
1094000060033; BILEXYL; BILEXYL; NOT FOUND; VD 100ML LIQUIDO; NO_ACR
1206000120021; BACTERAN; BACTERAN; NOT FOUND; 50MG/ML + 8MG/ML SUS OR CT FR VD AMB X 100ML; NO_ACR
3200300010; BENESTINA; BENESTINA; NOT FOUND; EXPEC.FR.C/100 ML; NO_ACR
3200050014; BENESTINA; BENESTINA; NOT FOUND; XPE FR.C/120 ML; NO_ACR
1171700440012; BIOHEPATON; BIOHEPATON; NOT FOUND; 150ML; NO_ACR
1171700440020; BIOHEPATON; BIOHEPATON; NOT FOUND; FLAC.C/60X10ML; NO_ACR
1171700440039; BIOHEPATON; BIOHEPATON; NOT FOUND; FLAC.C/12X10ML; NO_ACR
1085801260048; BACPROTIN; BACPROTIN; NOT FOUND; VD 100ML SUSP PED (200+40)MG/5ML; NO_ACR
1085800690011; BRONQUIOGEM; BRONQUIOGEM; NOT FOUND; VD 100ML; NO_ACR
1201400050028; BICARBONATO DE SÓDIO; BICARBONATO SODIO; BICARBONATO SODIO; PO C+ 10 SACO PLAS TRANS X 840G; NO_ACR
1006100710012; BRYOPHYLLUM WELEDA D2; BRYOPHYLLUM WELEDA D2; NOT FOUND; 100 MG/G D2 ARGENTO CULTUM SOL OR CT FR VD AMB GOT X 50 ML; NO_ACR
1006100710039; BRYOPHYLLUM WELEDA T.M.; BRYOPHYLLUM WELEDA T M; NOT FOUND; 100 PCC TM SOL OR CT FR VD AMB GOT X 50 ML; NO_ACR
