1103901150033; FURP-DESMOPRESSINA; FURP DESMOPRESSINA; NOT FOUND; 0.1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN; NO_ACR
1121303950034; FOSFATO SÓDICO DE PREDNISOLONA; FOSFATO SODICO PREDNISOLONA; NOT FOUND; 3 MG/ML SOL OR CT FR PET AMB X 60 ML + PIPET DOSAD; NO_ACR
1121303950050; FOSFATO SÓDICO DE PREDNISOLONA; FOSFATO SODICO PREDNISOLONA; NOT FOUND; 3 MG/ML SOL OR CT FR PET AMB X 120 ML + PIPET DOSAD; NO_ACR
1017100150081; FLUDILAT; FLUDILAT; NOT FOUND; 100 MG COM REV CT BL AL PLAS AMB X 24; NO_ACR
1017100150063; FLUDILAT RETARD; FLUDILAT RETARD; NOT FOUND; 200 MG COM REV CT BL AL PLAS AMB X 24; NO_ACR
1564900040037; FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA; FUMARATO BISOPROLOL HIDROCLOROTIAZIDA; NOT FOUND; 10.0 MG +6.25 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
1564900040010; FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA; FUMARATO BISOPROLOL HIDROCLOROTIAZIDA; NOT FOUND; 2.5 MG +6.25 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
1564900040029; FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA; FUMARATO BISOPROLOL HIDROCLOROTIAZIDA; NOT FOUND; 5.0 MG +6.25 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
1466800260019; FUMARATO DE CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; XAROPE 0.2 MG/ML X 120ML; NO_ACR
1186101080017; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 1 MG/ML SOL OR CT FR VD AMB X 30 ML + CGT; NO_ACR
1186101050010; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 0.2 MG/ML XPE CT FR VD AMB X 100 ML + CP MED ; NO_ACR
1121303650014; FUMARATO DE CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 0.2 MG/ML XPE CT FR PLAS AMB X 100 ML + CP MED  ; NO_ACR
1121303650022; FUMARATO DE CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 0.2 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED  ; NO_ACR
1121303800016; FUMARATO DE CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 1 MG/ML SOL OR CT FR VD AMB GOT X 30 ML; NO_ACR
1121303110095; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
1121303110109; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/ INALADOR; NO_ACR
1121303110052; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 30; NO_ACR
1121303110060; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 30 C/ INALADOR; NO_ACR
1121303110079; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
1121303110087; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
1152400010016; FUMARATO DE TENOFOVIR DESOPROXILA; FUMARATO TENOFOVIR DESOPROXILA; FUMARATO TENOFOVIR DESOPROXILA; 300 MG COM REV CX 60 FRAS OPC X 30 (EMB HOSP); NO_ACR
1121303840018; FUROATO DE MOMETASONA; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G POM DERM CT BG AL X 20 G; NO_ACR
1121303830012; FUROATO DE MOMETASONA; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G CREM DERM CT BG AL X 20 G; NO_ACR
1027000510034; FUROSETRON; FUROSETRON; NOT FOUND; 10 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML ; NO_ACR
1103900730060; FURP-FUROSEMIDA; FURP FUROSEMIDA; NOT FOUND; 10 MG/ML SOL INJ CX C/ 50 AMP VD AMB X 2 ML (EMB. HOSP.); NO_ACR
1040700230025; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML/AMP - CX C/ 50 AMP C/2ML; NO_ACR
1890000340016; FUROSETRON; FUROSETRON; NOT FOUND; 10 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML ; NO_ACR
1027000510014; FUROSETRON; FUROSETRON; NOT FOUND; 40 MG CX C/ 20 COM; NO_ACR
1057700360011; FUROZIX; FUROZIX; NOT FOUND; 40 MG COM CT  BL AL PLAS INC X 20 ; NO_ACR
1474200080029; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COM CT BL AL PLAS BCO X 30; NO_ACR
1121000190017; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; CX.C/50 ENV. X 10 COMP; NO_ACR
1120900030012; FUNED-FUROSEMIDA; FUNED FUROSEMIDA; NOT FOUND; 40 MG COM CX 50 ENV KRAFT POLIET X 10 (EMB HOSP); NO_ACR
1103900730036; FURP-FUROSEMIDA; FURP FUROSEMIDA; NOT FOUND; 40 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
1103900730079; FURP- FUROSEMIDA; FURP FUROSEMIDA; NOT FOUND; 40 MG COM CX 25 BL AL PLAS MARROM X 500 (EMB HOSP); NO_ACR
1026900460015; FUROLASIL; FUROLASIL; NOT FOUND; CX COM 1 BL X 20 COMP; NO_ACR
1040700230025; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG/COMP/ENV - 10 COMP / CX C/ 50 ENV; NO_ACR
1018300720015; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; CX. C/50 ENV. X 10 COMP. 40 MG; NO_ACR
1121302330016; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COM CT BL AL PLAS AMB X 30; NO_ACR
1171700250019; FUROSEMIL; FUROSEMIL; NOT FOUND; 40 MG COM CT 2 BL AL PLAS INC X 10 ; NO_ACR
1171700250043; FUROSEMIL; FUROSEMIL; NOT FOUND; 40 MG COM CT BL AL PLAS LARANJA X 20; NO_ACR
1103901510013; FURP-GLIBENCLAMIDA; FURP GLIBENCLAMIDA; NOT FOUND; 5 MG CXC/ 50 ENVELOPES DE ALUMINIO C/ 10 COMPRIMIDOS; NO_ACR
1103901510021; FURP-GLIBENCLAMIDA; FURP GLIBENCLAMIDA; NOT FOUND; 5 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1103901510031; FURP - GLIBENCLAMIDA; FURP GLIBENCLAMIDA; NOT FOUND; 5 MG COM CX BL AL PLAS AMBX 500 (EMB HOSP); NO_ACR
1103900390162; FURP-HALOPERIDOL; FURP HALOPERIDOL; NOT FOUND; 1 MG COM CX 25 BL AL PLAS INC X 20 (EMB HOSP); NO_ACR
1103900390103; FURP-HALOPERIDOL; FURP HALOPERIDOL; NOT FOUND; 5 MG COM CX 25 BL AL PLAS INC X 20 (EMB HOSP); NO_ACR
1010702910174; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 28; NO_ACR
1010702910026; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 10; NO_ACR
1010702910034; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 14; NO_ACR
1010702910042; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 20; NO_ACR
1010702910050; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 28; NO_ACR
1010702910069; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 30; NO_ACR
1010702910077; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 7 ; NO_ACR
1010702910085; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 10; NO_ACR
1010702910093; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 14; NO_ACR
1010702910107; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 20; NO_ACR
1010702910115; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 28; NO_ACR
1010702910123; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 30; NO_ACR
1010702910131; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 7; NO_ACR
1010702910141; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 10 ; NO_ACR
1010702910158; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 14; NO_ACR
1010702910182; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 30; NO_ACR
1010702910018; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 7 ; NO_ACR
1010702910166; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 20; NO_ACR
1121304200012; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS OPC X 15; NO_ACR
1121304200063; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
1121304200101; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
1120900050025; FUNED - HIDROCLOROTIAZIDA; FUNED HIDROCLOROTIAZIDA; NOT FOUND; 50 MG CX C/ 50 BLISTERES X 10 COMP; NO_ACR
1120900050035; FUNED - HIDROCLOROTIAZIDA; FUNED HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX 50 BL AL PLAS INC X 10 (EMB HOSP); NO_ACR
1103900580050; FURP-HIDROCLOROTIAZIDA; FURP HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX 25 BL AL PLAS INC X 20 ( EMB HOSP); NO_ACR
1103900580034; FURP-HIDROCLOROTIAZIDA; FURP HIDROCLOROTIAZIDA; NOT FOUND; 50 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1103900580060; FURP-HIDROCLOROTIAZIDA; FURP HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
1106300710020; FARMANGUINHOS - HIDROCLOROTIAZIDA; FARMANGUINHOS HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CT BL AL PLAS AMB X 500; NO_ACR
1103900510011; FURP-HIDROXÍDO DE ALUMÍNIO; FURP HIDROXIDO ALUMINIO; NOT FOUND; 60 MG/ML SUS OR CX 50 FR VD AMB X 150 ML; NO_ACR
1206000100010; FIRIDINE; FIRIDINE; NOT FOUND; 01% SOL TOP CT FR VD AMB X 30ML; NO_ACR
1313900030018; FAULDPENTA; FAULDPENTA; NOT FOUND; PO LIOF. INJ. CT. FA. VD. INC. - 300MG; NO_ACR
1103901060034; FURP-ISONIAZIDA; FURP ISONIAZIDA; NOT FOUND; 100 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
1039402070012; FARLAC; FARLAC; NOT FOUND; 667 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1039400880033; FARLAC; FARLAC; NOT FOUND; CRISTAIS 10 G CX C/20 SACHES; NO_ACR
1039400880025; FARLAC; FARLAC; NOT FOUND; CRISTAIS 3G CX C/20 SACHES; NO_ACR
1781700470014; FARLAC; FARLAC; NOT FOUND; 667 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1103901470046; FURP-LAMIVUDINA; FURP LAMIVUDINA; NOT FOUND; 150 MG COM REV FR PLAS OPC X 60; NO_ACR
1106300560010; FARMANGUINHOS -LAMIVUDINA; FARMANGUINHOS LAMIVUDINA; NOT FOUND; 150 MG COM REV CT 36 FR PLAS OPC X 60; NO_ACR
1103901460040; FURP-LAMIVUDINA+ZIDOVUDINA.; FURP LAMIVUDINA ZIDOVUDINA; NOT FOUND; 150 MG + 300 MG COM REV FR PLAS OPC X 60 (EMB HOSP); NO_ACR
1106300570016; FAR-MANGUINHOS-LAMIVUDINA+ZIDOVUDINA; FAR MANGUINHOS LAMIVUDINA ZIDOVUDINA; NOT FOUND; (150 + 300)MG COM REV CX 35 FR PLAS OPC X 60; NO_ACR
1294000200014; FLOSSOTEC; FLOSSOTEC; NOT FOUND; 5MG COMP REV CT 03 STRIP X 10; NO_ACR
1120900130026; FUNED MEBENDAZOL; FUNED MEBENDAZOL; NOT FOUND; 20 MG/ML SUS OR CX 50 FR VD AMB X 30 ML (EMB. HOSP.); NO_ACR
1103900410031; FURP-MEBENDAZOL; FURP MEBENDAZOL; NOT FOUND; 20 MG/ML SUS OR CX 50 FR VD AMB X 30 ML(EMB HOSP); NO_ACR
1120900130017; FUNED MEBENDAZOL; FUNED MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT POLIET X 6 (EMB. HOSP.); NO_ACR
1103900410066; FURP-MEBENDAZOL; FURP MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 BL AL PLAS INC X 6 (EMB HOSP); NO_ACR
1120900260013; FUNED METILDOPA; FUNED METILDOPA; NOT FOUND; 500 MG COM REV CX ENV AL POLIET X 500 (EMB HOSP); NO_ACR
1103901080019; FURP-METILDOPA; FURP METILDOPA; NOT FOUND; 500 MG CX C/50 ENVELOPES DE ALUMINIO C/10 COMPRIMIDOS REVESTIDOS; NO_ACR
1103901080035; FURP-METILDOPA; FURP METILDOPA; NOT FOUND; 250 MG COM REV CX 50 ENV AL POLIET X 10 (EMB. HOSP.); NO_ACR
1103900630023; FURP-METOCLOPRAMIDA; FURP METOCLOPRAMIDA; NOT FOUND; 4 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
1103900630066; FURP-METOCLOPRAMIDA; FURP METOCLOPRAMIDA; NOT FOUND; 10 MG CX C/ 25 BLISTERES INCOLOR C/ 20 COMPRIMIDOS; NO_ACR
1313900020039; FAULDMETRO; FAULDMETRO; NOT FOUND; SOL. INJ. CT. 5 FA. VD. INC. - 50MG/2ML; NO_ACR
1313900020012; FAULDMETRO; FAULDMETRO; NOT FOUND; SOL. INJ. CT. 5 FA. VD. INC. - 5MG/2ML; NO_ACR
1313900020020; FAULDMETRO; FAULDMETRO; NOT FOUND; SOL. INJ. CT. FA. VD. INC. - 500MG/20ML; NO_ACR
1313900020055; FAULDMETRO; FAULDMETRO; NOT FOUND; SOL. INJ. CT. FA. VD. INC. - 5G/50ML; NO_ACR
1313900020047; FAULDMETRO; FAULDMETRO; NOT FOUND; SOL. INJ. CX. FA. VD. INC. - 1G/10ML; NO_ACR
1103901540011; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML (EMB. HOSP); NO_ACR
1103901030062; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 100 MG/G GEL VAG CX 50 BG AL X 50 G + APLIC (EMB HOSP); NO_ACR
1103901030070; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 100 MG/G GEL VAG CX 50 CT BG AL X 50 G + 10 APLIC (EMB HOSP); NO_ACR
1103901030032; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 250 MG COM CX 50 BL AL PLAS INC X 10 (EMB HOSP); NO_ACR
1103901030089; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 250 MG COM CX 50 BL AL PLAS AMB X 10 (EMB HOSP); NO_ACR
1010702650121; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 7600 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0.8ML ; NO_ACR
1010702650172; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 11400 UI AXA SOL INJ CT 02 SER PREENCHIDA X 0.6ML ; NO_ACR
1010702650180; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 11400 UI AXA SOL INJ CT 10 SER PREENCHIDA X 0.6ML ; NO_ACR
1010702650202; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 15200 UI AXA SOL INJ CT 02 SER PREENCHIDA X 0.8ML ; NO_ACR
1010702650210; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 15200 UI AXA SOL INJ CT 10 SER PREENCHIDA X 0.8ML; NO_ACR
1010702650237; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 19000 UI AXA SOL INJ CT 02 SER PREENCHIDA X 1.0ML ; NO_ACR
1010702650059; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 3800 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0.4ML ; NO_ACR
1010702650083; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 5700 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0.6ML ; NO_ACR
1010702650156; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 9500 UI AXA SOL INJ CT 05 SER PREENCHIDA X 1.0ML; NO_ACR
1010702650245; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 19000 UI AXA SOL INJ CT 10 SER PREENCHIDA X 1.0ML; NO_ACR
1010702650032; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 2850 UI AXA SOL INJ CT 10 SER PREENCHIDA X 0.3ML ; NO_ACR
110390720014; FURP-NEOMICINA + BACITRACINA; FURP NEOMICINA BACITRACINA; NOT FOUND; 5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 10 G (EMB HOSP); NO_ACR
1106300630019; FARMANGUINHOS - NEVIRAPINA; FARMANGUINHOS NEVIRAPINA; NOT FOUND; 200 MG COM CX 35 FR PLAS OPC X 60; NO_ACR
1120901090014; FUNED-NIFEDIPINA; FUNED NIFEDIPINA; NOT FOUND; 20 MG COM CX BL AL PLAS INC X 500 (EMB. HOSP.); NO_ACR
1103901120045; FURP-NIFEDIPINA; FURP NIFEDIPINA; NOT FOUND; 20 MG COM REV CX 25 BL AL PLAS AMB X 20 (EMB. HOSP.); NO_ACR
1057701420031; FASULIDE; FASULIDE; NOT FOUND; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1057701420021; FASULIDE; FASULIDE; NOT FOUND; 10 MG/ML SUS OR CT FR VD AMB X 60 ML; NO_ACR
1057701420048; FASULIDE; FASULIDE; NOT FOUND; 2 PCC GEL CT BG AL X 40 G; NO_ACR
1057701420013; FASULIDE; FASULIDE; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 12; NO_ACR
1103901520019; FURP-NISTATINA; FURP NISTATINA; NOT FOUND; 25.000 UI/G CREM VAG CX 50 BG AL X 60 G + APLIC ( EMB HOSP); NO_ACR
1103901520027; FURP-NISTATINA; FURP NISTATINA; NOT FOUND; 25000 UI/G CREM VAG CX 50 CT BG AL X 60 G + 14 APLIC (EMB HOSP); NO_ACR
1211701070051; FENTIZOL; FENTIZOL; NOT FOUND; CREM VAG BG X 40 G + 7 APLIC; NO_ACR
1211701070025; FENTIZOL; FENTIZOL; NOT FOUND; OVL BL X 1 + 1 APLIC + 2 DEDEIRAS 600 MG; NO_ACR
1103901350032; FURP-NITRATO DE PRATA; FURP NITRATO PRATA; NOT FOUND; 10 MG/ML SOL OCU CT FR VD AMB X 3 ML (EMB. HOSP.); NO_ACR
1235200120019; FLOXILIN (NORFLOXACINO); FLOXILIN NORFLOXACINO; NOT FOUND; 400 MG COMP CX C/ 14; NO_ACR
1002900210021; FLOXACIN; FLOXACIN; NOT FOUND; 400 MG COM REV CT STR AL X 14; NO_ACR
1002900210038; FLOXACIN; FLOXACIN; NOT FOUND; 400 MG COM REV CT STR AL X 6; NO_ACR
1123633400018; FLOXSTAT; FLOXSTAT; NOT FOUND; 400 MG - INJ - FR.AMP - 1 FR.AMP 10ML; NO_ACR
1376400560032; FLOGIRAX; FLOGIRAX; NOT FOUND; 200 MG COM REV CX 10 BL X 10; NO_ACR
1376400560024; FLOGIRAX; FLOGIRAX; NOT FOUND; 200 MG COM REV CT 2 BL AL PLAS INC X 10; NO_ACR
1376400560016; FLOGIRAX; FLOGIRAX; NOT FOUND; 200 MG COM REV CX BL X 10; NO_ACR
1376400560059; FLOGIRAX; FLOGIRAX; NOT FOUND; 400 MG COM REV CT 2 BL AL PLAS INC X 10; NO_ACR
1376400560040; FLOGIRAX; FLOGIRAX; NOT FOUND; 400 MG COM REV CX BL X 10; NO_ACR
1123633400026; FLOXSTAT; FLOXSTAT; NOT FOUND; 200MG - COMP - BL - 20 COMP; NO_ACR
1123633400050; FLOXSTAT; FLOXSTAT; NOT FOUND; 200MG - COMP - BL - 10 COMP; NO_ACR
1123633400069; FLOXSTAT; FLOXSTAT; NOT FOUND; 400 MG - COMP - BL - 10 COMP; NO_ACR
1127000070015; FONTO-VIT A; FONTO VIT A; NOT FOUND; FR C/50 CAPS.-10.000 UI; NO_ACR
1313900210032; FAULDPAMI; FAULDPAMI; NOT FOUND; SOL. INJ. CT. 1 FA. VD. INC. - 30MG/10ML; NO_ACR
1313900210059; FAULDPAMI; FAULDPAMI; NOT FOUND; SOL. INJ. CT. 1 FA. VD. INC. - 60MG/10ML; NO_ACR
1313900210075; FAULDPAMI; FAULDPAMI; NOT FOUND; SOL. INJ. CT. 1 FA. VD. INC. - 90MG/10ML; NO_ACR
1103901500069; FURP-PARACETAMOL; FURP PARACETAMOL; NOT FOUND; 200 MG/ML SOL OR PACK 50 FR PLAS OPC GOT X 15 ML (EMB HOSP); NO_ACR
1103901500050; FURP-PARACETAMOL; FURP PARACETAMOL; NOT FOUND; 200 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 15 ML (EMB HOSP); NO_ACR
1068901030011; FERVEX; FERVEX; NOT FOUND; 100MG/G PO ORAL 50 SACHE X 5G; NO_ACR
1013100870039; FENALGIN; FENALGIN; NOT FOUND; 750 MG COM CT 50 BL PLAS INC X 4; NO_ACR
1013100870012; FENALGIN; FENALGIN; NOT FOUND; 750 MG COM CT 2 BL PLAS INC X 10; NO_ACR
1013100870020; FENALGIN; FENALGIN; NOT FOUND; 750 MG COM CT 30 BL PLAS INC X 10; NO_ACR
1120900940014; FUNED PARACETAMOL; FUNED PARACETAMOL; NOT FOUND; 500 MG COM CX 50 ENV KRAFT POLIET X 10 (EMB HOSP); NO_ACR
1027000980037; FLOXINON; FLOXINON; NOT FOUND; 400 MG INJ CX C/ 10 AMP X 5 ML; NO_ACR
1103900920031; FURP-PIRAZINAMIDA; FURP PIRAZINAMIDA; NOT FOUND; 500 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1065500220363; FELDOX; FELDOX; NOT FOUND; SUS OR FR PLAST X 15 ML; NO_ACR
1026900520034; FELDEXICAM; FELDEXICAM; NOT FOUND; FR COM 10 ML SUSP; NO_ACR
1065500220371; FELDOX; FELDOX; NOT FOUND; CREME BISN C/ 50 G; NO_ACR
1065500220055; FELDOX; FELDOX; NOT FOUND; 10MG CAPS. CX C/15; NO_ACR
1065500220136; FELDOX; FELDOX; NOT FOUND; 20MG CAPS. CT BL C/8; NO_ACR
1065500220098; FELDOX; FELDOX; NOT FOUND; 20MG CAPS. CX C/15; NO_ACR
1092201040023; FLAMADENE (PIROXICAN); FLAMADENE PIROXICAN; NOT FOUND; 20 MG CAPS FR C/ 15; NO_ACR
1026900520018; FELDEXICAM; FELDEXICAM; NOT FOUND; 10 MG CAP CT 2 BL AL PLAS INC X 10; NO_ACR
1026900520026; FELDEXICAM; FELDEXICAM; NOT FOUND; 20 MG CAP CT 2 BL X 10; NO_ACR
1186100950034; FEMINVIT; FEMINVIT; NOT FOUND; COM REV CT BL AL PLAS INC X 30; NO_ACR
1106300360011; FAR-MANGUINHOS PRAZIQUANTEL; FAR MANGUINHOS PRAZIQUANTEL; NOT FOUND; 600 MG COM CT 50 ENV AL POLIET X 10; NO_ACR
1010701670013; FLIXONASE; FLIXONASE; NOT FOUND; 50 MCG/DOSE SUS TOP CT FR VD AMB X 120 DOSES; NO_ACR
1010701670021; FLIXONASE; FLIXONASE; NOT FOUND; 50 MCG/DOSE SUS TOP CT FR VD AMB X 60 DOSES; NO_ACR
1010701970025; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 250 MCG AER CT LT X 60 DOSES C/APLIC; NO_ACR
1010701970041; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 50 MCG AER CT LT X 120 DOSES C/APLIC; NO_ACR
1002500550133; FLIXOTIDE; FLIXOTIDE; NOT FOUND; SPRAY 50MCG X 60DOSES; NO_ACR
1121303180239; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG  CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
1121303180115; FLUTICAPS; FLUTICAPS; NOT FOUND; 50 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
1121303180123; FLUTICAPS; FLUTICAPS; NOT FOUND; 50 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/INALADOR; NO_ACR
1121303180247; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/INALADOR; NO_ACR
1121303180190; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
1121303180204; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/INALADOR; NO_ACR
1010702460034; FLUTIVATE; FLUTIVATE; NOT FOUND;  0.5 MG/G CREM DERM CT BG AL X 15 G; NO_ACR
1010702460042; FLUTIVATE; FLUTIVATE; NOT FOUND; CREME 30G VD; NO_ACR
1010702460018; FLUTIVATE; FLUTIVATE; NOT FOUND; 0.05 MG/G POM DERM CT BG AL X 15 G; NO_ACR
1010702460026; FLUTIVATE; FLUTIVATE; NOT FOUND; POMADA 30G VD; NO_ACR
1010701970033; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 250 MCG PO INAL CT DISKUS STR X 60 DOSES; NO_ACR
1010701970068; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 50 MCG PO INAL CT DISKUS STR X 60 DOSES; NO_ACR
1103901110023; FURP-PROPRANOLOL; FURP PROPRANOLOL; NOT FOUND; 40 MG COM CX 25 BL AL PLAS AMB X 20 (EMB. HOSP.); NO_ACR
