502701201159416, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502703301150417, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE E POLIOMELITE INATIVADA COMBINADA COM VACINA CONJUGADA COM PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOb, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE E POLIOMELITE INATIVADA COMBINADA VACINA CONJUGADA PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOB, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 FR AMP C/ 0.5 ML DE SUS, SF2
502703901158419, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B (CONJUGADO COM PROTEÍNA TETÂNICA), VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO PROTEINA TETANICA, NOT FOUND, SUS INJ [IM] CT FA VD INC X 0.5 ML, SF2
502701401158413, VACINA ADSORIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, VACINA ADSORIDA CONTRA DIFTERIA TETANO COQUELUCHE, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502703001157416, VACINA ADSORVIDA CONTRA DIFTERIA , TETANO, COQUELUCHE ACELULAR, POLIOMIELITE INATIVADA, HEPATITE B ( RECOMBINANTE ) E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, VACINA ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE ACELULAR POLIOMIELITE INATIVADA HEPATITE B RECOMBINANTE E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502701301153411, VACINA ADSORVIDA CONTRA DIFTERIA E TÉTANO (DUPLA Infantil), VACINA ADSORVIDA CONTRA DIFTERIA E TETANO DUPLA INFANTIL, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502702904153411, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 20FR AMP C/0.5ML - 10MCG, SF2
502702903157411, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 20FR AMP C/1.0ML - 20MCG, SF2
502702101158416, VACINA CONTRA RUBÉOLA (Virus Atenuados), VACINA CONTRA RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702201152411, VACINA CONTRA SARAMPO (Virus Hiperatenuados), VACINA CONTRA SARAMPO VIRUS HIPERATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702301157413, VACINA CONTRA SARAMPO E RUBÉOLA (Virus Atenuados), VACINA CONTRA SARAMPO E RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702401151417, VACINA CONTRA SARAMPO, CAXUMBA E RUBÉOLA (Virus Atenuados), VACINA CONTRA SARAMPO CAXUMBA E RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702501156410, VACINA CONTRA VARICELA BIKEN (Virus Atenuados), VACINA CONTRA VARICELA BIKEN VIRUS ATENUADOS, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 SER C/0.7 ML DE DILUENTE, SF2
502702601150414, VACINA MENINGOCÓCICA A+C, VACINA MENINGOCOCICA A C, VACINA MENINGOCOCICA ACWY CONJUGADA, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502703101178318, VACINA ORAL CONTRA COLERA E DIARREIA CAUSADA POR ETEC, VACINA ORAL CONTRA COLERA E DIARREIA CAUSADA POR ETEC, NOT FOUND, SUS OR CT FR VD INC X 3 ML + SACHE GRAN EFERV X 5.6 G, SF2
502702701155418, VACINA PNEUMOCÓCICA POLIVALENTE, VACINA PNEUMOCOCICA POLIVALENTE, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702802131417, VACINA POLIOMELITICA ORAL, VACINA POLIOMELITICA ORAL, NOT FOUND, CT C/1 FR AMP CONTENDO UMA DOSE 0.5ML, SF2
502701201159416, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502703301150417, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE E POLIOMELITE INATIVADA COMBINADA COM VACINA CONJUGADA COM PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOb, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE E POLIOMELITE INATIVADA COMBINADA VACINA CONJUGADA PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOB, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 FR AMP C/ 0.5 ML DE SUS, SF2
502703901158419, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B (CONJUGADO COM PROTEÍNA TETÂNICA), VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO PROTEINA TETANICA, NOT FOUND, SUS INJ [IM] CT FA VD INC X 0.5 ML, SF2
502701401158413, VACINA ADSORIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, VACINA ADSORIDA CONTRA DIFTERIA TETANO COQUELUCHE, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502703001157416, VACINA ADSORVIDA CONTRA DIFTERIA , TETANO, COQUELUCHE ACELULAR, POLIOMIELITE INATIVADA, HEPATITE B ( RECOMBINANTE ) E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, VACINA ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE ACELULAR POLIOMIELITE INATIVADA HEPATITE B RECOMBINANTE E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502701301153411, VACINA ADSORVIDA CONTRA DIFTERIA E TÉTANO (DUPLA Infantil), VACINA ADSORVIDA CONTRA DIFTERIA E TETANO DUPLA INFANTIL, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502703701159314, VACINA ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE ACELULAR E POLIOMIELITE INATIVADA, VACINA ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE ACELULAR E POLIOMIELITE INATIVADA, NOT FOUND, SUS INJ CT SER PRE-ENCH X 0.5 ML, SF2
502701501152417, VACINA ANTI-RÁBICA HUMANA PREPARADA SOBRE CÉLULAS VERO, VACINA ANTI RABICA HUMANA PREPARADA SOBRE CELULAS VERO, NOT FOUND, CARTUCHO DE 1 FR DE 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502703501151417, VACINA CONJUGADA COM PROTEÍNA TETÂNICA CONTRA HAEMOPHILUS INFLUENZAE TPO B, VACINA CONJUGADA PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TPO B, NOT FOUND, CARTUCHO DE 1 FR. COM 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502701701151414, VACINA CONTRA A POLIOMIELITE (virus inativados), VACINA CONTRA A POLIOMIELITE VIRUS INATIVADOS, NOT FOUND, CARTUCHO DE 1 AMP COM 1 DOSE IMUNIZANTE (0.5 ML), SF2
502701801156418, VACINA CONTRA CAXUMBA (Virus Atenuados), VACINA CONTRA CAXUMBA VIRUS ATENUADOS, NOT FOUND, CARTUCHO DE 1 FR DE 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502704001150411, VACINA CONTRA FEBRE AMARELA (VÍRUS ATENUADOS), VACINA CONTRA FEBRE AMARELA VIRUS ATENUADOS, NOT FOUND, CARTUCHO CONTENDO 1 FRASCO-AMPOLA COM 1 DOSE LIOFILIZADA + 1 SERINGA COM 0.5 ML DE DILUENTE, SF2
502703801153318, VACINA CONTRA FEBRE TIFÓIDE (POLISSACARÍDICA CAPSULAR VI), VACINA CONTRA FEBRE TIFOIDE POLISSACARIDICA CAPSULAR VI, NOT FOUND, SUS INJ CT SER PRE-ENCH X 0.5 ML 01 , SF2
502701902157411, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 FR AMP C/ 10 DOSES DE 0.5 ML, SF2
502701905156414, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 SER C/ 1 DOSE DE 0.25 ML, SF2
502701903153418, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502701904151419, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus Purificado e inativado) CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702001153412, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS), VACINA CONTRA HEPATITE A VIRUS INATIVADOS, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702003156419, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS) - USO PEDIÁTRICO, VACINA CONTRA HEPATITE A VIRUS INATIVADOS USO PEDIATRICO, NOT FOUND, SUS INJ IM CT 10 FA VD INC X 5.0 ML, SF2
502702002151413, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS) - USO PEDIÁTRICO, VACINA CONTRA HEPATITE A VIRUS INATIVADOS USO PEDIATRICO, NOT FOUND, SUS INJ IM CT SER PREENCHIDA X 0.5 ML, SF2
502702901154415, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 1FR AMP C/0.5ML - 10MCG, SF2
502702902150413, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 1FR AMP C/1.0ML - 20MCG, SF2
502702904153411, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 20FR AMP C/0.5ML - 10MCG, SF2
502702903157411, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 20FR AMP C/1.0ML - 20MCG, SF2
502702101158416, VACINA CONTRA RUBÉOLA (Virus Atenuados), VACINA CONTRA RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702201152411, VACINA CONTRA SARAMPO (Virus Hiperatenuados), VACINA CONTRA SARAMPO VIRUS HIPERATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702301157413, VACINA CONTRA SARAMPO E RUBÉOLA (Virus Atenuados), VACINA CONTRA SARAMPO E RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702401151417, VACINA CONTRA SARAMPO, CAXUMBA E RUBÉOLA (Virus Atenuados), VACINA CONTRA SARAMPO CAXUMBA E RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702501156410, VACINA CONTRA VARICELA BIKEN (Virus Atenuados), VACINA CONTRA VARICELA BIKEN VIRUS ATENUADOS, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 SER C/0.7 ML DE DILUENTE, SF2
502702601150414, VACINA MENINGOCÓCICA A+C, VACINA MENINGOCOCICA A C, VACINA MENINGOCOCICA ACWY CONJUGADA, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502703101178318, VACINA ORAL CONTRA COLERA E DIARREIA CAUSADA POR ETEC, VACINA ORAL CONTRA COLERA E DIARREIA CAUSADA POR ETEC, NOT FOUND, SUS OR CT FR VD INC X 3 ML + SACHE GRAN EFERV X 5.6 G, SF2
502702701155418, VACINA PNEUMOCÓCICA POLIVALENTE, VACINA PNEUMOCOCICA POLIVALENTE, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702802131417, VACINA POLIOMELITICA ORAL, VACINA POLIOMELITICA ORAL, NOT FOUND, CT C/1 FR AMP CONTENDO UMA DOSE 0.5ML, SF2
502701201159416, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502703301150417, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE E POLIOMELITE INATIVADA COMBINADA COM VACINA CONJUGADA COM PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOb, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE E POLIOMELITE INATIVADA COMBINADA VACINA CONJUGADA PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOB, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 FR AMP C/ 0.5 ML DE SUS, SF2
502703901158419, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B (CONJUGADO COM PROTEÍNA TETÂNICA), VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO PROTEINA TETANICA, NOT FOUND, SUS INJ [IM] CT FA VD INC X 0.5 ML, SF2
502701401158413, VACINA ADSORIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, VACINA ADSORIDA CONTRA DIFTERIA TETANO COQUELUCHE, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502703001157416, VACINA ADSORVIDA CONTRA DIFTERIA , TETANO, COQUELUCHE ACELULAR, POLIOMIELITE INATIVADA, HEPATITE B ( RECOMBINANTE ) E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, VACINA ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE ACELULAR POLIOMIELITE INATIVADA HEPATITE B RECOMBINANTE E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502701301153411, VACINA ADSORVIDA CONTRA DIFTERIA E TÉTANO (DUPLA Infantil), VACINA ADSORVIDA CONTRA DIFTERIA E TETANO DUPLA INFANTIL, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502703701159314, VACINA ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE ACELULAR E POLIOMIELITE INATIVADA, VACINA ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE ACELULAR E POLIOMIELITE INATIVADA, NOT FOUND, SUS INJ CT SER PRE-ENCH X 0.5 ML, SF2
502701501152417, VACINA ANTI-RÁBICA HUMANA PREPARADA SOBRE CÉLULAS VERO, VACINA ANTI RABICA HUMANA PREPARADA SOBRE CELULAS VERO, NOT FOUND, CARTUCHO DE 1 FR DE 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502703501151417, VACINA CONJUGADA COM PROTEÍNA TETÂNICA CONTRA HAEMOPHILUS INFLUENZAE TPO B, VACINA CONJUGADA PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TPO B, NOT FOUND, CARTUCHO DE 1 FR. COM 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502701701151414, VACINA CONTRA A POLIOMIELITE (virus inativados), VACINA CONTRA A POLIOMIELITE VIRUS INATIVADOS, NOT FOUND, CARTUCHO DE 1 AMP COM 1 DOSE IMUNIZANTE (0.5 ML), SF2
502701801156418, VACINA CONTRA CAXUMBA (Virus Atenuados), VACINA CONTRA CAXUMBA VIRUS ATENUADOS, NOT FOUND, CARTUCHO DE 1 FR DE 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502704001150411, VACINA CONTRA FEBRE AMARELA (VÍRUS ATENUADOS), VACINA CONTRA FEBRE AMARELA VIRUS ATENUADOS, NOT FOUND, CARTUCHO CONTENDO 1 FRASCO-AMPOLA COM 1 DOSE LIOFILIZADA + 1 SERINGA COM 0.5 ML DE DILUENTE, SF2
502703801153318, VACINA CONTRA FEBRE TIFÓIDE (POLISSACARÍDICA CAPSULAR VI), VACINA CONTRA FEBRE TIFOIDE POLISSACARIDICA CAPSULAR VI, NOT FOUND, SUS INJ CT SER PRE-ENCH X 0.5 ML 01 , SF2
502701902157411, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 FR AMP C/ 10 DOSES DE 0.5 ML, SF2
502701905156414, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 SER C/ 1 DOSE DE 0.25 ML, SF2
502701903153418, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502701904151419, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus Purificado e inativado) CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702001153412, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS), VACINA CONTRA HEPATITE A VIRUS INATIVADOS, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702003156419, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS) - USO PEDIÁTRICO, VACINA CONTRA HEPATITE A VIRUS INATIVADOS USO PEDIATRICO, NOT FOUND, SUS INJ IM CT 10 FA VD INC X 5.0 ML, SF2
502702002151413, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS) - USO PEDIÁTRICO, VACINA CONTRA HEPATITE A VIRUS INATIVADOS USO PEDIATRICO, NOT FOUND, SUS INJ IM CT SER PREENCHIDA X 0.5 ML, SF2
502702901154415, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 1FR AMP C/0.5ML - 10MCG, SF2
502702902150413, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 1FR AMP C/1.0ML - 20MCG, SF2
502702904153411, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 20FR AMP C/0.5ML - 10MCG, SF2
502702903157411, VACINA CONTRA HEPATITE B RECOMBINANTE, VACINA CONTRA HEPATITE B RECOMBINANTE, NOT FOUND, CT 20FR AMP C/1.0ML - 20MCG, SF2
502702101158416, VACINA CONTRA RUBÉOLA (Virus Atenuados), VACINA CONTRA RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702201152411, VACINA CONTRA SARAMPO (Virus Hiperatenuados), VACINA CONTRA SARAMPO VIRUS HIPERATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702301157413, VACINA CONTRA SARAMPO E RUBÉOLA (Virus Atenuados), VACINA CONTRA SARAMPO E RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702401151417, VACINA CONTRA SARAMPO, CAXUMBA E RUBÉOLA (Virus Atenuados), VACINA CONTRA SARAMPO CAXUMBA E RUBEOLA VIRUS ATENUADOS, NOT FOUND, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502702501156410, VACINA CONTRA VARICELA BIKEN (Virus Atenuados), VACINA CONTRA VARICELA BIKEN VIRUS ATENUADOS, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 SER C/0.7 ML DE DILUENTE, SF2
502702601150414, VACINA MENINGOCÓCICA A+C, VACINA MENINGOCOCICA A C, VACINA MENINGOCOCICA ACWY CONJUGADA, CT 1 FR C/ 1 DOSE LIOFILIZADA E 1 SER C/0.5 ML DE DILUENTE, SF2
502703101178318, VACINA ORAL CONTRA COLERA E DIARREIA CAUSADA POR ETEC, VACINA ORAL CONTRA COLERA E DIARREIA CAUSADA POR ETEC, NOT FOUND, SUS OR CT FR VD INC X 3 ML + SACHE GRAN EFERV X 5.6 G, SF2
502702701155418, VACINA PNEUMOCÓCICA POLIVALENTE, VACINA PNEUMOCOCICA POLIVALENTE, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702802131417, VACINA POLIOMELITICA ORAL, VACINA POLIOMELITICA ORAL, NOT FOUND, CT C/1 FR AMP CONTENDO UMA DOSE 0.5ML, SF2
502701201159416, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502703301150417, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE E POLIOMELITE INATIVADA COMBINADA COM VACINA CONJUGADA COM PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOb, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE E POLIOMELITE INATIVADA COMBINADA VACINA CONJUGADA PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TIPOB, NOT FOUND, CT 1 FR AMP C/ 1 DOSE LIOFILIZADA E 1 FR AMP C/ 0.5 ML DE SUS, SF2
502703901158419, VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B (CONJUGADO COM PROTEÍNA TETÂNICA), VACINA ACELULAR ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE POLIOMIELITE INATIVADA E HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO PROTEINA TETANICA, NOT FOUND, SUS INJ [IM] CT FA VD INC X 0.5 ML, SF2
502701401158413, VACINA ADSORIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, VACINA ADSORIDA CONTRA DIFTERIA TETANO COQUELUCHE, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502703001157416, VACINA ADSORVIDA CONTRA DIFTERIA , TETANO, COQUELUCHE ACELULAR, POLIOMIELITE INATIVADA, HEPATITE B ( RECOMBINANTE ) E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, VACINA ADSORVIDA CONTRA DIFTERIA TETANO COQUELUCHE ACELULAR POLIOMIELITE INATIVADA HEPATITE B RECOMBINANTE E HAEMOPHILUS INFLUENZA TIPO B CONJUGADO, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502701301153411, VACINA ADSORVIDA CONTRA DIFTERIA E TÉTANO (DUPLA Infantil), VACINA ADSORVIDA CONTRA DIFTERIA E TETANO DUPLA INFANTIL, NOT FOUND, CARTUCHO DE 1 SERINGA COM 1 DOSE DE 0.5 ML., SF2
502701501152417, VACINA ANTI-RÁBICA HUMANA PREPARADA SOBRE CÉLULAS VERO, VACINA ANTI RABICA HUMANA PREPARADA SOBRE CELULAS VERO, NOT FOUND, CARTUCHO DE 1 FR DE 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502703501151417, VACINA CONJUGADA COM PROTEÍNA TETÂNICA CONTRA HAEMOPHILUS INFLUENZAE TPO B, VACINA CONJUGADA PROTEINA TETANICA CONTRA HAEMOPHILUS INFLUENZAE TPO B, NOT FOUND, CARTUCHO DE 1 FR. COM 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502701801156418, VACINA CONTRA CAXUMBA (Virus Atenuados), VACINA CONTRA CAXUMBA VIRUS ATENUADOS, NOT FOUND, CARTUCHO DE 1 FR DE 1 DOSE LIOFILIZADA E 1 SERINGA C/0.5 ML DE DILUENTE, SF2
502704001150411, VACINA CONTRA FEBRE AMARELA (VÍRUS ATENUADOS), VACINA CONTRA FEBRE AMARELA VIRUS ATENUADOS, NOT FOUND, CARTUCHO CONTENDO 1 FRASCO-AMPOLA COM 1 DOSE LIOFILIZADA + 1 SERINGA COM 0.5 ML DE DILUENTE, SF2
502703801153318, VACINA CONTRA FEBRE TIFÓIDE (POLISSACARÍDICA CAPSULAR VI), VACINA CONTRA FEBRE TIFOIDE POLISSACARIDICA CAPSULAR VI, NOT FOUND, SUS INJ CT SER PRE-ENCH X 0.5 ML 01 , SF2
502701902157411, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 FR AMP C/ 10 DOSES DE 0.5 ML, SF2
502701905156414, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 SER C/ 1 DOSE DE 0.25 ML, SF2
502701903153418, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus fragmentado e inativado) CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502701904151419, VACINA CONTRA GRIPE, VACINA CONTRA GRIPE, NOT FOUND, (Virus Purificado e inativado) CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702001153412, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS), VACINA CONTRA HEPATITE A VIRUS INATIVADOS, NOT FOUND, CT 1 SER C/ 1 DOSE DE 0.5 ML, SF2
502702003156419, VACINA CONTRA HEPATITE A (VIRUS INATIVADOS) - USO PEDIÁTRICO, VACINA CONTRA HEPATITE A VIRUS INATIVADOS USO PEDIATRICO, NOT FOUND, SUS INJ IM CT 10 FA VD INC X 5.0 ML, SF2
