526507901164411, LACRIGEL A, LACRIGEL A, NOT FOUND, 12 MG/G GEL OFT CT TB AL X 10 G, NVR
526508007114319, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 14, NVR
526508006118310, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 28, NVR
526508008110317, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 7, NVR
526508301111410, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, NVR
526508302116416, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 450 (EMB HOSP), NVR
526508305115410, LEPONEX, LEPONEX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NVR
526527601115310, LESCOL XL, LESCOL XL, NOT FOUND, 80 MG COM REV LIB PROL CT BL AL/AL X 30, NVR
526527101112312, LOTENSIN H, LOTENSIN H, NOT FOUND, 10 MG + 12.5 MG COM REV CT BL AL / AL X 30, NVR
526527102119310, LOTENSIN H, LOTENSIN H, NOT FOUND, 5 MG + 6.25 MG COM REV CT BL AL / AL X 30, NVR
526527801114415, LOMIR SRO, LOMIR SRO, NOT FOUND, 5.0 MG CAP CT BL AL/AL X 14, NVR
526507901164411, LACRIGEL A, LACRIGEL A, NOT FOUND, 12 MG/G GEL OFT CT TB AL X 10 G, NVR
526509301164415, LOSALEN, LOSALEN, NOT FOUND, 0.2 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, NVR
526529502157216, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA VD INC X 0.23 ML + SER + AGULHA + FILTRO P/INJ, NVR
526509101114317, LOPRESSOR, LOPRESSOR, NOT FOUND, 100 MG COM REV CT 2 BL AL PLAS INC X 10, NVR
526531704160317, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
