528504409117116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS INC X 100 (EMB MULTI), PZ8
528504603134411, PRATICILIN, PRATICILIN, NOT FOUND, 250MG/5ML PO SUS OR CT 50 FR VD AMB X 60ML, PZ8
528504605110412, PRATICILIN, PRATICILIN, NOT FOUND, 500MG CAP GEL DURA CT 25 BL AL PLAS INC X 12, PZ8
528524901165417, PRATIDERM, PRATIDERM, NOT FOUND, 100.000UI/G+200MG/G POM DERM CT BG AL X 60G, PZ8
528530802114411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 1000, PZ8
528530801118411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 20, PZ8
528530803110418, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 30, PZ8
528530804117416, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 400, PZ8
528527001165415, PRATIGEL, PRATIGEL, NOT FOUND, 0.0444 MI/G + 0.0444 G/G + 0.0200 G/G + 0.2222 ML/G POM DERM CT BG AL X 20 G, PZ8
528526201160419, PRATIGLÓS, PRATIGLOS, NOT FOUND, 5000 UI/G + 900 UI/G + 150 MG/G POM DERM CX 50 BG AL X 45 G (EMB HOSP), PZ8
528524304116416, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10 MG CAP GEL DURA MICROG CT 30 BL AL PLAS INC X 10 (EMB HOSP), PZ8
528524303111410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10MG CAP GEL DURA MICROG CT FR PLAS OPC X 14, PZ8
528524301117411, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT 25 BL AL PLAS X 14 (EMB HOSP), PZ8
528524314111417, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 280, PZ8
528524312119410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT FR PLAS OPC X 14 (EMB HOSP), PZ8
528524306119412, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20MG CAP GEL DURA MICROG CT 3 BL AL PLAS INC X 10, PZ8
528524310116414, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 40MG CAP GEL DURA MICROG CT BL AL PLAS INC X 10, PZ8
528525301137410, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/ SOL EXTEMPORANEA CT 50 SACH X 27.9G, PZ8
528525302133419, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/SOL EXTEMPORANEA CT 4 SACH X 27.9G, PZ8
528527101178411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CT FR PET AMB SPR X 60 ML, PZ8
528527102174411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CX 50 FR PET AMB SPR X 60 ML, PZ8
528527602177418, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PET AMB CGT X 30 ML, PZ8
528527601170411, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC CGT X 30 ML, PZ8
528527603173416, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 30 ML, PZ8
528527604171417, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 45 ML, PZ8
528527605176412, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PET AMB CGT X 30 ML, PZ8
528527606172410, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 30 ML, PZ8
528527607179419, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 45 ML, PZ8
528529102112119, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 10, PZ8
528529101116110, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 20, PZ8
528529103119117, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529104115115, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528529105111113, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 20, PZ8
528529106118111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529107114111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528522801163114, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G CREM DERM CT BG AL X 30 G, PZ8
528522805169117, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G POM DERM CT BG AL X 30 G, PZ8
528504409117116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS INC X 100 (EMB MULTI), PZ8
528504413114118, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS INC X 300 (EMB MULT), PZ8
528525801113111, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 15, PZ8
528525803116118, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528504503113404, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM CT 30 BL AL PLAS INC X 10 (EMB HOSP), PZ8
528504510111411, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM CT BL AL/PLAS INC X 500 (EMB HOSP), PZ8
528504511116417, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 20, PZ8
528504512112415, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 300 (EMB HOSP), PZ8
528504513119413, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 500 (EMB HOSP), PZ8
528504507135410, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR PLAS OPC X 100 ML (EMB HOSP), PZ8
528504508131419, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR PLAS OPC X 80 ML (EMB HOSP), PZ8
528504509138417, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML (EMB HOSP), PZ8
528504611137416, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CT FR PLAS AMB X 150 ML, PZ8
528504610130418, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CT FR PLAS AMB X 60 ML, PZ8
528504609132410, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CX 50 FR PLAS AMB X 150 ML (EMB HOSP), PZ8
528504608136412, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CX 50 FR PLAS AMB X 60 ML (EMB HOSP), PZ8
528504603134411, PRATICILIN, PRATICILIN, NOT FOUND, 250MG/5ML PO SUS OR CT 50 FR VD AMB X 60ML, PZ8
528504605110412, PRATICILIN, PRATICILIN, NOT FOUND, 500MG CAP GEL DURA CT 25 BL AL PLAS INC X 12, PZ8
528524901165417, PRATIDERM, PRATIDERM, NOT FOUND, 100.000UI/G+200MG/G POM DERM CT BG AL X 60G, PZ8
528530802114411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 1000, PZ8
528530801118411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 20, PZ8
528530803110418, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 30, PZ8
528530804117416, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 400, PZ8
528527001165415, PRATIGEL, PRATIGEL, NOT FOUND, 0.0444 MI/G + 0.0444 G/G + 0.0200 G/G + 0.2222 ML/G POM DERM CT BG AL X 20 G, PZ8
528526201160419, PRATIGLÓS, PRATIGLOS, NOT FOUND, 5000 UI/G + 900 UI/G + 150 MG/G POM DERM CX 50 BG AL X 45 G (EMB HOSP), PZ8
528524304116416, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10 MG CAP GEL DURA MICROG CT 30 BL AL PLAS INC X 10 (EMB HOSP), PZ8
528524303111410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10MG CAP GEL DURA MICROG CT FR PLAS OPC X 14, PZ8
528524301117411, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT 25 BL AL PLAS X 14 (EMB HOSP), PZ8
528524314111417, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 280, PZ8
528524312119410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT FR PLAS OPC X 14 (EMB HOSP), PZ8
528524306119412, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20MG CAP GEL DURA MICROG CT 3 BL AL PLAS INC X 10, PZ8
528524310116414, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 40MG CAP GEL DURA MICROG CT BL AL PLAS INC X 10, PZ8
528525301137410, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/ SOL EXTEMPORANEA CT 50 SACH X 27.9G, PZ8
528525302133419, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/SOL EXTEMPORANEA CT 4 SACH X 27.9G, PZ8
528527101178411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CT FR PET AMB SPR X 60 ML, PZ8
528527102174411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CX 50 FR PET AMB SPR X 60 ML, PZ8
528527602177418, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PET AMB CGT X 30 ML, PZ8
528527601170411, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC CGT X 30 ML, PZ8
528527603173416, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 30 ML, PZ8
528527604171417, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 45 ML, PZ8
528527605176412, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PET AMB CGT X 30 ML, PZ8
528527606172410, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 30 ML, PZ8
528527607179419, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 45 ML, PZ8
528529102112119, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 10, PZ8
528529101116110, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 20, PZ8
528529103119117, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529104115115, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528529105111113, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 20, PZ8
528529106118111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529107114111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528522801163114, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G CREM DERM CT BG AL X 30 G, PZ8
528522805169117, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G POM DERM CT BG AL X 30 G, PZ8
528530802114411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 1000, PZ8
528530801118411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 20, PZ8
528530803110418, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 30, PZ8
528530804117416, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 400, PZ8
528504611137416, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CT FR PLAS AMB X 150 ML, PZ8
528504610130418, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CT FR PLAS AMB X 60 ML, PZ8
528504609132410, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CX 50 FR PLAS AMB X 150 ML (EMB HOSP), PZ8
528504608136412, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CX 50 FR PLAS AMB X 60 ML (EMB HOSP), PZ8
528504603134411, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/5 ML PO SUS OR CX 50 FR VD AMB X 60 ML (EMB HOSP), PZ8
528504507135410, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR PLAS OPC X 100 ML (EMB HOSP), PZ8
528504508131419, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR PLAS OPC X 80 ML (EMB HOSP), PZ8
528504509138417, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML (EMB HOSP), PZ8
528527101178411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CT FR PET AMB SPR X 60 ML, PZ8
528527102174411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CX 50 FR PET AMB SPR X 60 ML, PZ8
528527602177418, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PET AMB CGT X 30 ML, PZ8
528527601170411, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC CGT X 30 ML, PZ8
528527603173416, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 30 ML, PZ8
528527604171417, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 45 ML, PZ8
528527605176412, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PET AMB CGT X 30 ML, PZ8
528527606172410, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 30 ML, PZ8
528527607179419, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 45 ML, PZ8
528525301137410, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/ SOL EXTEMPORANEA CT 50 SACH X 27.9G, PZ8
528525302133419, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/SOL EXTEMPORANEA CT 4 SACH X 27.9G, PZ8
528504511116417, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 20, PZ8
528504512112415, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 300 (EMB HOSP), PZ8
528504513119413, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 500 (EMB HOSP), PZ8
528524304116416, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528524303111410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10 MG CAP GEL DURA MICROG CT FR PLAS OPC X 14, PZ8
528524315118415, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PLAS INC X 320 (EMB FRAC), PZ8
528524314111417, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 280, PZ8
528524306119412, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 30, PZ8
528524301117411, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS X 350 (EMB HOSP) , PZ8
528524312119410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT FR PLAS OPC X 14, PZ8
528524310116414, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 40 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 10, PZ8
528526201160419, PRATIGLÓS, PRATIGLOS, NOT FOUND, 5000 UI/G + 900 UI/G + 150 MG/G POM DERM CX 50 BG AL X 45 G (EMB HOSP), PZ8
528524903168413, PRATIDERM, PRATIDERM, NOT FOUND, 100.000 UI/G + 200 MG/G POM DERM CX 50 BG AL X 60 G, PZ8
528524901165417, PRATIDERM, PRATIDERM, NOT FOUND, 100.000UI/G+200MG/G POM DERM CT BG AL X 60G, PZ8
528504409117116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS INC X 100 (EMB MULTI), PZ8
528504413114118, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS INC X 300 (EMB MULT), PZ8
528525801113111, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 15, PZ8
528525803116118, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529102112119, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 10, PZ8
528529101116110, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 20, PZ8
528529103119117, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529104115115, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528529105111113, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 20, PZ8
528529106118111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529107114111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528522801163114, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G CREM DERM CT BG AL X 30 G, PZ8
528522805169117, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G POM DERM CT BG AL X 30 G, PZ8
528527001165415, PRATIGEL, PRATIGEL, NOT FOUND, 0.0444 MI/G + 0.0444 G/G + 0.0200 G/G + 0.2222 ML/G POM DERM CT BG AL X 20 G, PZ8
528530802114411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 1000, PZ8
528530801118411, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 20, PZ8
528530803110418, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 30, PZ8
528530804117416, PRATIFOLIN, PRATIFOLIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 400, PZ8
528504611137416, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CT FR PLAS AMB X 150 ML, PZ8
528504610130418, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CT FR PLAS AMB X 60 ML, PZ8
528504609132410, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CX 50 FR PLAS AMB X 150 ML (EMB HOSP), PZ8
528504608136412, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/ 5 ML PO SUS OR CX 50 FR PLAS AMB X 60 ML (EMB HOSP), PZ8
528504603134411, PRATICILIN, PRATICILIN, NOT FOUND, 250 MG/5 ML PO SUS OR CX 50 FR VD AMB X 60 ML (EMB HOSP), PZ8
528504507135410, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR PLAS OPC X 100 ML (EMB HOSP), PZ8
528504508131419, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR PLAS OPC X 80 ML (EMB HOSP), PZ8
528504509138417, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML (EMB HOSP), PZ8
528527101178411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CT FR PET AMB SPR X 60 ML, PZ8
528527102174411, PRATISORIN-H, PRATISORIN H, NOT FOUND, 30 MG/ML SOL NAS CX 50 FR PET AMB SPR X 60 ML, PZ8
528527602177418, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PET AMB CGT X 30 ML, PZ8
528527601170411, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC CGT X 30 ML, PZ8
528527603173416, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 30 ML, PZ8
528527604171417, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CT FR PLAS OPC NEB X 45 ML, PZ8
528527605176412, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PET AMB CGT X 30 ML, PZ8
528527606172410, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 30 ML, PZ8
528527607179419, PRATSORIN, PRATSORIN, NOT FOUND, 9 MG/ML SOL NAS CX 100 FR PLAS OPC NEB X 45 ML, PZ8
528525301137410, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/ SOL EXTEMPORANEA CT 50 SACH X 27.9G, PZ8
528525302133419, PRATI-SAL, PRATI SAL, NOT FOUND, 3.5G + 1.5G + 2.9G + 20.0G PO P/SOL EXTEMPORANEA CT 4 SACH X 27.9G, PZ8
528504511116417, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 20, PZ8
528504512112415, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 300 (EMB HOSP), PZ8
528504513119413, POLIBIOTIC, POLIBIOTIC, NOT FOUND, 250 MG COM REV CT BL AL PVC LEIT X 500 (EMB HOSP), PZ8
528524304116416, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528524303111410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 10 MG CAP GEL DURA MICROG CT FR PLAS OPC X 14, PZ8
528524315118415, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PLAS INC X 320 (EMB FRAC), PZ8
528524314111417, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 280, PZ8
528524306119412, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 30, PZ8
528524301117411, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT BL AL PLAS X 350 (EMB HOSP) , PZ8
528524312119410, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 20 MG CAP GEL DURA MICROG CT FR PLAS OPC X 14, PZ8
528524310116414, PRATIPRAZOL, PRATIPRAZOL, NOT FOUND, 40 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 10, PZ8
528526201160419, PRATIGLÓS, PRATIGLOS, NOT FOUND, 5000 UI/G + 900 UI/G + 150 MG/G POM DERM CX 50 BG AL X 45 G (EMB HOSP), PZ8
528524903168413, PRATIDERM, PRATIDERM, NOT FOUND, 100.000 UI/G + 200 MG/G POM DERM CX 50 BG AL X 60 G, PZ8
528524901165417, PRATIDERM, PRATIDERM, NOT FOUND, 100.000UI/G+200MG/G POM DERM CT BG AL X 60G, PZ8
528504409117116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS INC X 100 (EMB MULTI), PZ8
528504413114118, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS INC X 300 (EMB MULT), PZ8
528525801113111, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 15, PZ8
528525803116118, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529102112119, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 10, PZ8
528529101116110, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 20, PZ8
528529103119117, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529104115115, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528529105111113, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 20, PZ8
528529106118111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 300 (EMB HOSP), PZ8
528529107114111, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528522801163114, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G CREM DERM CT BG AL X 30 G, PZ8
528522805169117, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G POM DERM CT BG AL X 30 G, PZ8
