520708101174419, DELTAMITREN, DELTAMITREN, NOT FOUND, LOCAO 20 MG FR X 100ML, TTB
520729301156417, DIPROSEN , DIPROSEN, NOT FOUND, 5 MG/ML + 2 MG/ML SUS INJ CT AMP VD INC X 1 ML , TTB
520709603114410, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT 15 BL AL PLAS X 20 (EMB HOSP), TTB
520709605117417, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30 , TTB
520709604110419, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT 15 BL AL PLAS X 20 (EMB HOSP), TTB
520709606113415, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, TTB
520709601111414, DIURIX, DIURIX, NOT FOUND, COMP 25MG CX C/20, TTB
520709602118412, DIURIX, DIURIX, NOT FOUND, COMP 50MG CX C/20, TTB
520709701116418, DOREND, DOREND, NOT FOUND, DRG 300 MG + 75 MG -BL X12, TTB
520703801119411, DIGESTIL, DIGESTIL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, TTB
520703802131413, DIGESTIL, DIGESTIL, NOT FOUND, 4MG/ML SOL OR CT FR VD AMB X 20ML + CGT, TTB
520708501131113, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 100 ML, TTB
520708502136119, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1MG/ML ELX CT FR PET AMB X 100ML + CP MED, TTB
520708608163411, DEXASON, DEXASON, NOT FOUND, 1.0 MG/G CREM DERM CT 50 BG AL X 10 G (EMB HOSP), TTB
520708503116111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS AMB X 10, TTB
520708603110417, DEXASON, DEXASON, NOT FOUND, COMP 4 MG CX C / 10, TTB
520708604168419, DEXASON, DEXASON, NOT FOUND, CREME 0.1% BISN X 10 G, TTB
520708605131411, DEXASON, DEXASON, NOT FOUND, ELX 0.1 MG/ML FR C/ 100 ML, TTB
520708401151414, DEXADOZE, DEXADOZE, NOT FOUND, 5000 SOL INJ 3 AMP X 1 E 2 ML, TTB
520708803111115, DICLOFENACO, DICLOFENACO, DICLOFENACO, 50 MG COM DIS CT BL AL PLAS INC X 20, TTB
520727601152119, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/ML SOL INJ CT 72 AMP VD AMB X 2 ML( EMB HOSP), TTB
520708901162113, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G, TTB
520709101135111, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, TTB
520709201156119, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 25 MG/ML SOL INJ CT 100 AMP VD INC X 3 ML (EMB HOSP), TTB
520709001157111, DICLOFENACO POTASSICO, DICLOFENACO POTASSICO, DICLOFENACO POTASSICO, 25 MG/ML SOL INJ CX 100 AMP VD INC X 3 ML (EMB. HOSP.), TTB
520709202152117, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, SOL INJ 25MG/ML CX C/05 AMP X 3ML, TTB
520729101130112, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML CP MED, TTB
520708301165413, DERMDRYL, DERMDRYL, NOT FOUND, CREME BISN X 28G, TTB
520708302171417, DERMDRYL, DERMDRYL, NOT FOUND, LOCAO FR X 120ML, TTB
520724801118114, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 100 (EMB HOSP), TTB
520724802114112, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 30, TTB
520728201131112, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, TTB
520728202138110, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP), TTB
520709506151110, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 500 MG/ML SOL INJ CT 120 AMP VD AMB X 2 ML (EMB HOSP), TTB
520709505155112, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 500MG/ML SOL INJ CT 100 AMP VD AMB X 2ML (EMB HOSP), TTB
520726601167118, DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO, DIPROPIONATO BETAMETASONA ACIDO SALICILICO, NOT FOUND, 0.5 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, TTB
520729301156417, DIPROSEN , DIPROSEN, NOT FOUND, 5 MG/ML + 2 MG/ML SUS INJ CT AMP VD INC X 1 ML , TTB
520709603114410, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT 15 BL AL PLAS X 20 (EMB HOSP), TTB
520709605117417, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30 , TTB
520709604110419, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT 15 BL AL PLAS X 20 (EMB HOSP), TTB
520709606113415, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, TTB
520709601111414, DIURIX, DIURIX, NOT FOUND, COMP 25 MG CX C/20, TTB
520709602118412, DIURIX, DIURIX, NOT FOUND, COMP 50 MG CX C/20, TTB
520708201111419, DEPRAMINA, DEPRAMINA, DEPRAMINA, 25 MG COM REV CT BL AL PLAS INC X 20, TTB
520726501138116, DIMETICONA + METILBROMETO DE HOMATROPINA, DIMETICONA METILBROMETO HOMATROPINA, NOT FOUND, 80 MG/ML + 2.5 MG/ML EMU OR CT FR PLAS OPC GOT X 20 ML, TTB
520708701171410, DEXAVISON, DEXAVISON, NOT FOUND, SOL OFT FR C / 5 ML, TTB
520709401112417, DIMEZIN, DIMEZIN, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, TTB
520709403131427, DIMEZIN, DIMEZIN, NOT FOUND, 75 MG/ML EMU OR CT 50 FR PLAS OPC GOT X 10 ML (EMB HOSP), TTB
520709402135410, DIMEZIN, DIMEZIN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML, TTB
520703801119411, DIGESTIL, DIGESTIL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, TTB
520703802131413, DIGESTIL, DIGESTIL, NOT FOUND, 4MG/ML SOL OR CT FR VD AMB X 20ML + CGT, TTB
520708501131113, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 100 ML, TTB
520708502136119, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1MG/ML ELX CT FR PET AMB X 100ML + CP MED, TTB
520708608163411, DEXASON, DEXASON, NOT FOUND, 1.0 MG/G CREM DERM CT 50 BG AL X 10 G (EMB HOSP), TTB
520708503116111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS AMB X 10, TTB
520708603110417, DEXASON, DEXASON, NOT FOUND, COMP 4 MG CX C / 10, TTB
520708604168419, DEXASON, DEXASON, NOT FOUND, CREME 0.1% BISN X 10 G, TTB
520708605131411, DEXASON, DEXASON, NOT FOUND, ELX 0.1 MG/ML FR C/ 100 ML, TTB
520708401151414, DEXADOZE, DEXADOZE, NOT FOUND, 5000 SOL INJ 3 AMP X 1 E 2 ML, TTB
520708803111115, DICLOFENACO, DICLOFENACO, DICLOFENACO, 50 MG COM DIS CT BL AL PLAS INC X 20, TTB
520727601152119, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/ML SOL INJ CT 72 AMP VD AMB X 2 ML( EMB HOSP), TTB
520708901162113, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G, TTB
520709101135111, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, TTB
520709201156119, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 25 MG/ML SOL INJ CT 100 AMP VD INC X 3 ML (EMB HOSP), TTB
520709001157111, DICLOFENACO POTASSICO, DICLOFENACO POTASSICO, DICLOFENACO POTASSICO, 25 MG/ML SOL INJ CX 100 AMP VD INC X 3 ML (EMB. HOSP.), TTB
520709202152117, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, SOL INJ 25MG/ML CX C/05 AMP X 3ML, TTB
520729101130112, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML CP MED, TTB
520708301165413, DERMDRYL, DERMDRYL, NOT FOUND, CREME BISN X 28G, TTB
520708302171417, DERMDRYL, DERMDRYL, NOT FOUND, LOCAO FR X 120ML, TTB
520724801118114, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 100 (EMB HOSP), TTB
520724802114112, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 30, TTB
520728201131112, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, TTB
520728202138110, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP), TTB
520709506151110, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 500 MG/ML SOL INJ CT 120 AMP VD AMB X 2 ML (EMB HOSP), TTB
520709505155112, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 500MG/ML SOL INJ CT 100 AMP VD AMB X 2ML (EMB HOSP), TTB
520726601167118, DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO, DIPROPIONATO BETAMETASONA ACIDO SALICILICO, NOT FOUND, 0.5 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, TTB
520729301156417, DIPROSEN , DIPROSEN, NOT FOUND, 5 MG/ML + 2 MG/ML SUS INJ CT AMP VD INC X 1 ML , TTB
520709603114410, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT 15 BL AL PLAS X 20 (EMB HOSP), TTB
520709605117417, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30 , TTB
520709604110419, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT 15 BL AL PLAS X 20 (EMB HOSP), TTB
520709606113415, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, TTB
520709601111414, DIURIX, DIURIX, NOT FOUND, COMP 25 MG CX C/20, TTB
520709602118412, DIURIX, DIURIX, NOT FOUND, COMP 50 MG CX C/20, TTB
520708201111419, DEPRAMINA, DEPRAMINA, DEPRAMINA, 25 MG COM REV CT BL AL PLAS INC X 20, TTB
520726501138116, DIMETICONA + METILBROMETO DE HOMATROPINA, DIMETICONA METILBROMETO HOMATROPINA, NOT FOUND, 80 MG/ML + 2.5 MG/ML EMU OR CT FR PLAS OPC GOT X 20 ML, TTB
520708701171410, DEXAVISON, DEXAVISON, NOT FOUND, SOL OFT FR C / 5 ML, TTB
520709401112417, DIMEZIN, DIMEZIN, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, TTB
520709403131427, DIMEZIN, DIMEZIN, NOT FOUND, 75 MG/ML EMU OR CT 50 FR PLAS OPC GOT X 10 ML (EMB HOSP), TTB
520709402135410, DIMEZIN, DIMEZIN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML, TTB
