501800707151419, BENZATRON, BENZATRON, NOT FOUND, 1.200.000 UI PO INJ CX 100 FA VD INC (EMB. HOSP.), NO_ACR
521101205117111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 20, NO_ACR
521101206113118, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 60, NO_ACR
521101304115311, BETALOR, BETALOR, NOT FOUND, 5 MG (COM REV) + 25 MG (GRAN) CAP GEL DURA CT BL AL PLAST INC X 7, NO_ACR
521101303119311, BETALOR, BETALOR, NOT FOUND, 5 MG (COM REV) + 50 MG (GRAN) CAP GEL DURA CT BL AL PLAST INC X 7, NO_ACR
521101301116412, BETALOR, BETALOR, NOT FOUND, 5 MG + 25 MG COM CT 2 BL AL PLAS AMB X 15, NO_ACR
521101302112410, BETALOR, BETALOR, NOT FOUND, 5 MG + 50 MG COM CT 2 BL AL PLAS AMB X 15, NO_ACR
521101503150417, BIOCARBO, BIOCARBO, NOT FOUND, 10 MG/ML SOL INJ CT FA VD AMB X 15 ML, NO_ACR
521101505153413, BIOCARBO, BIOCARBO, NOT FOUND, 10 MG/ML SOL INJ CT FA VD AMB X 45 ML, NO_ACR
521101504157415, BIOCARBO, BIOCARBO, NOT FOUND, 10 MG/ML SOL INJ CT FA VD AMB X 5 ML, NO_ACR
521101501158410, BIOCARBO, BIOCARBO, NOT FOUND, 150 MG PO LIOF INJ CT FA VD AMB, NO_ACR
521101502154419, BIOCARBO, BIOCARBO, NOT FOUND, 50 MG PO LIOF INJ CT FA VD AMB, NO_ACR
521112501154410, BIOMATROP, BIOMATROP, NOT FOUND, 4 UI PO LIOF INJ CT FA + AMP DIL 1 ML, NO_ACR
521101801119410, BIOMETROX, BIOMETROX, NOT FOUND, 2.5 MG COM CT BL AL PLAS INC X 20, NO_ACR
521101802158411, BIOMETROX, BIOMETROX, NOT FOUND, 25 MG/ML SOL INJ CT FA VD INC X 2 ML, NO_ACR
521101803154418, BIOMETROX, BIOMETROX, NOT FOUND, 25 MG/ML SOL INJ CT FA VD INC X 20 ML, NO_ACR
521102001159416, BIOPAXEL, BIOPAXEL, NOT FOUND, 6 MG/ML SOL INJ CX FA VD IND X 16.7 ML, NO_ACR
521102002155414, BIOPAXEL, BIOPAXEL, NOT FOUND, 6 MG/ML SOL INJ CX FA VD IND X 5 ML, NO_ACR
521102301152417, BIORRUB, BIORRUB, NOT FOUND, 10 MG PO LIOF INJ CT FA VD INC + AMP DIL X 5 ML, NO_ACR
521102302159415, BIORRUB, BIORRUB, NOT FOUND, 50 MG PO LIOF INJ CT FA VD INC, NO_ACR
521122701156414, BIOTECAN, BIOTECAN, NOT FOUND, 20 MG/ML SOL INJ CT FA VD AMB X 2 ML, NO_ACR
521122702152412, BIOTECAN, BIOTECAN, NOT FOUND, 20 MG/ML SOL INJ CT FA VD AMB X 5 ML, NO_ACR
521102601113417, BIOXIFENO, BIOXIFENO, NOT FOUND, 10 MG COM REV CT 3 BL AL PLAS OPC X 10, NO_ACR
521102602111418, BIOXIFENO, BIOXIFENO, NOT FOUND, 20 MG COM REV CT 3 BL AL PLAS OPC X 10, NO_ACR
521102701150314, BONAR, BONAR, NOT FOUND, 15 UI PO LIOF INJ CT VD INC + AMP DIL X 5 ML, NO_ACR
521121602111112, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, NO_ACR
521121603118110, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 30, NO_ACR
521121604114119, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, NO_ACR
521121601115114, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6MG COM CT BL AL PLAS INC X 30, NO_ACR
521123601171118, BROMETO DE IPRATRÓPIO, BROMETO IPRATROPIO, BROMETO IPRATROPIO, 0.25 MG/ML SOL P/ INAL CT FR VD AMB GOT X 20 ML, NO_ACR
521123201130112, BROMOPRIDA, BROMOPRIDA, BROMOPRIDA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED, NO_ACR
521102901133413, BUSONID, BUSONID, NOT FOUND, 0.05 MG/DOSE AER BUCAL CT FR AL X 5 ML (100 DOSES), NO_ACR
521102902172412, BUSONID, BUSONID, NOT FOUND, 0.05 MG/DOSE AER NASAL CT FR AL X 10 ML (200 DOSES), NO_ACR
521102903136411, BUSONID, BUSONID, NOT FOUND, 0.200 MG DOSE AER BUCAL CT FR AL X 5 ML (100 DOSES), NO_ACR
521102905171417, BUSONID, BUSONID, NOT FOUND, 100 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 10 ML (200 DOSES), NO_ACR
521102914170312, BUSONID, BUSONID, NOT FOUND, 100 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 6 ML(120 DOSES), NO_ACR
521102915177310, BUSONID, BUSONID, NOT FOUND, 100 MGC/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 3  ML (60 DOSES), NO_ACR
521102908111415, BUSONID, BUSONID, NOT FOUND, 200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60 (REFIL) CAPS, NO_ACR
521102909118413, BUSONID, BUSONID, NOT FOUND, 200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60 C/INAL CAPS, NO_ACR
521102912135412, BUSONID, BUSONID, NOT FOUND, 32 MCG/DOSE SUS AQU NAS CT FR PLAS OPC X 6 ML (120 DOSES), NO_ACR
521102917171311, BUSONID, BUSONID, NOT FOUND, 32 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 3 ML (60 DOSES), NO_ACR
521102916173319, BUSONID, BUSONID, NOT FOUND, 400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15 C/INAL, NO_ACR
521102910116410, BUSONID, BUSONID, NOT FOUND, 400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60 (REFIL) CAPS, NO_ACR
521102911112419, BUSONID, BUSONID, NOT FOUND, 400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60 C/INAL CAPS, NO_ACR
521102907174413, BUSONID, BUSONID, NOT FOUND, 50 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 10 ML (200 DOSES), NO_ACR
521102906178415, BUSONID, BUSONID, NOT FOUND, 50 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 6 ML (120 DOSES), NO_ACR
521102918176315, BUSONID, BUSONID, NOT FOUND, 50 MGC/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 3  ML (60 DOSES), NO_ACR
521102913131410, BUSONID, BUSONID, NOT FOUND, 64 MCG/DOSE SUS AQU NAS CT FR PLAS OPC X 6 ML (120 DOSES), NO_ACR
521102919172313, BUSONID, BUSONID, NOT FOUND, 64 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 3 ML (60 DOSES), NO_ACR
521125801178317, BUSONID CAPS, BUSONID CAPS, NOT FOUND, 200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15, NO_ACR
521125802174315, BUSONID CAPS, BUSONID CAPS, NOT FOUND, 200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15 C/INAL, NO_ACR
521125803170313, BUSONID CAPS, BUSONID CAPS, NOT FOUND, 400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15, NO_ACR
525300503110111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10MG COM CT 3 BL AL PLA BCO OPC X 10, NO_ACR
525300508112110, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5MG COM CT 3 BL AL PLA BCO OPC X 10, NO_ACR
525305302131110, BROMOPRIDA, BROMOPRIDA, BROMOPRIDA, 4 MG/ML SOL OR CT FR VD AMB X 20ML + CGT, NO_ACR
525401001110118, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10MG COM CT 3 BL AL PLAS OPC X 10, NO_ACR
525401002117116, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10MG COM CT BL AL PLAS OPC X 20, NO_ACR
525401003113114, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5MG COM CT BL AL PLAS OPC X 30, NO_ACR
525401004111115, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5MG COM CT CART 3 BL AL PLAS OPC X 20, NO_ACR
525401005116110, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5MG COM CT CART BL AL PLAS OPC X 20, NO_ACR
525401101115413, BICONCOR, BICONCOR, NOT FOUND, 10 MG/6.25 MG COM CT FR PLAS OPC X 30, NO_ACR
525401102111411, BICONCOR, BICONCOR, NOT FOUND, 2.5 MG/6.25 MG COM CT CART FR PLAS OPC X 30, NO_ACR
525401103118411, BICONCOR, BICONCOR, NOT FOUND, 2.5MG/6.25MG COM REV EST CART BL AL PLAS INC X 30, NO_ACR
525401104114418, BICONCOR, BICONCOR, NOT FOUND, 5 MG/6.25 MG COM CT CART FR PLAS OPC X 30, NO_ACR
525401105110416, BICONCOR, BICONCOR, NOT FOUND, 5MG/6.25MG COM REV EST CART BL AL PLAS INC X 30, NO_ACR
525418401117114, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, NO_ACR
525418402113112, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, NO_ACR
525417301135112, BROMOPRIDA, BROMOPRIDA, BROMOPRIDA, 4MG/ML SOL OR CT FR PLAS OPC GOT X 20ML , NO_ACR
501100501117415, BRONCHO-VAXOM, BRONCHO VAXOM, NOT FOUND, 3.5 MG PO LIOF CAP GEL DURA CT BL AL PLAS INC X 10, NO_ACR
501100502113413, BRONCHO-VAXOM, BRONCHO VAXOM, NOT FOUND, 7 MG PO LIOF CAP GEL DURA CT BL AL PLAS INC X 10, NO_ACR
501100503111414, BRONCHO-VAXOM, BRONCHO VAXOM, NOT FOUND, 7 MG PO LIOF CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
535400701159310, BEDFORDALPROST, BEDFORDALPROST, NOT FOUND, 500 MCG/ML SOL INJ CT FA VD INC X 1 ML, NO_ACR
535400601154317, BEDFORDPOLY B, BEDFORDPOLY B, NOT FOUND, 500.000 UI PO LIOF INJ CT 10 FA VD INC, NO_ACR
502801401151318, BENZO-GINOESTRIL AP, BENZO GINOESTRIL AP, NOT FOUND, 5 MG/ML SOL INJ CT 2 AMP VD INC X 1 ML, NO_ACR
502816701138110, BENZOILMETRONIDAZOL, BENZOILMETRONIDAZOL, BENZOILMETRONIDAZOL, 40 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED, NO_ACR
502818301110411, BESEROL, BESEROL, NOT FOUND, 300 MG + 125 MG + 50 MG + 30 MG COM CT BL AL PLAS INC X 04 , NO_ACR
502801501111318, BIOSTIM, BIOSTIM, NOT FOUND, 1 MG CAP GEL DURA CT BL AL PLAS LARANJA X 8, NO_ACR
502801601116311, BI-PROFENID, BI PROFENID, NOT FOUND, 150 MG COM AP CT 1BL AL PLAS INC X 10, NO_ACR
502801602112311, BI-PROFENID, BI PROFENID, NOT FOUND, 150 MG COM AP CT BL AL PLAS INC X 4, NO_ACR
502814401110117, BISSULFATO DE CLOPIDOGREL, BISSULFATO CLOPIDOGREL, BISSULFATO CLOPIDOGREL, 75 MG COM REV CT BL AL/AL X 14, NO_ACR
502814402117115, BISSULFATO DE CLOPIDOGREL, BISSULFATO CLOPIDOGREL, BISSULFATO CLOPIDOGREL, 75 MG COM REV CT BL AL/AL X 28, NO_ACR
530900602159317, BETAFERON, BETAFERON, NOT FOUND, 9.6 MUI CT 15 FRS PO LIOF + 15 SER VD DIL INJ, NO_ACR
530900603155315, BETAFERON, BETAFERON, NOT FOUND, 9.6 MUI PO LIOF INJ CT 15 CT 1 FA VD INC + 1 SER VD INC DIL X 1.2 ML + ADAP COM AGULHA + 2 ENV LENCO, NO_ACR
530900701165315, BI-NERISONA, BI NERISONA, NOT FOUND, BISN C/ 15 G, NO_ACR
537701002159212, BRIDION, BRIDION, NOT FOUND, 100 MG/ML SOL INJ CT 10 FA VD INC X 2 ML, NO_ACR
537701001152214, BRIDION, BRIDION, NOT FOUND, 100 MG/ML SOL INJ CT 10 FA VD INC X 5 ML, NO_ACR
532000201111317, BETASERC, BETASERC, NOT FOUND, 16MG COMP CT 3 BL AL PLAS INC X 10, NO_ACR
532000202118412, BETASERC, BETASERC, NOT FOUND, 24 MG COM CT BL AL PLAS INC X 30, NO_ACR
532000203114410, BETASERC, BETASERC, NOT FOUND, 24 MG COM CT BL AL PLAS INC X 60, NO_ACR
532000301116310, BURINAX, BURINAX, NOT FOUND, 1 MG COMP CT 1 BL AL PLAS INC X 20, NO_ACR
532300201117411, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 400MG+80MG - CX. C/20 COMPRIMIDOS (SULFAMETOXAZOL+TRIMETOPRIMA ADULTO), NO_ACR
532300202131418, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML - 100ML CX C/12 (SULFAMETOXAZOL+TRIMETOPRIMA ADULTO), NO_ACR
532300205139411, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML - 60ML CX C/12 (SULFAMETOXAZOL+TRIMETOPRIMA PEDIATRICO), NO_ACR
532300204132411, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML SUS OR CT 100 FR VD AMB X 60 ML, NO_ACR
532300203136413, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML SUS OR CT 60 FR PLAS OPC X 100 ML, NO_ACR
532300302177411, BENZOBEN, BENZOBEN, NOT FOUND, 0.2ML/ML - 60ML CX C/12, NO_ACR
501800707151419, BENZATRON, BENZATRON, NOT FOUND, 1.200.000 UI PO INJ CX 100 FA VD INC (EMB. HOSP.), NO_ACR
501800708156414, BENZATRON, BENZATRON, NOT FOUND, 1.200.000 UI PO INJ CX 50 FA VD INC + 50 AMP DIL PLAS X 5 ML (EMB. HOSP.), NO_ACR
501800712153416, BENZATRON, BENZATRON, NOT FOUND, 600.000 UI PO INJ CX 100 FA VD INC (EMB. HOSP.), NO_ACR
501800713151417, BENZATRON, BENZATRON, NOT FOUND, 600.000 UI PO INJ CX 50 FA VD INC + 50 AMP DIL PLAS X 5 ML (EMB. HOSP.), NO_ACR
501801001153415, BROMUC, BROMUC, NOT FOUND, CX. C/ 100 AMPOLAS 3 ML, NO_ACR
501801002151416, BROMUC, BROMUC, NOT FOUND, CX. C/ 5 AMPOLAS 3 ML, NO_ACR
506905102119111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 100 (EMB HOSP), NO_ACR
506905103115111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 20, NO_ACR
506905104111118, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 200 (EMB HOSP), NO_ACR
506905105118116, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 30, NO_ACR
506905106114114, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 60, NO_ACR
506905107110112, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 100 (EMB HOSP), NO_ACR
506905108117110, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 20, NO_ACR
506905109113119, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 200 (EMB HOSP), NO_ACR
506905101112113, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 30, NO_ACR
506905110111116, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 60, NO_ACR
506906001111113, BISSULFATO DE CLOPIDOGREL, BISSULFATO CLOPIDOGREL, BISSULFATO CLOPIDOGREL, 75MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506906002118111, BISSULFATO DE CLOPIDOGREL, BISSULFATO CLOPIDOGREL, BISSULFATO CLOPIDOGREL, 75MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506902301110111, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, NO_ACR
506902305116112, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506902303113116, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 30, NO_ACR
506902302117118, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, NO_ACR
506902306112110, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506902304111117, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, NO_ACR
515600501167410, BAYCUTEN N, BAYCUTEN N, NOT FOUND, BISN C/ 40 G, NO_ACR
515600701115414, BINOTAL, BINOTAL, NOT FOUND, 1000 MG STRIP X 12 COMP, NO_ACR
515600702111412, BINOTAL, BINOTAL, NOT FOUND, 1000 MG STRIP X 18 COMP, NO_ACR
515600703118410, BINOTAL, BINOTAL, NOT FOUND, 500 MG STRIP X 12 COMP, NO_ACR
515600704114419, BINOTAL, BINOTAL, NOT FOUND, 500 MG STRIP X 18 COMP, NO_ACR
538900401116411, BENERVA, BENERVA, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
538900102161316, BEPANTOL, BEPANTOL, NOT FOUND, 50 MG/G POM DERM CT BG AL X 30 G, NO_ACR
538900101171318, BEPANTOL, BEPANTOL, NOT FOUND, 50 MG/ML SOL TOP CT FR PLAS AMB X 50 ML, NO_ACR
538900801114317, BONEFÓS, BONEFOS, NOT FOUND, 400 MG CAP GEL DURA CT FR PLAS POLIET OPC X 30, NO_ACR
538900802153316, BONEFÓS, BONEFOS, NOT FOUND, 60 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML, NO_ACR
538900803151317, BONEFÓS, BONEFOS, NOT FOUND, 60 MG/ML SOL INJ CT AMP VD INC X 25 ML, NO_ACR
538900804113311, BONEFÓS, BONEFOS, NOT FOUND, 800 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
503600103133413, BIOGRIPE, BIOGRIPE, NOT FOUND, 100 MG/ML + 2 MG/ML + 2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
503600101130417, BIOGRIPE, BIOGRIPE, NOT FOUND, 40 MG/ML + 4 MG/ML + 4 MG/ML XPE CT FR VD AMB X 100 ML, NO_ACR
503600104113416, BIOGRIPE, BIOGRIPE, NOT FOUND, 400 MG + 4 MG + 4 MG CAP GEL DURA CT DISPLAY X 25 BL X 4 CART, NO_ACR
503600102110411, BIOGRIPE, BIOGRIPE, NOT FOUND, 400 MG + 4 MG + 4 MG CAP GEL DURA CT FR PLAS OPC X 20, NO_ACR
503100201179319, BETA OPHTIOLE, BETA OPHTIOLE, NOT FOUND, 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5ML, NO_ACR
504400601154415, BLAUBIMAX, BLAUBIMAX, NOT FOUND, CX COM 1 FR AMP SOL INJ - 50 ML + EQUIPO - ALBUMINA HUMANA 20%, NO_ACR
504400702155417, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC + AMP DIL X 1ML - INTERFERON ALFA 2A 18.000.000 UI PO L, NO_ACR
504400701159419, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC X 1ML SOL. INJ. - INTERFERON ALFA 2A 3.000.000 UI/ML, NO_ACR
504400704158413, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC X 1ML SOL. INJ. - INTERFERON ALFA 2A 4.500.000 UI/ML, NO_ACR
504400706150411, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC X 1ML SOL. INJ. - INTERFERON ALFA 2A 9.000.000 UI/ML, NO_ACR
504400703151415, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. SER-PREENC X 0.5ML SOL. INJ. - INTERFERON ALFA 2A 18.000.000 UI PO L, NO_ACR
504400705154411, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. SER-PREENC X 0.5ML SOL. INJ. - INTERFERON ALFA 2A 6.000.000 UI/ML, NO_ACR
504400707157418, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. SER-PREENC X 0.5ML SOL. INJ. - INTERFERON ALFA 2A 9.000.000 UI/ML, NO_ACR
504400801153412, BLAUFERON ALFA – 2A, BLAUFERON ALFA 2A, NOT FOUND,  3 M.U.I. INTERFERON ALFA 2A 3 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400802151413, BLAUFERON ALFA – 2A, BLAUFERON ALFA 2A, NOT FOUND, 4.5 M.U.I. INTERFERON ALFA 2A - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400803156419, BLAUFERON ALFA – 2A, BLAUFERON ALFA 2A, NOT FOUND, 9 M.U.I. INTERFERON ALFA 2A 9 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400901158416, BLAUFERON ALFA – 2B, BLAUFERON ALFA 2B, NOT FOUND, 10 M.U.I. INTERFERON ALFA 2B - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400902154414, BLAUFERON ALFA – 2B, BLAUFERON ALFA 2B, NOT FOUND, 3 M.U.I. INTERFERON ALFA 2B 3 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400903150412, BLAUFERON ALFA – 2B, BLAUFERON ALFA 2B, NOT FOUND, 5 M.U.I. INTERFERON ALFA 2B 5 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504401003153413, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 1.000.000 UI PO LI - CX FR AMP VD INC 1ML + DIL, NO_ACR
504401004151414, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 10.000.000 UI - CX FR AMP VD INC 1ML SOL INJ, NO_ACR
504401005156411, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 10.000.000 UI - CX FR AMP VD INC 2ML SOL INJ, NO_ACR
504401006152418, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 18.000.000 UI - CX FR AMP VD INC 3ML SOL INJ, NO_ACR
504401007159416, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 25.000.000 UI - CX FR AMP VD INC 2.5ML SOL INJ, NO_ACR
504401008155414, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 25.000.000 UI - CX FR AMP VD INC 5ML SOL INJ, NO_ACR
504401001150417, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 3.000.000 UI - CT. SER-PREENC X 0.5ML SOL. INJ., NO_ACR
504401002157415, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 5.000.000 UI - CT. SER-PREENC X 0.5ML SOL. INJ., NO_ACR
504401101155410, BLAUGLOBULINA IMUNOGLOBULINA HUMANA, BLAUGLOBULINA IMUNOGLOBULINA HUMANA, NOT FOUND, 2.5 G - CX COM 1 FR AMP DE PO LIOFILO INJ, NO_ACR
504401201151417, BLAUIMUNO - IMUNOGLOBULINA HUMANA, BLAUIMUNO IMUNOGLOBULINA HUMANA, NOT FOUND, 0.6 G - CX COM 1 FR AMP DE PO LIOFILO INJ+ DILUENTE DE 10, NO_ACR
504401202156412, BLAUIMUNO - IMUNOGLOBULINA HUMANA, BLAUIMUNO IMUNOGLOBULINA HUMANA, NOT FOUND, 3.0 G - CX COM 1 FR AMP DE PO LIOFILO INJ+ DILUENTE DE 50, NO_ACR
504401203152410, BLAUIMUNO - IMUNOGLOBULINA HUMANA, BLAUIMUNO IMUNOGLOBULINA HUMANA, NOT FOUND, 9.0 G - CX COM 1 FR AMP DE PO LIOFILO INJ+ DILUENTE DE 150, NO_ACR
504401304153412, B-PLATIN, B PLATIN, NOT FOUND, 10 MG / ML SOL INJ CT FA VD AMB X 15 ML, NO_ACR
504401303157414, B-PLATIN, B PLATIN, NOT FOUND, 10 MG / ML SOL INJ CT FA VD AMB X 45 ML, NO_ACR
504401302150416, B-PLATIN, B PLATIN, NOT FOUND, 10 MG / ML SOL INJ CT FA VD AMB X 5 ML, NO_ACR
505107601111213, BARACLUDE, BARACLUDE, NOT FOUND, 0.5 MG COM REV CT FR PLAS OPC X 30, NO_ACR
505107602116219, BARACLUDE, BARACLUDE, NOT FOUND, 1 MG COM REV CT FR PLAS OPC X 30, NO_ACR
505100501152311, BECENUN, BECENUN, NOT FOUND, CARTUCHO COM 10 FA, NO_ACR
505100601157313, BLENOXANE, BLENOXANE, NOT FOUND, CARTUCHO COM 1 FA, NO_ACR
505100901118313, BUSPAR, BUSPAR, NOT FOUND, 10MG COMP - CARTUCHO COM 2 BLISTERS X 10, NO_ACR
505100902114311, BUSPAR, BUSPAR, NOT FOUND, 5MG COMP - CARTUCHO COM 2 BLISTERS X 10, NO_ACR
505600703153416, BACTOCILIN, BACTOCILIN, NOT FOUND, 500 MG PO INJ CT 50 FA VD INC, NO_ACR
505607508151415, BENZILPEN, BENZILPEN, NOT FOUND, 5000000 UI PO SOL INJ CT 50 FA VD INC, NO_ACR
505607501157418, BENZILPEN, BENZILPEN, NOT FOUND, 5000000 UI PO SOL INJ CT 50 FA VD INC + DIL X 5 ML, NO_ACR
505600801155413, BETAZIDIM, BETAZIDIM, NOT FOUND, 1G CX. 1FA + DIL 10ML, NO_ACR
534100501156410, BUPICAN, BUPICAN, NOT FOUND, 5 MG/ML SOL INJ CX FA VD INC X 20 ML, NO_ACR
507501201156314, BLAZTERE, BLAZTERE, NOT FOUND,  4MG PO LIOF INJ IV CT FA VD INC, NO_ACR
507501202152312, BLAZTERE, BLAZTERE, NOT FOUND, 4MG PO LIOF INJ IV CT 10 FA VD INC, NO_ACR
507501203159310, BLAZTERE, BLAZTERE, NOT FOUND, 4MG PO LIOF INJ IV CT 4 FA VD INC, NO_ACR
507604002156315, BYETTA, BYETTA, NOT FOUND, 250 MCG/ML SOL INJ CT CARP VD INC X 2.4 ML X SIST APLIC PLAS, NO_ACR
