537900201151313, CERETEC, CERETEC, NOT FOUND, 0.5 MG PO LIOF INJ IV CX 5 FA VD INC X 10ML, NO_ACR
525306902114118, CLORIDRATO DE DILTIAZEM, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM CT BL AL PLAS LEIT X 50, NO_ACR
525304201119117, CLORIDRATO DE FEXOFENADINA, CLORIDRATO FEXOFENADINA, CLORIDRATO FEXOFENADINA, 120MG COM REVES CT BL AL PLAS OPC X 10, NO_ACR
525304202115115, CLORIDRATO DE FEXOFENADINA, CLORIDRATO FEXOFENADINA, CLORIDRATO FEXOFENADINA, 180 MG COM REV CT BL AL PLAS OPC X 10, NO_ACR
525301507111119, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
525301502118115, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, CAP GEL DURA CT 1 BL AL PLAS INC X 7, NO_ACR
525301504110111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, CAP GEL DURA CT 2 BL AL PLAS INC X 7, NO_ACR
525301505117111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, CAP GEL DURA CT 4 BL AL PLAS INC X 7, NO_ACR
525304102110111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
525304103117111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
525305801179119, CLORIDRATO DE NAFAZOLINA, CLORIDRATO NAFAZOLINA, CLORIDRATO NAFAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 30 ML, NO_ACR
525304301113110, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20MG COM REV CT 2 BL AL PLAS INC X 10, NO_ACR
525304302111111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
525308201113111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT BL AL/AL X 10 , NO_ACR
525308202111112, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT BL AL/AL X 20 , NO_ACR
525308203116118, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT STR AL/AL X 10, NO_ACR
525308204112116, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT STR AL/AL X 20, NO_ACR
525301605111113, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT 2 BL AL PLAS OPC X 10, NO_ACR
525301606118111, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT 2 BL AL PLAS OPC X 14, NO_ACR
525301607114111, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT 3 BL AL PLAS OPC X 10, NO_ACR
525307801117111, CLORIDRATO DE SIBUTRAMINA, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
525307802113118, CLORIDRATO DE SIBUTRAMINA, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
525304801132114, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 100 MG/ML SOL OR CT FR VD AMB CGT X 10 ML, NO_ACR
525304802155118, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG/ML SOL INJ CT EST 6 AMP VD INC X 1 ML, NO_ACR
525304803151116, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG/ML SOL INJ CT EST 6 AMP VD INC X 2 ML, NO_ACR
525401507111417, CEBION, CEBION, NOT FOUND, 2 G COM EFERV EST CART 2 TB PLAS X 10, NO_ACR
525401508118415, CEBION, CEBION, NOT FOUND, 2G COM EFERV EST CART TB PLAS X 10, NO_ACR
525401601118411, CEBION CALCIO, CEBION CALCIO, NOT FOUND, 500 MG + 600 MG COMP EFERV EST CART TB PLAS X 10, NO_ACR
525420001112419, CELAPRAM, CELAPRAM, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525401901111412, CESTOX, CESTOX, NOT FOUND, 150 MG COM EST CART 3 STR X 4, NO_ACR
525402002110411, CISTICID, CISTICID, NOT FOUND, 500 MG COM EST CART FR PLAS OPC X 50, NO_ACR
525402101119115, CITALOPRAM, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
525402205151414, CITONEURIN, CITONEURIN, NOT FOUND, (100 + 100) MG/ML SOL INJ IM CX CAMA 3 AMP VD AMB X 1ML + 1000 MCG/ML 3 AMP X 1ML, NO_ACR
525402206158412, CITONEURIN, CITONEURIN, NOT FOUND, (100 + 100) MG/ML SOL INJ IM CX CAMA 3 AMP VD AMB X 1ML + 500 MCG/ML 3 AMP X 1ML, NO_ACR
525402204155416, CITONEURIN, CITONEURIN, NOT FOUND, (1666.66 MCG + 33.33 MG + 33.33 MG)/ML SOL INJ CX (INJ. 5000), NO_ACR
525402203159418, CITONEURIN, CITONEURIN, NOT FOUND, (333.33 MCG + 33.33 MG + 33.33 MG)/ML SOL INJ. CX (INJ. 1000), NO_ACR
525402201113410, CITONEURIN, CITONEURIN, NOT FOUND, 50 MCG + 200 MG + 100 MG DRG EST CART 2 BL AL PLAS, NO_ACR
525402202111411, CITONEURIN, CITONEURIN, NOT FOUND, 5000 MCG + 100 MG + 100 MG DRG EST CT BL AL PLAS AMB X 20 , NO_ACR
525402301118112, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500MG COM REV CT 2 BL AL PLAS X 7, NO_ACR
525402302114110, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500MG COM REV CT BL AL PLAS X 10, NO_ACR
525402401139413, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 40 MG/ML PO PREP EXT CT CART FR PLAS OPC X 600 MG, NO_ACR
525402402135411, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 40 MG/ML PO PREP EXT CT CART FR PLAS OPC X 900 MG, NO_ACR
525402403115414, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
525402406114419, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 5, NO_ACR
525402404111412, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 500 MG COM REV CT CART BL AL PLAS INC X 3, NO_ACR
525402501117411, CLINFAR, CLINFAR, NOT FOUND, 10 MG COM REV CT CART 3 BL AL PLAS INC X 10, NO_ACR
525402502113411, CLINFAR, CLINFAR, NOT FOUND, 10 MG COM REV CT CART BL AL PLAS INC X 10, NO_ACR
525402504116416, CLINFAR, CLINFAR, NOT FOUND, 20 MG COM REV CT CART 3 BL AL PLAS INC X 10, NO_ACR
525402509118417, CLINFAR, CLINFAR, NOT FOUND, 20 MG COM REV CT CART BL AL PLAS INC X 10, NO_ACR
525402507115410, CLINFAR, CLINFAR, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
525402508111419, CLINFAR, CLINFAR, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525402503111410, CLINFAR, CLINFAR, NOT FOUND, 5 MG COM REV CT CART 3 BL AL PLAS INC X 10, NO_ACR
525402506119412, CLINFAR, CLINFAR, NOT FOUND, 80 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
525402505112414, CLINFAR, CLINFAR, NOT FOUND, 80 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525417902112117, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
525417901116119, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
525418701110115, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT FR PLAS OPC X 30, NO_ACR
525402605117108, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1G COM REV CT BL AL PLAS INC X 30, NO_ACR
525402601111113, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT 4 BL AL PLAS INC X 15 (EMB. HOSP.), NO_ACR
525402602118111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT CART 3 BL AL PLAS INC X 10, NO_ACR
525402603114111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
525402604110118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 6 BL AL PLAS INC X 10 (EMB. HOSP.), NO_ACR
525418001119111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT FR PLAS OPC X 20, NO_ACR
525418002115118, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT FR PLAS OPC X 30, NO_ACR
525402701116117, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV EST FR PLAS OPC X 20, NO_ACR
525402702112115, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV EST FR PLAS OPC X 20, NO_ACR
525419302112112, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525419301116114, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REVE CT BL AL PLAS INC X 28, NO_ACR
525402801110110, CLORIDRATO DE SOTALOL, CLORIDRATO SOTALOL, CLORIDRATO SOTALOL, 160MG COM CT FR PLAS OPC X 30, NO_ACR
525402901115114, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV EST FR PLAS OPC X 30, NO_ACR
525419401110411, COLPOTROFINE, COLPOTROFINE, NOT FOUND, 10 MG CAP GEL MOLE CT BL AL PLAS INC X 20, NO_ACR
525419402168411, COLPOTROFINE, COLPOTROFINE, NOT FOUND, 10 MG/G CREM VAG CT BG AL X 30 G + APLIC, NO_ACR
525403001118417, CONCOR, CONCOR, NOT FOUND, 1.25 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403005113411, CONCOR, CONCOR, NOT FOUND, 1.25 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525403002114415, CONCOR, CONCOR, NOT FOUND, 10 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403006111410, CONCOR, CONCOR, NOT FOUND, 10.0 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525403003110413, CONCOR, CONCOR, NOT FOUND, 2.5 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403007116416, CONCOR, CONCOR, NOT FOUND, 2.5 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525403004117411, CONCOR, CONCOR, NOT FOUND, 5 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403008112414, CONCOR, CONCOR, NOT FOUND, 5.0 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525500301155311, CANCIDAS, CANCIDAS, NOT FOUND, 50 MG CX. FR. AMP., NO_ACR
525500302151318, CANCIDAS, CANCIDAS, NOT FOUND, 70 MG CX. FR. AMP., NO_ACR
525504901114218, CORDAPTIVE, CORDAPTIVE, NOT FOUND, 1 G + 20 MG COM CT BL AL/AL X 14, NO_ACR
525504902110216, CORDAPTIVE, CORDAPTIVE, NOT FOUND, 1 G + 20 MG COM CT BL AL/AL X 28, NO_ACR
525504903117214, CORDAPTIVE, CORDAPTIVE, NOT FOUND, 1 G + 20 MG COM CT BL AL/AL X 56, NO_ACR
525500401117312, CO-RENITEC, CO RENITEC, NOT FOUND, 10/25 MG CX. 6 BL X 5 CPD, NO_ACR
525500402113310, CO-RENITEC, CO RENITEC, NOT FOUND, 20/12.5 MG CX. 6 BL X 5 CPD, NO_ACR
525500501138311, COSOPT, COSOPT, NOT FOUND, CX. FR. X 5 ML, NO_ACR
525500601116311, COZAAR, COZAAR, NOT FOUND, 100 MG CX. 2 BL X 15 CPD, NO_ACR
525500602112318, COZAAR, COZAAR, NOT FOUND, 12.5 MG CX. 1 BL X 7 E 1 BL X14 CPD, NO_ACR
525500605111312, COZAAR, COZAAR, NOT FOUND, 50 MG CX. 1 BL X 15 CPD, NO_ACR
525500606118310, COZAAR, COZAAR, NOT FOUND, 50 MG CX. 2 BL X 15 CPD, NO_ACR
525500701110313, CRIXIVAN, CRIXIVAN, NOT FOUND, 200MG CAP GEL DURA FR. OPC. C/360 CPS, NO_ACR
525500702117311, CRIXIVAN, CRIXIVAN, NOT FOUND, 400MG CAP GEL DURA FR. OPC. C/180 CPS, NO_ACR
525500801115414, CRONOMET, CRONOMET, NOT FOUND, 50 MG+200 MG COM CT STR X 20 , NO_ACR
525504801111314, CUPRIMINE, CUPRIMINE, NOT FOUND, 250 MG CAP GEL CT FR VD AMB X 50, NO_ACR
526900101119418, CALCIOLIT, CALCIOLIT, NOT FOUND, 500 MG COM CT FR PLAS X 1000, NO_ACR
526900103111414, CALCIOLIT, CALCIOLIT, NOT FOUND, 500 MG COM CT FR PLAS X 200, NO_ACR
535400401171315, COLIS -TEK, COLIS TEK, NOT FOUND, 150 MG PO LIOF CT FA VD INC, NO_ACR
527300201110312, CERAZETTE, CERAZETTE, NOT FOUND, 0.075 MG COMP REV CARTUCHO BL ALUMINIO PLASTICO IN, NO_ACR
539300101136412, CARNITINE, CARNITINE, NOT FOUND,  33.33 MG/ML SOL OR FRAS PLAS OPC X 500 ML , NO_ACR
539300102132410, CARNITINE, CARNITINE, NOT FOUND, 33.33 MG/ML SOL OR FRAS PLAS OPC X 100 ML , NO_ACR
539300103139419, CARNITINE, CARNITINE, NOT FOUND, 33.33 MG/ML SOL OR FRAS PLAS OPC X 200 ML , NO_ACR
539300104135417, CARNITINE, CARNITINE, NOT FOUND, 33.33 MG/ML SOL OR FRAS PLAS OPC X 360 ML, NO_ACR
539300105131415, CARNITINE, CARNITINE, NOT FOUND, 33.33 MG/ML SOL OR FRAS PLAS OPC X 400 ML, NO_ACR
539300201130319, CREATINE, CREATINE, NOT FOUND, 6 G PO PREPARACAO EXTEMPORANEA FR PLAS OPC X 100 G, NO_ACR
539300202137317, CREATINE, CREATINE, NOT FOUND, 6 G PO PREPARACAO EXTEMPORANEA FR PLAS OPC X 300 G, NO_ACR
539300203133315, CREATINE, CREATINE, NOT FOUND, 6 G PO PREPARACAO EXTEMPORANEA FR PLAS OPC X 500 G, NO_ACR
535500101153415, CARDIOLITE, CARDIOLITE, NOT FOUND, PO LIOF.CX 2FR, NO_ACR
535500102151416, CARDIOLITE, CARDIOLITE, NOT FOUND, PO LIOF.CX 5FR, NO_ACR
530300401179411, CPHD 35 BA, CPHD 35 BA, NOT FOUND, 8.4% SOL HD BAS BOMB PLAST X 5L , NO_ACR
530300302170414, CPHD AC 35, CPHD AC 35, NOT FOUND, NA 138 + CA 3.5 + K 1.0 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L , NO_ACR
530300303177412, CPHD AC 35, CPHD AC 35, NOT FOUND, NA 140 + CA 2.5 + K 1.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L, NO_ACR
530300304173410, CPHD AC 35, CPHD AC 35, NOT FOUND, NA 140 + CA 3.5 + K 0.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L, NO_ACR
530300301174416, CPHD AC 35, CPHD AC 35, NOT FOUND, NA 140 + CA 3.5 + K 1.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L , NO_ACR
530300201171415, CPHD AC 35 COM GLICOSE, CPHD AC 35 GLICOSE, NOT FOUND, 105 MEQ/L NA + 1.5 MEQ/L K + 2.5 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5L , NO_ACR
530300202176410, CPHD AC 35 COM GLICOSE, CPHD AC 35 GLICOSE, NOT FOUND, 105 MEQ/L NA + 1.5 MEQ/L K + 3.5 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5L , NO_ACR
530300101159413, CPHD SMP 35, CPHD SMP 35, NOT FOUND, 138 NA + 1.5 K + 3.5 CA + 1 MG MEQ/L SOL AC HD BOMB PLAS X 5 L + 84G/L SOL BASICA HD BOMB PLAS INC X 5L , NO_ACR
530300102171417, CPHD SMP 35, CPHD SMP 35, NOT FOUND, 138 NA + 1.5 K + 3.5 CA + 1 MG MEQ/L SOL AC HD BOMB PLAS X 6 L + 84G/L SOL BASICA HD BOMB PLAS INC X 6L , NO_ACR
502801702133319, CALCIGENOL, CALCIGENOL, NOT FOUND, 10 MG/ML + 0.100 MG/ML SUS OR FR PLAS TRANSLUCIDO X 300 ML, NO_ACR
502801701137310, CALCIGENOL, CALCIGENOL, NOT FOUND, 10 MG/ML+0.001 MG/ML+0.050 MG/ML SUS OR X 300 ML, NO_ACR
502801901111315, CALCORT, CALCORT, NOT FOUND, 30 MG COM CT 1 BL AL PLAS INC X 10, NO_ACR
502801902116310, CALCORT, CALCORT, NOT FOUND, 6 MG COM CT 2 BL AL PLAS INC X 10, NO_ACR
502802001171311, CALSYNAR, CALSYNAR, NOT FOUND, 100 UI / DOSE SOL NAS CT 7 FR VD INC X 0.1 ML, NO_ACR
502802002151312, CALSYNAR, CALSYNAR, NOT FOUND, 100 UI / ML SOL INJ CX 5 SER X 0.5 ML, NO_ACR
502802003158310, CALSYNAR, CALSYNAR, NOT FOUND, 100 UI / ML SOL INJ CX 5 SER X 1.0 ML, NO_ACR
502802101151310, CEFROM, CEFROM, NOT FOUND, 100 MG/ML PO INJ CT FA VD INC+DIL X 10 ML, NO_ACR
502802102156316, CEFROM, CEFROM, NOT FOUND, 100 MG/ML PO INJ CT FA VD INC+DIL X 20 ML, NO_ACR
502802201138316, CEPACAINA, CEPACAINA, NOT FOUND, 0.5 MG/ML + 4 MG/ML SOL OR CT FR VD INC X 100 ML, NO_ACR
502802202177315, CEPACAINA, CEPACAINA, NOT FOUND, 0.5 MG/ML + 4 MG/ML SOL SPR CT FR VD INC NEB X 50, NO_ACR
502802203114317, CEPACAINA, CEPACAINA, NOT FOUND, 1.466 MG + 10 MG PAST CT 3 STR X 4, NO_ACR
502802301116314, CEPACOL, CEPACOL, NOT FOUND, 1.34 MG PAST CT POUCH AL X 16 CEREJA - HORTELA, NO_ACR
502802304115319, CEPACOL, CEPACOL, NOT FOUND, 1.34 MG PAST CT POUCH AL X 16 MENTA - EUCALIPTO, NO_ACR
502802305111317, CEPACOL, CEPACOL, NOT FOUND, 1.34 MG PAST CT POUCH AL X 16 TRADICIONAL, NO_ACR
502802302112312, CEPACOL, CEPACOL, NOT FOUND, MEL-LIMAO PASTILHA 1.34 MG CT 1 POUCH AL X 16 PAS, NO_ACR
502802303119310, CEPACOL, CEPACOL, NOT FOUND, MENTA PASTILHA 1.34 MG CT 1 POUCH AL X 16 PAS, NO_ACR
502817801111115, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS INC X 10, NO_ACR
502815902131115, CETOPROFENO, CETOPROFENO, CETOPROFENO, 20 MG/ML SOL OR CT FR VD AMB GOT X 20 ML, NO_ACR
502815901168112, CETOPROFENO, CETOPROFENO, CETOPROFENO, 25 MG/ML GEL CT BG AL X 30 G, NO_ACR
502816101114113, CIPROFIBRATO, CIPROFIBRATO, CIPROFIBRATO, 100 MG COM CT BL AL PLAS INC X 30, NO_ACR
502802602159314, CLAFORAN, CLAFORAN, NOT FOUND, 250 MG/ML PO INJ CT FA VD INC + DIL X 4ML, NO_ACR
502802701157311, CLEXANE, CLEXANE, NOT FOUND, 100 MG SOL INJ CX 2 SER PRE-ENCHIDA X 1.0 ML, NO_ACR
502802702153318, CLEXANE, CLEXANE, NOT FOUND, 20 MG SOL INJ CX 10 SER PRE-ENCHIDA X 0.2 ML, NO_ACR
502802703151319, CLEXANE, CLEXANE, NOT FOUND, 20 MG SOL INJ CX 2 SER PRE-ENCHIDAS X 0.2 ML, NO_ACR
502802704156314, CLEXANE, CLEXANE, NOT FOUND, 40 MG SOL INJ CX 10 SER PRE-ENCHIDA X 0.4 ML, NO_ACR
502802705152312, CLEXANE, CLEXANE, NOT FOUND, 40 MG SOL INJ CX 2 SER PRE-ENCHIDAS X 0.4 ML, NO_ACR
502802706159310, CLEXANE, CLEXANE, NOT FOUND, 60 MG SOL INJ CX 2 SER PRE-ENCHIDA X 0.6 ML, NO_ACR
502802707155319, CLEXANE, CLEXANE, NOT FOUND, 80 MG SOL INJ CX 2 SER PRE-ENCHIDA X 0.8 ML, NO_ACR
502815601113118, CLORIDRATO DE AMIODARONA, CLORIDRATO AMIODARONA, CLORIDRATO AMIODARONA, 100 MG COM CT BL AL PLAS INC X 20, NO_ACR
502815602111119, CLORIDRATO DE AMIODARONA, CLORIDRATO AMIODARONA, CLORIDRATO AMIODARONA, 200 MG COM CT BL AL PLAS INC X 20, NO_ACR
502817402118116, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
502817401111118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 60 (EMB HOSP) , NO_ACR
502816302111111, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
502816301131119, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 4 MG/ML SOL OR CT FR VD AMB GOT X 10 ML, NO_ACR
502815201115113, CLORIDRATO DE PROMETAZINA, CLORIDRATO PROMETAZINA, CLORIDRATO PROMETAZINA, 25 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
502815701118111, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
502802801178319, COLÍRIO MOURA BRASIL, COLIRIO MOURA BRASIL, NOT FOUND, 0.15 MG + 0.3 MG SOL OFT CT FR PLAS TRANS CGT X 20 ML, NO_ACR
502802901156317, COLTRAX, COLTRAX, NOT FOUND, 2 MG/ML SOL INJ CT 3 AMP VD INC X 2 ML, NO_ACR
502802902111317, COLTRAX, COLTRAX, NOT FOUND, 4 MG COM CT 2 BL AL PLAS AMB X 10, NO_ACR
502803001132312, COLUBIAZOL, COLUBIAZOL, NOT FOUND, SOL ORAL CT FR VD AMB NEB X 20 ML, NO_ACR
502803102151312, CONTRATHION, CONTRATHION, NOT FOUND, 200 MG PO LIOF CX 10 FA VD INC + 10 AMP SOLV, NO_ACR
502803101153311, CONTRATHION, CONTRATHION, NOT FOUND, 200 MG PO LIOF CX CT 5 FA VD INC, NO_ACR
502803201166318, CREMEFENERGAN, CREMEFENERGAN, NOT FOUND, 0.02 G/G CREM DERM CT BG AL X 30 G, NO_ACR
530900901113319, CICLOPRIMOGYNA, CICLOPRIMOGYNA, NOT FOUND, 2 MG DRG + (2 MG + 0.25 MG) DRG CT BL AL PLAS INC X 11 + 10, NO_ACR
530901101110313, CLIANE, CLIANE, NOT FOUND, 2 MG + 1 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
530901301111313, CLIMENE, CLIMENE, NOT FOUND, 2 MG DRG / 2 MG + 1 MG DRG CT BL CALEND X 11 + 10, NO_ACR
531200201151316, CETROTIDE, CETROTIDE, NOT FOUND, 0.25MG C/1 FR AMP PO LIOFILIZADO P/INJ + 1 SER SOL, NO_ACR
531200301162311, CRINONE, CRINONE, NOT FOUND, 80MG GEL VAG CX C/15 APLICADORES, NO_ACR
531200302169318, CRINONE, CRINONE, NOT FOUND, 80MG GEL VAG CX C/7 APLICADORES, NO_ACR
532000401110411, CARDALIN, CARDALIN, NOT FOUND, 20 MG COMP REV ABS RETARD CT 5 STR AL X 6, NO_ACR
532000501115415, CETRIZIN, CETRIZIN, NOT FOUND, 10 MG COMP REV CX BL X 6, NO_ACR
532000502138419, CETRIZIN, CETRIZIN, NOT FOUND, 10 MG/ML SOL OR CT FR VD AMB CGT X 7 ML, NO_ACR
532000603139313, COBAVITAL, COBAVITAL, NOT FOUND, 0.8 MG/ML XPE FR PET AMB X 98 ML + 4 MG/G PO PREP EXTEMP ENV KRAFT POLIET X 5 G, NO_ACR
532000601136317, COBAVITAL, COBAVITAL, NOT FOUND, 5 G ENV PO + FR 100 ML DIL, NO_ACR
532000602116311, COBAVITAL, COBAVITAL, NOT FOUND, MICRO COMP CX C/ 4 STR X 4, NO_ACR
532000704113311, CREON, CREON, NOT FOUND, 150 MG CAP GEL DURA CT BL AL/AL X 30 (MINIMICROESFERAS), NO_ACR
532000705111310, CREON, CREON, NOT FOUND, 150 MG CAP GEL DURA CT BL AL/AL X 50 (MINIMICROESFERAS), NO_ACR
532000701114315, CREON, CREON, NOT FOUND, 150 MG CAPS GEL DURA CT FR PLAS OPC X 100 10.000, NO_ACR
532000702110313, CREON, CREON, NOT FOUND, 150 MG CAPS GEL DURA CT FR PLAS OPC X 30 10.000, NO_ACR
532000706116316, CREON, CREON, NOT FOUND, 300 MG CAP GEL DURA CT BL AL/AL X 30 (MINIMICROESFERAS), NO_ACR
532000707112314, CREON, CREON, NOT FOUND, 300 MG CAP GEL DURA CT BL AL/AL X 50 (MINIMICROESFERAS)   , NO_ACR
532000703117311, CREON, CREON, NOT FOUND, 300 MG CAPS GEL DURA CT FR PLAS OPC X 30 25.000, NO_ACR
