6141, FLUXON, FLUXON 
6142, GLICORP, GLICORP 
6143, GLIONIL, GLIONIL 
6144, GONOL, GONOL 
6145, HECLIVIR, HECLIVIR 
6146, HECLIVIR, HECLIVIR 
6147, HIDROCLOROTIAZIDA, HIDROCLOROTIAZI 
6148, HIDROCLOROTIAZIDA, HIDROCLOROTIAZI 
6149, HIPERNOLOL, HIPERNOLOL 
6150, HIPERNOLOL, HIPERNOLOL 
6151, HIPODERMON, HIPODERMON 
6152, HISTAMIN, HISTAMIN 
6153, HISTAMIN, HISTAMIN 
6154, IBUFRAN, IBUFRAN 
6155, LANZACOR, LANZACOR 
6156, LANZACOR, LANZACOR 
6157, LANZACOR, LANZACOR 
6158, LIDOGEL, LIDOGEL 
6159, CLORIDRATO LINCOMICINA, CLO LINCOMICINA 
6160, CLORIDRATO LINCOMICINA, CLO LINCOMICINA 
6162, CLORIDRATO LINCOMICINA, CLO LINCOMICINA 
6163, LISOCLOR, LISOCLOR 
6164, LOMBALGINA, LOMBALGINA 
6165, MALEATO DEXCLORFENIRAMINA, MALEAT DEXCLORF 
6166, MASSAGEOL, MASSAGEOL 
6167, MEBENDAZOL, MEBENDAZOL 
6168, MEBENDAZOL, MEBENDAZOL 
6169, METRONIDAZOL, METRONIDAZOL 
6170, MUCOCISTEIN, MUCOCISTEIN 
6171, MUCOCISTEIN, MUCOCISTEIN 
6172, NAPRONAX, NAPRONAX 
6173, NASOFELIN, NASOFELIN 
6174, NASOFELIN, NASOFELIN 
6175, EPICITRIN, EPICITRIN 
6176, NEO AMITRIPTILIN, NEO AMITRIPTILIN 
6177, NEO BENDAZOL, NEO BENDAZOL 
6178, NEO BENDAZOL, NEO BENDAZOL 
6179, NEO CEFADRIL, NEO CEFADRIL 
6180, NEO CEFLEX, NEOCEFLEX 
6181, NEO CLOTRIMAZYL, NEO CLOTRIMAZYL 
6182, NEO DOXICILIN, NEO DOXICILIN 
6183, NEO FENICOL, NEO FENICOL 
6184, NEO FENICOL, NEO FENICOL 
6185, NEO FENICOL, NEO FENICOL 
6186, NEO GENTAMICIN, NEO GENTAMICIN 
6187, NEO GENTAMICIN, NEO GENTAMICIN 
6188, NEO GENTAMICIN, NEO GENTAMICIN 
6189, NEO ISOCADEN, NEO ISOCADEN 
6190, NEO ITRAX, NEO ITRAX 
6191, NEO ITRAX, NEO ITRAX 
6192, NEO LINCO, NEO LINCO 
6193, NEO LINCO, NEO LINCO 
6194, NEO MOXILIN, NEO MOXILIN 
6195, NEOCEFLEX, NEOCEFLEX 
6196, NEODAZOL, NEODAZOL 
6197, NEODAZOL, NEODAZOL 
6198, NEODAZOL, NEODAZOL 
6199, NEODAZOL, NEODAZOL 
6200, NEODEX, NEODEX 
6201, NEODEX, NEODEX C NEO 
6202, NEODEX, NEODEX 
6203, NEODRIN, NEODRIN 
6204, NEODRIN, NEODRIN 
6205, NEOFLOXIN, NEOFLOXIN 
6206, NEOFLOXIN, NEOFLOXIN 
6207, NEO FOLICO, NEO FOLICO 
6208, NEOLASIL, NEOLASIL 
6209, NEOLIDONA, NEOLIDONA 
6210, NEOLIDONA, NEOLIDONA 
6211, NEOLON D, NEOLON D 
6212, NEOLON D, NEOLON D 
6213, NEOMEBEND, NEO MEBEND 
6214, NEOMEBEND, NEO MEBEND 
6215, NEOPIRIDIN, NEOPIRIDIN 
6216, NEOPRESS, NEOPRESS H 
6217, NEOSAC, NEOSAC 
6218, NEOSAC, NEOSAC 
6219, NEOSEMID, NEOSEMID 
6220, NEOSEMID, NEOSEMID 
6221, NEOSORO, NEOSORO 
6222, NEOSSOLVAN, NEOSSOLVAN 
6223, NEOSSOLVAN, NEOSSOLVAN 
6224, NEOSULIDA, NEOSULIDA 
6225, NEOSULIDA, NEOSULIDA 
6226, NEOSULIDA, NEOSULIDA 
6227, NEOTAFLAN, NEOTAFLAN 
6228, NEOTAFLAN, NEOTAFLAN 
6229, NEOTAREN, NEOTAREN 
6230, NEOTAREN, NEOTAREN 
6231, NEOTOSS, NEOTOSS 
6232, NEOTOSS, NEOTOSS 
6233, NEOTRIN, NEOTRIN 
6234, NEOTRIN, NEOTRIN 
6235, NEOVERMIN, NEOVERMIN 
6236, NEOVERMIN, NEOVERMIN 
6237, NEOVERMIN, NEOVERMIN 
6238, NEOZOL, NEOZOL 
6240, NIMESULIDA, NIMESULIDA 
6241, NIMESULIDA, NIMESULIDA GEL 
6242, NISTATINA, NISTATINA CRE 
6243, NISTATINA, NISTATINA 
6244, OUVIDONAL, OUVIDONAL 
6245, PARACETAMOL, PARACETAMOL 
6246, PARACETAMOL, PARACETAMOL 
6247, PROPIOSOL, PROPIOSOL 
6248, PROPIOSOL, PROPIOSOL 
6249, PROXACIN, PROXACIN 
6250, PROXACIN, PROXACIN 
6251, PROXACIN, PROXACIN 
6253, PULMOFLUX, PULMOFLUX 
6254, PULMOFLUX, PULMOFLUX 
6256, QUADRILON, QUADRILON 
6257, QUADRILON, QUADRILON 
6258, RENALAPRIL, RENALAPRIL 
6259, RENALAPRIL, RENALAPRIL 
6260, RENALAPRIL, RENALAPRIL 
6261, RESFRYNEO, RESFRYNEO 
6262, RESFRYNEO, RESFRYNEO 
6263, REVASTIN, REVASTIN 
6264, RIFAN, RIFAN 
6265, ROXITRAN, ROXITRAN 
6266, SENSIDERME, SENSIDERME 
6267, NEO SORO INFANTIL, NEOSORO 
6268, SULFATO GENTAMICINA, SULF GENTAMICIN 
6269, SULFATO SALBUTAMOL, SULF SALBUTAMOL 
6270, TEGREX, TEGREX 
6271, TENSALIV, TENSALIV 
6272, TENSALIV, TENSALIV 
6273, TERMOPIRONA, TERMOPIRONA 
6274, TERMOPIRONA, TERMOPIRONA 
6275, TERMOPIRONA, TERMOPIRONA 
6276, TERMOPIRONA, TERMOPIRONA 
6277, TIROIDIN, TIROIDIN 
6278, TORSILAX, TORSILAX 
6279, TORSILAX, TORSILAX 
6280, TORSILAX, TORSILAX 
6281, ULCINAX, ULCINAX 
6282, VALERATO BETAMETASONA, VALER BETAMETA 
6283, VALERATO BETAMETASONA, VALER BETAMETA 
6284, VALERATO BETAMETASONA, VALER BETAMETA 
6285, VASODIPINA, VASODIPINA 
6286, VERTIGIUM, VERTIGIUM 
6287, XAROPE NEO, XAROPE NEO 
6288, LORAPAN, LORAPAN 
6289, LORAPAN, LORAPAN 
6290, NAVOTRAX, NAVOTRAX 
6291, NAVOTRAX, NAVOTRAX 
6292, MAGNOSTASE, MAGNOSTASE 
6293, MAGNOSTASE, MAGNOSTASE 
6294, DICLOFENACO DIETILAMONICO, DICLOFEN DIETIL 
6295, FINASTEC, FINASTEC 
6296, DIPIRONA SODICA, DIPIRONA SODICA 
6297, TIBIAL, TIBIAL 
6298, LOZIL, LOZIL 
6299, NITRATO ISOCONAZOL, NITR ISOCONAZOL 
6300, GLIMERAN, GLIMERAN 
6301, LIPOCLIN, LIPOCLIN 
6302, NEOBUTAMINA, NEOBUTAMINA 
6303, PLESONAX, PLESONAX 
6304, PLESONAX, PLESONAX 
6305, PROPIONATO CLOBETASOL, PROP CLOBETASOL 
6306, PROPIONATO CLOBETASOL, PROP CLOBETASOL 
6308, CODERGINE, CODERGINE 
6309, DROPROPIZINA, DROPROPIZINA 
6310, DROPROPIZINA, DROPROPIZINA 
6311, FENATIL, FENATIL 
6312, FENATIL, FENATIL 
6313, NEOZOLAM, NEOZOLAM 
6314, PIROXICAM, PIROXICAM 
6315, PIROXICAM, PIROXICAM 
6316, SULFAMETOXAZOL TRIMETOPRIMA, SULFAMET TRIMET 
6317, CLORIDRATO AMITRIPTILINA, CLOR AMITRIPTIL 
6318, CLORIDRATO CIPROFLOXACINO, CLOR CIPROFLOXA 
6319, CLOTRIMAZOL, CLOTRIMAZOL CR 
6320, SECNIDAZOL, SECNIDAZOL 
6321, BENZOILMETRONIDAZOL, BENZOILMETRONID 
6322, CONCEPNOR, CONCEPNOR 
6323, CONCEPNOR, CONCEPNOR 
6324, NEOLEFRIN, NEOLEFRIN 
6325, SULFAMETAZOL TRIMETOPRIMA, SULFAMET TRIMET 
6326, ZOTAC, ZOTAC 
6327, ZOTAC, ZOTAC 
6328, CARBOCISTEINA, CARBOCISTEINA 
6329, CARBOCISTEINA, CARBOCISTEINA 
6330, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6331, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6332, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6333, NEOLEFRIN BABY, NEOLEFRIN BABY 
6334, SERTRALIN, SERTRALIN 
6335, LISOPRIL, LISOPRIL 
6336, BESILATO ANLODIPINO, BES ANLODIPINO 
6337, BESILATO ANLODIPINO, BES ANLODIPINO 
6338, BROMETO IPRATROPIO, BROMETO IPRATRO 
6339, CAPTOPRIL, CAPTOPRIL 
6340, CAPTOPRIL, CAPTOPRIL 
6341, CAPTOPRIL, CAPTOPRIL 
6342, CARBAMAZEPINA, CARBAMAZEPINA 
6343, CARBAMAZEPINA, CARBAMAZEPINA 
6344, NAPROXENO SODICO, NAPROXENO SOD 
6345, NAPROXENO SODICO, NAPROXENO SOD 
6346, PREDNISONA, PREDNISONA 
6347, PREDNISONA, PREDNISONA 
6348, PREDNISONA, PREDNISONA 
6349, RIFAMICINA SV SODICA, RIFAMICINA SV S 
6350, GERIVIX, GERIVIX 
6351, ACEBROFILINA, ACEBROFILINA 
6352, ACEBROFILINA, ACEBROFILINA 
6353, NITRATO MICONAZOL, NITRA MICONAZOL 
6354, NITRATO MICONAZOL, NITRA MICONAZOL 
6355, CENTROTABS, CENTROTABS 
6358, NITROFURAL, NITROFURAL 
6359, ASSEPTCARE, ASSEPTCARE 
6360, ASSEPTCARE, ASSEPTCARE 
6361, TRAMADEN, TRAMADEN 
6363, CETILPLEX, CETILPLEX 
6364, CETILPLEX, CETILPLEX 
6365, RINIDAL, RINIDAL 
6366, RINIDAL, RINIDAL 
6367, RINIDAL, RINIDAL 
6368, CROMOGLICATO DISSODICO, CROMO DISSODICO 
6370, PRURIFEN, PRURIFEN 
6371, FLUCONAZOL, FLUCONAZOL 
6372, FLUCONAZOL, FLUCONAZOL 
6373, CLORIDRATO NAFAZOLINA, CLOR NAFAZOLINA 
6374, TYNEO, TYNEO 
6375, TYNEO, TYNEO 
6376, TILUGEN, TILUGEN 
6377, TIMONEO, TIMONEO 
6378, AMINOFILINA, AMINOFILINA 
6379, BABYNEO, BABYNEO 
6380, NISTATINA OXIDO ZINCO, NIST OXID ZINCO 
6381, MALEATO TIMOLOL, MALEATO TIMOLOL 
6382, DIMETICONA, DIMETICONA 
6383, MELOXICAM, MELOXICAM 
6384, NEOCULAR, NEOCULAR 
6385, TILOXINEO, TILOXINEO 
6386, TENOXICAM, TENOXICAM 
6389, CETOROLACO TROMETAMOL, CETORO TROMETAM 
6390, AZITROMICINA, AZITROMICINA 
6391, AZITROMICINA, AZITROMICINA 
6392, AZITROMICINA, AZITROMICINA 
6393, AZITROMICINA, AZITROMICINA 
6394, LORATADINA, LORATADINA 
6395, VERUF, VERUF 
6396, DIENZEPAX, DIENZEPAX 
6397, DIENZEPAX, DIENZEPAX 
6398, NORFLOXACINO, NORFLOXACINO 
6399, NORFLOXACINO, NORFLOXACINO 
6400, BROMOPRIDA, BROMOPRIDA 
6401, ACIDO FUSIDICO, ACIDO FUSIDICO 
6402, SIMETICONA, SIMETICONA 
6403, BECLONATO, BECLONATO 
6404, ESTRIOL, ESTRIOL 
6405, LOSARTANA POTASSICA, LOSARTAN POTAS 
6406, LOSARTANA POTASSICA, LOSARTAN POTAS 
6407, ATENEUM, ATENEUM 
6408, ATENEUM, ATENEUM 
6409, ATENEUM, ATENEUM 
6410, DEXANIL, DEXANIL 
6411, DEXANIL, DEXANIL 
6412, DEXANIL, DEXANIL 
6413, DEXANIL, DEXANIL 
6414, TIAMIN, TIAMIN 
6415, TIAMIN, TIAMIN 
6416, CLANISTIL, CLANISTIL 
6417, LORENTIL, LORENTIL 
6419, TARTARATO BRIMONIDINA, TAR BRIMONIDINA 
6420, DIGOXINA, DIGOXINA 
6421, DIAZEPAM, DIAZEPAM 
6422, DIAZEPAM, DIAZEPAM 
6423, DIAZEPAM, DIAZEPAM 
6424, DIAZEPAM, DIAZEPAM 
6425, GLIBENCLAMIDA, GLIBENCLAMIDA 
6426, MIORRELAX, MIORRELAX 
6427, MIORRELAX, MIORRELAX 
6428, DUCTOGEL, DUCTOGEL 
6429, OFLOXACINO, OFLOXACINO 
6430, IBUPROFENO, IBUPROFENO 
6431, GUAIFENESINA, GUAIFENESINA 
6432, GUAIFENESINA, GUAIFENESINA 
6433, BENZOAX, BENZOAX 
6434, BENZOAX, BENZOAX 
6435, FONERGORAL, FONERGORAL 
6436, FONERGORAL, FONERGORAL 
6437, TIOCONAZOL TINIDAZOL, TIOCO TINIDAZOL 
6438, FLUCCIL, FLUCCIL 
6439, HEMOPREX, HEMOPREX 
6440, HEMOPREX, HEMOPREX 
6441, HORMOTROP, HORMOTROP 
6442, HORMOTROP, HORMOTROP 
6443, HORMOTROP, HORMOTROP 
6444, HORMOTROP, HORMOTROP 
6445, HORMOTROP, HORMOTROP 
6447, RUBIDOX, RUBIDOX 
6448, RUBIDOX, RUBIDOX 
6449, SOLUPREN, SOLUPREN 
6450, SOLUPREN, SOLUPREN 
6451, SOLUSTREP, SOLUSTREP 
6452, TAXILAN, TAXILAN 
6453, TAXILAN, TAXILAN 
6454, TAXILAN, TAXILAN 
6455, LORELIN DEPOT, LORELIN DEPOT 
6456, FEMIGESTROL, FEMIGESTROL 
6457, NUOVODOX, NUOVODOX 
6459, CITOPLAX, CITOPLAX 
6460, BROMOVENT, BROMOVENT 
6461, ACETATO DESMOPRESSINA, AC DESMOPRESSIN 
6462, MYOGRAF, MYOGRAF 
6463, ACETATO CIPROTERONA, AC CIPROTERONA 
6464, PLAQUEMAX, PLAQUEMAX 
6465, CEFALEXINA, CEFALEXINA 
6466, CEFALEXINA, CEFALEXINA 
6467, CEFALEXINA, CEFALEXINA 
6468, FLUORURACILA, FLUORURACILA 
6469, BOTULIFT, BOTULIFT 
6470, GONADOPIN, GONADOPIN 
6471, GONADOPIN, GONADOPIN 
6472, LORELIN DEPOT, LORELIN DEPOT 
6473, MIMPARA, MIMPARA 
6474, MIMPARA, MIMPARA 
6475, KOLA FOSF SOEL, KOLA FOSFATAD SOEL 
6476, LAVOLHO, LAVOLHO 
6493, FLUCONAZOL, FLUCONAZOL 
6494, AMFLOX, AMFLOX 
6495, BIAMOX, BIAMOX 
6496, GRIPELASA, GRIPELASA 
6497, LASAFLAN, LASAFLAN 
6498, LASAFLAN, LASAFLAN 
6499, LASAFLAN, LASAFLAN 
6500, LASAREN, LASAREN 
6501, LASATREX, LASATREX 
6502, LASATRIM, LASATRIM 
6503, LASATRIM, LASATRIM 
6505, MUCOLASA, MUCOLASA 
6506, MUCXOL, MUCXOL 
6507, MUCXOL, MUCXOL 
6508, VERMIN, VERMIN 
6509, LASAMET, LASAMET 
6510, MONOCAN, MONOCAN 
6511, MONOZEN, MONOZEN 
6512, BELTHONICO, BELTHONICO 
6513, MEBENDAZOL, MEBENDAZOL 
6514, CALENDULA CONCRETA, CALENDULA CONCRETA 
6515, ELIXIR 914, ELIXIR 914 
6516, ISOCORD, ISOCORD 
6517, ISOCORD, ISOCORD 
6518, LANITOP, LANITOP 
6519, MURAZYME POMADA, MURAZYME 
6520, MURAZYME POMADA, MURAZYME 
6521, NARCARICINA, NARCARICINA 
6522, NARCARICINA, NARCARICINA 
6523, SONIN, SONIN 
6524, ACICLOVIR, ACICLOVIR 
6525, AERODINI, AERODINI 
6526, AERODINI, AERODINI 
6527, AFOPIC, AFOPIC 
6528, ALBENDAZOL, ALBENDAZOL 
6529, ALBENDAZOL, ALBENDAZOL 
6530, ALBENTEL, ALBENTEL 
6532, SULFATO AMICACINA, SULF AMICACINA 
6533, SULFATO AMICACINA, SULF AMICACINA 
6534, AMINOFILINA, AMINOFILINA 
6535, AMINOFILINA, AMINOFILINA 
6536, AMINOFILINA, AMINOFILINA 
6537, AMPICILINA SODICA, AMPICILINA SODI 
6538, AMPICILINA SODICA, AMPICILINA SODI 
6539, ANALGESIN, ANALGESIN 
6540, ANALGESIN, ANALGESIN 
6541, ANDROFLOXIN, ANDROFLOXIN 
6542, ANFLENE, ANFLENE 
6543, ANTIDIN, ANTIDIN 
6544, ANTITENSIN, ANTITENSIN 
6545, ARTINIZONA, ARTINIZONA 
6546, ARTINIZONA, ARTINIZONA 
6547, ASMOFEN, ASMOFEN 
6548, ASMOFEN, ASMOFEN 
6549, ATENOLOL, ATENOLOL 
6550, ATENOLOL, ATENOLOL 
6551, ATEPRESS, ATEPRESS 
6552, ATEPRESS, ATEPRESS 
6553, BACLOFEN, BACLOFEN 
6554, BACTERACIN, BACTERACIN 
6555, BACTERACIN, BACTERACIN 
6556, BACTERACIN, BACTERACIN 
6557, BACTERACIN, BACTERACIN 
6558, BENEUM, BENEUM 
6559, BENEUM, BENEUM 
6560, BENEVAT, BENEVAT 
6561, BENZAPEN G, BENZAPEN G 
6562, BEPEBEN, BEPEBEN 
6563, BEPEBEN, BEPEBEN 
6564, BEPEBEN, BEPEBEN 
6565, BESILATO ANLODIPINO, BES ANLODIPINO 
6566, BESILATO ANLODIPINO, BES ANLODIPINO 
6567, DIGESTIL, DIGESTIL 
6569, CANDITRAT, CANDITRAT 
6570, CARBIDOL, CARBIDOL 
6571, CARBITAL, CARBITAL 
6572, CARBOCISTEINA, CARBOCISTEINA 
6573, CARBOCISTEINA, CARBOCISTEINA 
6574, CARDCOR, CARDCOR 
6576, CARMAZIN, CARMAZIN 
6577, CEFALEXINA, CEFALEXINA 
6578, CEFALEXINA, CEFALEXINA 
6579, CEFALEXINA, CEFALEXINA 
6580, CEFALEXINA, CEFALEXINA 
6581, CEFALEXINA, CEFALEXINA 
6582, CEFALOTINA SODICA, CEFALOTINA SODI 
6583, CEFALOTINA SODICA, CEFALOTINA SODI 
6584, LESTAMIL, LESTAMIL 
6585, LESTAMIL, LESTAMIL 
6586, LESTAMIL, LESTAMIL 
6587, CETOCONAZOL, CETOCONAZOL 
6588, CETOCONAZOL, CETOCONAZOL 
6589, CETOCONAZOL, CETOCONAZOL 
6590, CETOCONAZOL, CETOCONAZOL SHA 
6591, CETOCORT, CETOCORT 
6592, CETOCORT, CETOCORT 
6593, CEVITA, CEVITA INJETAVEL 
6594, CEVITA, CEVITA INJETAVEL 
6595, CIMETIDINA, CIMETIDINA 
6596, CIMETIDINA, CIMETIDINA 
6597, CIMETIDINA, CIMETIDINA 
6598, CLAMIBEN, CLAMIBEN 
6599, CLINDAMIN C, CLINDAMIN C 
6600, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
6601, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
6602, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
6603, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
6604, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
6605, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
6606, CLORIDRATO DOPAMINA, CLOR DOPAMINA 
6607, CLORIDRATO LINCOMICINA, CLO LINCOMICINA 
6608, CLORIDRATO PROPRANOLOL, CLO PROPRANOLOL 
6609, CLORIDRATO PROPRANOLOL, CLO PROPRANOLOL 
6610, CLORIDRATO PROPRANOLOL, CLO PROPRANOLOL 
6611, CLORIDRATO PROPRANOLOL, CLO PROPRANOLOL 
6612, CLORIDRATO PROPRANOLOL, CLO PROPRANOLOL 
6613, CLORIDRATO VERAPAMIL, CLOR VERAPAMIL 
6614, CLORDOX, CLORDOX 
6615, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6616, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6617, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6618, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6619, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6620, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6621, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6622, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
6623, CLOTREN, CLOTREN 
6624, COLIRIO TEUTO, COLIRIO TEUTO 
6625, COLPATRIN, COLPATRIN 
6626, CO PRESSOTEC, CO PRESSOTEC 
6627, CO PRESSOTEC, CO PRESSOTEC 
6630, DERMDRYL, DERMDRYL 
6631, DEXADOZE, DEXADOZE 5000 
6632, DEXAMETASONA, DEXAMETASONA 
6633, DEXAMETASONA, DEXAMETASONA 
6634, DEXAMETASONA, DEXAMETASONA 
6635, DEXASON, DEXASON 
6636, DEXASON, DEXASON 
6637, DEXASON, DEXASON 
6638, DEXASON, DEXASON 
6639, DEXAVISON, DEXAVISON 
6640, MALEATO DEXCLORFENIRAMINA, MALEAT DEXCLORF 
6641, DICLOFENACO DIETILAMONIO, DICLOFEN DIETIL 
6643, DICLOFENACO RESINATO, DICLOF RESINATO 
6644, DICLOFENACO SODICO, DICLOFENACO SOD 
6645, DIMEZIN, DIMEZIN 
6646, DIMEZIN, DIMEZIN 
6647, DIMEZIN, DIMEZIN 
6648, DIMEZIN, DIMEZIN 
6650, DIPIRONA SODICA, DIPIRONA SODICA 
6651, DIPIRONA SODICA, DIPIRONA SODICA 
6654, DIURIX, DIURIX 
6655, DIURIX, DIURIX 
6656, DIURIX, DIURIX 
6657, DIURIX, DIURIX 
6658, DIURIX, DIURIX 
6660, EZOPEN, EZOPEN 
6661, EZOPEN, EZOPEN 
6662, EZOPEN, EZOPEN 
6663, FENAFLAN, FENAFLAN 
6664, FENAFLAN, FENAFLAN 
6665, FENAFLAN D, FENAFLAN D 
6666, FERRONIL, FERRONIL 
6667, FLANAREN, FLANAREN 
6668, FLEXTOSS, FLEXTOSS 
6669, FLEXTOSS, FLEXTOSS 
6670, FLEXTOSS, FLEXTOSS 
6671, FLUCONAZOL, FLUCONAZOL 
6672, FLUCONAZOL, FLUCONAZOL 
6673, FLUCONAZOL, FLUCONAZOL 
6674, FLUCONAZOL, FLUCONAZOL 
6675, FLUITOSS, FLUITOSS 
6676, FLUITOSS, FLUITOSS 
6677, FLUXIL, FLUXIL 
6679, FOSFATO DISSODICO DEXAMETASONA, FOS DIS DEXAMET 
6680, FUROSEMIDA, FUROSEMIDA 
6681, FUROSEMIDA, FUROSEMIDA 
6682, FUROSEMIDA, FUROSEMIDA 
6683, FUROSEMIDA, FUROSEMIDA 
6684, FUROSEMIDA, FUROSEMIDA 
6686, HALOPERIDOL, HALOPERIDOL 
6687, HELMIZOL, HELMIZOL 
6688, HELMIZOL, HELMIZOL 
6689, HELMIZOL, HELMIZOL 
6690, HELMIZOL, HELMIZOL 
6691, HINCOMOX, HINCOMOX 
6692, HINCOMOX, HINCOMOX 
6694, HIOSPAN, HIOSPAN 
6695, DICLOFENACO DIETILAMONIO, DICLOFEN DIETIL 
6697, SIMETICONA, SIMETICONA 
6698, FENAFLAN D, FENAFLAN D 
6699, FENAFLAN, FENAFLAN GEL 
6700, PARACETAMOL, PARACETAMOL 
6701, CLORIDRATO FLUOXETINA, CLOR FLUOXETINA 
6702, NITROFURANTOINA, NITROFURANTOINA 
6703, TYLIDOL, TYLIDOL 
6704, TINIDAZOL NITRATO MICONAZOL, TINID NIT MICON 
6705, HEMITARTARATO ZOLPIDEM, HEM ZOLPIDEM 
6707, DERMOVAGIN, DERMOVAGIN 
6708, ATENOLOL, ATENOLOL 
6709, ATENOLOL, ATENOLOL 
6710, ASMOFEN, ASMOFEN 
6711, BENZOILMETRONIDAZOL, BENZOILMETRONID 
6712, FUROSEMIDA, FUROSEMIDA 
6713, CAPTOPRIL, CAPTOPRIL 
6714, CAPTOPRIL, CAPTOPRIL 
6715, CAPTOPRIL, CAPTOPRIL 
6716, DIGESTIL, DIGESTIL 
6717, NITRATO MICONAZOL, NITRA MICONAZOL 
6718, HIOSPAN COMPOSTO, HIOSPAN COMPOSTO 
6720, LAMOTRIGINA, LAMOTRIGINA 
6721, ACETILCISTEINA, ACETILCISTEINA 
6722, BROMETO PINAVERIO, BROM PINAVERIO 
6723, BROMETO PINAVERIO, BROM PINAVERIO 
6724, BROMETO PINAVERIO, BROM PINAVERIO 
6725, BROMETO PINAVERIO, BROM PINAVERIO 
6726, HIPODERME, HIPODERME 
6727, HIPODERME, HIPODERME 
6728, IBUPRIL, IBUPRIL 
6729, IBUPRIL, IBUPRIL 600 
6730, LABIGERON, LABIGERON 
6731, LANOGASTRO, LANOGASTRO 
6732, LANOGASTRO, LANOGASTRO 
6733, LANOGASTRO, LANOGASTRO 
6734, LEXIN, LEXIN 
6735, CEFALEXINA, CEFALEXINA 
6736, MELOXICAM, MELOXICAM 
6737, PARACETAMOL, PARACETAMOL 
6738, DIPIRONA SODICA, DIPIRONA SODICA 
6739, DIPIRONA SODICA, DIPIRONA SODICA 
6740, TYLIDOL, TYLIDOL 
6741, LISINOPRIL, LISINOPRIL 
6742, LISINOPRIL, LISINOPRIL 
6743, LISINOPRIL, LISINOPRIL 
6744, LOPRAZOL, LOPRAZOL 
6745, LOPRAZOL, LOPRAZOL 
6746, LOPRAZOL, LOPRAZOL 
6747, LOPRAZOL, LOPRAZOL 
6748, LORADINE, LORADINE 
6749, LORADINE, LORADINE 
6750, LOZAN, LOZAN COMPRIMIDOS 
6751, LOZAN, LOZAN COMPRIMIDOS 
6752, LOZAN, LOZAN 
6753, LOZAN, LOZAN 
6754, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6755, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6756, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6757, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6758, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6759, MALEATO ENALAPRIL, MALEA ENALAPRIL 
6760, MEBENDAZOL, MEBENDAZOL 
6761, MEBENDAZOL, MEBENDAZOL 
6762, CLORIDRATO METOCLOPRAMIDA, CLOR METOCLOP 
6763, CLORIDRATO METOCLOPRAMIDA, CLOR METOCLOP 
6764, METRONIDAZOL, METRONIDAZOL 
6765, METRONIDAZOL, METRONIDAZOL 
6766, MEVAMOX, MEVAMOX 
6767, NITRATO MICONAZOL, NITRA MICONAZOL 
6768, NITRATO MICONAZOL, NITRA MICONAZOL 
6769, MICOSIL, MICOSIL 
6770, MICOZEN, MICOZEN 
6771, MICOZEN, MICOZEN 
6772, MICOZEN, MICOZEN 
6773, MUCOXOLAN, MUCOXOLAN 
6774, MUCOXOLAN, MUCOXOLAN 
6775, MUCOXOLAN, MUCOXOLAN 
6776, NAPROX, NAPROX 
6777, NAPROX, NAPROX 
6778, NAPROXENO, NAPROXENO 
6779, NAPROXENO, NAPROXENO 
6780, NAPROXENO, NAPROXENO 
6781, NIMESULIX, NIMESULIX 
6782, NIMESULIX, NIMESULIX 
6783, NISTATINA, NISTATINA 
6784, NISTATINA, NISTATINA 
6785, NISTATINA, NISTATINA 
6786, NITROFEN, NITROFEN 
6787, NITROFEN, NITROFEN 
6788, OMEPRAZOL, OMEPRAZOL 
6789, OMEPRAZOL, OMEPRAZOL 
6790, OMEPRAZOL, OMEPRAZOL 
6791, OMEPRAZOL, OMEPRAZOL 
6792, OXACILINA SODICA, OXACILINA SODIC 
6793, PARACETAMOL, PARACETAMOL 
6794, PARACETAMOL, PARACETAMOL 
6795, PARACETAMOL, PARACETAMOL 
6796, PARACETAMOL, PARACETAMOL 
6797, PARACETAMOL, PARACETAMOL 
6798, PARACETAMOL, PARACETAMOL 
6799, PARKEXIN, PARKEXIN 
6800, PARKINSOL, PARKINSOL 
6801, PENCILIN V, PENCILIN V 
6802, PLAGEX, PLAGEX 
6803, PLAGEX, PLAGEX 
