270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 1.00 ML

393339; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; HARPAGOPHYTUM PROCUMBENS DC. 400 MG; NO_ACR; COMPRIMIDO; 0

381776; ESTIRIPENTOL; ESTIRIPENTOL; ESTIRIPENTOL; 500 MG; NO_ACR; SACHÃ; 0

399066; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCACHOFRA (CYNARA SCOLYMUS L.). 500 MG; NO_ACR; CÃPSULA; 0

395847; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 50 MG/G. POMADA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; BISNAGA; 80.00 G

270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

297779; ESTROGÃNIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; 20 MG. PO LIOFILO P/INJETAVEL; NO_ACR; COMPRIMIDO; 0

277973; ERGOMETRINA MALEATO; ERGOMETRINA MALEATO; NOT FOUND; 0.2 MG; NO_ACR; COMPRIMIDO; 0

271434; ESTROGÃNIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; 0.625 MG; NO_ACR; COMPRIMIDO; 0

267650; ENALAPRIL MALEATO; ENALAPRIL MALEATO; NOT FOUND; 5 MG; NO_ACR; FRASCO; 5.00 ML

395631; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 5%. XAROPE; NO_ACR; COMPRIMIDO; 0

400579; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; CORDIA VERBENACEA DC.. 5 MG/ML. AEROSSOL TOPICO; NO_ACR; FRASCO; 75.00 ML

270372; ETOPÃSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML

274186; ESOMEPRAZOL; ESOMEPRAZOL; ESOMEPRAZOL; SAL MAGNESICO. 20 MG; NO_ACR; COMPRIMIDO; 0

376809; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; BETULA + ARNICA (ARNICA MONTANA L). EM SOLUCAO OLEOSA TOPICA; NO_ACR; POTE; 250.00 G

269996; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 500 MG; NO_ACR; COMPRIMIDO; 0

342178; ETOPÃSIDO; ETOPOSIDO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

305414; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GINKGO BILOBA. 80 MG; NO_ACR; COMPRIMIDO; 0

406994; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PASSIFLORA INCARNATA. 300 MG; NO_ACR; COMPRIMIDO; 0

291770; ESCITALOPRAM OXALATO; ESCITALOPRAM OXALATO; NOT FOUND; 10 MG; NO_ACR; FRASCO; 15.00 ML

312568; ERLOTINIBE; ERLOTINIBE; ERLOTINIBE; 100 MG; NO_ACR; COMPRIMIDO; 0

370230; EXTRATO DE PRÃPOLIS; EXTRATO PROPOLIS; NOT FOUND; EXTRATO DE PROPOLIS. 20%. SOLUCAO ALCOOLICA; NO_ACR; FRASCO; 30.00 ML

272193; ESMOLOL CLORIDRATO; ESMOLOL CLORIDRATO; NOT FOUND; 250 MG/ML. INJETAVEL; NO_ACR; FRASCO; 10.00 ML

390440; EXENATIDA; EXENATIDA; EXENATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. C/ SISTEMA APLICADOR; NO_ACR; TUBETE; 2.40 ML

393920; ETONOGESTREL; ETONOGESTREL; ETONOGESTREL; 68 MG. IMPLANTE SUBDERMICO; NO_ACR; UNIDADE; 0

395620; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GLYCINE MAX (L.) MERRIL. 150 MG; NO_ACR; CÃPSULA; 0

399413; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; RHAMNUS PURSHIANA DC.. 500 MG; NO_ACR; COMPRIMIDO; 0

270365; EPIRRUBICINA CLORIDRATO; EPIRRUBICINA CLORIDRATO; NOT FOUND; 20 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

269990; ERITROMICINA; ERITROMICINA; ERITROMICINA; 25 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML

359286; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; HERA SEMPRE-VERDE. EXTRATO SECO DE HEDERA HELIX. 7 MG/ML. XAROPE; NO_ACR; CÃPSULA; 0

270372; ETOPÃSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; AMPOLA; 5.00 ML

395716; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; EXTRATO AQUOSO DE AROEIRA. SCHINUS TEREBINTHIFOLIUS RADDI. GEL VAGINAL. COM APLICADORES; NO_ACR; BISNAGA; 60.00 G

270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML

348339; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 5 MG/ML. SUSPENSAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 100.00 ML

268255; EPINEFRINA; EPINEFRINA; EPINEFRINA; 1MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

291770; ESCITALOPRAM OXALATO; ESCITALOPRAM OXALATO; NOT FOUND; 10 MG; NO_ACR; COMPRIMIDO; 0

291771; ESCITALOPRAM OXALATO; ESCITALOPRAM OXALATO; NOT FOUND; 20 MG; NO_ACR; FRASCO; 15.00 ML

395847; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 50 MG/G. POMADA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; BISNAGA; 30.00 G

272198; ETILEFRINA CLORIDRATO; ETILEFRINA CLORIDRATO; NOT FOUND; 10MG/ML. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

272623; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 10%. MCT / LCT. INJETaVEL; NO_ACR; FRASCO; 500.00 ML

274443; ESTREPTOQUINASE; ESTREPTOQUINASE; ESTREPTOQUINASE; 250.000 UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

285688; EZETIMIBA; EZETIMIBA; EZETIMIBA; ASSOCIADO A SINVASTATINA. 10MG + 20 MG; NO_ACR; COMPRIMIDO; 0

300745; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 25.000 UI; NO_ACR; CÃPSULA; 0

282151; EXEMESTANO; EXEMESTANO; EXEMESTANO; 25 MG; NO_ACR; DRÃGEA; 0

267282; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

396414; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PLANTAGO OVATA (CASCA DE SEMENTE). 3.5 G. PO EFERVESCENTE; NO_ACR; ENVELOPE; 0

367515; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCACHOFRA (CYNARA SCOLYMUS L.). 200 MG; NO_ACR; FRASCO; 120.00 ML

272636; ENFLURANO; ENFLURANO; ENFLURANO; LIQUIDO INALANTE; NO_ACR; FRASCO; 240.00 ML

297775; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 10.000 UI; NO_ACR; DRÃGEA; 0

269995; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 250 MG; NO_ACR; FRASCO; 60.00 ML

395728; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 0.25 ML/ML. XAROPE; NO_ACR; POTE; 250.00 G

385424; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCACHOFRA (CYNARA SCOLYMUS L.). E ASSOCIACOES. FORMA ORAL SOLIDA; NO_ACR; FRASCO; 150.00 ML

270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

354515; ESOMEPRAZOL; ESOMEPRAZOL; ESOMEPRAZOL; SAL SODICO. 40 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

393138; EVEROLIMO; EVEROLIMO; EVEROLIMO; 5 MG; NO_ACR; COMPRIMIDO; 0

395631; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 5%. XAROPE; NO_ACR; FRASCO; 100.00 ML

396414; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PLANTAGO OVATA (CASCA DE SEMENTE). 3.5 G. PO EFERVESCENTE; NO_ACR; BISNAGA; 5.00 G

312569; ERLOTINIBE; ERLOTINIBE; ERLOTINIBE; 150 MG; NO_ACR; COMPRIMIDO; 0

267282; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

300745; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 25.000 UI; NO_ACR; DRÃGEA; 0

272636; ENFLURANO; ENFLURANO; ENFLURANO; LIQUIDO INALANTE; NO_ACR; FRASCO; 100.00 ML

369178; EVEROLIMO; EVEROLIMO; EVEROLIMO; 0.75 MG; NO_ACR; COMPRIMIDO; 0

269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML

395620; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GLYCINE MAX (L.) MERRIL. 150 MG; NO_ACR; COMPRIMIDO; 0

270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; DRÃGEA; 0

390440; EXENATIDA; EXENATIDA; EXENATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. C/ SISTEMA APLICADOR; NO_ACR; TUBETE; 1.20 ML

295299; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; MENTHA CRISPA. 160 MG. EXTRATO SECO; NO_ACR; COMPRIMIDO; 0

270782; ETORICOXIBE; ETORICOXIBE; ETORICOXIBE; 60 MG; NO_ACR; COMPRIMIDO; 0

367668; ENXOFRE; ENXOFRE; ENXOFRE; EM OLEO MINERAL. 20 MG/ML. SUSPENSAO OLEOSA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 50.00 ML

268962; ESTREPTOQUINASE; ESTREPTOQUINASE; ESTREPTOQUINASE; 750.000 UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

267653; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 25 MG; NO_ACR; COMPRIMIDO; 0

305235; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GERMEN DE SOJA. (ISOFLAVONAS 15MG. SAPONINAS 20.5MG. LECITINA 9MG. ALFA TOCOFEROL 0.041MG) EM 500 MG; NO_ACR; CÃPSULA; 0

329337; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 20%. EMULSAO INJETAVEL; NO_ACR; MILILITRO; 0

270838; ESTRADIOL; ESTRADIOL; ESTRADIOL; 25MG. IMPLANTE COM APLICADOR E PINCA; NO_ACR; COMPRIMIDO; 0

270846; ESTRADIOL; ESTRADIOL; ESTRADIOL; VALERATO ASSOCIADO COM NORETISTERONA ENANTATO. 5MG + 50MG/1ML. INJETAVEL; NO_ACR; BLISTER; 0

410047; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; CRANBERRY (VACCINIUM MACROCARPON). 400 MG. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; CÃPSULA; 0

272644; ENOXAPARINA; ENOXAPARINA; NOT FOUND; 20MG/0.2 ML. INJETAVEL. SERINGA PRE-ENCHIDA; NO_ACR; SERINGA; 0

270366; EPIRRUBICINA CLORIDRATO; EPIRRUBICINA CLORIDRATO; NOT FOUND; 50 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

267652; ENALAPRIL MALEATO; ENALAPRIL MALEATO; NOT FOUND; 20 MG; NO_ACR; COMPRIMIDO; 0

269990; ERITROMICINA; ERITROMICINA; ERITROMICINA; 25 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML

305808; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PASSIFLORA INCARNATA. CARATAEGUS OXYACANTHA. SALIX ALBA. 100 MG + 30 MG + 100 MG; NO_ACR; FRASCO; 100.00 ML

270372; ETOPÃSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; CÃPSULA; 0

393339; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; HARPAGOPHYTUM PROCUMBENS DC. 400 MG; NO_ACR; CÃPSULA; 0

395847; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 50 MG/G. POMADA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; BISNAGA; 10.00 G

270371; ETOPÃSIDO; ETOPOSIDO; NOT FOUND; 50 MG; NO_ACR; CÃPSULA; 0

267283; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG; NO_ACR; COMPRIMIDO; 0

266715; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 12.000 UI. USO ORAL; NO_ACR; CÃPSULA; 0

272790; ETIONAMIDA; ETIONAMIDA; ETIONAMIDA; 250 MG; NO_ACR; COMPRIMIDO; 0

367506; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 1 MG/ML. SUSPENSAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 100.00 ML

268808; EFAVIRENZ; EFAVIRENZ; EFAVIRENZ; 30 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 180.00 ML

395631; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 5%. XAROPE; NO_ACR; FRASCO; 200.00 ML

270364; EPIRRUBICINA CLORIDRATO; EPIRRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

329336; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 10%. EMULSAO INJETAVEL; NO_ACR; MILILITRO; 0

395946; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 200 MG/G. CREME; NO_ACR; BISNAGA; 10.00 G

267283; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG; NO_ACR; FRASCO; 10.00 ML

275107; ENALAPRIL MALEATO; ENALAPRIL MALEATO; NOT FOUND; 2.5 MG; NO_ACR; FRASCO; 5.00 ML

399410; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; HARPAGOPHYTUM PROCUMBENS DC. 500 MG; NO_ACR; CÃPSULA; 0

272653; ENTACAPONA; ENTACAPONA; ENTACAPONA; 200 MG; NO_ACR; COMPRIMIDO; 0

307190; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCATRAO DO LENHO DE PINUS PALUSTRIS. ASSOCIADO COM ALCATRAO MINERAL E OLEO DE CADE. 3 MG + 3 MG + 3 MG/G. SHAMPOO; NO_ACR; POTE; 250.00 G

410020; ELTROMBOPAG OLAMINA; ELTROMBOPAG OLAMINA; ELTROMBOPAGUE OLAMINA; 50 MG; NO_ACR; COMPRIMIDO; 0

272194; ESMOLOL CLORIDRATO; ESMOLOL CLORIDRATO; NOT FOUND; 10 MG/ML. INJETAVEL; NO_ACR; FRASCO; 10.00 ML

307190; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCATRAO DO LENHO DE PINUS PALUSTRIS. ASSOCIADO COM ALCATRAO MINERAL E OLEO DE CADE. 3 MG + 3 MG + 3 MG/G. SHAMPOO; NO_ACR; FRASCO; 200.00 ML

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; DRÃGEA; 0

269799; ERGOTAMINA TARTARATO; ERGOTAMINA TARTARATO; NOT FOUND; ASSOC. PARACETAMOL +CAFEINA +ATROPINA +HIOSCIAMINA. 1MG + 220MG + 100MG + 12.5MCG + 87.5MG; NO_ACR; COMPRIMIDO; 0

268456; ENOXAPARINA; ENOXAPARINA; NOT FOUND; 100MG/1 ML. INJETAVEL. SERINGA GRADUADA; NO_ACR; SERINGA; 0

270833; ESTRADIOL; ESTRADIOL; ESTRADIOL; 2MG; NO_ACR; FRASCO; 4.20 ML

270846; ESTRADIOL; ESTRADIOL; ESTRADIOL; VALERATO ASSOCIADO COM NORETISTERONA ENANTATO. 5MG + 50MG/1ML. INJETAVEL; NO_ACR; SERINGA; 0

269996; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 500 MG; NO_ACR; CÃPSULA; 0

270971; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADO COM PARACETAMOL. 10MG + 500MG; NO_ACR; AMPOLA; 5.00 ML

368694; ECULIZUMABE; ECULIZUMABE; ECULIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 30.00 ML

267283; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG; NO_ACR; AMPOLA; 5.00 ML

377899; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; EXTRATO SECO DE VALERIANA OFFICINALIS. 50 MG; NO_ACR; COMPRIMIDO; 0

268961; ESTREPTOQUINASE; ESTREPTOQUINASE; ESTREPTOQUINASE; 1.500.000 UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

395631; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 5%. XAROPE; NO_ACR; FRASCO; 150.00 ML

270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 5.00 ML

367523; ERLOTINIBE; ERLOTINIBE; ERLOTINIBE; 25 MG; NO_ACR; COMPRIMIDO; 0

399442; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; UNCARIA TOMENTOSA DC.. 100 MG; NO_ACR; CÃPSULA; 0

428790; ELOSULFASE ALFA; ELOSULFASE ALFA; NOT FOUND; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

291771; ESCITALOPRAM OXALATO; ESCITALOPRAM OXALATO; NOT FOUND; 20 MG; NO_ACR; COMPRIMIDO; 0

417285; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; HARPAGOPHYTUM PROCUMBENS DC. 200 MG; NO_ACR; CÃPSULA; 0

272200; ETILEFRINA CLORIDRATO; ETILEFRINA CLORIDRATO; NOT FOUND; 5MG; NO_ACR; COMPRIMIDO; 0

268336; EFAVIRENZ; EFAVIRENZ; EFAVIRENZ; 100 MG; NO_ACR; FRASCO; 180.00 ML

272792; ETOSSUXIMIDA; ETOSSUXIMIDA; ETOSSUXIMIDA; 50 MG/ML. XAROPE; NO_ACR; FRASCO; 120.00 ML

395946; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 200 MG/G. CREME; NO_ACR; FRASCO; 14.00 ML

268865; EPINASTINA; EPINASTINA; EPINASTINA; 10 MG; NO_ACR; COMPRIMIDO; 0

268454; ENOXAPARINA; ENOXAPARINA; NOT FOUND; 60MG/0.6 ML. INJETAVEL. SERINGA GRADUADA; NO_ACR; SERINGA; 0

269997; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 25 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML

270846; ESTRADIOL; ESTRADIOL; ESTRADIOL; VALERATO ASSOCIADO COM NORETISTERONA ENANTATO. 5MG + 50MG/1ML. INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

376809; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; BETULA + ARNICA (ARNICA MONTANA L). EM SOLUCAO OLEOSA TOPICA; NO_ACR; FRASCO; 100.00 G

270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

404421; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; STRYPHNODENDRON BARBATIMAN MART.. 60 MG/G. POMADA; NO_ACR; BISNAGA; 20.00 G

396450; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; EXTRATO SECO DE FOLHAS DE ESPINHEIRA-SANTA. MAYTENUS ILICIFOLIA. 380 MG; NO_ACR; CÃPSULA; 0

270889; ESCINA; ESCINA; ESCINA; AMORFA. ASSOCIADA COM ESCINA POLISSULFONADA SODICA. SALICILATO DE DIETILAMINA. 10MG + 10MG + 50MG/G. GEL TOPICO; NO_ACR; BISNAGA; 30.00 G

385424; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCACHOFRA (CYNARA SCOLYMUS L.). E ASSOCIACOES. FORMA ORAL SOLIDA; NO_ACR; CÃPSULA; 0

270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 1.00 ML

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML

369177; EVEROLIMO; EVEROLIMO; EVEROLIMO; 0.25 MG; NO_ACR; COMPRIMIDO; 0

267207; ERITROMICINA; ERITROMICINA; ERITROMICINA; 250 MG; NO_ACR; DRÃGEA; 0

270848; ESTRADIOL; ESTRADIOL; ESTRADIOL; ASSOCIADO COM NORETISTERONA ACETATO. 2MG + 1MG; NO_ACR; COMPRIMIDO; 0

269997; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 25 MG/ML. SUSPENSAO ORAL; NO_ACR; COMPRIMIDO; 0

267207; ERITROMICINA; ERITROMICINA; ERITROMICINA; 250 MG; NO_ACR; FRASCO; 60.00 ML

291231; ESTREPTOMICINA SULFATO; ESTREPTOMICINA SULFATO; NOT FOUND; 1 G. PO P/ SUSPENSAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML

426103; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND;  MENTHA PIPERITA. 750 MG; NO_ACR; CÃPSULA; 0

395847; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 50 MG/G. POMADA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; BISNAGA; 50.00 G

382297; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 2 MG/ML. SUSPENSAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 100.00 ML

270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; COMPRIMIDO; 0

285689; EZETIMIBA; EZETIMIBA; EZETIMIBA; ASSOCIADO A SINVASTATINA. 10MG + 40 MG; NO_ACR; COMPRIMIDO; 0

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; COMPRIMIDO; 0

270365; EPIRRUBICINA CLORIDRATO; EPIRRUBICINA CLORIDRATO; NOT FOUND; 20 MG. INJETAVEL; NO_ACR; FRASCO; 10.00 ML

271432; ESTROGÃNIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; 1.25 MG; NO_ACR; COMPRIMIDO; 0

272624; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 20%. MCT / LCT. INJETaVEL; NO_ACR; FRASCO; 500.00 ML

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 5.00 ML

305808; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PASSIFLORA INCARNATA. CARATAEGUS OXYACANTHA. SALIX ALBA. 100 MG + 30 MG + 100 MG; NO_ACR; FRASCO; 120.00 ML

315089; ENTECAVIR; ENTECAVIR; ENTECAVIR; 1 MG; NO_ACR; COMPRIMIDO; 0

359286; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; HERA SEMPRE-VERDE. EXTRATO SECO DE HEDERA HELIX. 7 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML

272198; ETILEFRINA CLORIDRATO; ETILEFRINA CLORIDRATO; NOT FOUND; 10MG/ML. INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

