94559; SIMETICONA MG ; SIMETICONA; SIMETICONA; CAPS 125 MG x 10; A4H

71095; SINVASTATINA MG ; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; A4H

94559; SIMETICONA MG ; SIMETICONA; SIMETICONA; CAPS 125 MG x 10; A4H

147809; SINTOCALMY ; SINTOCALMY; NOT FOUND; SOL ORAL 150 MG 50 ML x 1 (/5ML); A4H

73856; SORINE ; SORINE; NOT FOUND; K S H+LENCO 60 ML x 1; A4H

73781; SIMETICONA MG ; SIMETICONA; SIMETICONA; CPR 40 MG x 20; A4H

9432; SELVIGON ; SELVIGON; NOT FOUND; GOTAS 40 MG 10 ML x 1 (/ML); A4H

77144; SINTOCALMY ; SINTOCALMY; NOT FOUND; CPR REVEST 300 MG x 10; A4H

94516; STABIL ; STABIL; NOT FOUND; CPR 0.25 MG x 30; A4H

9434; SELVIGON ; SELVIGON; NOT FOUND; XAROPE 10 MG 100 ML x 1 (/5ML); A4H

73780; SIMETICONA MG ; SIMETICONA; SIMETICONA; GOTAS 75 MG 10 ML x 1 (/ML); A4H

71092; SINVASTATINA MG ; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; A4H

56769; SINERGEN ; SINERGEN; NOT FOUND; CAPS 2.50 MG x 30 (/10); A4H

77145; SINTOCALMY ; SINTOCALMY; NOT FOUND; CPR REVEST 300 MG x 20; A4H

70411; SORINE ; SORINE; NOT FOUND; SOL NAS.SSC 9 MG 50 ML x 1 (/ML); A4H

9666; SORINE ; SORINE; NOT FOUND; GOTAS NASAL 30 ML x 1 (INF); A4H

56770; SINERGEN ; SINERGEN; NOT FOUND; CAPS 5 MG x 30 (/10); A4H

75367; SOMALIUM ; SOMALIUM; NOT FOUND; CPR 6 MG x 30; A4H

64232; SOMALIUM ; SOMALIUM; NOT FOUND; GOTAS 2.50 MG 20 ML x 1 (/ML); A4H

49623; SORINE GOTAS ; SORINE GOTAS; NOT FOUND; GOTAS NASAL 30 ML x 1 (ADLT); A4H

47717; SOMALIUM ; SOMALIUM; NOT FOUND; CPR 3 MG x 20; A4H

71094; SINVASTATINA MG ; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; A4H

67189; SORINE ; SORINE; NOT FOUND; SOL NASAL H 30 MG 60 ML x 1 (/ML); A4H

137498; SORINE ; SORINE; NOT FOUND; SOL NAS.SSC 9 MG 100 ML x 1 (/ML); A4H

102185; SINTOCALMY ; SINTOCALMY; NOT FOUND; CPR REVEST 600 MG x 30; A4H

71091; SINVASTATINA MG ; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; A4H

47718; SOMALIUM ; SOMALIUM; NOT FOUND; CPR 6 MG x 20; A4H

62307; SOYFEMME ; SOYFEMME; NOT FOUND; CAPS GELATIN 150 MG x 30; A4H

85767; SINTOCALMY ; SINTOCALMY; NOT FOUND; CPR REVEST 300 MG x 40; A4H

147808; SINTOCALMY ; SINTOCALMY; NOT FOUND; GOTAS 150 MG 30 ML x 1 (/ML); A4H

59118; SINERGEN ; SINERGEN; NOT FOUND; CAPS 5 MG x 30 (/20); A4H

69714; SORINE ; SORINE; NOT FOUND; NEBUL 45 ML x 1; A4H

147810; SINTOCALMY ; SINTOCALMY; NOT FOUND; SOL ORAL 150 MG 150 ML x 1 (/5ML); A4H

71093; SINVASTATINA MG ; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; A4H

94514; STABIL ; STABIL; NOT FOUND; CPR 0.125 MG x 30; A4H

75366; SOMALIUM ; SOMALIUM; NOT FOUND; CPR 3 MG x 30; A4H

62220; SETRONAX ; SETRONAX; NOT FOUND; A.IV 4 MG 2 ML x 5; AA0

62223; SOLU PRED ; SOLU PRED; NOT FOUND; F.AMP C/DILU 500 MG x 1; AA0

64594; SIMDAX ; SIMDAX; NOT FOUND; F.AMP INFUS 2.50 MG 5 ML x 1 (/ML); AB1

53428; SURVANTA ; SURVANTA; NOT FOUND; SUSP INTRATR 25 MG 8 ML x 1 (/ML); AB1

51986; SEVORANE ; SEVORANE; NOT FOUND; LIQD 100 % 100 ML x 1; AB1

70096; SYNAGIS ; SYNAGIS; NOT FOUND; F.AMP LIOF 100 MG 1 ML x 1; AB1

51988; SEVORANE ; SEVORANE; NOT FOUND; LIQD 100 % 250 ML x 1; AB1

87195; SIMILAC ADVANCE 1 ; SIMILAC ADVANCE 1; NOT FOUND; PO 900 G x 1; ABT

56973; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 200 Y x 30; ABT

52239; SIMILAC ADVANCE 2 ; SIMILAC ADVANCE 2; NOT FOUND; PO 400 G x 1; ABT

55075; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 125 Y x 30; ABT

56655; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 100 Y x 100; ABT

87197; SIMILAC ADVANCE 2 ; SIMILAC ADVANCE 2; NOT FOUND; PO 900 G x 1; ABT

52245; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 50 Y x 30; ABT

56971; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 112 Y x 30; ABT

56972; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 175 Y x 30; ABT

52238; SIMILAC ADVANCE 1 ; SIMILAC ADVANCE 1; NOT FOUND; PO 400 G x 1; ABT

73247; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 137 Y x 30; ABT

50667; SINTALGIN ; SINTALGIN; NOT FOUND; GOTAS 50 MG 15 ML x 1 (/ML); ABT

52248; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 150 Y x 30; ABT

56970; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 88 Y x 30; ABT

54619; SOMAZINA ; SOMAZINA; NOT FOUND; CPR REVEST 500 MG x 15; ABT

52247; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 100 Y x 30; ABT

52246; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 75 Y x 30; ABT

52244; SYNTHROID ; SYNTHROID; NOT FOUND; CPR 25 Y x 30; ABT

89103; SIMILAC SENSITIVE ; SIMILAC SENSITIVE; NOT FOUND; PO 360 G x 1; ABT

9922; SULNIL ; SULNIL; NOT FOUND; COLIRIO 5 ML x 1; ALL

48496; SULNIL ; SULNIL; NOT FOUND; POM. OFTAL 3.50 G x 1; ALL

57304; SEIS-B ; SEIS B; NOT FOUND; CPR 100 MG x 20; APS

57305; SEIS-B ; SEIS B; NOT FOUND; CPR 300 MG x 20; APS

61007; SALIVAN ; SALIVAN; NOT FOUND; SPRAY 10 MG 50 ML x 1 (/ML); APS

70095; SUCC.SUMATRIPTA.MG ; SUCC SUMATRIPTA; NOT FOUND; CPR REVEST 50 MG x 2; ATV

77773; SUTRIPTAN ; SUTRIPTAN; NOT FOUND; CPR REVEST 50 MG x 2; ATV

77774; SUTRIPTAN ; SUTRIPTAN; NOT FOUND; CPR REVEST 100 MG x 2; ATV

77771; SERTERO ; SERTERO; NOT FOUND; CPR REVEST 20 MG x 20; ATV

70094; SUCC.SUMATRIPTA.MG ; SUCC SUMATRIPTA; NOT FOUND; CPR REVEST 100 MG x 2; ATV

77770; SERTERO ; SERTERO; NOT FOUND; CPR REVEST 20 MG x 10; ATV

77772; SERTERO ; SERTERO; NOT FOUND; CPR REVEST 20 MG x 30; ATV

66114; SOTAHEXAL ; SOTAHEXAL; NOT FOUND; CPR 160 MG x 20; AV7

51218; SERENUS ; SERENUS; NOT FOUND; DRAG x 20; AV7

67591; SUPRELLE ; SUPRELLE; NOT FOUND; CPR REVEST x 28; AV7

77496; SUPRELLE ; SUPRELLE; NOT FOUND; CPR REVEST x 84; AV7

52995; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 50 MG x 20; AZN

58066; SYMBICORT ; SYMBICORT; NOT FOUND; TURBUHALER 6 Y x 60 (/100); AZN

74780; SEROQUEL XRO ; SEROQUEL XRO; NOT FOUND; CPR.REV. 50 MG x 30; AZN

76059; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 25 MG x 30; AZN

46028; SELOKEN ; SELOKEN; NOT FOUND; AMP. 5 MG 5 ML x 5; AZN

52996; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 100 MG x 20; AZN

94127; SELOZOK FIX ; SELOZOK FIX; NOT FOUND; CPR LP 5 MG x 30 (/50); AZN

63904; SYMBICORT ; SYMBICORT; NOT FOUND; TURBUHALER 12 Y x 60 (/400); AZN

58067; SYMBICORT ; SYMBICORT; NOT FOUND; TURBUHALER 6 Y x 60 (/200); AZN

49289; SPLENDIL ; SPLENDIL; NOT FOUND; CPR AP. 5 MG x 20; AZN

52994; SELOPRESS ZOK ; SELOPRESS ZOK; NOT FOUND; CPR x 20; AZN

54304; SELOKEN ; SELOKEN; NOT FOUND; SER.DISP. 5 MG 5 ML x 3; AZN

74778; SEROQUEL XRO ; SEROQUEL XRO; NOT FOUND; CPR.REV. 200 MG x 30; AZN

29964; SELOKEN ; SELOKEN; NOT FOUND; CPR 100 MG x 20; AZN

76060; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 50 MG x 30; AZN

75145; SEROQUEL IR ; SEROQUEL IR; NOT FOUND; CPR.REV. 300 MG x 28; AZN

94126; SELOZOK FIX ; SELOZOK FIX; NOT FOUND; CPR LP 5 MG x 10 (/50); AZN

76061; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 100 MG x 30; AZN

59305; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 25 MG x 20; AZN

49290; SPLENDIL ; SPLENDIL; NOT FOUND; CPR AP. 10 MG x 20; AZN

33372; SELOPRESS ; SELOPRESS; NOT FOUND; CPR 100 MG x 20; AZN

54706; SEROQUEL IR ; SEROQUEL IR; NOT FOUND; CPR.REV. 25 MG x 14; AZN

54707; SEROQUEL IR ; SEROQUEL IR; NOT FOUND; CPR.REV. 100 MG x 28; AZN

130539; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 100 MG x 60; AZN

86881; SEROQUEL IR ; SEROQUEL IR; NOT FOUND; CPR.REV. 300 MG x 14; AZN

52243; SPLENDIL ; SPLENDIL; NOT FOUND; CPR AP. 2.50 MG x 20; AZN

130541; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 50 MG x 60; AZN

54708; SEROQUEL IR ; SEROQUEL IR; NOT FOUND; CPR.REV. 200 MG x 28; AZN

74779; SEROQUEL XRO ; SEROQUEL XRO; NOT FOUND; CPR.REV. 300 MG x 30; AZN

130540; SELOZOK ; SELOZOK; NOT FOUND; CPR L.C. 25 MG x 60; AZN

74781; SEROQUEL XRO ; SEROQUEL XRO; NOT FOUND; CPR.REV. 50 MG x 10; AZN

158990; SEPTAGEN ; SEPTAGEN; NOT FOUND; CPR x 60; BAL

78130; SOL RINGER LAC.SOD ; SOL RINGER LAC SOD; NOT FOUND; BOLSA. 1000 ML x 16; BAX

76210; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 100 ML x 72; BAX

75195; SOL RINGER LAC.SOD ; SOL RINGER LAC SOD; NOT FOUND; SOLN INJ. 500 ML x 30; BAX

55062; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ. 5 % 250 ML x 1; BAX

55061; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ. 5 % 100 ML x 1; BAX

55068; SOL RINGER ; SOL RINGER; NOT FOUND; SOLN INJ. 500 ML x 1; BAX

81765; SOL MANITOL ; SOL MANITOL; NOT FOUND; SOLN INJ S/F 20 % 250 ML x 50; BAX

61562; SOL MANITOL ; SOL MANITOL; NOT FOUND; SOLN INJ. 20 % 250 ML x 1; BAX

76211; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 10 % 250 ML x 42; BAX

75193; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 1000 ML x 16; BAX

55063; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ. 5 % 500 ML x 1; BAX

74308; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 1000 ML x 1; BAX

74307; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 500 ML x 1; BAX

74310; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 10 % 500 ML x 1; BAX

55064; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ. 5 % 1000 ML x 1; BAX

76212; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 10 % 500 ML x 30; BAX

76209; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 500 ML x 30; BAX

76207; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 250 ML x 42; BAX

74306; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 250 ML x 1; BAX

55071; SOL RINGER LAC.SOD ; SOL RINGER LAC SOD; NOT FOUND; SOLN INJ. 500 ML x 1; BAX

72300; SOL GLIC.FISIOLOG. ; SOL GLIC FISIOLOG; NOT FOUND; SOLN INJ. 1000 ML x 16; BAX

55058; SOL GLIC.FISIOLOG. ; SOL GLIC FISIOLOG; NOT FOUND; SOLN INJ. 500 ML x 1; BAX

81763; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; BOLSA S/F 5 % 250 ML x 50; BAX

95462; SOL GLICERINA ; SOL GLICERINA; NOT FOUND; SOL . 12 % 500 ML x 12; BA_

77894; SORO GLICO CLORETA ; SORO GLICO CLORETA; NOT FOUND; SOLN INJ S/F 500 ML x 24; BA_

54060; SORO GLICOSADO ; SORO GLICOSADO; NOT FOUND; SOLN INJ. 5 % 125 ML x 1; BA_

54062; SORO GLICOSADO ; SORO GLICOSADO; NOT FOUND; SOLN INJ. 5 % 500 ML x 1; BA_

76364; SOL RINGER LACTATO ; SOL RINGER LACTATO; NOT FOUND; SOLN INJ S/F 500 ML x 24; BA_

78129; SOL RINGER LACTATO ; SOL RINGER LACTATO; NOT FOUND; SOLN INJ S/F 1000 ML x 16; BA_

42709; SORO GLICO CLORETA ; SORO GLICO CLORETA; NOT FOUND; SOLN INJ. 500 ML x 1; BA_

42710; SORO GLICO CLORETA ; SORO GLICO CLORETA; NOT FOUND; SOLN INJ. 1000 ML x 1; BA_

54063; SORO GLICOSADO ; SORO GLICOSADO; NOT FOUND; SOLN INJ. 5 % 1000 ML x 1; BA_

70510; SOL RINGER LACTATO ; SOL RINGER LACTATO; NOT FOUND; SOLN INJ. 1000 ML x 1; BA_

77893; SORO GLICO CLORETA ; SORO GLICO CLORETA; NOT FOUND; SOLN INJ S/F 1000 ML x 16; BA_

54061; SORO GLICOSADO ; SORO GLICOSADO; NOT FOUND; SOLN INJ. 5 % 250 ML x 1; BA_

70511; SOL RINGER LACTATO ; SOL RINGER LACTATO; NOT FOUND; SOLN INJ. 500 ML x 1; BA_

62851; SECNITROL ; SECNITROL; NOT FOUND; CPR 1000 MG x 2; BFR

135609; SOL.GLIC.FISIOLOG. ; SOL GLIC FISIOLOG; NOT FOUND; BOLSA S/F 500 ML x 24; BK6

74138; SOL.GLIC.FISIOLOG. ; SOL GLIC FISIOLOG; NOT FOUND; SOLN INJ. 1000 ML x 14; BK6

58680; SARNERICO ; SARNERICO; NOT FOUND; SUSP 20 % 100 ML x 1; BLF

32732; SULFERBEL ; SULFERBEL; NOT FOUND; DRAG x 50; BLF

47841; SULFERBEL ; SULFERBEL; NOT FOUND; GOTAS 30 ML x 1; BLF

84725; SULFAMET+TRIMET.MG ; SULFAMET TRIMET; NOT FOUND; CPR 400 MG x 20 (/80); BLF

58679; SARNERICO ; SARNERICO; NOT FOUND; SABAO 10 % 60 G x 1; BLF

85459; SULFAMET+TRIMET.MG ; SULFAMET TRIMET; NOT FOUND; CPR 800 MG x 10 (/160); BLF

156818; SULFERBEL ; SULFERBEL; NOT FOUND; CPR REV 40 MG x 1000; BLF

161208; SULFERBEL ; SULFERBEL; NOT FOUND; CPR REVEST 40 MG x 50; BLF

70090; SALVIT M ; SALVIT M; NOT FOUND; XAROPE 100 ML x 1; BLF

32731; SULFERBEL ; SULFERBEL; NOT FOUND; XAROPE 100 ML x 1; BLF

161209; SULFERBEL ; SULFERBEL; NOT FOUND; CPR REVEST 250 MG x 50; BLF

67754; SOL FIS.CLOR.SODIO ; SOL FIS CLOR SODIO; NOT FOUND; SOLN INJ S/F 0.90 % 1000 ML x 1; BME

67767; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ S/F 5 % 250 ML x 30; BME

67752; SOL FIS.CLOR.SODIO ; SOL FIS CLOR SODIO; NOT FOUND; SOLN INJ S/F 0.90 % 250 ML x 30; BME

67760; SOL GLIC.FISIOLOG. ; SOL GLIC FISIOLOG; NOT FOUND; SOLN INJ S/F 500 ML x 20; BME

67753; SOL FIS.CLOR.SODIO ; SOL FIS CLOR SODIO; NOT FOUND; SOLN INJ S/F 0.90 % 500 ML x 20; BME

67783; SOL RINGER LACTATO ; SOL RINGER LACTATO; NOT FOUND; SOLN INJ S/F 500 ML x 20; BME

67769; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ S/F 5 % 1000 ML x 10; BME

9579; SOL FIS.CLOR.SODIO ; SOL FIS CLOR SODIO; NOT FOUND; SOLN INJ. 0.90 % 500 ML x 1; BME

67768; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ S/F 5 % 500 ML x 20; BME

27672; SOL RINGER LACTATO ; SOL RINGER LACTATO; NOT FOUND; SOLN INJ. 500 ML x 1; BME

67775; SOL GLICOSE ; SOL GLICOSE; NOT FOUND; SOLN INJ. 5 % 500 ML x 20; BME

96312; SPRYCEL ; SPRYCEL; NOT FOUND; CPR REVEST 140 MG x 30; BMS

52241; SOTACOR ; SOTACOR; NOT FOUND; CPR 120 MG x 30; BMS

46966; STAFICILIN N ; STAFICILIN N; NOT FOUND; F.AMP LIOF 500 MG 3 ML x 50; BMS

73584; SPRYCEL ; SPRYCEL; NOT FOUND; CPR REVEST 20 MG x 60; BMS

73585; SPRYCEL ; SPRYCEL; NOT FOUND; CPR REVEST 50 MG x 60; BMS

96310; SPRYCEL ; SPRYCEL; NOT FOUND; CPR REVEST 100 MG x 30; BMS

51521; SOTACOR ; SOTACOR; NOT FOUND; CPR BLISTER 160 MG x 20; BMS

9747; STAFICILIN N ; STAFICILIN N; NOT FOUND; F.AMP LIOF 500 MG 3 ML x 1; BMS

59116; SECTIL ; SECTIL; NOT FOUND; CPR REVEST 1000 MG x 2; BRT

75601; SALICETIL ; SALICETIL; NOT FOUND; CPR 100 MG x 200 (INF); BRT

106655; SINDRAT ; SINDRAT; NOT FOUND; PO ENV MIX 28.8 G x 16; BRT

67186; SALICETIL ; SALICETIL; NOT FOUND; CPR 100 MG x 500 (INF); BRT

150804; SECNIDAZOL MG ; SECNIDAZOL; SECNIDAZOL; CPR 1 G x 2; BRT

154138; SECTIL ; SECTIL; NOT FOUND; CPR REVEST 1000 MG x 4; BRT

71518; SINDRAT ; SINDRAT; NOT FOUND; PO ENVELOPE 27.9 G x 50; BRT

154137; SECNIDAZOL MG ; SECNIDAZOL; SECNIDAZOL; CPR REVEST 1000 MG x 4; BRT

61250; SPIROCTAN ; SPIROCTAN; NOT FOUND; CPR 25 MG x 30; BS2

64415; SPIROCTAN ; SPIROCTAN; NOT FOUND; CPR 100 MG x 20; BS2

58450; SUPREMA ; SUPREMA; NOT FOUND; CPR REVEST x 28; BS2

85205; STIMULEN ; STIMULEN; NOT FOUND; GEL . 30 G x 1; BS2

74792; STELE ; STELE; NOT FOUND; CR.VAG.C/APL 1 MG 50 G x 1 (/G); BS2

68789; SENSIAL ; SENSIAL; NOT FOUND; GEL. 120 G x 1; BS2

86208; SKAN MOUSSE ; SKAN MOUSSE; NOT FOUND; MOUSSE 150 ML x 1; BS2

86207; SKAN GEL ; SKAN GEL; NOT FOUND; GEL CREME 50 G x 1; BS2

90246; STELE ; STELE; NOT FOUND; CR.VAG.5 APL 1 MG 50 G x 1 (/G); BS2

131023; SUCC.SOD.HIDROC.MG ; SUCC SOD HIDROC; SUCCINATO SODICO HIDROCORTISONA; F.A PO LIOF 500 MG x 50; BU_

60445; SUCCITRAT ; SUCCITRAT; NOT FOUND; F.IV 100 MG x 1; BU_

60446; SUCCITRAT ; SUCCITRAT; NOT FOUND; F.IV 500 MG x 1; BU_

62103; SPIRIVA ; SPIRIVA; NOT FOUND; CAP HANDIHAL 18 Y x 30; B_I

78334; SIFROL ER ; SIFROL ER; NOT FOUND; CPR LP 1.50 MG x 10; B_I

78330; SIFROL ER ; SIFROL ER; NOT FOUND; CPR LP 0.75 MG x 30; B_I

62102; SPIRIVA ; SPIRIVA; NOT FOUND; CAP HANDIHAL 18 Y x 10; B_I

57654; SECOTEX ; SECOTEX; NOT FOUND; CAPS L.P. 0.40 MG x 30; B_I

57659; SONHARE ; SONHARE; NOT FOUND; DRAG x 20; B_I

62104; SPIRIVA ; SPIRIVA; NOT FOUND; CAPS 18 Y x 30; B_I

76622; SPIRIVA RESPIMAT ; SPIRIVA RESPIMAT; NOT FOUND; SOL+INAL DOS 4 ML x 60; B_I

75875; SECOTEX ; SECOTEX; NOT FOUND; CPR REV LP 0.40 MG x 30; B_I

75874; SECOTEX ; SECOTEX; NOT FOUND; CPR REV LP 0.40 MG x 20; B_I

78331; SIFROL ER ; SIFROL ER; NOT FOUND; CPR LP 1.50 MG x 30; B_I

53059; SECOTEX ; SECOTEX; NOT FOUND; CAPS L.P. 0.40 MG x 20; B_I

78333; SIFROL ER ; SIFROL ER; NOT FOUND; CPR LP 0.75 MG x 10; B_I

78332; SIFROL ER ; SIFROL ER; NOT FOUND; CPR LP 3 MG x 30; B_I

78329; SIFROL ER ; SIFROL ER; NOT FOUND; CPR LP 0.375 MG x 30; B_I

160465; STRIVERDI RESPIMAT ; STRIVERDI RESPIMAT; NOT FOUND; SOL INA+RES 2.50 Y 4 ML x 1; B_I

54495; SIFROL ; SIFROL; NOT FOUND; CPR 1 MG x 30; B_I

62492; SIFROL ; SIFROL; NOT FOUND; CPR 0.125 MG x 30; B_I

54494; SIFROL ; SIFROL; NOT FOUND; CPR 0.25 MG x 30; B_I

48369; STONGEL ; STONGEL; NOT FOUND; CPR MASC x 20; CAZ

61492; SEDOL ; SEDOL; NOT FOUND; DRAG x 200; CAZ

61497; SEDOL ; SEDOL; NOT FOUND; GOTAS 15 ML x 1; CAZ

82081; SUPRIUM ; SUPRIUM; NOT FOUND; DRAG x 60; CAZ

52692; SALAZOPRIN ; SALAZOPRIN; NOT FOUND; CPR 500 MG x 20; CAZ

61323; SEDOL ; SEDOL; NOT FOUND; DRAG x 20; CAZ

82080; SENNALAX ; SENNALAX; NOT FOUND; GEL. 8.89 MG 100 G x 1; CAZ

64812; STONGEL ; STONGEL; NOT FOUND; CPR MASC x 50; CAZ

139156; SUAVEPES SUAVEMAOS ; SUAVEPES SUAVEMAOS; NOT FOUND; DISPLAY 6+6 x 12; CF2

92063; SUAVEPES ; SUAVEPES; NOT FOUND; CREME 60 G x 1; CF2

74521; SALISVIT C ; SALISVIT C; NOT FOUND; CPR EFE LIMA x 20; CF2

69408; SUPLEN CALCIO D ; SUPLEN CALCIO D; NOT FOUND; CPR 600 MG x 60; CF2

75767; SO-SORO ; SO SORO; NOT FOUND; SOL NASAL AD 0.50 MG 30 ML x 1 (/ML); CF2

58885; SECNIX ; SECNIX; NOT FOUND; CPR 1000 MG x 2; CF2

75768; SO-SORO INF ; SO SORO INF; NOT FOUND; SOLN NASAL 0.50 MG 30 ML x 1 (/ML); CF2

91474; SUPLEN CALCIO D ; SUPLEN CALCIO D; NOT FOUND; CPR 600 MG x 90; CF2

9420; SELECTRIN ; SELECTRIN; NOT FOUND; CPR 400 MG x 20 (/80); CF2

74520; SALISVIT C ; SALISVIT C; NOT FOUND; CPR EFE LIMA x 100; CF2

71416; SENSINIL ; SENSINIL; NOT FOUND; F.AMP 20 MG 20 ML x 1 (/ML); CL9

61411; SINVASTAMED ; SINVASTAMED; NOT FOUND; CPR 20 MG x 30; CM5

77411; SULFAMET+TRIMET.MG ; SULFAMET TRIMET; NOT FOUND; CPR 400 MG x 20 (/80); CM5

74698; SEDAMED ; SEDAMED; NOT FOUND; CPR REVEST x 20; CM5

64811; SORONAL ; SORONAL; NOT FOUND; GOTAS PED 30 ML x 1; CM5

61409; SINVASTAMED ; SINVASTAMED; NOT FOUND; CPR 10 MG x 30; CM5

67262; SORONAL ; SORONAL; NOT FOUND; GOTAS AD 30 ML x 1; CM5

165438; SIMETICONA MG ; SIMETICONA; SIMETICONA; GOTAS 75 MG 15 ML x 1 (/ML); CM5

136037; SUPLAMIX OMEGA 3 ; SUPLAMIX OMEGA 3; NOT FOUND; CAPS 1000 MG x 60; CM5

162422; SUPRA MAIS KIDS ; SUPRA MAIS KIDS; NOT FOUND; SOL ORAL 240 ML x 1; CM5

75769; SULF.NEOM+BACIT.MG ; SULF NEOM BACIT; NOT FOUND; POM. 15 G x 1; CM5

59986; SEVOCRIS ; SEVOCRIS; NOT FOUND; LIQD 100 % 250 ML x 1; CT6

66334; SULF SALBUTAMOL MG ; SULF SALBUTAMOL; NOT FOUND; XAROPE 0.40 MG 120 ML x 1 (/ML); CT6

61325; SEVOCRIS ; SEVOCRIS; NOT FOUND; LIQD 100 % 100 ML x 1; CT6

146380; SEDADOR ; SEDADOR; NOT FOUND; GOTAS 20 ML x 1; CT6

70506; SEDADOR ; SEDADOR; NOT FOUND; GOTAS 15 ML x 1; CT6

32794; SULADRIN ; SULADRIN; NOT FOUND; CPR 500 MG x 50 X4; C_S

52162; SKIN-CAP ; SKIN CAP; NOT FOUND; SPRAY 100 ML x 1; C_S

51873; SADOL ; SADOL; NOT FOUND; LIQD 400 ML x 1; C_S

142290; SUPRA 17 ; SUPRA 17; NOT FOUND; CAPS x 60; C_S

55792; SUPLEM VITAM/MIN ; SUPLEM VITAM MIN; NOT FOUND; CAPS x 50; C_S

52155; SADOL ; SADOL; NOT FOUND; LIQD MORANGO 400 ML x 1; C_S

52163; SKIN-CAP ; SKIN CAP; NOT FOUND; XAMP 150 ML x 1; C_S

9267; SAL AMARGO PURIFIC ; SAL AMARGO PURIFIC; NOT FOUND; PO ENVELOPE 15 G x 100; C_S

55047; SADOL ; SADOL; NOT FOUND; LIQD CHOCOLA 400 ML x 1; C_S

60628; SAL AMARGO PURIFIC ; SAL AMARGO PURIFIC; NOT FOUND; PO ENVELOPE 15 G x 50; C_S

60143; SCABENZIL ; SCABENZIL; NOT FOUND; SABAO 20 % 75 G x 1; DLT

46971; SULFER PLUS ; SULFER PLUS; NOT FOUND; LIQD 30 MG 100 ML x 1 (/ML); DLT

61032; SECNICS ; SECNICS; NOT FOUND; CPR 1000 MG x 4; DLT

61031; SECNICS ; SECNICS; NOT FOUND; CPR 1000 MG x 2; DLT

50313; SCABENZIL ; SCABENZIL; NOT FOUND; LIQD 20 % 60 ML x 1; DLT

69890; SANTOSS ; SANTOSS; NOT FOUND; XAR. AD 50 MG 100 ML x 1 (/ML); DLT

