300257; LEVODROPROPIZINA; LEVODROPROPIZINA; LEVODROPROPIZINA; 6 MG/ML. XAROPE; NO_ACR; FRASCO; 10.00 ML

269842; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

269630; LEVAMISOL; LEVAMISOL; LEVAMISOL; 150 MG; NO_ACR; COMPRIMIDO; 0

272789; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; ASSOCIADO A ETINILESTRADIOL. 0.15MG + 0.03MG. BLISTER CALENDARIO COM 21 COMPRIMIDOS; NO_ACR; UNIDADE; 0

285965; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 250 MG; NO_ACR; COMPRIMIDO; 0

268128; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 25 MG; NO_ACR; COMPRIMIDO; 0

269852; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:200.000. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; FRASCO; 100.00 ML

352933; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 100 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 300.00 ML

380545; LOPINAVIR; LOPINAVIR; LOPINAVIR; ASSOCIADO COM RITONAVIR. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0

398689; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A BENSERAZIDA. 100MG + 25 MG. LIBERACAO PROLONGADA; NO_ACR; CÃPSULA; 0

400470; LISADO BACTERIANO; LISADO BACTERIANO; NOT FOUND; ESCHERICHIA COLI. 6 MG. LIOFILIZADO; NO_ACR; CÃPSULA; 0

273412; LINEZOLIDA; LINEZOLIDA; LINEZOLIDA; 600 MG; NO_ACR; COMPRIMIDO; 0

268126; LEVOTIROXINA SÃDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 150 MCG; NO_ACR; COMPRIMIDO; 0

269846; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; NO_ACR; FRASCO; 20.00 ML

269850; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:50.000. INJETAVEL; NO_ACR; FRASCO; 50.00 ML

273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; FRASCO; 100.00 ML

397074; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA AO CLORETO DE BENZETONIO. 21 MG + 1.33 MG/ML. SPRAY; NO_ACR; FRASCO; 50.00 ML

394026; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA BITARTARATO. 0.25% + 9.1MCG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

295853; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; 1.5 MG; NO_ACR; COMPRIMIDO; 0

269964; LANSOPRAZOL; LANSOPRAZOL; LANSOPRAZOL; 15MG; NO_ACR; CÃPSULA; 0

269847; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 5%. POMADA; NO_ACR; AMPOLA; 2.00 ML

332987; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 250 MG; NO_ACR; COMPRIMIDO; 0

407327; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 50 MG; NO_ACR; CÃPSULA; 0

269895; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM NOREPINEFRINA. 2% + 1:50.000. INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

268492; LINCOMICINA CLORIDRATO; LINCOMICINA CLORIDRATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

269850; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:50.000. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

397074; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA AO CLORETO DE BENZETONIO. 21 MG + 1.33 MG/ML. SPRAY; NO_ACR; BISNAGA; 5.00 G

269969; LANSOPRAZOL; LANSOPRAZOL; LANSOPRAZOL; ASSOCIADO A CLARITROMICINA. 30MG + 500MG; NO_ACR; CÃPSULA; 0

345866; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA + ENTACAPONA. 100 MG + 25 MG + 200 MG; NO_ACR; COMPRIMIDO; 0

269851; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:100.000. INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

324414; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 50 MG; NO_ACR; COMPRIMIDO; 0

430646; L-METILFOLATO; L METILFOLATO; NOT FOUND; 15 MG; NO_ACR; COMPRIMIDO; 0

269895; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM NOREPINEFRINA. 2% + 1:50.000. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

310212; LISOZIMA; LISOZIMA; LISOZIMA; + LACTOFERRINA + LACTOPEROXIDASE + GLICOSE OXIDASE. C/ XILITOL. S/ ALCOOL E SACARINA. GEL UMIDIFICANTE ORAL; NO_ACR; FRASCO; 240.00 ML

270129; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG; NO_ACR; COMPRIMIDO; 0

269846; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; NO_ACR; FRASCO; 50.00 ML

268860; LEVOTIROXINA SÃDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 125 MCG; NO_ACR; COMPRIMIDO; 0

346231; LACTATO DE AMÃNIO; LACTATO AMONIO; LACTATO AMONIO; ASSOCIADO A ALANTOINA. 120 MG + 1 MG/ML. LOCAO CREMOSA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 120.00 ML

269965; LANSOPRAZOL; LANSOPRAZOL; LANSOPRAZOL; 30MG; NO_ACR; CÃPSULA; 0

397074; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA AO CLORETO DE BENZETONIO. 21 MG + 1.33 MG/ML. SPRAY; NO_ACR; FRASCO; 20.00 ML

406487; LEVOCETIRIZINA; LEVOCETIRIZINA; LEVOCETIRIZINA; SAL DIPROPIONATO. 5 MG; NO_ACR; COMPRIMIDO; 0

268609; LEVOSIMENDANA; LEVOSIMENDANA; LEVOSIMENDANA; 2.5 MG/ML. INJETAVEL; NO_ACR; FRASCO; 5.00 ML

279433; LOTEPREDNOL; LOTEPREDNOL; LOTEPREDNOL; SAL ETABONATO. 2 MG/ML. SUSPENSAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

350589; LOPINAVIR; LOPINAVIR; LOPINAVIR; ASSOCIADO COM RITONAVIR. 200MG + 50 MG; NO_ACR; COMPRIMIDO; 0

269843; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

270126; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A BENSERAZIDA. 200MG + 50MG; NO_ACR; COMPRIMIDO; 0

269843; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; DRÃGEA; 0

269842; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

268130; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 40 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML

269843; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; NO_ACR; FRASCO; 50.00 ML

292548; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG. LIBERACAO LENTA; NO_ACR; COMPRIMIDO; 0

272789; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; ASSOCIADO A ETINILESTRADIOL. 0.15MG + 0.03MG. BLISTER CALENDARIO COM 21 COMPRIMIDOS; NO_ACR; DRÃGEA; 0

275402; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 1% + 1:200.000. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

397428; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:80.000. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

299656; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA AO CLORETO DE BENZALCONIO. 2% + 0.13%. SPRAY; NO_ACR; FRASCO; 50.00 ML

273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0

269846; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; NO_ACR; BISNAGA; 20.00 G

383750; LACTULOSE; LACTULOSE; LACTULOSE; 667 MG/ML. XAROPE; NO_ACR; SACHÃ; 10.00 G

305259; LEUPRORRELINA ACETATO; LEUPRORRELINA ACETATO; NOT FOUND; 22.5 MG. PO LIOFILO P/INJETAVEL; NO_ACR; FRASCO; 2.80 ML

268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

342616; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 20 MG + 0.4 MG/ML. SOLUCAO INJETAVEL; NO_ACR; BISNAGA; 30.00 G

287473; LOSARTANA POTÃSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0

393373; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 40 MG/G. CREME; NO_ACR; BISNAGA; 5.00 G

269845; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 10%. SPRAY; NO_ACR; AMPOLA; 2.00 ML

273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; FRASCO; 60.00 ML

404606; LANREOTIDA ACETATO; LANREOTIDA ACETATO; NOT FOUND; 240 MG/ML. SOLUCAO INJETAVEL. SERINGA PREENCHIDA COM 0.5ML; NO_ACR; SERINGA; 0

269852; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:200.000. INJETAVEL; NO_ACR; FRASCO; 50.00 ML

268471; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% SEM VASOCONSTRITOR. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

393737; LOPERAMIDA CLORIDRATO; LOPERAMIDA CLORIDRATO; NOT FOUND; ASSOCIADA COM DIMETICONA. 2MG + 125 MG. COMPRIMIDO MASTIGAVEL; NO_ACR; COMPRIMIDO; 0

276095; LEVOTIROXINA SÃDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 200MCG; NO_ACR; COMPRIMIDO; 0

270768; LEVOTIROXINA SÃDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 175MCG; NO_ACR; COMPRIMIDO; 0

268485; LOMUSTINA; LOMUSTINA; LOMUSTINA; 10 MG; NO_ACR; CÃPSULA; 0

311423; LISOZIMA; LISOZIMA; LISOZIMA; LACTOFERRINA. LACTOPEROXIDASE. GLICOSE OXIDASE. C/ XILITOL. S/ ALCOOL E SACARINA. SOLUCAO BUCAL; NO_ACR; FRASCO; 240.00 ML

269847; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 5%. POMADA; NO_ACR; BISNAGA; 30.00 G

269851; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:100.000. INJETAVEL; NO_ACR; FRASCO; 50.00 ML

332985; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 100.00 ML

275402; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 1% + 1:200.000. INJETAVEL; NO_ACR; BISNAGA; 5.00 G

269852; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:200.000. INJETAVEL; NO_ACR; TUBETE; 1.80 ML

367724; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA + ENTACAPONA. 150 MG + 37.5 MG + 200 MG; NO_ACR; COMPRIMIDO; 0

269852; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:200.000. INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

269872; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; C/HIDROCORTISONA + SUBACETATO ALUMINIO + OX.ZINCO. 5% + 0.25% + 3.5% + 18%. POMADA; NO_ACR; BISNAGA; 25.00 G

269895; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM NOREPINEFRINA. 2% + 1:50.000. INJETAVEL; NO_ACR; FRASCO; 50.00 ML

272234; LEVOBUNOLOL CLORIDRATO; LEVOBUNOLOL CLORIDRATO; NOT FOUND; 5MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

273467; LORATADINA; LORATADINA; LORATADINA; 1MG/ML. XAROPE; NO_ACR; FRASCO; 60.00 ML

273471; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 1MG + 12MG/ML. XAROPE; NO_ACR; FRASCO; 60.00 ML

328810; LAMIVUDINA; LAMIVUDINA; LAMIVUDINA; 10 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 240.00 ML

273467; LORATADINA; LORATADINA; LORATADINA; 1MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML

305257; LEUPRORRELINA ACETATO; LEUPRORRELINA ACETATO; NOT FOUND; 3.75 MG. PO LIOFILO P/INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

332985; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 100.00 ML

425984; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 20 MG; NO_ACR; CÃPSULA; 0

347997; LOPERAMIDA CLORIDRATO; LOPERAMIDA CLORIDRATO; NOT FOUND; 0.2 MG. ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; CÃPSULA; 0

269850; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:50.000. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

272809; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 100 MG; NO_ACR; COMPRIMIDO; 0

269842; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

299656; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA AO CLORETO DE BENZALCONIO. 2% + 0.13%. SPRAY; NO_ACR; BISNAGA; 30.00 G

305258; LEUPRORRELINA ACETATO; LEUPRORRELINA ACETATO; NOT FOUND; 7.5 MG. PO LIOFILO P/INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

305261; LEUPRORRELINA ACETATO; LEUPRORRELINA ACETATO; NOT FOUND; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 2.80 ML

305261; LEUPRORRELINA ACETATO; LEUPRORRELINA ACETATO; NOT FOUND; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

269843; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; NO_ACR; BISNAGA; 20.00 G

268956; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; 0.75 MG; NO_ACR; UNIDADE; 0

269851; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:100.000. INJETAVEL; NO_ACR; BISNAGA; 20.00 G

269851; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:100.000. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

272789; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; ASSOCIADO A ETINILESTRADIOL. 0.15MG + 0.03MG. BLISTER CALENDARIO COM 21 COMPRIMIDOS; NO_ACR; COMPRIMIDO; 0

280627; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.25% S/VASOCONSTRITOR. INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

273264; LOPERAMIDA CLORIDRATO; LOPERAMIDA CLORIDRATO; NOT FOUND; 2MG; NO_ACR; CÃPSULA; 0

393738; LEVODROPROPIZINA; LEVODROPROPIZINA; LEVODROPROPIZINA; 60 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 15.00 ML

272229; LERCANIDIPINO; LERCANIDIPINO; LERCANIDIPINO; 10 MG; NO_ACR; COMPRIMIDO; 0

274811; LISINA CLONIXINATO; LISINA CLONIXINATO; NOT FOUND; 125 MG; NO_ACR; COMPRIMIDO; 0

310761; LARONIDASE; LARONIDASE; LARONIDASE; 0.58 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; DRÃGEA; 0

294094; LATANOPROSTA; LATANOPROSTA; LATANOPROSTA; ASSOCIADO COM TIMOLOL. 50 MCG + 5 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML

294417; LATANOPROSTA; LATANOPROSTA; LATANOPROSTA; 50 MCG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML

269851; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:100.000. INJETAVEL; NO_ACR; SERINGA; 10.00 G

269846; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; NO_ACR; AMPOLA; 2.00 ML

416399; LANOLINA; LANOLINA; LANOLINA; A 2.5%. POMADA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; BISNAGA; 3.50 G

270788; LOSARTANA POTÃSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 50MG + 12.5MG; NO_ACR; COMPRIMIDO; 0

269852; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:200.000. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

383750; LACTULOSE; LACTULOSE; LACTULOSE; 667 MG/ML. XAROPE; NO_ACR; FRASCO; 120.00 ML

273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0

269842; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; NO_ACR; BISNAGA; 20.00 G

268345; LAMIVUDINA; LAMIVUDINA; LAMIVUDINA; 150 MG; NO_ACR; COMPRIMIDO; 0

268856; LOSARTANA POTÃSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG; NO_ACR; COMPRIMIDO; 0

300259; LEVODROPROPIZINA; LEVODROPROPIZINA; LEVODROPROPIZINA; 30 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 120.00 ML

268129; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 100 MG; NO_ACR; FRASCO; 20.00 ML

269846; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; NO_ACR; BISNAGA; 10.00 G

364816; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 25 MG; NO_ACR; CÃPSULA; 0

305264; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA BITARTARATO. 0.5% + 9.1MCG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

404603; LANREOTIDA ACETATO; LANREOTIDA ACETATO; NOT FOUND; 200 MG/ML. SOLUCAO INJETAVEL. SERINGA PREENCHIDA COM 0.3ML; NO_ACR; SERINGA; 0

269847; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 5%. POMADA; NO_ACR; BISNAGA; 10.00 G

269846; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; NO_ACR; BISNAGA; 5.00 G

273412; LINEZOLIDA; LINEZOLIDA; LINEZOLIDA; 600 MG; NO_ACR; BOLSA; 300.00 ML

365048; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 10 MG; NO_ACR; CÃPSULA; 0

269845; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 10%. SPRAY; NO_ACR; FRASCO; 50.00 ML

269843; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

271168; LISINOPRIL; LISINOPRIL; LISINOPRIL; 10 MG; NO_ACR; COMPRIMIDO; 0

280627; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.25% S/VASOCONSTRITOR. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

347997; LOPERAMIDA CLORIDRATO; LOPERAMIDA CLORIDRATO; NOT FOUND; 0.2 MG. ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; COMPRIMIDO; 0

268129; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 100 MG; NO_ACR; COMPRIMIDO; 0

311423; LISOZIMA; LISOZIMA; LISOZIMA; LACTOFERRINA. LACTOPEROXIDASE. GLICOSE OXIDASE. C/ XILITOL. S/ ALCOOL E SACARINA. SOLUCAO BUCAL; NO_ACR; BISNAGA; 40.00 G

342616; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 20 MG + 0.4 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0

342616; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 20 MG + 0.4 MG/ML. SOLUCAO INJETAVEL; NO_ACR; TUBETE; 1.80 ML

270126; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A BENSERAZIDA. 200MG + 50MG; NO_ACR; CÃPSULA; 0

295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0

268956; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; 0.75 MG; NO_ACR; BLISTER; 0

268128; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 25 MG; NO_ACR; AMPOLA; 5.00 ML

272302; LISOZIMA; LISOZIMA; LISOZIMA; 20MG/G. POMADA; NO_ACR; BISNAGA; 20.00 G

407531; LIRAGLUTIDA; LIRAGLUTIDA; LIRAGLUTIDA; 6 MG/ML. SOLUCAO INJETAVEL. SISTEMA APLICACAO MULTIDOSE C/3ML. PREENCHIDO E DESCARTAVEL; NO_ACR; UNIDADE; 0

305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; FRASCO; 20.00 ML

268609; LEVOSIMENDANA; LEVOSIMENDANA; LEVOSIMENDANA; 2.5 MG/ML. INJETAVEL; NO_ACR; FRASCO; 10.00 ML

269848; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

404605; LANREOTIDA ACETATO; LANREOTIDA ACETATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL. SERINGA PREENCHIDA COM 0.3ML; NO_ACR; SERINGA; 0

295856; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; 52 MG. SISTEMA INTRA-UTERINO. COM INSERTOR; NO_ACR; UNIDADE; 0

332985; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

269845; LIDOCAÃNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 10%. SPRAY; NO_ACR; BISNAGA; 30.00 G

270787; LOSARTANA POTÃSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 12.5 MG; NO_ACR; COMPRIMIDO; 0

305253; LENOGRASTIM; LENOGRASTIM; LENOGRASTIM; 263 MCG. 33.6MUI. PO LIOFILO P/INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

310212; LISOZIMA; LISOZIMA; LISOZIMA; + LACTOFERRINA + LACTOPEROXIDASE + GLICOSE OXIDASE. C/ XILITOL. S/ ALCOOL E SACARINA. GEL UMIDIFICANTE ORAL; NO_ACR; BISNAGA; 42.00 G

