528527711111116, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 100 (EMB HOSP), PZ8
528524403165113, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CX 200 BG AL X 15 G (EMB HOSP), PZ8
528505001138115, SULFATO DE TERBUTALINA, SULFATO TERBUTALINA, SULFATO TERBUTALINA, 0.3MG/ML XPE CT FR VD AMB X 100ML C/ CP MED, PZ8
528523902133111, SULFATO DE TERBUTALINA+GUAIFENESINA, SULFATO TERBUTALINA GUAIFENESINA, NOT FOUND, 0.3 MG/ML + 13.3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED, PZ8
528504705115416, SIOCONAZOL, SIOCONAZOL, NOT FOUND, 200 MG COM BL AL PLAS INC X 500 (EMB HOSP), PZ8
528504701111416, SIOCONAZOL, SIOCONAZOL, NOT FOUND, 200 MG COM CX 30 BL AL PLAS INC X 10 (EMB HOSP), PZ8
528525005112115, SIMETICONA, SIMETICONA, SIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, PZ8
528525006119113, SIMETICONA, SIMETICONA, SIMETICONA, 40 MG COM CT BL AL PLAS INC X 200 (EMB MULT), PZ8
528525007115111, SIMETICONA, SIMETICONA, SIMETICONA, 40 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528525001133118, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CT FR PLAS OPC GOT X 10 ML, PZ8
528525002131119, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CT FR PLAS OPC GOT X 15 ML, PZ8
528525003136114, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP), PZ8
528525004132112, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CX 200 FR PLAS OPC GOT X 15 ML (EMB HOSP), PZ8
528527711111116, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 100 (EMB HOSP), PZ8
528527702112113, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 2 , PZ8
528527714110110, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 200 (EMB FRAC), PZ8
528527703119111, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 4 , PZ8
528527704115111, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 40 (EMB HOSP) , PZ8
528527705111118, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 80 (EMB HOSP) , PZ8
528527706118116, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 160 (EMB HOSP), PZ8
528527701116115, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP) , PZ8
528527707114114, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 4 , PZ8
528527713114112, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 400 (EMB FRAC), PZ8
528527709117110, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 8 , PZ8
528527710115118, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 80 (EMB HOSP) , PZ8
528504801165119, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM 50 BG AL X 50 G (EMB HOSP), PZ8
528504803168115, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM BG AL X 50 G, PZ8
528504805160111, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM CT BG AL X 30 G, PZ8
528504806167111, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM CX PT X 400 G (EMB HOSP), PZ8
528504808161119, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/ G CREM VAG CT BG AL X 30 G + 6 APLIC, PZ8
528504811160111, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM DERM CT BG AL X 120 G, PZ8
528504812167118, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP), PZ8
528529901112111, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 400 MG + 80 MG COM CT BL AL PLAS INC X 20 , PZ8
528529902119118, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 400 MG + 80 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), PZ8
528529903115116, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 400 MG + 80 MG COM CT BL AL PLAS INC X 400 (EMB HOSP), PZ8
528529904111114, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 800 MG + 160 MG COM CT BL AL PLAS INC X 10, PZ8
528529905118112, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 800 MG + 160 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), PZ8
528529906114110, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 800 MG + 160 MG COM CT BL AL PLAS INC X 400 (EMB HOSP), PZ8
528527802168110, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 10G, PZ8
528527803164119, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 15 G, PZ8
528527801161112, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 20G, PZ8
528527804160117, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 50G, PZ8
528527805167115, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CX 100 BG AL X 10 G (EMB HOSP), PZ8
528524401162117, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G, PZ8
528524402169115, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CT BG AL X 50 G, PZ8
528524406164118, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CX 200 BG AL X 10 G (EMB HOSP), PZ8
528524403165113, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CX 200 BG AL X 15 G (EMB HOSP), PZ8
528504911130115, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED, PZ8
528504912137113, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, PZ8
528504913133111, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR PLAS OPC X 100 ML + 50 CP MED (EMB HOSP), PZ8
528504914131112, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 CP MED (EMB HOSP), PZ8
528504915136118, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR VD AMB X 100 ML + 50 CP MED (EMB HOSP), PZ8
528504916132116, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR VD AMB X 120 ML + 50 CP MED (EMB HOSP), PZ8
528505001138115, SULFATO DE TERBUTALINA, SULFATO TERBUTALINA, SULFATO TERBUTALINA, 0.3MG/ML XPE CT FR VD AMB X 100ML C/ CP MED, PZ8
528523902133111, SULFATO DE TERBUTALINA+GUAIFENESINA, SULFATO TERBUTALINA GUAIFENESINA, NOT FOUND, 0.3 MG/ML + 13.3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED, PZ8
528504705115416, SIOCONAZOL, SIOCONAZOL, NOT FOUND, 200 MG COM BL AL PLAS INC X 500 (EMB HOSP), PZ8
528504701111416, SIOCONAZOL, SIOCONAZOL, NOT FOUND, 200 MG COM CX 30 BL AL PLAS INC X 10 (EMB HOSP), PZ8
528525005112115, SIMETICONA, SIMETICONA, SIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, PZ8
528525006119113, SIMETICONA, SIMETICONA, SIMETICONA, 40 MG COM CT BL AL PLAS INC X 200 (EMB MULT), PZ8
528525007115111, SIMETICONA, SIMETICONA, SIMETICONA, 40 MG COM CT BL AL PLAS INC X 600 (EMB HOSP), PZ8
528525001133118, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CT FR PLAS OPC GOT X 10 ML, PZ8
528525002131119, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CT FR PLAS OPC GOT X 15 ML, PZ8
528525003136114, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP), PZ8
528525004132112, SIMETICONA, SIMETICONA, SIMETICONA, 75 MG/ML EMUL OR CX 200 FR PLAS OPC GOT X 15 ML (EMB HOSP), PZ8
528527711111116, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 100 (EMB HOSP), PZ8
528527702112113, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 2 , PZ8
528527714110110, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 200 (EMB FRAC), PZ8
528527703119111, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 4 , PZ8
528527704115111, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 40 (EMB HOSP) , PZ8
528527705111118, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 1000 MG COM REV CT BL AL PLAS INC X 80 (EMB HOSP) , PZ8
528527706118116, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 160 (EMB HOSP), PZ8
528527701116115, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP) , PZ8
528527707114114, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 4 , PZ8
528527713114112, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 400 (EMB FRAC), PZ8
528527709117110, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 8 , PZ8
528527710115118, SECNIDAZOL, SECNIDAZOL, SECNIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 80 (EMB HOSP) , PZ8
528504801165119, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM 50 BG AL X 50 G (EMB HOSP), PZ8
528504803168115, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM BG AL X 50 G, PZ8
528504805160111, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM CT BG AL X 30 G, PZ8
528504806167111, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM CX PT X 400 G (EMB HOSP), PZ8
528504808161119, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/ G CREM VAG CT BG AL X 30 G + 6 APLIC, PZ8
528504811160111, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM DERM CT BG AL X 120 G, PZ8
528504812167118, SULFADIAZINA DE PRATA, SULFADIAZINA PRATA, SULFADIAZINA PRATA, 10 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP), PZ8
528529901112111, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 400 MG + 80 MG COM CT BL AL PLAS INC X 20 , PZ8
528529902119118, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 400 MG + 80 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), PZ8
528529903115116, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 400 MG + 80 MG COM CT BL AL PLAS INC X 400 (EMB HOSP), PZ8
528529904111114, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 800 MG + 160 MG COM CT BL AL PLAS INC X 10, PZ8
528529905118112, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 800 MG + 160 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), PZ8
528529906114110, SULFAMETOXAZOL + TRIMETOPRIMA, SULFAMETOXAZOL TRIMETOPRIMA, NOT FOUND, 800 MG + 160 MG COM CT BL AL PLAS INC X 400 (EMB HOSP), PZ8
528527802168110, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 10G, PZ8
528527803164119, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 15 G, PZ8
528527801161112, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 20G, PZ8
528527804160117, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CT BG AL X 50G, PZ8
528527805167115, SULFATO DE NEOMICINA, SULFATO NEOMICINA, SULFATO NEOMICINA, 3.5 MG/G POM DERM CX 100 BG AL X 10 G (EMB HOSP), PZ8
528524401162117, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G, PZ8
528524402169115, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CT BG AL X 50 G, PZ8
528524406164118, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CX 200 BG AL X 10 G (EMB HOSP), PZ8
528524403165113, SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA, SULFATO NEOMICINA BACITRACINA ZINCICA, NOT FOUND, 5 MG/G + 250 UI/G POM DERM CX 200 BG AL X 15 G (EMB HOSP), PZ8
528504911130115, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED, PZ8
528504912137113, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, PZ8
528504913133111, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR PLAS OPC X 100 ML + 50 CP MED (EMB HOSP), PZ8
528504914131112, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 CP MED (EMB HOSP), PZ8
528504915136118, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR VD AMB X 100 ML + 50 CP MED (EMB HOSP), PZ8
528504916132116, SULFATO DE SALBUTAMOL, SULFATO SALBUTAMOL, SULFATO SALBUTAMOL, 0.4 MG/ML XPE CX 50 FR VD AMB X 120 ML + 50 CP MED (EMB HOSP), PZ8
528505001138115, SULFATO DE TERBUTALINA, SULFATO TERBUTALINA, SULFATO TERBUTALINA, 0.3MG/ML XPE CT FR VD AMB X 100ML C/ CP MED, PZ8
528523902133111, SULFATO DE TERBUTALINA+GUAIFENESINA, SULFATO TERBUTALINA GUAIFENESINA, NOT FOUND, 0.3 MG/ML + 13.3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED, PZ8
