508017401132117, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, CT C/ FR 120ML 25 MG/5 ML XPE INFANTIL, EUF
508018801118111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS LEIT X 20, EUF
508018802114118, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.50 MG COMP CT BL AL PLAST LEIT X 20, EUF
508018803110116, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COMP CT BL AL PLAST LEIT X 20, EUF
508022404111419, AMATO, AMATO, NOT FOUND, 100 MG COM REV CT BL AL AL X 12, EUF
508022401110411, AMATO, AMATO, NOT FOUND, 100 MG COM REVE CT BL AL AL X 60, EUF
508022405116414, AMATO, AMATO, NOT FOUND, 25 MG COM REV CT BL AL AL X 12, EUF
508022402117411, AMATO, AMATO, NOT FOUND, 25 MG COM REVE CT BL AL AL X 60, EUF
508022406112412, AMATO, AMATO, NOT FOUND, 50 MG COM REV CT BL AL AL X 12, EUF
508022403113418, AMATO, AMATO, NOT FOUND, 50 MG COM REVE CT BL AL AL X 60, EUF
508000305151111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 250 MG. /5 ML CT FR VD AMB X 150 ML, EUF
508000306131112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG /5 ML CT FR VD AMB X 150 ML, EUF
508000301113116, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG. GEL DURA CT BL AL PL INC X 15 CAPS, EUF
508000302111117, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG. GEL DURA CT BL AL PL INC X 21 CAPS, EUF
508000303116112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG. GEL DURA CT BL AL PL INC X 30 CAPS, EUF
508000308134119, AMOXICILINA, AMOXICILINA, AMOXICILINA, CT C/ 1 FR 100ML + 1 DOSADOR SUSP 200MG/4ML, EUF
508000307138110, AMOXICILINA, AMOXICILINA, AMOXICILINA, CT C/ 1 FR 100ML + 1 DOSADOR SUSP 400MG/5ML, EUF
508000309114111, AMOXICILINA, AMOXICILINA, AMOXICILINA, CT C/ 14 COMP 875 MG, EUF
508000304139116, AMOXICILINA, AMOXICILINA, AMOXICILINA, SUSP.125 MG. /5 ML CT FR VD AMB X 150 ML, EUF
508000205114115, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 12, EUF
508000206110113, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 14, EUF
508000207117111, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 20, EUF
508000204150118, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, DE POTASSIO 1G CT C/ 10 FA, EUF
508017803133118, AMPICILINA, AMPICILINA, AMPICILINA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML + COL MED , EUF
508017804131119, AMPICILINA, AMPICILINA, AMPICILINA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML + CP MED , EUF
508017801114116, AMPICILINA, AMPICILINA, AMPICILINA, CT C/ 1 BL X 12 500MG, EUF
508017802110114, AMPICILINA, AMPICILINA, AMPICILINA, CT C/ 3 BL X 6 500MG, EUF
508000409151116, AMPLACILINA, AMPLACILINA, NOT FOUND, 1 G PO INJ CX 25 FA VD INC + AMP PLAS DIL X 3 ML, EUF
508000406152316, AMPLACILINA, AMPLACILINA, NOT FOUND, 1G FR AMP, EUF
508000403137316, AMPLACILINA, AMPLACILINA, NOT FOUND, 250 MG FR C/ 60 ML, EUF
508000402130318, AMPLACILINA, AMPLACILINA, NOT FOUND, 50 MG/ML SUS OR CT FR VD AMB X 140 ML + SER X 10 ML, EUF
508000404117319, AMPLACILINA, AMPLACILINA, NOT FOUND, 500 MG CT C/ 12 CAPS, EUF
508000405156318, AMPLACILINA, AMPLACILINA, NOT FOUND, 500 MG FR AMP, EUF
508000408155312, AMPLACILINA, AMPLACILINA, NOT FOUND, CX C/ 25 FA + DIL 3ML INJ 1G, EUF
508000407159314, AMPLACILINA, AMPLACILINA, NOT FOUND, CX C/ 25 FA+ DIL 2ML 500 MG, EUF
508020401113112, ANASTROZOL, ANASTROZOL, ANASTROZOL, 1 MG COM REV CT BL AL PLAS INC X 28, EUF
508020402111113, ANASTROZOL, ANASTROZOL, ANASTROZOL, 1 MG COM REV CT BL AL PLAS INC X 30, EUF
508021101113417, ANATEN, ANATEN, NOT FOUND, 5.0 MG + 25 MG CAP GEL DURA CT BL AL PLAS INC X 30, EUF
508021102111418, ANATEN, ANATEN, NOT FOUND, 5.0 MG + 50 MG CAP GEL DURA CT BL AL PLAS INC X 30, EUF
508000502178411, ANDOLBA, ANDOLBA, NOT FOUND, AER TOP CT TB AL X 18 G, EUF
508000501171411, ANDOLBA, ANDOLBA, NOT FOUND, TB DE 43 GR, EUF
508023702157415, ANESYN, ANESYN, NOT FOUND, 10 MG/ML SOL INJ CT 5 AMP VD INC X 20 ML, EUF
508023701150417, ANESYN, ANESYN, NOT FOUND, 7.5 MG/ML SOL INJ CT 5 AMP VD INC X 20 ML, EUF
508023601172419, ARRIF, ARRIF, NOT FOUND, 10 MG/ML SOL TOP SPR CT FR VD AMB X 20 ML, EUF
508014203119411, ASSERT, ASSERT, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 20, EUF
508014205111418, ASSERT, ASSERT, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 14, EUF
508014206118416, ASSERT, ASSERT, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 7, EUF
508014202112413, ASSERT, ASSERT, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 10, EUF
508014204115411, ASSERT, ASSERT, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 28, EUF
508014201116415, ASSERT, ASSERT, NOT FOUND, CT C/ 20 CP 50 MG, EUF
508000708132415, ASTRO, ASTRO, NOT FOUND, 1500 MG PO SUS OR FR PLAS OPC + FLAC VD AMB SOL DIL X 22 ML + SER DOS, EUF
508000709139413, ASTRO, ASTRO, NOT FOUND, 1500 MG PO SUS OR FR PLAS OPC + FR VD AMB SOL DIL X 22 ML + SER DOS, EUF
508000701111412, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 2, EUF
508000704110417, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 5, EUF
508000706113413, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 60, EUF
508000705117415, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 9, EUF
508000702134416, ASTRO, ASTRO, NOT FOUND, 600 MG PO SUS FR+DIL X 9 ML, EUF
508000707136417, ASTRO, ASTRO, NOT FOUND, 900 MG PO SUS OR FR PLAS OPC + FLAC SOL DIL X 12 ML + SER DOS, EUF
508000703114419, ASTRO, ASTRO, NOT FOUND, CT C/ 3 COMP 500MG, EUF
508022901113118, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 28, EUF
508022903116114, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, EUF
508022902111119, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 28, EUF
508022904112112, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30, EUF
508019501118414, ATMOS, ATMOS, NOT FOUND, 2.5 MG + 10 MG CAP GEL DURA X 30, EUF
508019502114412, ATMOS, ATMOS, NOT FOUND, 5 MG + 10 MG CAP GEL DURA CT STR X 30, EUF
508019503110410, ATMOS, ATMOS, NOT FOUND, 5 MG + 20 MG CAP GEL DURA CT STR X 30, EUF
508018904111118, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 5, EUF
508018903115111, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC), EUF
508018902119111, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAST INC X 2, EUF
508018901112113, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REVV CT BL AL PLAS INC X 3, EUF
508000803151111, AZTREONAM, AZTREONAM, AZTREONAM, 0.5G PO SOL INJ CT 10 FA VD INC +10 DIL AMP PLAS 3ML, EUF
508000804158111, AZTREONAM, AZTREONAM, AZTREONAM, 1 G PO LIOF SOL INJ CT 10 FA VD INC + 10 DIL AMP PLAST 3 ML, EUF
508000805154118, AZTREONAM, AZTREONAM, AZTREONAM, 2 G PO PREP EXT INJ CT 10 FA VD INC, EUF
508017401132117, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 25 MG/ 5 ML XPE INFANTIL FR 120ML, EUF
508017402139115, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 50 MG/ 5 ML XPE ADULTO FR 120 ML, EUF
508017501161119, ACET TRIANC+GRAM+NEOM+NIST, ACET TRIANC GRAM NEOM NIST, NOT FOUND, CT C/ BISN 30G CR, EUF
508017502168117, ACET TRIANC+GRAM+NEOM+NIST, ACET TRIANC GRAM NEOM NIST, NOT FOUND, CT C/ BISN 30G POM, EUF
508017605153112, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, CT C/ 5 AMP X 3ML 100MG/ML, EUF
508000102153118, ACICLOVIR, ACICLOVIR, ACICLOVIR, 250 MG PO LIOF P/ SOL INJ IV CT 50 FA VD INC X 25 ML (EMB HOSP) , EUF
508000101157111, ACICLOVIR, ACICLOVIR, ACICLOVIR, CT C/ 5 FR AMP, EUF
508028002153116, ÁCIDO ZOLEDRÔNICO, ACIDO ZOLEDRONICO, ACIDO ZOLEDRONICO MONOIDRATADO, 4 MG SOL INJ IV CT 04 FA AMP PLAS INC X 5 ML, EUF
508028003151117, ÁCIDO ZOLEDRÔNICO, ACIDO ZOLEDRONICO, ACIDO ZOLEDRONICO MONOIDRATADO, 4 MG SOL INJ IV CT 10 FA AMP PLAS INC X 5 ML, EUF
508028001157118, ÁCIDO ZOLEDRÔNICO, ACIDO ZOLEDRONICO, ACIDO ZOLEDRONICO MONOIDRATADO, 4 MG SOL INJ IV CT FA AMP PLAS INC X 5 ML, EUF
508025404137412, AIRES, AIRES, NOT FOUND, 120 MG/G GRAN CT 08 SACH PAPEL AL POLIET X 5 G, EUF
508025405133410, AIRES, AIRES, NOT FOUND, 20 MG/G GRAN CT 08 SACH PAPEL AL POLIET X 5 G, EUF
508025406131411, AIRES, AIRES, NOT FOUND, 40 MG/G GRAN CT 08 SACH PAPEL AL POLIET X 5 G, EUF
508017703139416, ALERGO FILINAL, ALERGO FILINAL, NOT FOUND, 2.5 MG + 0.220 MG + 20.0 MG +6.6 MG / ML XPE CT 1 FR VD AMB X 120 ML, EUF
508017701136411, ALERGO FILINAL, ALERGO FILINAL, NOT FOUND, CT C/ FR X 100 ML ADULTO, EUF
508017702132418, ALERGO FILINAL, ALERGO FILINAL, NOT FOUND, CT C/ FR X 50 ML INFANTIL, EUF
508025101150110, ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL, ALGESTONA ACETOFENIDA ENANTATO ESTRADIOL, NOT FOUND, 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML, EUF
508018801118111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS LEIT X 20, EUF
508018802114118, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.50 MG COMP CT BL AL PLAST LEIT X 20, EUF
508018803110116, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COMP CT BL AL PLAST LEIT X 20, EUF
508022404111419, AMATO, AMATO, NOT FOUND, 100 MG COM REV CT BL AL AL X 12, EUF
508022401110411, AMATO, AMATO, NOT FOUND, 100 MG COM REVE CT BL AL AL X 60, EUF
508022405116414, AMATO, AMATO, NOT FOUND, 25 MG COM REV CT BL AL AL X 12, EUF
508022402117411, AMATO, AMATO, NOT FOUND, 25 MG COM REVE CT BL AL AL X 60, EUF
508022406112412, AMATO, AMATO, NOT FOUND, 50 MG COM REV CT BL AL AL X 12, EUF
508022403113418, AMATO, AMATO, NOT FOUND, 50 MG COM REVE CT BL AL AL X 60, EUF
508000305151111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 250 MG. /5 ML CT FR VD AMB X 150 ML, EUF
508000306131112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG /5 ML CT FR VD AMB X 150 ML, EUF
508000301113116, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG. GEL DURA CT BL AL PL INC X 15 CAPS, EUF
508000302111117, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG. GEL DURA CT BL AL PL INC X 21 CAPS, EUF
508000303116112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG. GEL DURA CT BL AL PL INC X 30 CAPS, EUF
508000308134119, AMOXICILINA, AMOXICILINA, AMOXICILINA, CT C/ 1 FR 100ML + 1 DOSADOR SUSP 200MG/4ML, EUF
508000307138110, AMOXICILINA, AMOXICILINA, AMOXICILINA, CT C/ 1 FR 100ML + 1 DOSADOR SUSP 400MG/5ML, EUF
508000309114111, AMOXICILINA, AMOXICILINA, AMOXICILINA, CT C/ 14 COMP 875 MG, EUF
508000304139116, AMOXICILINA, AMOXICILINA, AMOXICILINA, SUSP.125 MG. /5 ML CT FR VD AMB X 150 ML, EUF
508000205114115, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 12, EUF
508000206110113, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 14, EUF
508000207117111, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 20, EUF
508000204150118, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, DE POTASSIO 1G CT C/ 10 FA, EUF
508017803133118, AMPICILINA, AMPICILINA, AMPICILINA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML + COL MED , EUF
508017804131119, AMPICILINA, AMPICILINA, AMPICILINA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML + CP MED , EUF
508017801114116, AMPICILINA, AMPICILINA, AMPICILINA, CT C/ 1 BL X 12 500MG, EUF
508017802110114, AMPICILINA, AMPICILINA, AMPICILINA, CT C/ 3 BL X 6 500MG, EUF
508000409151116, AMPLACILINA, AMPLACILINA, NOT FOUND, 1 G PO INJ CX 25 FA VD INC + AMP PLAS DIL X 3 ML, EUF
508000406152316, AMPLACILINA, AMPLACILINA, NOT FOUND, 1G FR AMP, EUF
508000403137316, AMPLACILINA, AMPLACILINA, NOT FOUND, 250 MG FR C/ 60 ML, EUF
508000402130318, AMPLACILINA, AMPLACILINA, NOT FOUND, 50 MG/ML SUS OR CT FR VD AMB X 140 ML + SER X 10 ML, EUF
508000404117319, AMPLACILINA, AMPLACILINA, NOT FOUND, 500 MG CT C/ 12 CAPS, EUF
508000405156318, AMPLACILINA, AMPLACILINA, NOT FOUND, 500 MG FR AMP, EUF
508000408155312, AMPLACILINA, AMPLACILINA, NOT FOUND, CX C/ 25 FA + DIL 3ML INJ 1G, EUF
508000407159314, AMPLACILINA, AMPLACILINA, NOT FOUND, CX C/ 25 FA+ DIL 2ML 500 MG, EUF
508020401113112, ANASTROZOL, ANASTROZOL, ANASTROZOL, 1 MG COM REV CT BL AL PLAS INC X 28, EUF
508020402111113, ANASTROZOL, ANASTROZOL, ANASTROZOL, 1 MG COM REV CT BL AL PLAS INC X 30, EUF
508021101113417, ANATEN, ANATEN, NOT FOUND, 5.0 MG + 25 MG CAP GEL DURA CT BL AL PLAS INC X 30, EUF
508021102111418, ANATEN, ANATEN, NOT FOUND, 5.0 MG + 50 MG CAP GEL DURA CT BL AL PLAS INC X 30, EUF
508000502178411, ANDOLBA, ANDOLBA, NOT FOUND, AER TOP CT TB AL X 18 G, EUF
508000501171411, ANDOLBA, ANDOLBA, NOT FOUND, TB DE 43 GR, EUF
508023702157415, ANESYN, ANESYN, NOT FOUND, 10 MG/ML SOL INJ CT 5 AMP VD INC X 20 ML, EUF
508023701150417, ANESYN, ANESYN, NOT FOUND, 7.5 MG/ML SOL INJ CT 5 AMP VD INC X 20 ML, EUF
508023601172419, ARRIF, ARRIF, NOT FOUND, 10 MG/ML SOL TOP SPR CT FR VD AMB X 20 ML, EUF
508014203119411, ASSERT, ASSERT, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 20, EUF
508014205111418, ASSERT, ASSERT, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 14, EUF
508014206118416, ASSERT, ASSERT, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 7, EUF
508014202112413, ASSERT, ASSERT, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 10, EUF
508014204115411, ASSERT, ASSERT, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 28, EUF
508014201116415, ASSERT, ASSERT, NOT FOUND, CT C/ 20 CP 50 MG, EUF
508000708132415, ASTRO, ASTRO, NOT FOUND, 1500 MG PO SUS OR FR PLAS OPC + FLAC VD AMB SOL DIL X 22 ML + SER DOS, EUF
508000709139413, ASTRO, ASTRO, NOT FOUND, 1500 MG PO SUS OR FR PLAS OPC + FR VD AMB SOL DIL X 22 ML + SER DOS, EUF
508000701111412, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 2, EUF
508000704110417, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 5, EUF
508000706113413, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 60, EUF
508000705117415, ASTRO, ASTRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 9, EUF
508000702134416, ASTRO, ASTRO, NOT FOUND, 600 MG PO SUS FR+DIL X 9 ML, EUF
508000707136417, ASTRO, ASTRO, NOT FOUND, 900 MG PO SUS OR FR PLAS OPC + FLAC SOL DIL X 12 ML + SER DOS, EUF
508000703114419, ASTRO, ASTRO, NOT FOUND, CT C/ 3 COMP 500MG, EUF
508022901113118, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 28, EUF
508022903116114, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, EUF
508022902111119, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 28, EUF
508022904112112, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30, EUF
508019501118414, ATMOS, ATMOS, NOT FOUND, 2.5 MG + 10 MG CAP GEL DURA X 30, EUF
508019502114412, ATMOS, ATMOS, NOT FOUND, 5 MG + 10 MG CAP GEL DURA CT STR X 30, EUF
508019503110410, ATMOS, ATMOS, NOT FOUND, 5 MG + 20 MG CAP GEL DURA CT STR X 30, EUF
508018904111118, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 5, EUF
508018903115111, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC), EUF
508018902119111, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAST INC X 2, EUF
508018901112113, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REVV CT BL AL PLAS INC X 3, EUF
508000803151111, AZTREONAM, AZTREONAM, AZTREONAM, 0.5G PO SOL INJ CT 10 FA VD INC +10 DIL AMP PLAS 3ML, EUF
508000804158111, AZTREONAM, AZTREONAM, AZTREONAM, 1 G PO LIOF SOL INJ CT 10 FA VD INC + 10 DIL AMP PLAST 3 ML, EUF
508000805154118, AZTREONAM, AZTREONAM, AZTREONAM, 2 G PO PREP EXT INJ CT 10 FA VD INC, EUF
508017402139115, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, EUF
508017401132117, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, EUF
508017605153112, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 100 MG/ML SOL INJ CT 5 AMP VD AMB X 3 ML, EUF
508000102153118, ACICLOVIR, ACICLOVIR, ACICLOVIR, 250 MG PO LIOF P/ SOL INJ IV CT 50 FA VD INC X 25 ML (EMB HOSP) , EUF
508000101157111, ACICLOVIR, ACICLOVIR, ACICLOVIR, CT C/ 5 FR AMP, EUF
508028002153116, ÁCIDO ZOLEDRÔNICO, ACIDO ZOLEDRONICO, ACIDO ZOLEDRONICO MONOIDRATADO, 4 MG SOL INJ IV CT 04 FA AMP PLAS INC X 5 ML, EUF
508028003151117, ÁCIDO ZOLEDRÔNICO, ACIDO ZOLEDRONICO, ACIDO ZOLEDRONICO MONOIDRATADO, 4 MG SOL INJ IV CT 10 FA AMP PLAS INC X 5 ML, EUF
508028001157118, ÁCIDO ZOLEDRÔNICO, ACIDO ZOLEDRONICO, ACIDO ZOLEDRONICO MONOIDRATADO, 4 MG SOL INJ IV CT FA AMP PLAS INC X 5 ML, EUF
508025101150110, ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL, ALGESTONA ACETOFENIDA ENANTATO ESTRADIOL, NOT FOUND, 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML, EUF
508018801118111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS LEIT X 20, EUF
508018802114118, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.50 MG COMP CT BL AL PLAST LEIT X 20, EUF
508018803110116, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COMP CT BL AL PLAST LEIT X 20, EUF
508000301113116, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 15 , EUF
508000302111117, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21, EUF
508000303116112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30, EUF
508000309114111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 875 MG COM REV CT 2 STP AL X 7 , EUF
508000304139116, AMOXICILINA, AMOXICILINA, AMOXICILINA, 125 MG/5ML PO P/ SUS OR CT FR VD AMB X 150 ML + CP MED, EUF
508000308134119, AMOXICILINA, AMOXICILINA, AMOXICILINA, 200 MG/5ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD, EUF
508000305151111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 250 MG/5ML PO P/ SUS OR CT FR VD AMB X 150 ML + CP MED, EUF
508000307138110, AMOXICILINA, AMOXICILINA, AMOXICILINA, 400 MG/5ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD, EUF
508000306131112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG/5ML PO P/ SUS OR CT FR VD AMB X 150 ML + CP MED, EUF
508000204150118, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 1 G + 200 MG PO P/ SOL INJ CT 10 FA VD INC (EMB HOSP), EUF
508000205114115, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 12, EUF
508000206110113, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 14, EUF
508000207117111, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR VD AMB X 20, EUF
508000408155312, AMPLACILINA, AMPLACILINA, NOT FOUND, 1 G PO INJ CX 25 FA VD INC + DIL X 3 ML&nbsp;01, EUF
508000406152316, AMPLACILINA, AMPLACILINA, NOT FOUND, 1G FR AMP, EUF
508017803133118, AMPICILINA, AMPICILINA, AMPICILINA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML + COL MED , EUF
508017804131119, AMPICILINA, AMPICILINA, AMPICILINA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML + CP MED , EUF
508000402130318, AMPLACILINA, AMPLACILINA, NOT FOUND, 50 MG/ML SUS OR CT FR VD AMB X 140 ML + SER X 10 ML, EUF
508000403137316, AMPLACILINA, AMPLACILINA, NOT FOUND, 50 MG/ML SUS OR CT FR VD AMB X 60 ML, EUF
508000404117319, AMPLACILINA, AMPLACILINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12, EUF
508017801114116, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12 , EUF
508017802110114, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 18, EUF
508000405156318, AMPLACILINA, AMPLACILINA, NOT FOUND, 500 MG PO INJ CT FA VD INC + DIL X 2 ML, EUF
508000407159314, AMPLACILINA, AMPLACILINA, NOT FOUND, 500 MG PO INJ CX 25 FA VD INC + DIL X 2 ML , EUF
508000409151116, AMPLACILINA, AMPLACILINA, NOT FOUND, 1 G PO INJ CX 25 FA VD INC + AMP PLAS DIL X 3 ML, EUF
508020401113112, ANASTROZOL, ANASTROZOL, ANASTROZOL, 1 MG COM REV CT BL AL PLAS INC X 28, EUF
508020402111113, ANASTROZOL, ANASTROZOL, ANASTROZOL, 1 MG COM REV CT BL AL PLAS INC X 30, EUF
508022901113118, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 28, EUF
508022903116114, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, EUF
508022902111119, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 28, EUF
508022904112112, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30, EUF
