510005601133416; FURP-DESMOPRESSINA; FURP DESMOPRESSINA; NOT FOUND; 0.1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN; NO_ACR
510000201110418; FURP-ÁCIDO ACETILSALICÍLICO; FURP ACIDO ACETILSALICILICO; NOT FOUND; 100 MG COM CX 25 BL AL PLAS INC X 20 (EMB.HOSP); NO_ACR
509400801111415; FONTO-VIT C; FONTO VIT C; NOT FOUND; FR C/30 COMP REV 1000 MG; NO_ACR
509400802118413; FONTO-VIT C; FONTO VIT C; NOT FOUND; FR C/50 COMP REV 500 MG; NO_ACR
502402002138418; FOLACIN; FOLACIN; NOT FOUND; 0.2 MG/ML SOL OR CT FR VD CGT X 30 ML; NO_ACR
502402004130414; FOLACIN; FOLACIN; NOT FOUND; 0.2 MG/ML SOL OR CT FR GOT PLAS AMB X 30 ML; NO_ACR
502402005137412; FOLACIN; FOLACIN; NOT FOUND; 0.2 MG/ML SOL OR CT FR GOT VD AMB X 30 ML; NO_ACR
502402006133410; FOLACIN; FOLACIN; NOT FOUND; 0.4 MG/ML SOL OR CT FR PLAS AMB X 100 ML; NO_ACR
502402007131411; FOLACIN; FOLACIN; NOT FOUND; 0.4 MG/ML SOL OR CT FR VD AMB X 100 ML; NO_ACR
502402010130412; FOLACIN; FOLACIN; NOT FOUND; 0.4 MG/ML SOL OR CT FR PLAS AMB X 30 ML; NO_ACR
502402008111414; FOLACIN; FOLACIN; NOT FOUND; 5 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
502402009116411; FOLACIN; FOLACIN; NOT FOUND; 5 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
509900201113419; FUNED-ÁCIDO FÓLICO; FUNED ACIDO FOLICO; NOT FOUND; 5 MG COM CX 50 ENV KRAFT POLIET X 10; NO_ACR
502413020021003; FOLACIN; FOLACIN; NOT FOUND; 5 MG COM REV CT BL AL PLAS TRANS X 8; NO_ACR
