520733801133414, DILABRONCO, DILABRONCO, NOT FOUND, 10 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED, NO_ACR
526122702110113, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 1OO MG COM REV DESINT LENTA CT BL AL PLAS INC X 10, NO_ACR
507710206118110, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 100MG COM REV DESINT LENTA CT BL AL PLAS INC X 10  , NO_ACR
507710205111112, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 100MG COM REV DESINT LENTA CT BL AL PLAS INC X 20, NO_ACR
508300801154414, DICLOFARMA, DICLOFARMA, NOT FOUND, 75 MG/3ML SOL INJ CX 50 AMP VD INC X 3 ML, NO_ACR
508300802150412, DICLOFARMA, DICLOFARMA, NOT FOUND, 25 MG/ML SOL INJ CX 5 AMP VD INC X 3 ML, NO_ACR
508300803157410, DICLOFARMA, DICLOFARMA, NOT FOUND, 75 MG/3ML SOL INJ CX 100 AMP VD INC X 3 ML, NO_ACR
526122703117111, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 50 MG COM REV LIB RETARD CT BL AL PLAS INC X 20, NO_ACR
507710207114119, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 50 MG COM REV LIB RETARD CT BL AL PLAS INC X 20, NO_ACR
528502203112414, DICLONATRIUM, DICLONATRIUM, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 400 (EMB HOSP), NO_ACR
528502202116416, DICLONATRIUM, DICLONATRIUM, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
542114040001506, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 16 MG COM CT BL AL PLAS TRANS X 30, NO_ACR
521112050054506, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 16 MG COM CT BL AL PLAS INC X 30, NO_ACR
500512050042906, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 16 MG COM CT BL AL PLAS INC X 30, NO_ACR
508014010102006, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 16 MG COM CT BL AL PLAS TRANS X 30, NO_ACR
508014010102106, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 16 MG COM CT BL AL PLAS TRANS X 60, NO_ACR
529912030037706, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL/AL X 10, NO_ACR
529912030037806, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL/AL X 20, NO_ACR
521112050054606, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL PLAS INC X 30, NO_ACR
500512050043006, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL PLAS INC X 30, NO_ACR
508014010102206, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL PLAS TRANS X 30, NO_ACR
529912030037506, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL/AL X 30, NO_ACR
508014010102306, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL PLAS TRANS X 60, NO_ACR
529912030037606, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 24 MG COM CT BL AL/AL X 60, NO_ACR
521112050054406, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 8 MG COM CT BL AL PLAS INC X 30, NO_ACR
500512050042806, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 8 MG COM CT BL AL PLAS INC X 30, NO_ACR
508014010101906, DICLORIDRATO DE BETAISTINA, DICLORIDRATO BETAISTINA, DICLORIDRATO BETAISTINA, 8 MG COM CT BL AL PLAS TRANS X 30, NO_ACR
525014120108006, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP  MED X 10 ML, NO_ACR
517610301132115, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1MG/ML SOL OR CT FR PLAS AMB 120ML + CP MED, NO_ACR
520729101130112, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED, NO_ACR
528502301130115, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML, NO_ACR
525005001134111, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CT FR VD AMB X 60 ML + CP MED X 10 ML, NO_ACR
528502302137113, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CT FR VD AMB X 80 ML, NO_ACR
528513060122706, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 1 MG/ML SOL OR CX 50 FR VD AMB X 80 ML (EMB HOSP), NO_ACR
525005003110112, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV CT BL AL PLAS INC X 12, NO_ACR
521120602118119, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV CT BL AL PLAS INC X 12, NO_ACR
511503303116115, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV CT BL AL PLAS INC X 12, NO_ACR
525005002114114, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
521120601111110, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV CT BL AL PLAS INC X 6 , NO_ACR
511503304112113, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
512407401135418, DRIXI, DRIXI, NOT FOUND, 2 MG/ML SOL OR CT FR PLAS AMB X 100 ML + SER DOS, NO_ACR
512407402131416, DRIXI, DRIXI, NOT FOUND, 2 MG/ML SOL OR CT FR PLAS AMB X 50 ML + SER DOS, NO_ACR
538814050048906, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 30 , NO_ACR
538814050049006, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 30  , NO_ACR
538814050049106, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 30 , NO_ACR
510015020030806, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP), NO_ACR
510015020030906, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP), NO_ACR
510015020031006, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL PLAS OPC X 60, NO_ACR
510015020031106, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL PLAS OPC X 30, NO_ACR
510015020031206, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 200 (EMB HOSP), NO_ACR
510015020031306, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 100 (EMB HOSP), NO_ACR
510015020031406, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 60, NO_ACR
510015020031506, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 30   , NO_ACR
510015020031606, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP), NO_ACR
510015020031706, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP), NO_ACR
510015020031806, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL PLAS OPC X 60, NO_ACR
510015020031906, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL PLAS OPC X 30, NO_ACR
510015020032006, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 200 (EMB HOSP), NO_ACR
510015020032106, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 100 (EMB HOSP), NO_ACR
510015020032206, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 60, NO_ACR
510015020032306, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 30   , NO_ACR
510015020032406, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP) , NO_ACR
510015020032506, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP) , NO_ACR
510015020032606, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL PLAS OPC X 60, NO_ACR
510015020032706, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL PLAS OPC X 30, NO_ACR
510015020032806, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 200 (EMB HOSP) , NO_ACR
510015020032906, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 100 (EMB HOSP), NO_ACR
510015020033006, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 60, NO_ACR
510015020033106, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 30  , NO_ACR
526114050092406, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 30 , NO_ACR
526114050092506, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 30, NO_ACR
526114050092606, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 30, NO_ACR
541814050007706, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 30   , NO_ACR
541814050007806, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 30   , NO_ACR
525314050042506, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 30 , NO_ACR
525314050042606, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL AL X 30 , NO_ACR
525314050042706, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 30, NO_ACR
506912050024706, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL/AL X 30, NO_ACR
541913090003706, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL AL X 30 , NO_ACR
521112060055106, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL/AL X 30, NO_ACR
500512080046106, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL/AL X 30, NO_ACR
511517101111112, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.125 MG COM CT BL AL/AL X 30, NO_ACR
506912050024806, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL/AL X 30, NO_ACR
541913090003806, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.250 MG COM CT BL AL AL X 30  , NO_ACR
521112060055206, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL/AL X 30, NO_ACR
500512080046206, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.25 MG COM CT BL AL/AL X 30, NO_ACR
511517103114119, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 0.250 MG COM CT BL AL/AL X 30, NO_ACR
506912050024906, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL/AL X 30, NO_ACR
541913090003906, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL AL X 30, NO_ACR
521112060055306, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL/AL X 30, NO_ACR
500512080046306, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL/AL X 30, NO_ACR
511517102118110, DICLORIDRATO DE PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL, 1 MG COM CT BL AL/AL X 30, NO_ACR
500214100033217, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
500214100033307, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
532001001116313, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
532001002112311, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
501600401111311, DESTILBENOL, DESTILBENOL, NOT FOUND, 1 MG COM REV CT 2 BL AL PLAS INC X 25, NO_ACR
505615020040907, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 30, NO_ACR
510602303132318, DIGOXINA, DIGOXINA, DIGOXINA, 0.05 MG/ML ELX PED CT FR VD AMB X 60 ML, NO_ACR
528502403138115, DIGOXINA, DIGOXINA, DIGOXINA, 0.05 MG/ML ELX CT FR VD AMB X 60 ML C/ CGT , NO_ACR
528513070123606, DIGOXINA, DIGOXINA, DIGOXINA, 0.05 MG/ML ELX CT 50 FR VD AMB X 60 ML C/ CGT (EMB HOSP), NO_ACR
521002501117414, DIGOBAL, DIGOBAL, NOT FOUND, 0.125 MG COM CT 2 BL AL PLAS INC X 15, NO_ACR
520724801118114, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 100 (EMB HOSP), NO_ACR
527901501119419, DIGOX, DIGOX, NOT FOUND, 0.25 MG COM CT BL AL PLAS AMB X 20, NO_ACR
527905602114113, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS AMB X 20, NO_ACR
533509102113118, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 24, NO_ACR
519030801111114, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 25, NO_ACR
510602302111317, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 25, NO_ACR
520724802114112, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 30, NO_ACR
521002502113412, DIGOBAL, DIGOBAL, NOT FOUND, 0.25 MG COM CT 2 BL AL PLAS INC X 15, NO_ACR
533509101117111, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 480 (EMB HOSP), NO_ACR
527901502115417, DIGOX, DIGOX, NOT FOUND, 0.25 MG COM CX BL AL PLAS AMB X 500, NO_ACR
527905601118115, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP), NO_ACR
501114090022605, DRAMIN CAPSGEL, DRAMIN CAPSGEL, NOT FOUND, 25MG CAP GEL MOLE CT BL AL PLAS INC X 100 (EMB FRAC), NO_ACR
501100804111316, DRAMIN, DRAMIN, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 20, NO_ACR
538513020020914, DRAMAVIT, DRAMAVIT, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 400 (EMB.HOSP), NO_ACR
501100801110416, DRAMIN, DRAMIN, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 400 (EMB FRAC), NO_ACR
501100802133411, DRAMIN, DRAMIN, NOT FOUND, 2.5 MG/ML SOL OR CT FR PLAS TRANS X 120 ML, NO_ACR
501105201111315, DRAMIN CAPSGEL, DRAMIN CAPSGEL, NOT FOUND, 25 MG CAP GEL MOLE CT BL AL PLAS INC X 10, NO_ACR
501105202118313, DRAMIN CAPSGEL, DRAMIN CAPSGEL, NOT FOUND, 25 MG CAP GEL MOLE CT BL AL PLAS INC X 4, NO_ACR
501112020018705, DRAMIN, DRAMIN, NOT FOUND, 50MG CAP GEL MOLE CT BL AL PLAS INC X 10, NO_ACR
501112020018505, DRAMIN, DRAMIN, NOT FOUND, 50MG CAP GEL MOLE CT BL AL PLAS INC X 100 (EMB FRAC), NO_ACR
501112020018605, DRAMIN, DRAMIN, NOT FOUND, 50MG CAP GEL MOLE CT BL AL PLAS INC X 4 , NO_ACR
524308601156416, DRAMAVIT B6, DRAMAVIT B6, NOT FOUND, 50 MG + 50 MG SOL INJ CT 100 AMP VD INC X 1 ML, NO_ACR
524302902111412, DRAMAVIT, DRAMAVIT, NOT FOUND, B6 C/20 COMPRIMIDOS, NO_ACR
524302901115414, DRAMAVIT, DRAMAVIT, NOT FOUND, 100 MG COM CT 100 BL AL PLAS INC X 4 (EMB.HOSP), NO_ACR
524302903118410, DRAMAVIT, DRAMAVIT, NOT FOUND, B6 GOTAS 20 ML, NO_ACR
502803701150313, DIMERCAPROL, DIMERCAPROL, DIMERCAPROL, 100 MG/ML SOL INJ CX 5 AMP VD INC X 1 ML, NO_ACR
531606302117118, DIMETICONA, DIMETICONA, DIMETICONA, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, NO_ACR
526103902118111, DIMETICONA, DIMETICONA, DIMETICONA, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, NO_ACR
507710502116119, DIMETICONA, DIMETICONA, DIMETICONA, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, NO_ACR
507710603117412, DIMETILIV, DIMETILIV, NOT FOUND, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, NO_ACR
507710602137411, DIMETILIV, DIMETILIV, NOT FOUND, 250 MG/ML EMU. OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
500202801111118, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, NO_ACR
540900101114110, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM CT BL AL PLAS INC X 10  , NO_ACR
538815201116116, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, NO_ACR
526103901111113, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM  CT BL AL PLAS INC X 20, NO_ACR
507710501111113, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM CT  BL AL PLAS INC X 20, NO_ACR
507710601114416, DIMETILIV, DIMETILIV, NOT FOUND, 40 MG COM CT 2 BL AL PLAS INC X 10, NO_ACR
540900102110119, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, NO_ACR
525306001117117, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, NO_ACR
520728202138110, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
511602302134411, DIMETICOLIN, DIMETICOLIN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
511609101134118, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
511609102130116, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
511609103137114, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
520728201131112, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
519027501135115, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML , NO_ACR
507710503139112, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
508021201134114, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
525306002131113, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
526122201138112, DIMETICONA + METILBROMETO DE HOMATROPINA, DIMETICONA METILBROMETO HOMATROPINA, NOT FOUND, 80 MG/ML + 2.5 MG/ML EMU OR CT FR PLAS LEIT GOT X 20 ML , NO_ACR
525067302138116, DIMETICONA + METILBROMETO DE HOMATROPINA, DIMETICONA METILBROMETO HOMATROPINA, NOT FOUND, 80 MG/ML + 2.5 MG/ML EMU OR CT FR PLAS OPC GOT X 20 ML , NO_ACR
507729301132118, DIMETICONA + METILBROMETO DE HOMATROPINA, DIMETICONA METILBROMETO HOMATROPINA, NOT FOUND, 80 MG/ML + 2.5 MG/ML EMU OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
526104001114114, DINITRATO DE ISOSSORBIDA, DINITRATO ISOSSORBIDA, DINITRATO ISOSSORBIDA, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
531300403110315, DAFLON 500, DAFLON 500, NOT FOUND, 450 + 50 MG COM REV CT BL AL PLAS INC X 15, NO_ACR
531300404117313, DAFLON 500, DAFLON 500, NOT FOUND, 450 + 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
531300405113311, DAFLON 500, DAFLON 500, NOT FOUND, 450 + 50 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
500502903114417, DIOSMIN, DIOSMIN, NOT FOUND, 450 MG + 50 MG COM REV CT  BL AL PLAS INC X 10, NO_ACR
500502901111410, DIOSMIN, DIOSMIN, NOT FOUND, 450 MG + 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
500502902118419, DIOSMIN, DIOSMIN, NOT FOUND, 450 MG + 50 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
531313100006003, DAFLON 1000, DAFLON 1000, NOT FOUND, 900 + 100 MG COM REV OR CT BL AL PLAS TRANS X 10, NO_ACR
531313100006103, DAFLON 1000, DAFLON 1000, NOT FOUND, 900 + 100 MG COM REV OR CT BL AL PLAS TRANS X 20, NO_ACR
531313100006203, DAFLON 1000, DAFLON 1000, NOT FOUND, 900 + 100 MG COM REV OR CT BL AL PLAS TRANS X 30, NO_ACR
531313100006303, DAFLON 1000, DAFLON 1000, NOT FOUND, 900 + 100 MG COM REV OR CT BL AL PLAS TRANS X 60, NO_ACR
500512901114417, DIOSMIN SDU, DIOSMIN SDU, NOT FOUND, 900 MG + 100 MG GRAN CT 15 SACH X 5 G (SABOR LARANJA/LIMAO), NO_ACR
500512902110415, DIOSMIN SDU, DIOSMIN SDU, NOT FOUND, 900 MG + 100 MG GRAN CT 15 SACH X 5 G (SABOR ABACAXI), NO_ACR
