531613701110411; AGLUCOSE; AGLUCOSE; NOT FOUND; 100 MG COM CT 3 BL AL PVDC LEIT X 10; NO_ACR
507743407112116; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 30; NO_ACR
522711208118118; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
507743403117113; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 60; NO_ACR
522711209114116; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 60; NO_ACR
522711210112113; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 90; NO_ACR
522711211119111; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 10; NO_ACR
522711212115111; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 20; NO_ACR
521125403113118; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 30; NO_ACR
507743404113111; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL AL X 30; NO_ACR
522711213111118; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 30; NO_ACR
507743405111112; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL AL X 60; NO_ACR
522711214118116; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 60; NO_ACR
522711215114114; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 90; NO_ACR
522711216110112; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 10; NO_ACR
522711217117110; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 20; NO_ACR
521125404111119; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 30; NO_ACR
507743406116118; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL AL X 30; NO_ACR
522711218113119; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 30; NO_ACR
522711219111111; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 60; NO_ACR
522711220118114; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 90; NO_ACR
540915010013817; ATROVERAN COMPOSTO; ATROVERAN COMPOSTO; NOT FOUND; 0.010 G/ML SOL OR CT FR VD AMB CGT X 30 ML ; NO_ACR
500112030012306; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 250 MG COM CT BL AL/AL X 10 ; NO_ACR
500113070014806; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 250 MG COM CT BL AL/AL X 100 (EMB HOSP); NO_ACR
500112030012406; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 250 MG COM CT BL AL/AL X 20; NO_ACR
500113070014906; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 250 MG COM CT BL AL/AL X 200 (EMB HOSP); NO_ACR
500113070015006; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 250 MG COM CT BL AL/AL X 500 (EMB HOSP); NO_ACR
500112030012506; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 500 MG COM CT BL AL/AL X 10 ; NO_ACR
500113070015106; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 500 MG COM CT BL AL/AL X 100 (EMB HOSP); NO_ACR
500112030012606; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 500 MG COM CT BL AL/AL X 20; NO_ACR
500113070015206; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 500 MG COM CT BL AL/AL X 200 (EMB HOSP); NO_ACR
500113070015306; AXETILCEFUROXIMA; AXETILCEFUROXIMA; AXETILCEFUROXIMA; 500 MG COM CT BL AL/AL X 500 (EMB HOSP); NO_ACR
531617401111113; AZITROMICINA; AZITROMICINA; AZITROMICINA; 1000 MG COM REV CT BL AL PLAS LEIT X 1; NO_ACR
507703305114110; AZITROMICINA; AZITROMICINA; AZITROMICINA; 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC); NO_ACR
505201001112410; AZALIDE; AZALIDE; NOT FOUND; 250 MG CAP GEL DURA CT BL AL PLAS INC X 4; NO_ACR
505201002119419; AZALIDE; AZALIDE; NOT FOUND; 250 MG CAP GEL DURA CT BL AL PLAS INC X 6; NO_ACR
507703303138111; AZITROMICINA; AZITROMICINA; AZITROMICINA; 40 MG/ML PO P/ SUS OR CT FR PLAS OPC X 15 ML + FR PLAS DIL X 9 ML + SER PLAS; NO_ACR
502400401132417; AZIMIX; AZIMIX; NOT FOUND; 200 MG/5 ML PO OR CT FR PLAS OPC X 15 ML+FR DIL X 9 ML+DOSAD; NO_ACR
507703304134118; AZITROMICINA; AZITROMICINA; AZITROMICINA; 40 MG/ML PO P/ SUS OR CT FR PLAS OPC X 22.5 ML + FR PLAS DIL X 12 ML + SER PLAS; NO_ACR
502400402139415; AZIMIX; AZIMIX; NOT FOUND; 200MG/5ML PO OR CT FR PLAS OPC X 22.5 ML+FR DIL X 12 ML+DOSAD; NO_ACR
507703301119118; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 2 ; NO_ACR
502400405111414; AZIMIX; AZIMIX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
507703201114416; AZITROGRAN; AZITROGRAN; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEITOSO  X 3; NO_ACR
507703302115116; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
502400406118412; AZIMIX; AZIMIX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
507703306110119; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS OPC X 30 (EMB FRAC); NO_ACR
505201003131412; AZALIDE; AZALIDE; NOT FOUND; 600 MG PO SUS OR CT FR VD AMB X 15 ML (200 MG / 5 ML); NO_ACR
505201004138410; AZALIDE; AZALIDE; NOT FOUND; 900 MG PO SUS OR CT FR VD AMB X 22.5 ML (200 MG / 5 ML); NO_ACR
507734201116117; AZITROMICINA DIIDRATADA; AZITROMICINA DIIDRATADA; NOT FOUND; 1000 MG COM REV CT BL AL PLAS LEIT X 1; NO_ACR
528105401112118; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
528105402119116; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 5; NO_ACR
531600403116411; AZI; AZI; NOT FOUND; 1000 MG COM CT BL AL PLAS INC X 1; NO_ACR
531600406131411; AZI; AZI; NOT FOUND; 200 MG/ML SUS OR CT FR PLAS OPC X 1500 MG; NO_ACR
531600407138418; AZI; AZI; NOT FOUND; 200 MG/5 ML SUS OR CT FR PLAS OPC X 1500 MG + FLAC X 20 ML; NO_ACR
531600402136417; AZI; AZI; NOT FOUND; 200 MG/ML SUS OR CT FR PLAS OPC X 900 MG; NO_ACR
531600408134416; AZI; AZI; NOT FOUND; 200 MG/5 ML SUS OR CT FR PLAS OPC X 900 MG + FLAC X 12 ML; NO_ACR
531600409130414; AZI; AZI; NOT FOUND; 600 MG PO SUS OR CT FR PLAS OPC X DIL; NO_ACR
531600404112418; AZI; AZI; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 3; NO_ACR
531600405119416; AZI; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 5; NO_ACR
531600410112416; AZI; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 9; NO_ACR
541312030004204; ARICILINA; ARICILINA; NOT FOUND; 5.000.000 UI PO INJ CX 50 FA; NO_ACR
501800301153412; ARICILINA; ARICILINA; NOT FOUND; 5.000.000 UI PO INJ CX 50 FA; NO_ACR
521100101172418; ACARSAN; ACARSAN; NOT FOUND; 250 MG/ML EMUL TOP CT FR VD AMB X 80; NO_ACR
508500201118312; ALBICON; ALBICON; NOT FOUND; SACHET CX C/ 50 GRAMAS; NO_ACR
508500202173317; ALBICON; ALBICON; NOT FOUND; TB C/ 20 GRAMAS; NO_ACR
531605501116415; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS OPC X 30; NO_ACR
531605505111418; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS LARANJA X 30; NO_ACR
531605503119411; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS OPC X 70 (EMB FRAC); NO_ACR
531605502112413; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS OPC X 30; NO_ACR
531605506118416; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS LARANJA X 30; NO_ACR
531605504115411; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS OPC X 70 (EMB FRAC); NO_ACR
538300101154318; AVONEX; AVONEX; NOT FOUND; 60 MCG/ML SOL INJ CT 4 BL C/ SER PREENCH X 0.5 ML + AGU ; NO_ACR
538300102150413; AVONEX; AVONEX; NOT FOUND; 60 MCG/ML SOL INJ CT 4 CT C/ SER PREENCH X 0.5 ML EM APLIC + AGU + CAPA PROTETORA P/ DESCARTE; NO_ACR
521100406178312; ALENIA; ALENIA; NOT FOUND; 6 MCG + 100 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
521100410175314; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/ INALADOR; NO_ACR
521100411171312; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
521100407174310; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
521100402113410; ALENIA; ALENIA; NOT FOUND; 6 MCG + 200 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
521100408170416; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
521100409177414; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/ INALADOR; NO_ACR
521100404175413; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
521100405171411; ALENIA; ALENIA; NOT FOUND; 12 MCG + 400 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
540913040012204; ATROCOLIC; ATROCOLIC; NOT FOUND; 500 MG + 10 MG COM REV CT BL AL PLAS INC X 100 (EMB MULT); NO_ACR
516200301150417; ADRENOPLASMA; ADRENOPLASMA; NOT FOUND; 500 ML CX C/ FRASCO DE SORO; NO_ACR
516200302157415; ADRENOPLASMA; ADRENOPLASMA; NOT FOUND; 500 ML C/ EQ CX C/ FRASCO DE SORO COM EQUIPO; NO_ACR
516200402151419; ADRENOXIL; ADRENOXIL; NOT FOUND; CX C/ 5 AMP DE 1 ML 5 MG; NO_ACR
516200401155410; ADRENOXIL; ADRENOXIL; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML ; NO_ACR
522712090027404; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 20 MG/ML SOL OR CT FR GOT PLAS AMB X 20 ML; NO_ACR
522712090027504; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 20 MG/ML SOL OR CT FR GOT VD AMB X 20 ML; NO_ACR
522712090026804; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG AL X 20G; NO_ACR
522712090027104; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG PLAS X 20G; NO_ACR
522712090026904; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG AL X 30G; NO_ACR
522712090027204; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG PLAS X 30G; NO_ACR
522712090027004; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG AL X 60G; NO_ACR
522712090027304; ARTOPROFEN; ARTOPROFEN; NOT FOUND; 25 MG/G GEL CT BG PLAS X 60G; NO_ACR
503100101174315; ARTELAC; ARTELAC; NOT FOUND; 3.2 MG/ML + 0.1 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML; NO_ACR
540613020000904; AMICORED; AMICORED; NOT FOUND; 2500 MCG/ML SOL INJ IM CX 50 AMP VD AMB X 2 ML ; NO_ACR
540613080001003; AMICORED; AMICORED; NOT FOUND; 2500 MCG/ML SOL INJ IM CT 2 AMP VD AMB X 2 ML; NO_ACR
540613080001203; AMICORED; AMICORED; NOT FOUND; 2500 MCG/ML SOL INJ IM CT 1 AMP VD AMB X 2 ML; NO_ACR
540613020000804; AMICORED; AMICORED; NOT FOUND; 500 MCG/ML SOL INJ IM CX 50 AMP VD AMB X 2 ML ; NO_ACR
540613080001103; AMICORED; AMICORED; NOT FOUND; 500 MCG/ML SOL INJ IM CT 1 AMP VD AMB X 2 ML; NO_ACR
540613080001303; AMICORED; AMICORED; NOT FOUND; 500 MCG/ML SOL INJ IM CT 2 AMP VD AMB X 2 ML; NO_ACR
511300102132418; ANEMIX; ANEMIX; NOT FOUND; SOL ORAL FR. C/ 150ML; NO_ACR
511300101111417; ANEMIX; ANEMIX; NOT FOUND; DRAGEAS BL. C/ 30; NO_ACR
501800402154414; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO LIOF INJ CX 50 FA + DIL X 5 ML; NO_ACR
501800404157410; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO LIOF INJ CX  50 FA VD INC + 50 DIL AMP PLAS X 5 ML; NO_ACR
501800405153419; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO LIOF INJ CX  100 FA VD INC; NO_ACR
515100302173427; ANTIMAIS SÉPTICO; ANTIMAIS SEPTICO; NOT FOUND; 21 MG/ML+ 1.33 MG/ML SOL TOP CT FR PLAS OPC SPRAY X 50 ML; NO_ACR
531600101111318; AGRYLIN; AGRYLIN; NOT FOUND; 0.5 MG CAP GEL DURA CT FR PLAS OPC X 100; NO_ACR
507201101156410; ARTICAINA 100; ARTICAINA 100; NOT FOUND; 72MG + 18 MCG SOL INJ CT 2 BL INC X 10 CARP VD INC X 1.8ML; NO_ACR
531600301178416; AZELAST; AZELAST; NOT FOUND; 1 MG/ML SOL NAS CT FR VD AMB NEB X 10 ML; NO_ACR
505200802138411; APETIL; APETIL; NOT FOUND; FR 100 ML LIQUIDO; NO_ACR
505200801115416; APETIL; APETIL; NOT FOUND; CX 20 COMP; NO_ACR
507702601135412; APEVITIN; APEVITIN; NOT FOUND; XPE CT FR VD AMB X 240 ML + DOSEADOR; NO_ACR
528100501135410; APETIVAN BC; APETIVAN BC; NOT FOUND; XPE CT FR VD AMB X 240 ML; NO_ACR
528112050012003; APETIVAN BC; APETIVAN BC; NOT FOUND; XPE CT FR PLAS AMB X 240 ML; NO_ACR
531613801166419; ANAEROCID; ANAEROCID; NOT FOUND; 20 MG /G  CREM VAG CT BG AL X 20 G + 3 APLIC ; NO_ACR
531613802162417; ANAEROCID; ANAEROCID; NOT FOUND; 20 MG /G CREM VAG CT  BG AL X 40 G + 7 APLIC ; NO_ACR
531613804114411; ANAEROCID; ANAEROCID; NOT FOUND; 300 MG CAP GEL DURA CT 2 BL AL PLAS INC X 8; NO_ACR
531613803118411; ANAEROCID; ANAEROCID; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS OPC X 30; NO_ACR
540901201171416; ADNAX; ADNAX; NOT FOUND; 1 MG/ML + 0.5 MG/ML ADU SOL NAS CT FR VD AMB CGT X 20 ML; NO_ACR
508500503114417; ANGIOLONG; ANGIOLONG; NOT FOUND; 180 MG CAP GEL AP CT 2 BL AL PLAS INC X 10; NO_ACR
508500504110415; ANGIOLONG; ANGIOLONG; NOT FOUND; 300 MG CAP GEL AP  CT BL AL PLAS INC X 10; NO_ACR
508500505117413; ANGIOLONG; ANGIOLONG; NOT FOUND; 90 MG CAP GEL AP CT 2 BL AL PLAS INC X 10; NO_ACR
507726903115411; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 60 MG + 120 MG COM REVE CT BL AL/AL X 10 (D); NO_ACR
507726901112415; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 120 MG COM REV CT BL AL/AL X 10; NO_ACR
507726902119413; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 180 MG COM REV CT BL AL/AL X 10; NO_ACR
507200101152417; ALPHACAINA; ALPHACAINA; NOT FOUND; 20 MG/ML + 0.01 MG/ML SOL INJ CT BL AL PLAS INC X 50 CARP VD INC X 1.8 ML; NO_ACR
507200102159415; ALPHACAINA; ALPHACAINA; NOT FOUND; 20 MG/ML + 0.02 MG/ML SOL INJ CT BL AL PLAS INC X 50 CARP VD INC X 1.8 ML; NO_ACR
501800501152411; ARISTOPRAMIDA; ARISTOPRAMIDA; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP VD INC X 2 ML (EMB HOSP); NO_ACR
541312030004504; ARISTOPRAMIDA; ARISTOPRAMIDA; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP VD INC X 2 ML (EMB HOSP); NO_ACR
521101001155412; ANSENTRON; ANSENTRON; NOT FOUND; 4 MG SOL INJ CX  AMP X 2 ML; NO_ACR
521101002151410; ANSENTRON; ANSENTRON; NOT FOUND; 8 MG SOL INJ CX AMP X 4 ML; NO_ACR
540901301133419; ATROVERAN COMPOSTO; ATROVERAN COMPOSTO; NOT FOUND; 30 MG COM DISP STR X 150 (EMB MULT); NO_ACR
540912040005603; ATROVERAN COMPOSTO; ATROVERAN COMPOSTO; NOT FOUND; 30 MG COM CT BL AL PLAS INC X 20; NO_ACR
510600901113310; AROPAX; AROPAX; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
510600902111311; AROPAX; AROPAX; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
531623801118411; AGLITIL; AGLITIL; NOT FOUND; 15 MG COM CT FR PLAS OPC X 15; NO_ACR
531623802114411; AGLITIL; AGLITIL; NOT FOUND; 30 MG COM CT FR PLAS OPC X 15; NO_ACR
531623803110418; AGLITIL; AGLITIL; NOT FOUND; 30 MG COM CT FR PLAS OPC X 30; NO_ACR
531623804117416; AGLITIL; AGLITIL; NOT FOUND; 45 MG COM CT FR PLAS OPC X 15; NO_ACR
510600808131312; ANTAK; ANTAK; NOT FOUND; 15 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
510600805130315; ANTAK; ANTAK; NOT FOUND; 150 MG COM EFERV CT STR X 10; NO_ACR
510600801119317; ANTAK; ANTAK; NOT FOUND; 150 MG COM REV CT BL AL/AL X 10; NO_ACR
510600802115315; ANTAK; ANTAK; NOT FOUND; 150 MG COM REV CT BL AL/AL X 20; NO_ACR
510600807151311; ANTAK; ANTAK; NOT FOUND; 25 MG/ML SOL INJ CT 5 AMP VD INC X 2 ML; NO_ACR
510600803111313; ANTAK; ANTAK; NOT FOUND; 300 MG COM REV CT BL AL/AL X 10; NO_ACR
510600804118311; ANTAK; ANTAK; NOT FOUND; 300 MG COM REV CT BL AL/AL X 20; NO_ACR
540600601154317; ACESYL; ACESYL; NOT FOUND; 100 MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML; NO_ACR
521100702117411; ANANGOR; ANANGOR; NOT FOUND; 50 MG CAP GEL DURA CT BL AL PLAS INC X 10; NO_ACR
521100703156410; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 FA VD INC X 1 ML ; NO_ACR
521100704152419; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 AMP VD INC X 1 ML  ; NO_ACR
521100701153414; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 FA VD INC X 2 ML; NO_ACR
521100705159417; ANANGOR; ANANGOR; NOT FOUND; 50 MG/ML SOL INJ CT 6 AMP VD INC X 2 ML  ; NO_ACR
515100102166419; ABC; ABC; NOT FOUND; 10 MG/G CREM DERM CT BG AL X 20G; NO_ACR
515100103162417; ABC; ABC; NOT FOUND; 10 MG/ML SOL TOP FR PLAS OPC SPRAY X 30ML; NO_ACR
540914030013203; ADDERA D3; ADDERA D3; NOT FOUND; 1000 UI COM REV BL AL PLAS TRANS X 10; NO_ACR
540914010012808; ADDERA D3; ADDERA D3; NOT FOUND; 1000 UI COM REV BL AL PLAS TRANS X 30; NO_ACR
540914010013008; ADDERA D3; ADDERA D3; NOT FOUND; 50000 UI COM REV CT BL AL PLAS TRANS X 4; NO_ACR
540914010012908; ADDERA D3; ADDERA D3; NOT FOUND; 7000 UI COM REV BL AL PLAS TRANS X 4; NO_ACR
507700501168411; ADEDERME; ADEDERME; NOT FOUND; 5000 UI + 900 UI + 150 MG POM DERM CT BG AL X 45 G; NO_ACR
507700502164418; ADEDERME; ADEDERME; NOT FOUND; 5.000 UI + 900 UI + 150 G POM DERM CT TB AL X 45 G; NO_ACR
510000101167418; AD FURP; AD FURP; NOT FOUND; POM DERM CX 150 BG AL X 25 G; NO_ACR
510012050010503; AD FURP; AD FURP; NOT FOUND; POM DERM CX 50 BG AL X 25 G (EMB HOSP); NO_ACR
515800102177415; ALIVIADOR; ALIVIADOR; NOT FOUND; 0.10 ML/ML + 0.10 G/ML + 0.10 ML/ML+ 0.02 G/ML AER CT TB AL X 150 ML; NO_ACR
515800101162414; ALIVIADOR; ALIVIADOR; NOT FOUND; 0.10 ML/G + 0.10 G/G + 0.02 G/G POM DERM CT BG AL X 23 G; NO_ACR
532315010007603; ACETAZONA; ACETAZONA; NOT FOUND; 0.1 MG/ML ELX CX 40 FR PLAS AMB X 120 ML + CP 15 ML (EMB. HOSP.); NO_ACR
532312110006304; ACETAZONA; ACETAZONA; NOT FOUND; 0.1 MG/ML ELX CT  FR PLAS AMB X 120 ML + CP 15 ML; NO_ACR
532312110006404; ACETAZONA; ACETAZONA; NOT FOUND; 0.1 MG/ML ELX CX 60 FR PLAS AMB X 120 ML + CP 15 ML (EMB. HOSP.) ; NO_ACR
532302201165412; ACETAZONA; ACETAZONA; NOT FOUND; 1 MG/G CREME DERM CT BG AL X 10 G; NO_ACR
532302202161410; ACETAZONA; ACETAZONA; NOT FOUND; 1 MG/G CREME DERM CX 100 BG AL X 10 G (EMB HOSP); NO_ACR
505200402131418; ALETIR; ALETIR; NOT FOUND; 1 MG/ML SOL OR CT FR VD AMB X 75 ML; NO_ACR
505200401117411; ALETIR; ALETIR; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
505200301112418; ALCALONE PLUS; ALCALONE PLUS; NOT FOUND; 200 MG + 200 MG + 20 MG COM MAST CT 2 BL AL PLAS INC X 10; NO_ACR
507701001134417; ALKAGEL; ALKAGEL; NOT FOUND; SUSP FR X 240ML; NO_ACR
505200302135411; ALCALONE PLUS; ALCALONE PLUS; NOT FOUND; 40 MG/ML + 40 MG/ML + 4 MG/ML SUS OR CT FR VD AMB X 240 ML; NO_ACR
505200502134427; ALGIRONA; ALGIRONA; NOT FOUND; FR 10 ML GOTAS; NO_ACR
505200501111423; ALGIRONA; ALGIRONA; NOT FOUND; CX 200 COMP REV; NO_ACR
508500301171411; ALERFIN; ALERFIN; NOT FOUND; 100 MCG/DOS SUS NAS CT FR PLAS OPC VAL DOSIM X 120 DOS ; NO_ACR
510610502114213; AVODART; AVODART; NOT FOUND; 0.5 MG CAP GEL MOLE CT BL AL PLAS OPC X 10; NO_ACR
510610501118215; AVODART; AVODART; NOT FOUND; 0.5 MG CAP GEL MOLE CT BL AL PLAS OPC X 30; NO_ACR
510610503110211; AVODART; AVODART; NOT FOUND; 0.5 MG CAP GEL MOLE CT BL AL PLAS OPC X 90; NO_ACR
534300102166415; ACNASE; ACNASE; NOT FOUND; BISNAGA COM 20G GEL; NO_ACR
534300103162413; ACNASE; ACNASE; NOT FOUND; 50 MG+ 20 MG/G CREM DERM CT BG AL X 25 G; NO_ACR
505612070035803; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 100 MG COM REV CT BL AL PLAS INC X 160; NO_ACR
505600201115410; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 100 MG COM REV CT BL AL PLAS INC X 16; NO_ACR
505600202111419; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
505600204114415; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 200 ; NO_ACR
505600205110413; ALDOSTERIN; ALDOSTERIN; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
503100801176418; ALREX; ALREX; NOT FOUND; 2 MG/ML SUS OFT CT FR PLAS OPC GOT X 05 ML; NO_ACR
531608001114116; ALEXA; ALEXA; NOT FOUND; 0.06 MG + 0.015 MG COM REV CT BL AL PVDC LEIT X 24 ; NO_ACR
522700101112311; ANFERTIL; ANFERTIL; NOT FOUND; 0.50 MG + 0.05 MG COM CT BL AL PLAS INC X 21; NO_ACR
525513120016203; ARCOXIA; ARCOXIA; NOT FOUND; 30 MG COM REV CT BL AL/AL X 14 ; NO_ACR
525500203110214; ARCOXIA; ARCOXIA; NOT FOUND; 60 MG COM REV CT BL AL/AL X 14 ; NO_ACR
525500202114216; ARCOXIA; ARCOXIA; NOT FOUND; 60 MG COM REV CT BL AL/AL X 7; NO_ACR
525500205113210; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 14; NO_ACR
525513120016303; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 2; NO_ACR
525513120016403; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 5; NO_ACR
525500204117212; ARCOXIA; ARCOXIA; NOT FOUND; 90 MG COM REV CT BL AL/AL X 7; NO_ACR
