527314050013203, PEGINTRON, PEGINTRON, NOT FOUND, 67.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
537100502114114, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS LAR X 8, NO_ACR
540912030005514, PARAPSYL, PARAPSYL, NOT FOUND, 3.33 G/3.33 G GRAN CT 10 SACH X 10 G , NO_ACR
538014100014806, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO HEMIPENTAIDRATADO, 100 MG PO LIOF INJ CT FA VD INC X 10 ML, NO_ACR
538014100014906, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO HEMIPENTAIDRATADO, 100 MG PO LIOF INJ CT 05 FA VD INC X 10 ML, NO_ACR
538014100015006, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO HEMIPENTAIDRATADO, 100 MG PO LIOF INJ CT 10 FA VD INC X 10 ML, NO_ACR
538014100015106, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO HEMIPENTAIDRATADO, 500 MG PO LIOF INJ CT FA VD INC X 50 ML, NO_ACR
538014100015206, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO HEMIPENTAIDRATADO, 500 MG PO LIOF INJ CT 05 FA VD INC X 50 ML, NO_ACR
538014100015306, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO, PEMETREXEDE DISSODICO HEMIPENTAIDRATADO, 500 MG PO LIOF INJ CT 10 FA VD INC X 50 ML, NO_ACR
538014070014204, PEMTRYX, PEMTRYX, NOT FOUND, 100 MG PO LIOF INJ CT FA VD INC X 10 ML , NO_ACR
538014070014304, PEMTRYX, PEMTRYX, NOT FOUND, 100 MG PO LIOF INJ CT 05 FA VD INC X 10 ML, NO_ACR
538014070014404, PEMTRYX, PEMTRYX, NOT FOUND, 100 MG PO LIOF INJ CT 10 FA VD INC X 10 ML, NO_ACR
538014070014504, PEMTRYX, PEMTRYX, NOT FOUND, 500 MG PO LIOF INJ CT FA VD INC X 10 ML , NO_ACR
538014070014604, PEMTRYX, PEMTRYX, NOT FOUND, 500 MG PO LIOF INJ CT 05 FA VD INC X 10 ML, NO_ACR
538014070014704, PEMTRYX, PEMTRYX, NOT FOUND, 500 MG PO LIOF INJ CT 10 FA VD INC X 10 ML, NO_ACR
531625601167415, PENVIR LÁBIA, PENVIR LABIA, NOT FOUND, 10 MG/G CR CT TB AL X 5 G, NO_ACR
510015020036306, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 20 , NO_ACR
510015020036406, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT STRIP X 20 , NO_ACR
510015020036506, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 20  , NO_ACR
510015020036606, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 30, NO_ACR
510015020036706, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 30, NO_ACR
510015020036806, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 60 (EMB FRAC), NO_ACR
510015020036906, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 60 (EMB FRAC), NO_ACR
510015020037006, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT STR X 60 (EMB FRAC), NO_ACR
510015020037106, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 90 (EMB FRAC), NO_ACR
510015020037206, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT STR X 90 (EMB FRAC), NO_ACR
510015020037306, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 90 (EMB FRAC), NO_ACR
510015020037406, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
510015020037506, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS LEIT X 500 (EMB HOSP), NO_ACR
505206601118410, PENTRAL, PENTRAL, NOT FOUND, 400 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
507720101114112, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 20  , NO_ACR
507720103117119, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 30, NO_ACR
507720102110110, PENTOXIFILINA, PENTOXIFILINA, PENTOXIFILINA, 400 MG COM REV LIB PROL CT BL AL PLAS INC X 60 (EMB FRAC), NO_ACR
505206703174417, PIODREX, PIODREX, NOT FOUND, 10 MG/G SAB CT SACO CELOF X 100 G, NO_ACR
505206702178419, PIODREX, PIODREX, NOT FOUND, 10 MG/ML LOC CREM CT FR PLAS OPC X 60 ML, NO_ACR
505206701171410, PIODREX, PIODREX, NOT FOUND, 50 MG/ML LOC CREM CT FR PLAS OPC X 60 ML, NO_ACR
500114120017106, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2G + 0.25G PO SOL INJ IV CT 10 FA VD INC X 30ML (EMB HOSP), NO_ACR
500114120017206, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2G + 0.25G PO SOL INJ IV CT 25  FA VD INC X 30ML (EMB HOSP), NO_ACR
500114120017306, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2G + 0.25G PO SOL INJ IV CT 50 FA VD INC X 30ML (EMB HOSP), NO_ACR
500114120017406, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2G + 0.25G PO SOL INJ IV CT 100 FA VD INC X 30ML( EMB HOSP), NO_ACR
500114120017506, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4G + 0.5G PO SOL INJ IV CT 10 FA VD INC X 40ML (EMB HOSP), NO_ACR
500114120017606, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4G + 0.5G PO SOL INJ IV CT 25 FA VD INC X 40ML (EMB HOSP), NO_ACR
500114120017706, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4G + 0.5G PO SOL INJ IV CT 50  FA VD INC X 40ML (EMB HOSP), NO_ACR
500114120017806, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4G + 0.5G PO SOL INJ IV CT 100 FA VD INC X 40ML (EMB HOSP), NO_ACR
541512030001316, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2 G + 250 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30 ML, NO_ACR
541512060002616, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2 G + 250 MG PO LIOF P/ SOL INJ IV CT 10 FA VD INC X 30 ML, NO_ACR
500102401154115, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2G + 0.25G PO SOL INJ IV CT FA VD INC X 30ML, NO_ACR
501312090018106, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2 G+ 0.25 G PO SOL INJ CT FA VD INC, NO_ACR
501312090018206, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2 G+ 0.25 G PO SOL INJ CT 10 FA VD INC , NO_ACR
501312090018306, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2 G+ 0.25 G PO SOL INJ CT 25 FA VD INC, NO_ACR
501312090018406, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2 G+ 0.25 G PO SOL INJ CT 50 FA VD INC, NO_ACR
501312090018506, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 2 G+ 0.25 G PO SOL INJ CT 100 FA VD INC  , NO_ACR
541512030001416, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4 G + 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 50 ML, NO_ACR
541512060002716, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4 G + 500 MG PO LIOF P/ SOL INJ IV CT 10 FA VD INC X 50 ML, NO_ACR
500102402150113, PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4G + 0.5G PO SOL INJ IV CT FA VD INC X 40ML, NO_ACR
501312090017606, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4 G+ 0.5 G PO SOL INJ CT FA VD INC, NO_ACR
501312090017706, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4 G+ 0.5 G PO SOL INJ CT 10 FA VD INC, NO_ACR
501312090017806, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4 G+ 0.5 G PO SOL INJ CT 25 FA VD INC, NO_ACR
501312090017906, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4 G+ 0.5 G PO SOL INJ CT 50 FA VD INC, NO_ACR
501312090018006, PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO, PIPERACILINA SODICA TAZOBACTAM SODICO, NOT FOUND, 4 G+ 0.5 G PO SOL INJ CT 100 FA VD INC, NO_ACR
517004801136419, PIRAZINAMIDA, PIRAZINAMIDA, PIRAZINAMIDA, CX. C/50 FRASCOS X 150 ML 3%, NO_ACR
517004802116411, PIRAZINAMIDA, PIRAZINAMIDA, PIRAZINAMIDA, CX. C/50 ENV. X 10 COMP. 500 MG, NO_ACR
517004901130412, POLIVITAMINAS, POLIVITAMINAS, NOT FOUND, CX. C/50 FRASCOS X 150 ML, NO_ACR
507720201119116, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 10, NO_ACR
507720202115114, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 15, NO_ACR
507720204118110, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS LEIT X 60 (EMB FRAC), NO_ACR
502404402151116, PIROXICAM, PIROXICAM, PIROXICAM, 20 MG/ML SOL INJ CT 2 AMP VD AMB X 2 ML , NO_ACR
531613001161110, PIROXICAM, PIROXICAM, PIROXICAM, 5 MG/G GEL CT BG AL X 30 G, NO_ACR
507720203162116, PIROXICAM, PIROXICAM, PIROXICAM, 5 MG/G GEL CT BG AL X 30 G , NO_ACR
502404401161118, PIROXICAM, PIROXICAM, PIROXICAM, 5 MG/G GEL CT BG AL X 30 G, NO_ACR
538000502110118, PRAVASTATINA SÓDICA, PRAVASTATINA SODICA, PRAVASTATINA SODICA, 10 MG COM CT BL AL/AL X 10 , NO_ACR
538000503117116, PRAVASTATINA SÓDICA, PRAVASTATINA SODICA, PRAVASTATINA SODICA, 10 MG COM CT BL AL/AL X 30, NO_ACR
538000504113114, PRAVASTATINA SÓDICA, PRAVASTATINA SODICA, PRAVASTATINA SODICA, 20 MG COM CT BL AL/AL X 10 , NO_ACR
538000505111115, PRAVASTATINA SÓDICA, PRAVASTATINA SODICA, PRAVASTATINA SODICA, 20 MG COM CT BL AL/AL X 30, NO_ACR
538000501114111, PRAVASTATINA SÓDICA, PRAVASTATINA SODICA, PRAVASTATINA SODICA, 40 MG COM CT BL AL/AL X 10, NO_ACR
538000506116110, PRAVASTATINA SÓDICA, PRAVASTATINA SODICA, PRAVASTATINA SODICA, 40 MG COM CT BL AL/AL X 30, NO_ACR
531614060074704, PREDSIGMA, PREDSIGMA, NOT FOUND, 20 MG COM CT BL AL PLAS OPC X 10, NO_ACR
521113110059706, PREDNISOLONA, PREDNISOLONA, PREDNISOLONA, 20 MG COM CT BL AL/AL X 10, NO_ACR
507746701119119, PREDNISOLONA, PREDNISOLONA, PREDNISOLONA, 20 MG COM CT BL AL AL X 10, NO_ACR
521113110059606, PREDNISOLONA, PREDNISOLONA, PREDNISOLONA, 5 MG COM CT BL AL/AL X 20, NO_ACR
507720601117110, PREDINISONA, PREDINISONA, NOT FOUND, 20 MG COM CT  BL AL PLAS INC X 10, NO_ACR
507720801116411, PREDNIS, PREDNIS, NOT FOUND, 20 MG COM CT BL AL PLAS INC X 10, NO_ACR
507720603111111, PREDINISONA, PREDINISONA, NOT FOUND, 20 MG COM CT  BL AL PLAS INC X 30 (EMB FRAC), NO_ACR
507720602113119, PREDINISONA, PREDINISONA, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
507720802112418, PREDNIS, PREDNIS, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
507720604116115, PREDINISONA, PREDINISONA, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 60 (EMB FRAC), NO_ACR
522712100028106, PREGABALINA, PREGABALINA, PREGABALINA, 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 , NO_ACR
522712100028006, PREGABALINA, PREGABALINA, PREGABALINA, 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 14, NO_ACR
522712100028306, PREGABALINA, PREGABALINA, PREGABALINA, 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 20, NO_ACR
522712100028406, PREGABALINA, PREGABALINA, PREGABALINA, 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 28, NO_ACR
522712100028506, PREGABALINA, PREGABALINA, PREGABALINA, 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 56, NO_ACR
522712100027606, PREGABALINA, PREGABALINA, PREGABALINA, 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 , NO_ACR
522712100027706, PREGABALINA, PREGABALINA, PREGABALINA, 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 14, NO_ACR
522712100028206, PREGABALINA, PREGABALINA, PREGABALINA, 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 20, NO_ACR
522712100027806, PREGABALINA, PREGABALINA, PREGABALINA, 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 28, NO_ACR
521113120059806, PREGABALINA, PREGABALINA, PREGABALINA, 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30 , NO_ACR
522712100027906, PREGABALINA, PREGABALINA, PREGABALINA, 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 56, NO_ACR
542614030000704, PROMIM, PROMIM, NOT FOUND, 10 MG/G CREM VAG CT BG AL X 30 G + 20 APLIC, NO_ACR
507728601175116, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
531609801165112, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G CREM DERM CT BG AL X 30 G , NO_ACR
531609802161110, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G POM DERM CT BG AL X 30G , NO_ACR
510606002161311, PSOREX, PSOREX, NOT FOUND,  0.5 MG/G CREM CT BG AL X 30G, NO_ACR
510606003168311, PSOREX, PSOREX, NOT FOUND, 0.5 MG/G POM CT BG AL X 30 G, NO_ACR
507728602163111, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G POM DERM CT BG AL X 30G , NO_ACR
502404501166111, PROPINATO DE CLOBETASOL, PROPINATO CLOBETASOL, NOT FOUND, 0.5 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
502404502162111, PROPINATO DE CLOBETASOL, PROPINATO CLOBETASOL, NOT FOUND, 0.5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
531609803176111, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G SOL CAP CT FR PLAS OPC GOT X 50 G , NO_ACR
507728603178112, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G SOL CAP CT FR PLAS OPC GOT X 50 G, NO_ACR
510606001173316, PSOREX, PSOREX, NOT FOUND, 0.5 MG/G SOL TOP CT FR PLAS OPC X 50 G, NO_ACR
516501301133412, POLIPEPTÍDEO DIALIZÁVEL DE EXTRATO DE LEUCÓCITO, POLIPEPTIDEO DIALIZAVEL EXTRATO LEUCOCITO, NOT FOUND, 2 MG/ML SOL ORAL CX FR PLAST OPC GOT X 10 ML, NO_ACR
516500701359411, PARVULAN, PARVULAN, NOT FOUND, 2 MG/ML SUS INJ CX FR VD AMB X 5 ML, NO_ACR
516501001334412, PLUSVAC SL, PLUSVAC SL, NOT FOUND, 5 MCG/ML SOL OR CX FR PLAS GOT X 15 ML, NO_ACR
516500801353413, PLUSVAC, PLUSVAC, NOT FOUND, 5 MCG/ML SOL INJ CX FA VD AMB X 5 ML, NO_ACR
516500901358417, PLUSVAC SC-AP, PLUSVAC SC AP, NOT FOUND, 5 MCG/ML SUS INJ CT FA VD AMB X 5 ML, NO_ACR
516501002330410, PLUSVAC SL, PLUSVAC SL, NOT FOUND, 50 MCG/ML SOL OR CX FR PLAS GOT X 15 ML, NO_ACR
516500802351414, PLUSVAC, PLUSVAC, NOT FOUND, 50 MCG/ML SOL INJ CX FA VD AMB X 5 ML, NO_ACR
516500902354415, PLUSVAC SC-AP, PLUSVAC SC AP, NOT FOUND, 50 MCG/ML SUS INJ CT FA VD AMB X 5 ML, NO_ACR
516501003337419, PLUSVAC SL, PLUSVAC SL, NOT FOUND, 500 MCG/ML SOL OR CX FR PLAS GOT X 15 ML, NO_ACR
516500803356411, PLUSVAC, PLUSVAC, NOT FOUND, 500 MCG/ML SOL INJ CX FA VD AMB X 5 ML, NO_ACR
516500903350413, PLUSVAC SC-AP, PLUSVAC SC AP, NOT FOUND, 500 MCG/ML SUS INJ CT FA VD AMB X 5 ML, NO_ACR
507720501163420, POMADERME, POMADERME, NOT FOUND, 5000 UI + 900 UI + 150 MG POM DERM CT BG AL X 45 G, NO_ACR
540901101134411, PEPTOZIL, PEPTOZIL, NOT FOUND, 17.46 MG/ML SUS OR FR PLAS TRANS X 120 ML, NO_ACR
540901102114414, PEPTOZIL, PEPTOZIL, NOT FOUND, 262.4 MG COM MAST CT TB PLAS X 12, NO_ACR
522710303117214, PRISTIQ, PRISTIQ, NOT FOUND, 100 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 14 (PORT 344/98), NO_ACR
522710305111213, PRISTIQ, PRISTIQ, NOT FOUND, 100 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 14, NO_ACR
522710309115213, PRISTIQ, PRISTIQ, NOT FOUND, 100 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 28, NO_ACR
522710310113210, PRISTIQ, PRISTIQ, NOT FOUND, 100 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 28, NO_ACR
522710301114218, PRISTIQ, PRISTIQ, NOT FOUND, 50 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 14 (PORT 344/98), NO_ACR
522710306116219, PRISTIQ, PRISTIQ, NOT FOUND, 50 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 14, NO_ACR
522710302110216, PRISTIQ, PRISTIQ, NOT FOUND, 50 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 28 (PORT 344/98), NO_ACR
522710307112217, PRISTIQ, PRISTIQ, NOT FOUND, 50 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 28, NO_ACR
522710304113212, PRISTIQ, PRISTIQ, NOT FOUND, 50 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 7 (PORT 344/98), NO_ACR
522710308119215, PRISTIQ, PRISTIQ, NOT FOUND, 50 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 7, NO_ACR
514800701161413, PRATAZINE, PRATAZINE, NOT FOUND, 10 MG/G CREM CT FR PLAS OPC X 100 G , NO_ACR
514800702168411, PRATAZINE, PRATAZINE, NOT FOUND, 10 MG/G CREM CT BG AL X 20 G , NO_ACR
514800703164411, PRATAZINE, PRATAZINE, NOT FOUND, 10 MG/G CREM CT FR PLAS OPC X 400 G , NO_ACR
514800704160418, PRATAZINE, PRATAZINE, NOT FOUND, 10 MG/G CREM CT BG AL X 50 G , NO_ACR
510605501113411, PARNATE, PARNATE, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
510612110048403, PARNATE, PARNATE, NOT FOUND, 10 MG COM REV CT BL AL AL X 20 , NO_ACR
507732901110417, PONSDRIL, PONSDRIL, NOT FOUND, 500 MG COM CT BL AL PLAS LEIT X 24, NO_ACR
515800301161411, PASTA PARISIENSE, PASTA PARISIENSE, NOT FOUND, 0.28 G/G PASTA CT BG AL X 5 G, NO_ACR
