502813030064504, VECLESA, VECLESA, NOT FOUND, 2 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21, NO_ACR
525503405113219, VYTORIN, VYTORIN, NOT FOUND, 10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 14, NO_ACR
525503408112213, VYTORIN, VYTORIN, NOT FOUND, 10MG + 80 MG COM CT BL PVC BRANCO ACLAR AL X 14, NO_ACR
525503402114214, VYTORIN, VYTORIN, NOT FOUND, 10MG + 10 MG COM CT BL AL AL X 28, NO_ACR
525503404117210, VYTORIN, VYTORIN, NOT FOUND, 10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 28 , NO_ACR
525503406111211, VYTORIN, VYTORIN, NOT FOUND, 10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 28 , NO_ACR
525503407116215, VYTORIN, VYTORIN, NOT FOUND, 10MG + 80 MG COM CT BL PVC BRANCO ACLAR AL X 28, NO_ACR
525503409119319, VYTORIN, VYTORIN, NOT FOUND, 10MG / 20 MG COM CT BL PVC BRANCO ACLAR AL X 7, NO_ACR
541312030003104, VIKATRON, VIKATRON, NOT FOUND, 10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML, NO_ACR
504414010046118, VIKATRON, VIKATRON, NOT FOUND, 10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML, NO_ACR
533015001154415, VITA K, VITA K, NOT FOUND, 10 MG/ML SOL INJ CT 50 AMP VD AMB X 1 ML, NO_ACR
501806101156417, VIKATRON, VIKATRON, NOT FOUND, 10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML, NO_ACR
512105401175414, VITACID PLUS, VITACID PLUS, NOT FOUND, 0.1 MG/G + 4.0 MG/G + 0.5 MG/G CREM DERM CT BG AL PLAS X 15 G , NO_ACR
512105901178315, VITACID ACNE, VITACID ACNE, NOT FOUND, 0.25 MG/G + 12 MG/G GEL CT BG AL X 25 G, NO_ACR
506913040027103, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 100 (EMB HOSP), NO_ACR
506905801114410, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 12, NO_ACR
506913040027203, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 120 (EMB HOSP), NO_ACR
506913040027303, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506913040026803, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 24, NO_ACR
506913040027403, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 240 (EMB HOSP), NO_ACR
506913040026903, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 50 (EMB HOSP), NO_ACR
506913040027003, VICODIL, VICODIL, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), NO_ACR
533200601111312, VIREAD, VIREAD, NOT FOUND, 300 MG COM REV FR PLAS OPC X 30 , NO_ACR
538400101156414, VIEWGAM, VIEWGAM, NOT FOUND, 469 MG/ML SOL INJ CT FA VD INC X 10 ML, NO_ACR
538400103159410, VIEWGAM, VIEWGAM, NOT FOUND, 469 MG/ML SOL INJ CX 10 FA VD INC X 10 ML, NO_ACR
538400102152412, VIEWGAM, VIEWGAM, NOT FOUND, 469 MG/ML SOL INJ CT FA VD INC X 15 ML, NO_ACR
538400104155419, VIEWGAM, VIEWGAM, NOT FOUND, 469 MG/ML SOL INJ CX 10 FA VD INC X 15 ML, NO_ACR
500513050049104, VIVENCIA, VIVENCIA, NOT FOUND, 1.5 MG CAP CT BL AL PLAS TRANS X 15 , NO_ACR
531627701118412, VASTIGMA, VASTIGMA, NOT FOUND, 1.5 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
500513050049204, VIVENCIA, VIVENCIA, NOT FOUND, 1.5 MG CAP CT BL AL PLAS TRANS X 30, NO_ACR
500513120053504, VIVENCIA, VIVENCIA, NOT FOUND, 2 MG/ML SOL OR CT FR VD AMB X 120 ML + SER DOS , NO_ACR
500513120053404, VIVENCIA, VIVENCIA, NOT FOUND, 2 MG/ML SOL OR CT FR VD AMB X 50 ML + SER DOS , NO_ACR
531627702114410, VASTIGMA, VASTIGMA, NOT FOUND, 3.0 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
500513050049304, VIVENCIA, VIVENCIA, NOT FOUND, 3.0 MG CAP CT BL AL PLAS TRANS X 30, NO_ACR
500513050049404, VIVENCIA, VIVENCIA, NOT FOUND, 3.0 MG CAP CT BL AL PLAS TRANS X 60, NO_ACR
531627703110419, VASTIGMA, VASTIGMA, NOT FOUND, 4.5 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
500513050049504, VIVENCIA, VIVENCIA, NOT FOUND, 4.5 MG CAP CT BL AL PLAS TRANS X 30, NO_ACR
531627704117417, VASTIGMA, VASTIGMA, NOT FOUND, 6.0 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
500513050049604, VIVENCIA, VIVENCIA, NOT FOUND, 6.0 MG CAP CT BL AL PLAS TRANS X 30, NO_ACR
520906301153411, VENOFUNDIN, VENOFUNDIN, NOT FOUND, 60 MG/ML SOL INJ CX 10 AMP PEBD X 500 ML (SISTEMA FECHADO), NO_ACR
509505401156311, VOLUVEN 6%, VOLUVEN 6, NOT FOUND, 60 MG/ML SOL INJ IV CX BOLS PLAS TRANS SIST FECH X 500 ML, NO_ACR
509505402152311, VOLUVEN 6%, VOLUVEN 6, NOT FOUND, 60 MG/ML SOL INJ IV CX FR PE TRANS SIST FECH X 500 ML, NO_ACR
525070603119412, VALTRIAN HCT, VALTRIAN HCT, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS OPC X 15 , NO_ACR
525070604115410, VALTRIAN HCT, VALTRIAN HCT, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS OPC X 30, NO_ACR
525070606118417, VALTRIAN HCT, VALTRIAN HCT, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS OPC X 60, NO_ACR
525070601116416, VALTRIAN HCT, VALTRIAN HCT, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS OPC  X 30, NO_ACR
525070602112414, VALTRIAN HCT, VALTRIAN HCT, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS OPC X 15 , NO_ACR
525070605111419, VALTRIAN HCT, VALTRIAN HCT, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS OPC X 60 (EMB HOSP), NO_ACR
504115010053303, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 20 MG + 12.5 MG COM CT STR AL X 90 , NO_ACR
504115010053403, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 10 MG + 25 MG COM CT STR AL X 90 , NO_ACR
504106502111416, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 20 MG + 12.5 MG COM CT 2 STR X 15 , NO_ACR
504106506115416, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 20 MG + 12.5 MG COM CT STR X 45 (EMB FRAC), NO_ACR
504106507111414, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 20 MG + 12.5 MG COM CT STR X 500 (EMB FRAC), NO_ACR
504106508118412, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 20 MG + 12.5 MG COM CT STR X 60 (EMB FRAC), NO_ACR
504106501113415, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 10 MG + 25 MG COM CT 2 STR X 15, NO_ACR
504106504112411, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 10 MG + 25 MG COM CT STR X 45 (EMB FRAC), NO_ACR
504106505119418, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 10 MG + 25 MG COM CT STR X 500 (EMB FRAC), NO_ACR
504106503116411, VASOPRIL PLUS, VASOPRIL PLUS, NOT FOUND, 10 MG + 25 MG COM CT STR X 60 (EMB FRAC), NO_ACR
538814120050406, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
532712120014906, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 80 + 12.5 COM REV CT BL AL/AL X 14, NO_ACR
532712120015106, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 + 12.5 COM REV CT BL AL/AL X 14, NO_ACR
532712120015006, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 80 + 12.5 COM REV CT BL AL/AL X 28, NO_ACR
532712120015206, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 + 12.5 COM REV CT BL AL/AL X 28, NO_ACR
532712120015306, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 + 25 COM REV CT BL AL/AL X 28, NO_ACR
532712120014406, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 80 + 12.5 COM REV CT BL AL/AL X 30, NO_ACR
532712120014506, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 + 12.5 COM REV CT BL AL/AL X 30, NO_ACR
532712120014606, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 + 25 COM REV CT BL AL/AL X 30, NO_ACR
532712120014706, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 + 12.5 COM REV CT BL AL/AL X 30, NO_ACR
532712120014806, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 + 25 COM REV CT BL AL/AL X 30, NO_ACR
526114060093006, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
541814060008606, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
525314060042806, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
538812060041604, VALSACOR HCT, VALSACOR HCT, NOT FOUND, 160 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
526112050084006, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 80 MG + 12.5 MG COM REV CT BL AL/AL X 30, NO_ACR
541812070001006, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
525312040034106, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
538812050040806, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 80 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
538812050040906, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
538812060041504, VALSACOR HCT, VALSACOR HCT, NOT FOUND, 80 MG + 12.5 COM REV CL BL AL AL X 30, NO_ACR
526112050084106, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 MG + 12.5 MG COM REV CT BL AL/AL X 30, NO_ACR
541812070000906, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 80 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
525312040034206, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 80 MG + 12.5 MG COM REV CT BL AL AL X 30, NO_ACR
525312040034506, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
526112050084206, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 + 25 MG COM REV CT BL AL/AL X 30, NO_ACR
526112050084306, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 + 25 MG COM REV CT BL AL/AL X 30, NO_ACR
538812050041006, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
538812050041106, VALSARTANA + HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
538812060041704, VALSACOR HCT, VALSACOR HCT, NOT FOUND, 160 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
538812060041804, VALSACOR HCT, VALSACOR HCT, NOT FOUND, 320 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
541812070001206, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
525312040034606, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 320 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
541812070001106, VALSARTANA+HIDROCLOROTIAZIDA, VALSARTANA HIDROCLOROTIAZIDA, NOT FOUND, 160 MG + 25 MG COM REV CT BL AL AL X 30, NO_ACR
526213110008803, VANTIL, VANTIL, NOT FOUND, 200 MG COM REV CT BL AL PLAS INC X 100 (EMB MULT), NO_ACR
526204101110419, VANTIL, VANTIL, NOT FOUND, 200 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
526204103113415, VANTIL, VANTIL, NOT FOUND, 400 MG COM REV CT BL AL PLAS INC 10, NO_ACR
526204102133412, VANTIL, VANTIL, NOT FOUND, 50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML, NO_ACR
538902401131318, VENTAVIS, VENTAVIS, NOT FOUND, 10 MCG/ML SOL NEB CT 30 AMP VD INC X 1 ML, NO_ACR
525203201156417, VIGAM LIQUID, VIGAM LIQUID, NOT FOUND, 1.0 G SOL INJ CT FA VD INC X 20 ML + EQUIPO, NO_ACR
525203206158418, VIGAM LIQUID, VIGAM LIQUID, NOT FOUND, 10 G SOL INJ CX FA VD INC X 200 ML + EQP, NO_ACR
525203202152415, VIGAM LIQUID, VIGAM LIQUID, NOT FOUND, 2.5G SOL INJ CT FA VD INC X 50ML + EQUIPO, NO_ACR
525203203159413, VIGAM LIQUID, VIGAM LIQUID, NOT FOUND, 5.0 G SOL INJ CT FA VD INC X 100 ML + EQUIPO, NO_ACR
507712010117803, VASOTRILIX, VASOTRILIX, NOT FOUND, 1.5 MG COM REV CT BL AL AL X 30, NO_ACR
525073204150418, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 1 FA VD INC X 10 ML, NO_ACR
525073210150416, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 5 FA VD INC X 10 ML, NO_ACR
525073201151413, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 4 CARP VD INC X 3 ML, NO_ACR
525073202158411, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 1 CARP VD INC X 3 ML, NO_ACR
525073203154411, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAST, NO_ACR
525073206153414, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 10 CARP VD INC X 3 ML, NO_ACR
525073207151415, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML, NO_ACR
525073208156410, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 3 CARP VD INC X 3 ML, NO_ACR
525073209152419, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML, NO_ACR
525073212153412, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML + 5 SISTEMA APLIC PLAS, NO_ACR
525073205157416, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 1 FA VD INC X 5 ML, NO_ACR
525073211157414, VELUXUS, VELUXUS, NOT FOUND, 100 UI/ML SOL INJ CT 5 FA VD INC X 5 ML, NO_ACR
541612090001114, VISIPAQUE, VISIPAQUE, NOT FOUND, 550 MG/ML SOL INJ CT FA VD ITRANS X 100 ML  , NO_ACR
541612090001204, VISIPAQUE, VISIPAQUE, NOT FOUND, 550 MG/ML SOL INJ CT FR PLAS TRANS  X 100 ML   , NO_ACR
541612090001304, VISIPAQUE, VISIPAQUE, NOT FOUND, 550 MG/ML SOL INJ CT FR PLAS TRANS  X 150 ML   , NO_ACR
541612090000914, VISIPAQUE, VISIPAQUE, NOT FOUND, 550 MG/ML SOL INJ CT FA VD TRANS X 50 ML  , NO_ACR
541612090001004, VISIPAQUE, VISIPAQUE, NOT FOUND, 550 MG/ML SOL INJ CT FR PLAS TRANS  X 50 ML   , NO_ACR
541612090001404, VISIPAQUE, VISIPAQUE, NOT FOUND, 550 MG/ML SOL INJ CT FR PLAS TRANS  X 500 ML   , NO_ACR
541612090001614, VISIPAQUE, VISIPAQUE, NOT FOUND, 652 MG/ML SOL INJ CT FA VD TRANS X 100 ML   , NO_ACR
541612090001704, VISIPAQUE, VISIPAQUE, NOT FOUND, 652 MG/ML SOL INJ CT FR PLAS TRANS X100 ML  , NO_ACR
541612090001514, VISIPAQUE, VISIPAQUE, NOT FOUND, 652 MG/ML SOL INJ CT FA VD TRANS X 50 ML   , NO_ACR
541612090001804, VISIPAQUE, VISIPAQUE, NOT FOUND, 652 MG/ML SOL INJ CT FR PLAS TRANS X 50 ML   , NO_ACR
540500402117415, VERMECTIL, VERMECTIL, NOT FOUND, 6 MG COM CT ENV AL POLIET X 2, NO_ACR
540500401110417, VERMECTIL, VERMECTIL, NOT FOUND, 6 MG COM CT ENV AL POLIET X 4, NO_ACR
504403902112414, VUDIRAX, VUDIRAX, NOT FOUND, 150 MG COM REV CT FR PLAS OPC X 60 , NO_ACR
514007002116415, VONAX, VONAX, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
514007001111411, VONAX, VONAX, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 7, NO_ACR
526602301152211, VICTOZA, VICTOZA, NOT FOUND, 6 MG/ML SOL INJ CT X 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS, NO_ACR
526602302159211, VICTOZA, VICTOZA, NOT FOUND, 6 MG/ML SOL INJ CT X 2 CARP VD INC X 3ML + 2 SIST APLIC PLAS, NO_ACR
526514030078903, VACINA MENINGOCÓCICA ACWY (CONJUGADA), VACINA MENINGOCOCICA ACWY CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, 10 MCG PO LIOF SOL INJ X 1 DOSE CT FA VD TRANS + 5-5-5 MCG SOL INJ FA VD TRANS X 0.6 ML, NO_ACR
526514030079003, VACINA MENINGOCÓCICA ACWY (CONJUGADA), VACINA MENINGOCOCICA ACWY CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, 10 MCG PO LIOF SOL INJ X 5 DOSE CT 5 FA VD TRANS + 5-5-5 MCG SOL INJ 5 FA VD TRANS X 0.6 ML, NO_ACR
526532401153411, VACINA MENINGOCÓCICA ACWY (CONJUGADA), VACINA MENINGOCOCICA ACWY CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, 10 MCG PO LIOF FA VD INC + 5-5-5 MCG SOL INJ SER PREENCH VD INC X 0.6 ML, NO_ACR
525012060101303, VALTRIAN, VALTRIAN, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 60, NO_ACR
525012060101103, VALTRIAN, VALTRIAN, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 60, NO_ACR
525012060101203, VALTRIAN, VALTRIAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 60, NO_ACR
525065804111412, VALTRIAN, VALTRIAN, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 15 , NO_ACR
525065801110415, VALTRIAN, VALTRIAN, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 30 , NO_ACR
525065802117413, VALTRIAN, VALTRIAN, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 30, NO_ACR
525065805116418, VALTRIAN, VALTRIAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 15 , NO_ACR
525065803113411, VALTRIAN, VALTRIAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 30, NO_ACR
532400301113414, VENALAPRIL, VENALAPRIL, NOT FOUND, 10MG 30 COMP., NO_ACR
504106401119411, VASOPRIL, VASOPRIL, NOT FOUND, 10 MG COM CT STR X 30, NO_ACR
504106407117410, VASOPRIL, VASOPRIL, NOT FOUND, 10 MG COM CT STR X 45, NO_ACR
504106408113419, VASOPRIL, VASOPRIL, NOT FOUND, 10 MG COM CT STR X 60, NO_ACR
532400302111415, VENALAPRIL, VENALAPRIL, NOT FOUND, 20MG 30 COMP., NO_ACR
504106402115411, VASOPRIL, VASOPRIL, NOT FOUND, 20 MG COM CT STRS X 30, NO_ACR
504106404118416, VASOPRIL, VASOPRIL, NOT FOUND, 20 MG COM CT STR X 45, NO_ACR
504106409111411, VASOPRIL, VASOPRIL, NOT FOUND, 20 MG COM CT STR X 60, NO_ACR
504106403111418, VASOPRIL, VASOPRIL, NOT FOUND, 5 MG COM CT STR X 30, NO_ACR
504106405114414, VASOPRIL, VASOPRIL, NOT FOUND, 5 MG COM CT STR X 45, NO_ACR
504106406110412, VASOPRIL, VASOPRIL, NOT FOUND, 5 MG COM CT STR X 60, NO_ACR
506308403119419, VERMIBEN, VERMIBEN, NOT FOUND, 100 MG COM CT BL AL PLAS TRANS X 6, NO_ACR
520201701118413, VERMIN, VERMIN, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 6, NO_ACR
506308402139416, VERMIBEN, VERMIBEN, NOT FOUND, 20MG/ML SUS OR CT FR VD AMB X 30 ML + COPO MEDIDA, NO_ACR
520201702130417, VERMIN, VERMIN, NOT FOUND, 20 MG/ML SUS OR CT FR VD AMB  X 30 ML, NO_ACR
506406501115418, VIGAMED, VIGAMED, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 2, NO_ACR
506406502111416, VIGAMED, VIGAMED, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 4, NO_ACR
529206601115218, VIRACEPT, VIRACEPT, NOT FOUND, 250 MG COM CT FR PLAS OPC X 270 (EMB HOSP), NO_ACR
532401202119412, VENOPRESSIN, VENOPRESSIN, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
532401203115410, VENOPRESSIN, VENOPRESSIN, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 500 , NO_ACR
532401201112414, VENOPRESSIN, VENOPRESSIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
532401204111419, VENOPRESSIN, VENOPRESSIN, NOT FOUND, 500 MG COM REV CT  BL AL PLAS INC X 500, NO_ACR
524200701117410, VIGIL, VIGIL, NOT FOUND, 200 MG COM CT BL PLAS X 30, NO_ACR
523705202111317, VASCLIN, VASCLIN, NOT FOUND, 60 MG + 100 MG CAP GEL MICROG CT 2 BL AL PLAS INC X 15, NO_ACR
523705201113219, VASCLIN, VASCLIN, NOT FOUND, 40 MG + 100 MG CAP GEL MICROG CT FR PLAST X 30 , NO_ACR
527314040012404, VIATINE, VIATINE, NOT FOUND, 10 MG COM REV CT BL AL AL X 10, NO_ACR
527314040012504, VIATINE, VIATINE, NOT FOUND, 10 MG COM REV CT BL AL AL X 30, NO_ACR
527314040012604, VIATINE, VIATINE, NOT FOUND, 5 MG COM MAST CT BL AL AL X 10, NO_ACR
527314040012704, VIATINE, VIATINE, NOT FOUND, 5 MG COM MAST CT BL AL AL X 30, NO_ACR
527314040012804, VIATINE, VIATINE, NOT FOUND, 4 MG COM MAST CT BL AL AL X 30, NO_ACR
527314040012904, VIATINE, VIATINE, NOT FOUND, 4 MG COM MAST CT BL AL AL X 10, NO_ACR
527314040013004, VIATINE, VIATINE, NOT FOUND, 4 MG GRAN OR CT ENV AL / PLAS X 10, NO_ACR
527314040013104, VIATINE, VIATINE, NOT FOUND, 4 MG GRAN OR CT ENV AL / PLAS X 30, NO_ACR
507730101168112, VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA, VALERATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 1 MG/G + 5 MG/G POM CT BG AL X 30G, NO_ACR
507730102164110, VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA, VALERATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 1 MG/ G + 5 MG/G CREM CT BG AL X 30G, NO_ACR
504504502136310, VIRAMUNE, VIRAMUNE, NOT FOUND, 50MG/5ML SUS OR CT FR PLAS OPC X 240ML+SER DOSAD+ ADAPT, NO_ACR
504504501113317, VIRAMUNE, VIRAMUNE, NOT FOUND, 200 MG COM CT FR PLAS OPC X 60, NO_ACR
516708201162119, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G POM DERM CT BG AL X 30G, NO_ACR
504614100023404, VASODIPINA, VASODIPINA, NOT FOUND, 30 MG COM REV CT BL AL PLAS AMB X 200 (EMB FRAC), NO_ACR
504615010027717, VASODIPINA, VASODIPINA, NOT FOUND, 30 MG COM REV CT BL AL PLAS AMB X 30, NO_ACR
503414040017103, VAGISTATINA, VAGISTATINA, NOT FOUND, 100.000 UI/ML SUS OR CT FR PLAS AMB X 50 ML + CGT, NO_ACR
503406202131415, VAGISTATINA, VAGISTATINA, NOT FOUND, 100.000 UI/ML SUS OR CT FR VD AMB X 50 ML + CGT, NO_ACR
503406201168412, VAGISTATINA, VAGISTATINA, NOT FOUND, 25.000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC, NO_ACR
542613080000004, VAGICAND, VAGICAND, NOT FOUND, 0.02 G/G CREM VAG CT BG AL X 40 G + 7 APLIC , NO_ACR
542613080000104, VAGICAND, VAGICAND, NOT FOUND, 0.02 G/G CREM VAG CT  BG PLAS X 40 G + 7 APLIC, NO_ACR
505515701168418, VOLNAC, VOLNAC, NOT FOUND, 20 MG/G CREM DERM CT BG AL X 28 G, NO_ACR
533015401160412, VODOL, VODOL, NOT FOUND, 20 MG/G CREM DERM CT BG AL X 28 G, NO_ACR
533015402175413, VODOL, VODOL, NOT FOUND, 20 MG/G PO TOP CT FR PLAS OPC X 30 G , NO_ACR
