525500301155311; CANCIDAS; CANCIDAS; NOT FOUND; 50 MG PO LIOF SOL INJ CT FA VD INC; NO_ACR
530300305153413; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 103 MEQ/L + CA 2.5 MEQ/L + K 1.0 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAST X 5 L; NO_ACR
530300306151414; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 103 MEQ/L + CA 3.5 MEQ/L + K 2.0 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAST X 5 L; NO_ACR
530300307156411; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 103 MEQ/L + CA 3.0 MEQ/L + K 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAST X 5 L; NO_ACR
530300303177412; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 140 + CA 2.5 + K 1.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
530300502171414; CPHD AC 45; CPHD AC 45; NOT FOUND; NA 99.65 MEQ/L + CA 2.5 MEQ/L + 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAS X 6.2 L; NO_ACR
530300301174416; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 140 + CA 3.5 + K 1.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
530300304173410; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 140 + CA 3.5 + K 0.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
530300302170414; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 138 + CA 3.5 + K 1.0 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
530300503176411; CPHD AC 45; CPHD AC 45; NOT FOUND; NA 99.65 MEQ/L + CA 3.0 MEQ/L + 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAS X 6.2 L; NO_ACR
530300203156413; CPHD AC 35 COM GLICOSE; CPHD AC 35 GLICOSE; NOT FOUND; 103 MEQ/L NA + 1.5 MEQ/L K + 3.0 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5 L; NO_ACR
530300201171415; CPHD AC 35 COM GLICOSE; CPHD AC 35 GLICOSE; NOT FOUND; 105 MEQ/L NA + 1.5 MEQ/L K + 2.5 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5L; NO_ACR
530300202176410; CPHD AC 35 COM GLICOSE; CPHD AC 35 GLICOSE; NOT FOUND; 105 MEQ/L NA + 1.5 MEQ/L K + 3.5 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5L; NO_ACR
501802202152414; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 150 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
501802201156416; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
501802203159412; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 191 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
501802204155410; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 200 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
505202101137413; CLOTÁSSIO; CLOTASSIO; NOT FOUND; 60 MG/ML XPE CT FR VD AMB X 100 ML (SABOR CEREJA); NO_ACR
501302206159411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
501302210156413; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
501302215158414; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
501302219153417; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
501302224157417; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
501302229159418; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
501302233156411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
501302202153419; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
501302211152411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
501302216154412; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
501302220151414; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO0; NO_ACR
501302225153415; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
501302234152418; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
501302235159416; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
501302203151411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
501302207155411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
501302212159411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
501302217150410; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
501302221158412; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
501302226151416; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
501302230157415; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
501302201157410; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
501302204156415; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
501302208151418; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
501302213155418; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
501302222154410; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
501302227156411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
501302231153413; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
501302205152413; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
501302209158416; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
501302214151416; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
501302218157419; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
501302223150419; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
501302228152411; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
501302232151414; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
507100401138413; CITANEST; CITANEST; NOT FOUND; CX. C/ 50 TUBETES 1.8ML; NO_ACR
502408601130111; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; NO_ACR
506500401137115; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + COL MED; NO_ACR
505210001138117; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
521122301131120; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
502408602137111; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; NO_ACR
505210002134115; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
521122302138129; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
521103401118111; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 50 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
521103502119113; CLORIDRATO DE AMIODARONA; CLORIDRATO AMIODARONA; CLORIDRATO AMIODARONA; 100 MG COM CT BL AL PLAS INC X 20; NO_ACR
521103503115111; CLORIDRATO DE AMIODARONA; CLORIDRATO AMIODARONA; CLORIDRATO AMIODARONA; 100 MG COM CT BL AL PLAS INC X 30; NO_ACR
521103504111111; CLORIDRATO DE AMIODARONA; CLORIDRATO AMIODARONA; CLORIDRATO AMIODARONA; 200 MG COM CT BL AL PLAS INC X 20; NO_ACR
521103501112115; CLORIDRATO DE AMIODARONA; CLORIDRATO AMIODARONA; CLORIDRATO AMIODARONA; 200 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
510014120016906; CLORIDRATO DE AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 25 MG COM REV CT BL AL PLAS OPC X 20 ; NO_ACR
510014120017006; CLORIDRATO DE AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 25 MG COM REV CT BL AL PLAS OPC X 30 ; NO_ACR
510014120017106; CLORIDRATO DE AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 75 MG COM REV CT BL AL PLAS OPC X 20; NO_ACR
510014120017206; CLORIDRATO DE AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 75 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
514800101131424; CLARUS; CLARUS; NOT FOUND; 8 MG/ML XPE.EXPEC. FR VD AMB X 120ML; NO_ACR
501301001154118; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 1G PO INJ CT FA VD INC X 20 ML; NO_ACR
501301002150116; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 1G PO INJ IV CT FA VD INC X 20 ML + BOLS FLEXIVEL (SIST FECH) X 100 ML; NO_ACR
501301003157114; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 1G PO INJ CT FA VD INC X 20 ML + DIL AMP PLAS X 10 ML; NO_ACR
501301004153112; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 1G PO INJ CX 10 FA VD INC X 20 ML; NO_ACR
501301005151113; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 1G PO INJ IV CX 10 FA VD INC X 20 ML + 10 BOLS FLEXIVEL (SIST FECH) X 100 ML; NO_ACR
501301006156119; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 1G PO INJ CX 25 FA VD INC X 20 ML; NO_ACR
501301007152117; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 2 G PO INJ IV CT FA VD INC X 50 ML; NO_ACR
501301008159115; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 2G PO INJ IV CT FA VD INC X 50 ML + BOLS FLEXIVEL (SIST FECH) X 100 ML; NO_ACR
501301009155113; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 2G PO INJ IV CT FA VD INC X 50 ML + DIL AMP PLAS X 10 ML; NO_ACR
501301010153110; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 2G PO INJ IV CX 10 FA VD INC X 50 ML; NO_ACR
501301011151111; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 2G PO INJ IV CX 10 FA VD INC X 50 ML + 10 BOLS FLEXIVEL (SIST FECH) X 100 ML; NO_ACR
501301012156117; CLORIDRATO DE CEFEPIMA; CLORIDRATO CEFEPIMA; CLORIDRATO CEFEPIMA; 2G PO INJ IV CX 25 FA VD INC X 50 ML; NO_ACR
521125504114111; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS INC X 15; NO_ACR
521125502111113; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
521125501115115; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 5 MG COM REV CT BL AL PLAS INC X 15; NO_ACR
521125503118111; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 5 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
541312030004104; CIFLOXTRON; CIFLOXTRON; NOT FOUND; 2 MG/ML SOL INJ CT FR PLAS TRANSP SIST FEC X 100 ML; NO_ACR
506500502111111; CLORIDRATO DE CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
511300701117416; CIPROFLOX; CIPROFLOX; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
506500501115113; CLORIDRATO DE CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
511300702113414; CIPROFLOX; CIPROFLOX; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
522714010035104; CIPROZER; CIPROZER; NOT FOUND; 500 MG COM REV CT BL AL PVC TRANS X 14; NO_ACR
506500503118111; CLORIDRATO DE CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
511300703111415; CIPROFLOX; CIPROFLOX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
521123401113114; CLORIDRATO DE CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
522714010034904; CIPROZER; CIPROZER; NOT FOUND; 500 MG COM REV CT BL AL PVC TRANS X 7; NO_ACR
522714010035404; CIPROZER; CIPROZER; NOT FOUND; 500 MG COM REV CT BL AL PVDC TRANS X 14; NO_ACR
522714010035004; CIPROZER; CIPROZER; NOT FOUND; 500 MG COM REV CT BL AL PVC TRANS X 10; NO_ACR
506500504114118; CLORIDRATO DE CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
511300704116410; CIPROFLOX; CIPROFLOX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
521123402111115; CLORIDRATO DE CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 6 ; NO_ACR
522714010035204; CIPROZER; CIPROZER; NOT FOUND; 500 MG COM REV CT BL AL PVDC TRANS X 7; NO_ACR
522714010035304; CIPROZER; CIPROZER; NOT FOUND; 500 MG COM REV CT BL AL PVDC TRANS X 10; NO_ACR
510015010027906; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 10 MG COM REV CT BL AL PLAS LEIT X 20; NO_ACR
510015010028006; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS LEIT X 20; NO_ACR
510015010028106; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS LEIT X 500 (EMB HOSP); NO_ACR
522712100028606; CLORIDRATO DE DOBUTAMINA; CLORIDRATO DOBUTAMINA; CLORIDRATO DOBUTAMINA; 250MG  SOL INJ IV CT AMP VD INC X 20 ML ; NO_ACR
522712100028706; CLORIDRATO DE DOBUTAMINA; CLORIDRATO DOBUTAMINA; CLORIDRATO DOBUTAMINA; 250MG  SOL INJ IV CX 25 AMP VD INC X 20 ML(EMB HOSP); NO_ACR
522712100028806; CLORIDRATO DE DOBUTAMINA; CLORIDRATO DOBUTAMINA; CLORIDRATO DOBUTAMINA; 250MG  SOL INJ IV CX 50 AMP VD INC X 20 ML(EMB HOSP); NO_ACR
521113060057806; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 10 MG COM REV CT BL AL PLAS TRANS X 15; NO_ACR
510012090011606; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 10 MG COM REV CX BL AL PLAS TRANS X 200 (EMB HOSP); NO_ACR
510012090011706; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 10 MG COM REV CX BL AL PLAS TRANS X 250 (EMB HOSP) ; NO_ACR
510012090011506; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 10 MG COM REV CT BL AL PLAS TRANS X 30 (EMB HOSP) ; NO_ACR
510012090011806; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 10 MG COM REV CX BL AL PLAS TRANS X 500 (EMB HOSP) ; NO_ACR
521113060057706; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 5 MG COM REV CT BL AL PLAS TRANS X 15; NO_ACR
510012090011206; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 5 MG COM REV CX BL AL PLAS TRANS X 200 (EMB HOSP) ; NO_ACR
510012090011306; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 5 MG COM REV CX BL AL PLAS TRANS X 250 (EMB HOSP) ; NO_ACR
510012090011106; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 5 MG COM REV CT BL AL PLAS TRANS X 30 (EMB HOSP) ; NO_ACR
510012090011406; CLORIDRATO DE DONEPEZILA; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 5 MG COM REV CX BL AL PLAS TRANS X 500 (EMB HOSP); NO_ACR
521103701170119; CLORIDRATO DE DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; 20 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML; NO_ACR
525500502177310; COSOPT; COSOPT; NOT FOUND; 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT( OCUMETRO) X 10 ML; NO_ACR
525500501138311; COSOPT; COSOPT; NOT FOUND; 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT( OCUMETRO)  X 5 ML; NO_ACR
507614060018003; CYMBALTA; CYMBALTA; NOT FOUND; 30 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 28; NO_ACR
507603304116210; CYMBALTA; CYMBALTA; NOT FOUND; 30 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 14; NO_ACR
507612050017103; CYMBALTA; CYMBALTA; NOT FOUND; 30 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 30 ; NO_ACR
507612050017203; CYMBALTA; CYMBALTA; NOT FOUND; 30 MG CAP GEL DURA C/ MGRAN RETARD CT  BL AL AL X 30 ; NO_ACR
507603306119314; CYMBALTA; CYMBALTA; NOT FOUND; 30 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 7; NO_ACR
507603307115312; CYMBALTA; CYMBALTA; NOT FOUND;  60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 14; NO_ACR
507603308111310; CYMBALTA; CYMBALTA; NOT FOUND; 60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 28; NO_ACR
507603310116316; CYMBALTA; CYMBALTA; NOT FOUND; 60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 30; NO_ACR
507603309118319; CYMBALTA; CYMBALTA; NOT FOUND; 60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 7; NO_ACR
543114040000006; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS TRANS X 7; NO_ACR
543114040000106; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS TRANS X 14; NO_ACR
543114040000206; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS TRANS X 28; NO_ACR
543114040000306; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS TRANS X 70 (EMB HOSP) ; NO_ACR
510015020034706; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 7 ; NO_ACR
510015020034806; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 10; NO_ACR
510015020034906; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 14; NO_ACR
510015020035006; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 20; NO_ACR
510015020035106; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 21; NO_ACR
510015020035206; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 28; NO_ACR
510015020035306; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 30; NO_ACR
510015020035406; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS INC X 60; NO_ACR
510015020035506; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS OPC X 7 ; NO_ACR
510015020035606; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS OPC X 10; NO_ACR
