267669; HALOPERIDOL; HALOPERIDOL; HALOPERIDOL; 5 MG AMPOLA 1.00 ML; NO_ACR
394258; HIDRÓXIDO DE FERRO III; HIDROXIDO FERRO III; NOT FOUND; EQUIVALENTE A 50MG/ML DE FERRO III. NA FORMA COMPLEXO POLIMALTOSADO. SOLUCAO ORAL - GOTAS COMPRIMIDO; NO_ACR
396561; HIDROMORFONA; HIDROMORFONA; HIDROMORFONA; CLORIDRATO. 16 MG. LIBERACAO GRADUAL COMPRIMIDO; NO_ACR
396561; HIDROMORFONA; HIDROMORFONA; HIDROMORFONA; CLORIDRATO. 16 MG. LIBERACAO GRADUAL COMPRIMIDO; NO_ACR
397089; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOC. HIDROX.MAGNESIO. TRISSILICATO DE MAGNESIO E. METILCELULOSE. 240 MG + 144 MG + 90 MG + 50 MG. COMPRIMIDO MASTIGAVEL COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
397098; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; ASSOCIADO AO HIDROXIDO DE MAGNESIO E DIMETICONA. 200 MG + 200 MG + 30 MG COMPRIMIDO; NO_ACR
399988; HIDRÓXIDO DE FERRO III; HIDROXIDO FERRO III; NOT FOUND; COMPLEXO POLIMALTOSADO. ASSOCIADO AO ACIDO FOLICO. 100 MG + 0.35 MG. COMPRIMIDO MASTIGAVEL COMPRIMIDO; NO_ACR
399988; HIDRÓXIDO DE FERRO III; HIDROXIDO FERRO III; NOT FOUND; COMPLEXO POLIMALTOSADO. ASSOCIADO AO ACIDO FOLICO. 100 MG + 0.35 MG. COMPRIMIDO MASTIGAVEL COMPRIMIDO; NO_ACR
399988; HIDRÓXIDO DE FERRO III; HIDROXIDO FERRO III; NOT FOUND; COMPLEXO POLIMALTOSADO. ASSOCIADO AO ACIDO FOLICO. 100 MG + 0.35 MG. COMPRIMIDO MASTIGAVEL COMPRIMIDO; NO_ACR
399988; HIDRÓXIDO DE FERRO III; HIDROXIDO FERRO III; NOT FOUND; COMPLEXO POLIMALTOSADO. ASSOCIADO AO ACIDO FOLICO. 100 MG + 0.35 MG. COMPRIMIDO MASTIGAVEL COMPRIMIDO; NO_ACR
420712; HIDROCORTISONA; HIDROCORTISONA; HIDROCORTISONA; 100 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA COMPRIMIDO; NO_ACR
420857; HIDROCORTISONA; HIDROCORTISONA; HIDROCORTISONA; 1 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA COMPRIMIDO; NO_ACR
271651; HIDROXOCOBALAMINA  CLORIDRATO; HIDROXOCOBALAMINA CLORIDRATO; NOT FOUND; 2.5 MG/ML. INJETAVEL CONJUNTO; NO_ACR
427442; HIDROXOCOBALAMINA  CLORIDRATO; HIDROXOCOBALAMINA CLORIDRATO; NOT FOUND; 5 G. PO LIOFILO PARA INJETAVEL. C/ KIT P/ INFUSAO CONJUNTO; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268111; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 25 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
268112; HIDRALAZINA; HIDRALAZINA; HIDRALAZINA; 50 MG DRÁGEA; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 120.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 120.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 150.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267270; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 62MG/ML. SUSPENSAO ORAL FRASCO 240.00 ML; NO_ACR
267271; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 300MG FRASCO 240.00 ML; NO_ACR
267271; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 300MG FRASCO 100.00 ML; NO_ACR
267271; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 300MG FRASCO 100.00 ML; NO_ACR
267271; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 300MG FRASCO 240.00 ML; NO_ACR
267271; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 300MG FRASCO 200.00 ML; NO_ACR
267271; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 300MG FRASCO 240.00 ML; NO_ACR
267669; HALOPERIDOL; HALOPERIDOL; HALOPERIDOL; 5 MG FRASCO 10.00 ML; NO_ACR
267670; HALOPERIDOL; HALOPERIDOL; HALOPERIDOL; 1 MG FRASCO 10.00 ML; NO_ACR
267674; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 25 MG FRASCO 50.00 ML; NO_ACR
267674; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 25 MG FRASCO 50.00 ML; NO_ACR
267674; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 25 MG FRASCO 50.00 ML; NO_ACR
267675; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG FRASCO 50.00 ML; NO_ACR
267675; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 250.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268462; HALOTANO; HALOTANO; HALOTANO; LIQUIDO INALANTE FRASCO 100.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 5.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 5.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 5.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 5.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 5.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 5.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 5.00 ML; NO_ACR
268463; HEPARINA SÓDICA; HEPARINA SODICA; NOT FOUND; 5.000 UI/0.25 ML. INJETAVEL FRASCO 40.00 ML; NO_ACR
270042; HIPROMELOSE; HIPROMELOSE; HIPROMELOSE; 0.5%. SOLUCAO OFTALMICA FRASCO 10.00 ML; NO_ACR
270042; HIPROMELOSE; HIPROMELOSE; HIPROMELOSE; 0.5%. SOLUCAO OFTALMICA FRASCO 10.00 ML; NO_ACR
270042; HIPROMELOSE; HIPROMELOSE; HIPROMELOSE; 0.5%. SOLUCAO OFTALMICA FRASCO 10.00 ML; NO_ACR
270042; HIPROMELOSE; HIPROMELOSE; HIPROMELOSE; 0.5%. SOLUCAO OFTALMICA FRASCO 10.00 ML; NO_ACR
270042; HIPROMELOSE; HIPROMELOSE; HIPROMELOSE; 0.5%. SOLUCAO OFTALMICA FRASCO 10.00 ML; NO_ACR
270042; HIPROMELOSE; HIPROMELOSE; HIPROMELOSE; 0.5%. SOLUCAO OFTALMICA FRASCO 10.00 ML; NO_ACR
