267768; PROMETAZINA CLORIDRATO; PROMETAZINA CLORIDRATO; NOT FOUND; 25 MG AMPOLA 2.00 ML; NO_ACR
270911; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM CAFEINA E CARISOPRODOL. 350MG + 50MG + 150MG COMPRIMIDO; NO_ACR
270911; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM CAFEINA E CARISOPRODOL. 350MG + 50MG + 150MG COMPRIMIDO; NO_ACR
270911; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM CAFEINA E CARISOPRODOL. 350MG + 50MG + 150MG COMPRIMIDO; NO_ACR
270911; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM CAFEINA E CARISOPRODOL. 350MG + 50MG + 150MG COMPRIMIDO; NO_ACR
270911; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM CAFEINA E CARISOPRODOL. 350MG + 50MG + 150MG COMPRIMIDO; NO_ACR
270916; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM FENILBUTAZONA E CARISOPRODOL. 300MG + 75MG + 150MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270917; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DICLOFENACO. CARISOPRODOL E CAFEINA. 300MG + 50MG + 125MG + 30MG COMPRIMIDO; NO_ACR
270922; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DIIDROERGOTAMINA E CAFEINA. 450MG + 1MG + 40MG COMPRIMIDO; NO_ACR
270922; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM DIIDROERGOTAMINA E CAFEINA. 450MG + 1MG + 40MG COMPRIMIDO; NO_ACR
270923; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM CAFEINA E PROPIFENAZONA. 250MG + 50MG + 150MG COMPRIMIDO; NO_ACR
270924; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM OXIFEMBUTAZONA. 300MG + 75MG COMPRIMIDO; NO_ACR
270924; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM OXIFEMBUTAZONA. 300MG + 75MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270929; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO AO DIMETINDENO.HIDROXIETIL RUTOSIDEOS. ACIDO ASCORBICO E FENILEFRINA. 500MG + 0.5MG + 15MG + 40MG + 2MG COMPRIMIDO; NO_ACR
270974; PARACETAMOL; PARACETAMOL; PARACETAMOL; ASSOCIADO COM CLORZOXAZONA. 300MG + 200MG COMPRIMIDO; NO_ACR
271727; PRAVASTATINA; PRAVASTATINA; PRAVASTATINA; 40MG COMPRIMIDO; NO_ACR
271727; PRAVASTATINA; PRAVASTATINA; PRAVASTATINA; 40MG COMPRIMIDO; NO_ACR
271727; PRAVASTATINA; PRAVASTATINA; PRAVASTATINA; 40MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
271764; PIRIDOSTIGMINA BROMETO; PIRIDOSTIGMINA BROMETO; NOT FOUND; 60 MG COMPRIMIDO; NO_ACR
272337; PIRIDOXINA CLORIDRATO; PIRIDOXINA CLORIDRATO; NOT FOUND; 100MG COMPRIMIDO; NO_ACR
272337; PIRIDOXINA CLORIDRATO; PIRIDOXINA CLORIDRATO; NOT FOUND; 100MG COMPRIMIDO; NO_ACR
272337; PIRIDOXINA CLORIDRATO; PIRIDOXINA CLORIDRATO; NOT FOUND; 100MG COMPRIMIDO; NO_ACR
272337; PIRIDOXINA CLORIDRATO; PIRIDOXINA CLORIDRATO; NOT FOUND; 100MG COMPRIMIDO; NO_ACR
