266820; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 5 G. PO PARA SOLUCAO INJETAVEL; AMPOLA; 5.00 ML
294912; IRINOTECANO CLORIDRATO; IRINOTECANO CLORIDRATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; FRASCO; 5.00 ML
294912; IRINOTECANO CLORIDRATO; IRINOTECANO CLORIDRATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; FRASCO; 5.00 ML
294912; IRINOTECANO CLORIDRATO; IRINOTECANO CLORIDRATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; FRASCO; 5.00 ML
294912; IRINOTECANO CLORIDRATO; IRINOTECANO CLORIDRATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; FRASCO; 2.00 ML
294912; IRINOTECANO CLORIDRATO; IRINOTECANO CLORIDRATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; FRASCO; 5.00 ML
294912; IRINOTECANO CLORIDRATO; IRINOTECANO CLORIDRATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; FRASCO; 5.00 ML
294912; IRINOTECANO CLORIDRATO; IRINOTECANO CLORIDRATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; FRASCO; 2.00 ML
332383; IDURSULFASE; IDURSULFASE; IDURSULFASE; 2 MG/ML. SOLUCAO P/ INFUSAO VENOSA; FRASCO; 3.00 ML
332383; IDURSULFASE; IDURSULFASE; IDURSULFASE; 2 MG/ML. SOLUCAO P/ INFUSAO VENOSA; FRASCO; 3.00 ML
332383; IDURSULFASE; IDURSULFASE; IDURSULFASE; 2 MG/ML. SOLUCAO P/ INFUSAO VENOSA; FRASCO; 3.00 ML
332383; IDURSULFASE; IDURSULFASE; IDURSULFASE; 2 MG/ML. SOLUCAO P/ INFUSAO VENOSA; FRASCO; 3.00 ML
332383; IDURSULFASE; IDURSULFASE; IDURSULFASE; 2 MG/ML. SOLUCAO P/ INFUSAO VENOSA; FRASCO; 3.00 ML
332383; IDURSULFASE; IDURSULFASE; IDURSULFASE; 2 MG/ML. SOLUCAO P/ INFUSAO VENOSA; FRASCO; 3.00 ML
332383; IDURSULFASE; IDURSULFASE; IDURSULFASE; 2 MG/ML. SOLUCAO P/ INFUSAO VENOSA; FRASCO; 3.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 30.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 30.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 30.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 30.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 10.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 30.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 20.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 10.00 ML
332755; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML. SUSPENSAO ORAL; FRASCO; 100.00 ML
333124; INSULINA; INSULINA; INSULINA; HUMANA. (N + R) EM PRE-MISTURA. 90% + 10% . 100 UI/ML. SOLUCAO INJETAVEL; FRASCO; 10.00 ML
333124; INSULINA; INSULINA; INSULINA; HUMANA. (N + R) EM PRE-MISTURA. 90% + 10% . 100 UI/ML. SOLUCAO INJETAVEL; FRASCO; 10.00 ML
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 1.00 L
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 1.00 L
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 100.00 ML
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 500.00 ML
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 1.00 L
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 250.00 ML
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 100.00 ML
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 1.00 L
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 1.00 L
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 500.00 ML
334737; IODO; IODO; IODO; 2%. SOLUCAO AQUOSA; FRASCO; 1.00 L
337472; INSULINA; INSULINA; INSULINA; DETEMIR. 100U/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; FRASCO; 10.00 ML
340482; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
340482; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 5.00 ML
340482; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 5.00 ML
340482; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
340482; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 3.00 ML
340482; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 5.00 ML
340482; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 1.00 L
342445; INSULINA; INSULINA; INSULINA; HUMANA. (N + R) EM PRE-MISTURA. 70% + 30% . 100 UI/ML. SOLUCAO INJETAVEL; FRASCO; 5.00 ML
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO; 5.00 ML
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO; 5.00 ML
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO; 5.00 ML
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO; 5.00 ML
350768; INDOMETACINA; INDOMETACINA; INDOMETACINA; 1 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; FRASCO; 10.00 ML
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 100.00 ML
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 100.00 ML
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 100.00 ML
364580; IODO; IODO; IODO; 1%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364581; IODO; IODO; IODO; 2%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364581; IODO; IODO; IODO; 2%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364581; IODO; IODO; IODO; 2%. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 500.00 ML
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
364582; IODO; IODO; IODO; 0.1 %. EM SOLUCAO DE ALCOOL ETILICO A 70%; FRASCO; 1.00 L
367673; INDOMETACINA; INDOMETACINA; INDOMETACINA; 1 MG/ML. SUSPENSAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA; FRASCO; 50.00 ML
367673; INDOMETACINA; INDOMETACINA; INDOMETACINA; 1 MG/ML. SUSPENSAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA; FRASCO; 50.00 ML
367897; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 50 MG/ML. SOLUCAO INJETAVEL. C/ KIT P/ INFUSAO; FRASCO; 100.00 ML
367897; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 50 MG/ML. SOLUCAO INJETAVEL. C/ KIT P/ INFUSAO; FRASCO; 100.00 ML
367897; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 50 MG/ML. SOLUCAO INJETAVEL. C/ KIT P/ INFUSAO; FRASCO; 100.00 ML
367897; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 50 MG/ML. SOLUCAO INJETAVEL. C/ KIT P/ INFUSAO; FRASCO; 100.00 ML
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 500.00 ML
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 500.00 ML
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 250.00 ML
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 250.00 ML
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 100.00 ML
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 100.00 ML
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
370515; IODO; IODO; IODO; A 10%. TINTURA; FRASCO; 1.00 L
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 5.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 10.00 ML
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 1.00 L
372203; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; 5 MG/ML. SOLUCAO OFTALMICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 1.00 L
379548; IODO; IODO; IODO; A 3%. SOLUCAO AQUOSA. MEDICAMENTO ESPECIALMENTE MANIPULADO; FRASCO; 20.00 ML
379726; IODO; IODO; IODO; 5%. SOLUCAO AQUOSA; FRASCO; 500.00 ML
379726; IODO; IODO; IODO; 5%. SOLUCAO AQUOSA; FRASCO; 1.00 L
379726; IODO; IODO; IODO; 5%. SOLUCAO AQUOSA; FRASCO; 1.00 L
379726; IODO; IODO; IODO; 5%. SOLUCAO AQUOSA; FRASCO; 100.00 ML
379726; IODO; IODO; IODO; 5%. SOLUCAO AQUOSA; FRASCO; 20.00 ML
380017; INSULINA; INSULINA; INSULINA; GLULISINA. ACAO RAPIDA. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
380017; INSULINA; INSULINA; INSULINA; GLULISINA. ACAO RAPIDA. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
380017; INSULINA; INSULINA; INSULINA; GLULISINA. ACAO RAPIDA. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
380017; INSULINA; INSULINA; INSULINA; GLULISINA. ACAO RAPIDA. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
380017; INSULINA; INSULINA; INSULINA; GLULISINA. ACAO RAPIDA. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
380017; INSULINA; INSULINA; INSULINA; GLULISINA. ACAO RAPIDA. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
383688; INSULINA; INSULINA; INSULINA; ASPARTE ASSOCIADA A ASPARTE PROTAMINA. 30% + 70%. 100 UI/ML. SOLUCAO INJETAVEL; FRASCO; 10.00 ML
383688; INSULINA; INSULINA; INSULINA; ASPARTE ASSOCIADA A ASPARTE PROTAMINA. 30% + 70%. 100 UI/ML. SOLUCAO INJETAVEL; FRASCO; 10.00 ML
392108; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 10 G. PO LIOFILO P/ INJETAVEL; FRASCO; 50.00 ML
392108; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 10 G. PO LIOFILO P/ INJETAVEL; FRASCO; 50.00 ML
394314; INTERFERONA; INTERFERONA; NOT FOUND; BETA 1A. 30 MCG. PO LIOFILO P/ INJETAVEL. C/ SISTEMA DE APLICACAO; FRASCO; 1.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
394789; ITRACONAZOL; ITRACONAZOL; ITRACONAZOL; 10 MG/ML. SOLUCAO ORAL; FRASCO; 150.00 ML
396051; INSULINA; INSULINA; INSULINA; ASPART. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
396051; INSULINA; INSULINA; INSULINA; ASPART. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
396051; INSULINA; INSULINA; INSULINA; ASPART. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
396051; INSULINA; INSULINA; INSULINA; ASPART. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
396051; INSULINA; INSULINA; INSULINA; ASPART. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
396051; INSULINA; INSULINA; INSULINA; ASPART. 100 UI/ML. SOLUCAO INJETAVEL. COM APLICADOR; FRASCO; 10.00 ML
396855; IODETO DE POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; 130 MG; FRASCO; 100.00 ML
396855; IODETO DE POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; 130 MG; FRASCO; 100.00 ML
396855; IODETO DE POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; 130 MG; FRASCO; 100.00 ML
396855; IODETO DE POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; 130 MG; FRASCO; 100.00 ML
398177; INDOMETACINA; INDOMETACINA; INDOMETACINA; 5 MG/ML. SUSPENSAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; FRASCO; 50.00 ML
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 100.00 ML
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 100.00 ML
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
398704; IODOPOVIDONA (PVPI); IODOPOVIDONA PVPI; NOT FOUND; A 10% ( TEOR DE IODO 1% ). SOLUCAO ALCOOLICA; FRASCO; 1.00 L
