267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
268292; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270795; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 60MG COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG COMPRIMIDO; NO_ACR
271790; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; 10%. SOLUCAO OFTALMICA COMPRIMIDO; NO_ACR
271792; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; ASSOCIADA COM BRONFENIRAMINA. 5MG + 4MG COMPRIMIDO; NO_ACR
271792; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; ASSOCIADA COM BRONFENIRAMINA. 5MG + 4MG COMPRIMIDO; NO_ACR
271792; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; ASSOCIADA COM BRONFENIRAMINA. 5MG + 4MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
272931; FLUNITRAZEPAM; FLUNITRAZEPAM; FLUNITRAZEPAM; 1 MG COMPRIMIDO; NO_ACR
