267310; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML
308226; METILFENIDATO CLORIDRATO; METILFENIDATO CLORIDRATO; NOT FOUND; 36 MG. LIBERACAO CONTROLADA; NO_ACR; COMPRIMIDO; 0
308226; METILFENIDATO CLORIDRATO; METILFENIDATO CLORIDRATO; NOT FOUND; 36 MG. LIBERACAO CONTROLADA; NO_ACR; COMPRIMIDO; 0
308226; METILFENIDATO CLORIDRATO; METILFENIDATO CLORIDRATO; NOT FOUND; 36 MG. LIBERACAO CONTROLADA; NO_ACR; COMPRIMIDO; 0
320219; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; 1MG/ML. SOLUCAO ORAL; NO_ACR; COMPRIMIDO; 0
320219; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; 1MG/ML. SOLUCAO ORAL; NO_ACR; COMPRIMIDO; 0
325456; MANIDIPINO; MANIDIPINO; MANIDIPINO; 10 MG; NO_ACR; COMPRIMIDO; 0
331306; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS A SAIS MINERAIS E CAROTENOIDES. VITS: B2.C.E. MINERAIS: COBRE E ZINCO. CAROTENOIDES: LUTEINA. ZEAXANTINA E BETACAROTENO. 1.3MG + 45MG + 10 MG +  900 MCG + 7 MG. + 5 MG + 1 MG + 4.8 MG; NO_ACR; COMPRIMIDO; 0
331306; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS A SAIS MINERAIS E CAROTENOIDES. VITS: B2.C.E. MINERAIS: COBRE E ZINCO. CAROTENOIDES: LUTEINA. ZEAXANTINA E BETACAROTENO. 1.3MG + 45MG + 10 MG +  900 MCG + 7 MG. + 5 MG + 1 MG + 4.8 MG; NO_ACR; COMPRIMIDO; 0
331306; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS A SAIS MINERAIS E CAROTENOIDES. VITS: B2.C.E. MINERAIS: COBRE E ZINCO. CAROTENOIDES: LUTEINA. ZEAXANTINA E BETACAROTENO. 1.3MG + 45MG + 10 MG +  900 MCG + 7 MG. + 5 MG + 1 MG + 4.8 MG; NO_ACR; COMPRIMIDO; 0
331306; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS A SAIS MINERAIS E CAROTENOIDES. VITS: B2.C.E. MINERAIS: COBRE E ZINCO. CAROTENOIDES: LUTEINA. ZEAXANTINA E BETACAROTENO. 1.3MG + 45MG + 10 MG +  900 MCG + 7 MG. + 5 MG + 1 MG + 4.8 MG; NO_ACR; COMPRIMIDO; 0
334943; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS AO ACIDO FOLICO E ACIDO PANTOTENICO. VITS: B1; B2; B3; B6; B12; C E H. 1.5MG + 1.7MG+ 20MG+ 10MCG+ 6MCG+ 100MG+ 150 MCG. 1MG + 5 MG; NO_ACR; COMPRIMIDO; 0
334943; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS AO ACIDO FOLICO E ACIDO PANTOTENICO. VITS: B1; B2; B3; B6; B12; C E H. 1.5MG + 1.7MG+ 20MG+ 10MCG+ 6MCG+ 100MG+ 150 MCG. 1MG + 5 MG; NO_ACR; COMPRIMIDO; 0
334943; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS AO ACIDO FOLICO E ACIDO PANTOTENICO. VITS: B1; B2; B3; B6; B12; C E H. 1.5MG + 1.7MG+ 20MG+ 10MCG+ 6MCG+ 100MG+ 150 MCG. 1MG + 5 MG; NO_ACR; COMPRIMIDO; 0
334943; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS AO ACIDO FOLICO E ACIDO PANTOTENICO. VITS: B1; B2; B3; B6; B12; C E H. 1.5MG + 1.7MG+ 20MG+ 10MCG+ 6MCG+ 100MG+ 150 MCG. 1MG + 5 MG; NO_ACR; COMPRIMIDO; 0
338633; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS. VITAMINAS: A.B1.B2.B3.B5.B6.B12.C.D3. CITRATO CALCIO FERROSO. FE. CA. FLUORETO DE SODIO. 4000UI+ 4MG+ 1MG+ 10MG+ 2MG+ 2MG+ 2MCG+ 50MG+ 400 UI. 555MG+ 25MG+ 85MG+ 0.1 MG; NO_ACR; COMPRIMIDO; 0
342742; METFORMINA CLORIDRATO; METFORMINA CLORIDRATO; NOT FOUND; ASSOCIADA A GLIMEPIRIDA. 850 MG + 2 MG; NO_ACR; COMPRIMIDO; 0
353128; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS. VITS: A;B1;B2;B5;B6;B12;PP;H;C;D;E. MINERAIS: CA;FE;P;MG;MN;CU;ZN;MO;B; NO_ACR; COMPRIMIDO; 0
353813; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG. ORODISPERSIVEL; NO_ACR; COMPRIMIDO; 0
353813; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG. ORODISPERSIVEL; NO_ACR; COMPRIMIDO; 0
353813; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG. ORODISPERSIVEL; NO_ACR; COMPRIMIDO; 0
353813; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG. ORODISPERSIVEL; NO_ACR; COMPRIMIDO; 0
353813; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG. ORODISPERSIVEL; NO_ACR; COMPRIMIDO; 0
353813; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG. ORODISPERSIVEL; NO_ACR; COMPRIMIDO; 0
357213; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; ASSOCIADA A DIMETICONA E PEPSINA. 7 MG + 40 MG + 50 MG; NO_ACR; COMPRIMIDO; 0
357213; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; ASSOCIADA A DIMETICONA E PEPSINA. 7 MG + 40 MG + 50 MG; NO_ACR; COMPRIMIDO; 0
357213; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; ASSOCIADA A DIMETICONA E PEPSINA. 7 MG + 40 MG + 50 MG; NO_ACR; COMPRIMIDO; 0
357213; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; ASSOCIADA A DIMETICONA E PEPSINA. 7 MG + 40 MG + 50 MG; NO_ACR; COMPRIMIDO; 0
357213; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; ASSOCIADA A DIMETICONA E PEPSINA. 7 MG + 40 MG + 50 MG; NO_ACR; COMPRIMIDO; 0
357213; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; ASSOCIADA A DIMETICONA E PEPSINA. 7 MG + 40 MG + 50 MG; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358753; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 25 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358754; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 100 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358754; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 100 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358754; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 100 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358754; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 100 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358754; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 100 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358754; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 100 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
358755; MISOPROSTOL; MISOPROSTOL; MISOPROSTOL; 200 MCG. COMPRIMIDO VAGINAL; NO_ACR; COMPRIMIDO; 0
363933; MARAVIROQUE; MARAVIROQUE; MARAVIROQUE; 150 MG; NO_ACR; COMPRIMIDO; 0
363933; MARAVIROQUE; MARAVIROQUE; MARAVIROQUE; 150 MG; NO_ACR; COMPRIMIDO; 0
363933; MARAVIROQUE; MARAVIROQUE; MARAVIROQUE; 150 MG; NO_ACR; COMPRIMIDO; 0
363934; MARAVIROQUE; MARAVIROQUE; MARAVIROQUE; 300 MG; NO_ACR; COMPRIMIDO; 0
367261; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; VITS: A.B1.B2.B3.B6.B12.C.D3.E.K. BIOTINA. DEXPANTENOL E ACIDO FOLICO. USO PEDIATRICO. SOLUCAO INJETAVEL A + B; NO_ACR; COMPRIMIDO; 0
