267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
394770; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HPV ONCOGENICO (16 E 18). RECOMBINANTE. COM ADJUVANTE ASO4. 20 MCG. MONODOSE. SUSPENSAO INJETAVEL AMPOLA 0.50 ML; NO_ACR
401225; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ADSORVIDA. DTP (DIFTERIA. TETANO E PERTUSSIS). SUSPENSAO INJETAVEL AMPOLA 0.50 ML; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
272381; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG CÁPSULA; NO_ACR
272381; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG CÁPSULA; NO_ACR
272381; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG CÁPSULA; NO_ACR
272382; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG CÁPSULA; NO_ACR
272382; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG CÁPSULA; NO_ACR
272382; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG CÁPSULA; NO_ACR
274438; VALSARTANA; VALSARTANA; VALSARTANA; 80 MG CÁPSULA; NO_ACR
306145; VALSARTANA; VALSARTANA; VALSARTANA; 160 MG CÁPSULA; NO_ACR
328529; VALPROATO DE SÓDIO; VALPROATO SODIO; VALPROATO SODIO; 250 MG CÁPSULA; NO_ACR
328529; VALPROATO DE SÓDIO; VALPROATO SODIO; VALPROATO SODIO; 250 MG CÁPSULA; NO_ACR
328529; VALPROATO DE SÓDIO; VALPROATO SODIO; VALPROATO SODIO; 250 MG CÁPSULA; NO_ACR
328529; VALPROATO DE SÓDIO; VALPROATO SODIO; VALPROATO SODIO; 250 MG CÁPSULA; NO_ACR
356935; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
356935; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG. LIBERACAO CONTROLADA CÁPSULA; NO_ACR
367768; VANCOMICINA CLORIDRATO; VANCOMICINA CLORIDRATO; NOT FOUND; 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG CÁPSULA; NO_ACR
429826; VISMODEGIB; VISMODEGIB; NOT FOUND; 150 MG CÁPSULA; NO_ACR
267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR
267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR
267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR
267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR
267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG COMPRIMIDO; NO_ACR
267426; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 40 MG COMPRIMIDO; NO_ACR
267573; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 120 MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
267573; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 120 MG. ACAO PROLONGADA COMPRIMIDO; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG COMPRIMIDO; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA COMPRIMIDO; NO_ACR
