268128; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 25 MG; NO_ACR; AMPOLA; 5.00 ML
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273466; LORATADINA; LORATADINA; LORATADINA; 10MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273469; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 10MG + 240MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273470; LORATADINA; LORATADINA; LORATADINA; ASSOCIADA COM PSEUDOEFEDRINA. 5MG + 120MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273472; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
273473; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG; NO_ACR; COMPRIMIDO; 0
274811; LISINA CLONIXINATO; LISINA CLONIXINATO; NOT FOUND; 125 MG; NO_ACR; COMPRIMIDO; 0
274811; LISINA CLONIXINATO; LISINA CLONIXINATO; NOT FOUND; 125 MG; NO_ACR; COMPRIMIDO; 0
276095; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 200MCG; NO_ACR; COMPRIMIDO; 0
276095; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 200MCG; NO_ACR; COMPRIMIDO; 0
285965; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 250 MG; NO_ACR; COMPRIMIDO; 0
285965; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 250 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
285966; LEVETIRACETAM; LEVETIRACETAM; LEVETIRACETAM; 500 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287471; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; ASSOCIADO a HIDROCLOROTIAZIDA. 100 MG + 25 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
287473; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG; NO_ACR; COMPRIMIDO; 0
292548; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG. LIBERACAO LENTA; NO_ACR; COMPRIMIDO; 0
292548; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG. LIBERACAO LENTA; NO_ACR; COMPRIMIDO; 0
292548; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG. LIBERACAO LENTA; NO_ACR; COMPRIMIDO; 0
292548; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG. LIBERACAO LENTA; NO_ACR; COMPRIMIDO; 0
292548; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG. LIBERACAO LENTA; NO_ACR; COMPRIMIDO; 0
292548; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A CARBIDOPA. 200MG + 50MG. LIBERACAO LENTA; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295040; LAMOTRIGINA; LAMOTRIGINA; LAMOTRIGINA; 25 MG; NO_ACR; COMPRIMIDO; 0
295853; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; 1.5 MG; NO_ACR; COMPRIMIDO; 0
295853; LEVONORGESTREL; LEVONORGESTREL; LEVONORGESTREL; 1.5 MG; NO_ACR; COMPRIMIDO; 0
296649; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 88 MCG; NO_ACR; COMPRIMIDO; 0
296649; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 88 MCG; NO_ACR; COMPRIMIDO; 0
296649; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 88 MCG; NO_ACR; COMPRIMIDO; 0
296649; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 88 MCG; NO_ACR; COMPRIMIDO; 0
296650; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 112 MCG; NO_ACR; COMPRIMIDO; 0
296650; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 112 MCG; NO_ACR; COMPRIMIDO; 0
296650; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 112 MCG; NO_ACR; COMPRIMIDO; 0
296650; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 112 MCG; NO_ACR; COMPRIMIDO; 0
296650; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 112 MCG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
305270; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG; NO_ACR; COMPRIMIDO; 0
