268097; TACROLIMO; TACROLIMO; TACROLIMO; 5 MG; NO_ACR; AMPOLA; 1.00 ML
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
385153; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 10MG. SUB-LINGUAL; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
396211; TANSULOSINA; TANSULOSINA; TANSULOSINA; 0.4 MG; NO_ACR; COMPRIMIDO; 0
399065; TRIEXIFENIDIL; TRIEXIFENIDIL; TRIEXIFENIDIL; SAL CLORIDRATO. 2 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
400852; TICAGRELOR; TICAGRELOR; TICAGRELOR; 90 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412470; TELAPREVIR; TELAPREVIR; TELAPREVIR; 375 MG; NO_ACR; COMPRIMIDO; 0
412833; TADALAFILA; TADALAFILA; TADALAFILA; 5 MG; NO_ACR; COMPRIMIDO; 0
412833; TADALAFILA; TADALAFILA; TADALAFILA; 5 MG; NO_ACR; COMPRIMIDO; 0
412833; TADALAFILA; TADALAFILA; TADALAFILA; 5 MG; NO_ACR; COMPRIMIDO; 0
419608; TIAMINA; TIAMINA; TIAMINA; 100 MG. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; COMPRIMIDO; 0
419608; TIAMINA; TIAMINA; TIAMINA; 100 MG. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; COMPRIMIDO; 0
428423; TENOFOVIR; TENOFOVIR; TENOFOVIR; ASSOCIADA A LAMIVUDINA. 300 MG + 300 MG; NO_ACR; COMPRIMIDO; 0
430630; TERIFLUNOMIDA; TERIFLUNOMIDA; TERIFLUNOMIDA; 14 MG; NO_ACR; COMPRIMIDO; 0
430630; TERIFLUNOMIDA; TERIFLUNOMIDA; TERIFLUNOMIDA; 14 MG; NO_ACR; COMPRIMIDO; 0
430630; TERIFLUNOMIDA; TERIFLUNOMIDA; TERIFLUNOMIDA; 14 MG; NO_ACR; COMPRIMIDO; 0
272367; TIORIDAZINA CLORIDRATO; TIORIDAZINA CLORIDRATO; NOT FOUND; 100 MG; NO_ACR; DRÁGEA; 0
272367; TIORIDAZINA CLORIDRATO; TIORIDAZINA CLORIDRATO; NOT FOUND; 100 MG; NO_ACR; DRÁGEA; 0
273596; TIORIDAZINA CLORIDRATO; TIORIDAZINA CLORIDRATO; NOT FOUND; 200 MG. RETARD; NO_ACR; DRÁGEA; 0
273596; TIORIDAZINA CLORIDRATO; TIORIDAZINA CLORIDRATO; NOT FOUND; 200 MG. RETARD; NO_ACR; DRÁGEA; 0
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; EMBALAGEM; 65.00 G
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; EMBALAGEM; 65.00 G
395886; TRICLOSANA; TRICLOSANA; TRICLOSANA; 10 MG/G. SABONETE EM BARRA; NO_ACR; EMBALAGEM; 80.00 G
271581; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; 0.3%. SOLUCAO OFTALMICA; NO_ACR; FLACONETE; 4.00 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 3.00 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 3.00 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 3.00 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 3.00 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 3.00 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
331223; TERIPARATIDA; TERIPARATIDA; TERIPARATIDA; 250 MCG/ML. SOLUCAO INJETAVEL. COM SISTEMA DE APLICACAO; NO_ACR; FLACONETE; 2.40 ML
414657; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; 75 MG/ML. SOLUCAO PARA INALACAO; NO_ACR; FLACONETE; 4.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
267419; TIABENDAZOL; TIABENDAZOL; TIABENDAZOL; 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
268005; TRAVOPROSTA; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 2.50 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 10.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 10.00 ML
269817; TERBUTALINA SULFATO; TERBUTALINA SULFATO; NOT FOUND; 0.3 MG/ML. XAROPE; NO_ACR; FRASCO; 10.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271570; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; ASSOCIADA COM DEXAMETASONA. 0.3% + 0.1%. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271581; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; 0.3%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271581; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; 0.3%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML
271581; TOBRAMICINA; TOBRAMICINA; TOBRAMICINA; 0.3%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML
